col_stop_id,col_stop_nom,col_lat,col_lon,col_ville,col_zone_id,col_accessibilite,col_opened,col_station,col_lignes,col_trafic_journalier,col_trafic_annuel,col_nombre_correspondances,col_zone_tarifaire,col_source,col_date_maj,col_arret_id,col_nom_arret,col_type_arret,col_est_accessible_pmr,col_equipement_abri,col_equipement_affichage_temps_reel,col_latitude,col_longitude,col_commune
ARR_01882,Nom_1882,49.062562,1.922969,Bordeaux,01882,2.67,1.93,6.24,4.51,25,8.27,Nom_1882,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,01882,Nom_1882,5.74,2.86,1.50,4.98,49.126587,2.743824,Nice
ARR_01883,Nom_1883,49.177400,2.020073,Lille,01883,3.97,1.97,8.52,4.38,28,7.82,Nom_1883,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,01883,Nom_1883,8.08,8.74,9.28,5.83,48.735568,2.145347,Montpellier
ARR_01884,Nom_1884,48.701977,2.682888,Nice,01884,8.03,5.15,1.67,1.94,4,6.90,Nom_1884,Résidentiel,Meteo_France,2024-01-01 00:00:00,01884,Nom_1884,5.11,4.00,3.17,9.34,48.721870,1.904387,Nantes
ARR_01885,Nom_1885,49.122352,2.453018,Nice,01885,4.49,4.27,7.25,1.32,13,7.59,Nom_1885,Quartier Nord,Meteo_France,2024-01-01 00:00:00,01885,Nom_1885,7.70,8.95,1.41,4.31,48.508000,2.813242,Montpellier
ARR_01886,Nom_1886,49.032232,2.140440,Toulouse,01886,4.62,1.44,8.05,3.70,11,5.65,Nom_1886,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,01886,Nom_1886,3.17,2.29,1.15,6.93,49.160983,1.937380,Nantes
ARR_01887,Nom_1887,49.232028,2.845543,Toulouse,01887,8.77,1.92,2.01,4.61,19,2.57,Nom_1887,Banlieue Sud,Meteo_France,2024-01-01 00:00:00,01887,Nom_1887,6.91,5.92,5.62,8.49,48.802794,2.782890,Montpellier
ARR_01888,Nom_1888,49.227028,2.398463,Nantes,01888,6.80,7.18,7.41,6.75,5,4.41,Nom_1888,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,01888,Nom_1888,3.24,5.73,9.24,5.37,48.886082,2.143583,Toulouse
ARR_01889,Nom_1889,48.895917,1.996198,Lyon,01889,2.58,8.66,3.93,4.46,14,1.40,Nom_1889,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00,01889,Nom_1889,8.63,8.63,2.31,2.47,49.151011,2.285673,Nantes
ARR_01890,Nom_1890,48.918458,2.785895,Strasbourg,01890,9.31,5.23,5.33,3.85,11,3.77,Nom_1890,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,01890,Nom_1890,8.68,3.51,4.51,5.32,49.165394,2.517872,Nice
ARR_01891,Nom_1891,48.635926,2.758316,Nantes,01891,9.63,7.60,5.36,3.62,19,5.15,Nom_1891,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00,01891,Nom_1891,9.78,9.58,4.49,8.05,49.289621,2.053003,Toulouse
ARR_01892,Nom_1892,49.024543,2.607081,Lyon,01892,6.82,8.60,3.56,8.79,12,3.58,Nom_1892,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00,01892,Nom_1892,6.17,2.25,4.58,4.93,49.247553,2.254219,Toulouse
ARR_01893,Nom_1893,48.397286,2.810906,Montpellier,01893,8.84,8.93,5.24,7.95,20,7.87,Nom_1893,Parc Central,AirParif_2024,2024-01-01 00:00:00,01893,Nom_1893,7.46,5.74,8.77,5.45,48.917910,2.812474,Nice
ARR_01894,Nom_1894,48.998527,2.236112,Lille,01894,5.56,7.92,5.20,5.87,24,5.50,Nom_1894,Quartier Nord,Meteo_France,2024-01-01 00:00:00,01894,Nom_1894,9.20,4.22,1.93,1.99,48.525730,2.148064,Lille
ARR_01895,Nom_1895,49.058834,2.554822,Marseille,01895,3.97,8.87,4.51,2.28,12,6.75,Nom_1895,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00,01895,Nom_1895,8.26,2.30,5.73,8.09,48.839718,2.715331,Paris
ARR_01896,Nom_1896,49.244067,2.110636,Marseille,01896,3.68,5.61,8.88,1.95,11,2.81,Nom_1896,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,01896,Nom_1896,1.09,4.70,7.09,6.21,48.455394,2.102690,Lyon
ARR_01897,Nom_1897,49.163375,2.354602,Paris,01897,6.94,7.30,8.34,3.56,27,7.08,Nom_1897,Parc Central,Meteo_France,2024-01-01 00:00:00,01897,Nom_1897,5.25,7.21,8.41,6.67,49.273178,2.363701,Nantes
ARR_01898,Nom_1898,48.441130,2.522579,Lille,01898,2.94,4.66,7.02,8.89,12,4.05,Nom_1898,Parc Central,Data.gouv.fr,2024-01-01 00:00:00,01898,Nom_1898,6.14,3.98,3.45,5.53,48.772813,2.630506,Strasbourg
ARR_01899,Nom_1899,49.328331,2.216605,Bordeaux,01899,8.56,4.37,3.11,3.36,4,4.17,Nom_1899,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00,01899,Nom_1899,8.76,6.17,1.83,4.16,48.478342,2.163020,Nantes
ARR_01900,Nom_1900,49.343604,2.593504,Nantes,01900,5.05,8.71,7.19,5.51,21,7.33,Nom_1900,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,01900,Nom_1900,2.46,8.97,6.36,9.11,49.075281,2.075391,Nantes
ARR_01901,Nom_1901,49.064882,2.635667,Montpellier,01901,6.58,8.77,8.08,4.37,8,6.05,Nom_1901,Quartier Nord,Meteo_France,2024-01-01 00:00:00,01901,Nom_1901,8.31,8.39,2.11,9.29,48.410145,2.214566,Nantes
ARR_01902,Nom_1902,49.231282,2.115271,Nantes,01902,3.19,9.17,4.54,1.57,1,9.79,Nom_1902,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00,01902,Nom_1902,1.58,9.40,4.52,1.17,49.203864,2.536929,Strasbourg
ARR_01903,Nom_1903,49.259689,2.048734,Toulouse,01903,1.61,4.47,4.44,7.08,6,9.49,Nom_1903,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00,01903,Nom_1903,4.38,8.03,1.55,8.13,48.546620,2.781963,Nantes
ARR_01904,Nom_1904,49.335735,2.539176,Marseille,01904,5.98,3.48,9.39,4.40,14,1.39,Nom_1904,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00,01904,Nom_1904,3.82,9.67,7.86,1.30,48.456373,2.430762,Montpellier
ARR_01905,Nom_1905,49.182831,2.223855,Lille,01905,4.43,2.80,5.19,7.79,16,3.12,Nom_1905,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,01905,Nom_1905,8.30,7.80,9.68,1.55,48.893460,2.771519,Lille
ARR_01906,Nom_1906,48.550959,2.524192,Toulouse,01906,8.75,1.79,6.86,7.80,11,6.98,Nom_1906,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00,01906,Nom_1906,5.77,4.22,1.22,7.26,48.456459,2.721371,Strasbourg
ARR_01907,Nom_1907,48.671871,2.378931,Nice,01907,6.36,5.23,5.65,3.89,7,3.10,Nom_1907,Quartier Nord,Meteo_France,2024-01-01 00:00:00,01907,Nom_1907,5.83,7.83,8.01,6.22,48.728707,2.743238,Nice
ARR_01908,Nom_1908,48.432812,2.258817,Lyon,01908,8.27,4.98,2.94,7.37,18,9.25,Nom_1908,Parc Central,Meteo_France,2024-01-01 00:00:00,01908,Nom_1908,5.88,3.99,2.05,8.08,49.199986,2.399514,Marseille
ARR_01909,Nom_1909,48.641380,2.641302,Paris,01909,9.96,1.43,2.18,7.24,5,8.03,Nom_1909,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,01909,Nom_1909,7.86,1.13,6.10,2.11,49.262013,1.852721,Lyon
ARR_01910,Nom_1910,49.037075,2.226129,Marseille,01910,8.44,1.10,8.55,4.28,20,9.04,Nom_1910,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00,01910,Nom_1910,6.41,1.48,8.54,3.43,48.520061,2.326327,Nantes
ARR_01911,Nom_1911,49.252101,2.741586,Toulouse,01911,9.42,8.80,3.94,6.93,11,1.78,Nom_1911,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00,01911,Nom_1911,8.71,5.63,1.11,4.60,48.538232,2.564507,Montpellier
ARR_01912,Nom_1912,49.049853,2.805301,Strasbourg,01912,9.33,9.34,7.23,6.55,8,9.37,Nom_1912,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00,01912,Nom_1912,3.98,4.47,4.86,2.43,48.478936,1.943320,Paris
ARR_01913,Nom_1913,48.360317,2.667322,Paris,01913,8.80,8.53,5.86,3.14,18,5.12,Nom_1913,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,01913,Nom_1913,3.35,3.95,2.76,3.49,49.169245,2.175080,Nice
ARR_01914,Nom_1914,49.336207,2.040516,Toulouse,01914,2.41,6.13,9.00,4.21,18,7.85,Nom_1914,Parc Central,Data.gouv.fr,2024-01-01 00:00:00,01914,Nom_1914,1.57,2.21,5.80,5.97,48.918486,2.109528,Marseille
ARR_01915,Nom_1915,48.384613,1.899661,Montpellier,01915,7.42,9.59,2.36,6.35,17,7.93,Nom_1915,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,01915,Nom_1915,2.50,5.48,1.91,6.04,48.547401,2.251416,Toulouse
ARR_01916,Nom_1916,49.064989,2.344704,Paris,01916,6.24,7.78,4.09,1.25,21,8.04,Nom_1916,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,01916,Nom_1916,7.93,2.82,8.02,2.40,48.354709,2.579732,Paris
ARR_01917,Nom_1917,48.615944,2.723739,Nice,01917,6.45,1.22,9.95,7.98,5,1.01,Nom_1917,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00,01917,Nom_1917,4.72,5.11,9.84,8.24,48.356250,2.322718,Marseille
ARR_01918,Nom_1918,49.199917,2.226315,Nantes,01918,2.98,1.47,4.08,4.12,23,9.39,Nom_1918,Résidentiel,Meteo_France,2024-01-01 00:00:00,01918,Nom_1918,8.96,3.22,9.57,6.15,49.200791,2.123998,Paris
ARR_01919,Nom_1919,48.664819,2.087438,Paris,01919,2.26,2.33,8.08,5.90,6,2.43,Nom_1919,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00,01919,Nom_1919,2.80,1.56,7.74,1.21,48.573683,2.373595,Nice
ARR_01920,Nom_1920,48.471945,2.539582,Paris,01920,3.88,1.15,3.96,7.23,26,6.24,Nom_1920,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00,01920,Nom_1920,4.26,3.98,2.72,6.74,48.355623,2.659539,Lille
ARR_01921,Nom_1921,49.054753,1.855029,Nantes,01921,3.58,3.27,7.37,3.10,7,3.86,Nom_1921,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,01921,Nom_1921,1.05,5.00,6.95,5.13,49.051333,2.402844,Toulouse
ARR_01922,Nom_1922,48.960206,2.847451,Montpellier,01922,9.35,7.59,3.57,6.45,22,5.23,Nom_1922,Parc Central,AirParif_2024,2024-01-01 00:00:00,01922,Nom_1922,9.27,1.38,1.95,5.93,49.068260,2.645832,Lyon
ARR_01923,Nom_1923,48.624701,2.461235,Nantes,01923,1.43,3.21,8.37,6.08,6,6.19,Nom_1923,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,01923,Nom_1923,8.14,4.27,9.21,3.31,48.483229,2.834223,Strasbourg
ARR_01924,Nom_1924,48.768410,2.254199,Lille,01924,1.22,2.70,5.21,4.82,13,3.27,Nom_1924,Centre-Ville,Meteo_France,2024-01-01 00:00:00,01924,Nom_1924,5.89,4.76,4.60,1.04,49.117691,2.692253,Montpellier
ARR_01925,Nom_1925,49.275804,2.777349,Bordeaux,01925,5.97,8.81,1.56,5.31,21,1.43,Nom_1925,Résidentiel,AirParif_2024,2024-01-01 00:00:00,01925,Nom_1925,4.71,8.17,5.20,8.17,49.150088,1.893512,Nantes
ARR_01926,Nom_1926,48.682275,2.647902,Bordeaux,01926,5.10,7.84,2.95,8.72,24,3.33,Nom_1926,Centre-Ville,Meteo_France,2024-01-01 00:00:00,01926,Nom_1926,3.37,4.53,2.12,9.72,48.978640,2.387103,Nantes
ARR_01927,Nom_1927,49.332118,2.243094,Strasbourg,01927,3.85,4.05,5.74,3.10,13,1.02,Nom_1927,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,01927,Nom_1927,2.88,3.52,3.79,7.57,48.757484,2.489324,Marseille
ARR_01928,Nom_1928,48.996098,2.510694,Lyon,01928,9.10,1.25,3.51,3.21,14,2.43,Nom_1928,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,01928,Nom_1928,5.11,1.91,2.34,7.41,48.480529,2.374980,Montpellier
ARR_01929,Nom_1929,48.465392,2.134114,Strasbourg,01929,8.90,6.14,2.19,1.24,20,7.15,Nom_1929,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,01929,Nom_1929,4.52,3.67,4.13,8.03,49.315695,1.953171,Nantes
ARR_01930,Nom_1930,49.138345,1.871587,Nantes,01930,5.56,1.93,6.06,6.36,1,4.56,Nom_1930,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,01930,Nom_1930,5.58,3.65,6.57,3.12,48.378914,2.384062,Bordeaux
ARR_01931,Nom_1931,48.813250,2.686894,Montpellier,01931,1.95,7.26,5.58,7.73,3,2.06,Nom_1931,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00,01931,Nom_1931,1.40,7.83,8.70,5.81,48.607616,2.387404,Lille
ARR_01932,Nom_1932,48.953050,2.537256,Toulouse,01932,6.33,2.73,6.49,6.40,8,6.61,Nom_1932,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00,01932,Nom_1932,9.48,1.77,6.04,3.93,48.504471,2.735326,Toulouse
ARR_01933,Nom_1933,48.426300,2.245982,Bordeaux,01933,6.77,2.87,2.74,7.67,19,8.75,Nom_1933,Quartier Nord,AirParif_2024,2024-01-01 00:00:00,01933,Nom_1933,4.80,4.71,2.03,8.64,48.872208,2.072974,Toulouse
ARR_01934,Nom_1934,48.926268,2.479459,Montpellier,01934,8.74,9.40,3.81,3.76,24,3.38,Nom_1934,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,01934,Nom_1934,5.32,6.88,4.44,5.76,48.787877,2.105494,Toulouse
ARR_01935,Nom_1935,48.762949,2.585149,Nantes,01935,9.20,1.30,3.33,2.06,27,4.97,Nom_1935,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00,01935,Nom_1935,5.56,5.44,8.15,6.39,48.584660,2.232276,Bordeaux
ARR_01936,Nom_1936,49.244882,2.162507,Lyon,01936,2.80,1.02,1.97,2.34,24,9.11,Nom_1936,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,01936,Nom_1936,6.67,9.35,7.28,3.34,48.547717,2.686836,Bordeaux
ARR_01937,Nom_1937,48.671057,2.429210,Toulouse,01937,3.56,6.10,2.73,1.96,3,2.21,Nom_1937,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,01937,Nom_1937,5.96,4.31,8.38,2.61,48.695272,2.654009,Marseille
ARR_01938,Nom_1938,48.370365,2.525554,Nice,01938,6.95,6.85,8.58,6.98,21,6.17,Nom_1938,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00,01938,Nom_1938,3.11,4.54,6.50,4.10,49.243085,2.383948,Nice
ARR_01939,Nom_1939,49.098618,2.033828,Marseille,01939,5.33,4.06,6.42,2.83,25,3.57,Nom_1939,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00,01939,Nom_1939,5.32,4.33,1.18,2.93,48.511170,2.363838,Marseille
ARR_01940,Nom_1940,48.763486,2.372547,Paris,01940,4.07,4.69,2.76,6.18,17,8.66,Nom_1940,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00,01940,Nom_1940,1.41,5.89,1.97,6.41,49.295886,2.545796,Strasbourg
ARR_01941,Nom_1941,48.987504,2.716838,Strasbourg,01941,4.46,1.33,6.20,8.50,21,7.41,Nom_1941,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00,01941,Nom_1941,3.63,5.18,7.38,4.27,48.973791,2.730249,Bordeaux
ARR_01942,Nom_1942,48.804276,2.630108,Nice,01942,7.45,9.67,6.38,2.32,5,4.60,Nom_1942,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,01942,Nom_1942,6.26,8.28,7.69,9.11,48.813492,2.654215,Lyon
ARR_01943,Nom_1943,49.228918,1.989261,Montpellier,01943,6.72,2.05,3.97,5.12,17,4.94,Nom_1943,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,01943,Nom_1943,6.71,6.36,6.47,2.24,49.286200,2.595616,Montpellier
ARR_01944,Nom_1944,48.551910,1.915606,Lyon,01944,7.23,2.03,7.42,4.99,18,9.41,Nom_1944,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,01944,Nom_1944,5.87,4.96,9.96,3.03,48.950446,2.516750,Paris
ARR_01945,Nom_1945,49.047297,2.354791,Montpellier,01945,5.69,6.25,6.31,5.79,27,2.06,Nom_1945,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,01945,Nom_1945,6.67,2.08,2.97,2.26,49.014131,2.253678,Nantes
ARR_01946,Nom_1946,49.290089,2.698472,Strasbourg,01946,1.52,6.75,8.81,7.22,6,2.05,Nom_1946,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,01946,Nom_1946,6.20,7.79,3.74,1.70,48.396725,1.892543,Lyon
ARR_01947,Nom_1947,48.721405,2.624377,Nantes,01947,2.76,7.04,4.34,7.68,17,4.59,Nom_1947,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,01947,Nom_1947,1.22,8.12,2.77,7.37,49.326737,1.899143,Nantes
ARR_01948,Nom_1948,48.452931,2.158204,Bordeaux,01948,9.63,2.64,3.91,6.54,1,9.24,Nom_1948,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,01948,Nom_1948,4.47,4.96,6.54,9.64,49.252690,2.365409,Strasbourg
ARR_01949,Nom_1949,48.391168,1.946857,Paris,01949,7.84,2.36,2.25,1.67,4,6.82,Nom_1949,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,01949,Nom_1949,7.16,5.94,7.24,8.47,48.494919,2.519916,Marseille
ARR_01950,Nom_1950,48.429431,2.577872,Nantes,01950,3.25,5.09,8.13,3.48,22,3.59,Nom_1950,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,01950,Nom_1950,8.92,5.91,9.64,2.25,49.018379,2.259401,Lille
ARR_01951,Nom_1951,48.554729,2.584139,Nantes,01951,9.54,1.26,1.99,4.52,10,1.07,Nom_1951,Parc Central,Data.gouv.fr,2024-01-01 00:00:00,01951,Nom_1951,1.95,9.27,8.31,7.27,48.750705,2.067567,Paris
ARR_01952,Nom_1952,48.441851,2.417406,Marseille,01952,1.59,2.20,5.63,2.09,18,5.10,Nom_1952,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00,01952,Nom_1952,1.97,5.53,8.69,7.28,49.066310,2.663428,Lille
ARR_01953,Nom_1953,48.826926,2.514096,Paris,01953,8.19,1.75,7.18,5.62,13,6.97,Nom_1953,Banlieue Sud,Meteo_France,2024-01-01 00:00:00,01953,Nom_1953,1.86,4.62,2.07,7.51,48.770974,2.338567,Lille
ARR_01954,Nom_1954,48.437953,2.033334,Lyon,01954,7.22,7.12,6.87,8.80,24,8.73,Nom_1954,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00,01954,Nom_1954,6.60,8.44,9.43,1.67,49.141863,2.817151,Marseille
ARR_01955,Nom_1955,48.923401,2.324781,Nice,01955,7.43,5.35,9.44,8.43,23,5.24,Nom_1955,ZAC Ouest,Meteo_France,2024-01-01 00:00:00,01955,Nom_1955,7.00,7.71,6.59,5.12,49.044228,2.040718,Lyon
ARR_01956,Nom_1956,48.520322,2.317739,Marseille,01956,8.92,5.26,8.25,3.22,15,7.86,Nom_1956,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00,01956,Nom_1956,3.06,2.37,1.52,3.61,49.290180,2.833373,Nice
ARR_01957,Nom_1957,48.860958,2.592773,Strasbourg,01957,1.81,5.24,9.88,1.92,5,4.50,Nom_1957,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,01957,Nom_1957,5.19,5.54,1.44,1.23,48.415596,2.739493,Nice
ARR_01958,Nom_1958,49.027234,2.752589,Nice,01958,5.89,1.76,1.17,5.20,1,6.31,Nom_1958,Centre-Ville,Meteo_France,2024-01-01 00:00:00,01958,Nom_1958,9.36,1.23,4.88,6.63,48.763481,2.368925,Montpellier
ARR_01959,Nom_1959,48.616485,2.109982,Lille,01959,6.42,1.44,4.30,5.07,21,6.66,Nom_1959,Quartier Nord,Meteo_France,2024-01-01 00:00:00,01959,Nom_1959,5.76,6.49,5.66,6.35,48.910188,2.145283,Nantes
ARR_01960,Nom_1960,48.533458,2.357141,Montpellier,01960,4.52,5.95,5.43,5.60,10,2.35,Nom_1960,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00,01960,Nom_1960,3.77,3.36,1.95,7.79,49.260271,2.391251,Bordeaux
ARR_01961,Nom_1961,48.836262,2.119002,Strasbourg,01961,7.30,3.80,9.68,8.84,6,6.44,Nom_1961,Quartier Nord,AirParif_2024,2024-01-01 00:00:00,01961,Nom_1961,4.26,2.47,8.41,9.35,48.409100,2.615160,Strasbourg
ARR_01962,Nom_1962,48.748580,1.977636,Toulouse,01962,1.32,1.11,4.90,8.15,10,2.29,Nom_1962,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,01962,Nom_1962,1.63,3.35,7.83,5.34,49.002267,2.208372,Nice
ARR_01963,Nom_1963,49.257191,2.014344,Marseille,01963,6.06,5.01,2.78,8.75,26,5.27,Nom_1963,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00,01963,Nom_1963,2.51,6.94,2.73,7.20,49.122890,2.805912,Paris
ARR_01964,Nom_1964,49.034353,2.108817,Nantes,01964,9.44,1.66,8.17,5.67,18,1.21,Nom_1964,ZAC Ouest,Meteo_France,2024-01-01 00:00:00,01964,Nom_1964,7.31,9.96,7.11,9.56,48.909093,2.307182,Nice
ARR_01965,Nom_1965,48.881281,2.544420,Strasbourg,01965,9.74,1.29,8.85,3.32,20,2.74,Nom_1965,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,01965,Nom_1965,8.43,7.28,4.34,5.51,49.140167,2.282364,Nice
ARR_01966,Nom_1966,48.568961,2.176044,Marseille,01966,5.30,4.86,6.74,8.82,16,4.14,Nom_1966,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,01966,Nom_1966,1.40,6.62,7.01,3.33,49.316297,2.097002,Lyon
ARR_01967,Nom_1967,48.804066,2.720107,Nantes,01967,8.75,6.78,6.90,1.08,25,1.75,Nom_1967,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,01967,Nom_1967,3.35,4.12,1.12,6.03,48.912216,2.827967,Strasbourg
ARR_01968,Nom_1968,49.187155,2.209111,Paris,01968,7.96,1.81,7.92,1.97,14,5.03,Nom_1968,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00,01968,Nom_1968,6.95,6.32,3.91,2.04,48.821542,1.889347,Nice
ARR_01969,Nom_1969,48.910841,2.115560,Bordeaux,01969,7.03,2.29,9.27,3.94,13,1.44,Nom_1969,Parc Central,Meteo_France,2024-01-01 00:00:00,01969,Nom_1969,7.30,7.35,7.26,4.11,48.359023,2.457706,Toulouse
ARR_01970,Nom_1970,48.532629,2.286611,Strasbourg,01970,1.64,2.72,9.51,3.16,17,7.69,Nom_1970,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,01970,Nom_1970,6.09,2.92,6.56,8.14,48.738113,2.579203,Toulouse
ARR_01971,Nom_1971,49.280315,1.972888,Bordeaux,01971,2.38,4.97,2.69,2.34,22,7.41,Nom_1971,Quartier Nord,Meteo_France,2024-01-01 00:00:00,01971,Nom_1971,9.69,8.05,6.22,1.88,48.761153,2.006400,Nantes
ARR_01972,Nom_1972,49.018101,2.788947,Lyon,01972,2.17,9.92,8.00,5.18,9,6.01,Nom_1972,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,01972,Nom_1972,9.93,4.17,2.40,2.77,48.580140,2.807287,Lille
ARR_01973,Nom_1973,49.071386,2.228149,Marseille,01973,7.49,5.51,4.71,5.80,11,6.73,Nom_1973,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00,01973,Nom_1973,6.67,1.26,7.15,4.31,49.241489,2.297530,Bordeaux
ARR_01974,Nom_1974,48.535731,2.404042,Nice,01974,9.44,9.12,3.97,4.04,4,1.46,Nom_1974,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,01974,Nom_1974,7.58,1.65,1.58,6.81,49.086055,2.446099,Lyon
ARR_01975,Nom_1975,49.286873,2.078926,Bordeaux,01975,3.13,1.57,2.71,3.78,8,5.50,Nom_1975,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,01975,Nom_1975,4.13,9.72,5.26,9.08,48.589642,2.332768,Lyon
ARR_01976,Nom_1976,49.085730,2.450282,Nice,01976,5.28,7.04,7.98,7.53,19,3.85,Nom_1976,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,01976,Nom_1976,1.58,3.27,7.11,7.62,49.168861,2.749441,Toulouse
ARR_01977,Nom_1977,49.297390,2.190623,Lyon,01977,1.77,3.10,6.61,9.02,27,8.63,Nom_1977,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00,01977,Nom_1977,8.96,5.52,2.08,8.68,49.111151,1.892313,Montpellier
ARR_01978,Nom_1978,49.274782,2.465180,Strasbourg,01978,2.19,5.83,1.50,4.13,7,7.45,Nom_1978,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,01978,Nom_1978,2.66,5.33,4.11,6.33,48.613320,2.636154,Strasbourg
ARR_01979,Nom_1979,49.042974,2.427508,Paris,01979,6.38,4.94,6.55,4.60,28,6.50,Nom_1979,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00,01979,Nom_1979,6.94,1.86,6.72,5.27,49.119637,2.513334,Bordeaux
ARR_01980,Nom_1980,48.568930,2.412686,Bordeaux,01980,9.66,4.48,7.49,7.17,28,8.94,Nom_1980,Parc Central,Meteo_France,2024-01-01 00:00:00,01980,Nom_1980,3.21,6.76,7.95,2.27,48.738020,2.420529,Nantes
ARR_01981,Nom_1981,48.516074,1.853789,Strasbourg,01981,4.75,2.10,7.89,4.32,25,3.61,Nom_1981,ZAC Ouest,Meteo_France,2024-01-01 00:00:00,01981,Nom_1981,1.94,8.36,9.02,9.01,48.461006,2.083312,Paris
ARR_01982,Nom_1982,48.975225,2.035270,Lille,01982,3.48,4.87,4.61,4.44,22,6.14,Nom_1982,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,01982,Nom_1982,9.83,4.81,9.06,1.34,48.904072,2.339571,Lyon
ARR_01983,Nom_1983,48.771979,2.388077,Bordeaux,01983,4.73,1.58,7.34,6.36,6,7.01,Nom_1983,Quartier Nord,AirParif_2024,2024-01-01 00:00:00,01983,Nom_1983,3.23,6.70,5.03,9.21,49.067350,2.501949,Bordeaux
ARR_01984,Nom_1984,48.832711,2.366398,Lyon,01984,1.28,2.25,2.79,1.71,21,3.85,Nom_1984,Quartier Nord,AirParif_2024,2024-01-01 00:00:00,01984,Nom_1984,8.22,9.94,4.04,8.30,48.642424,2.461233,Nantes
