col_securite_id,col_nom_zone,col_ville,col_niveau_securite,col_nbr_cameras,col_sentiment_securite,col_taux_delinquance,col_periodicite_patrouille,col_zone_couverte_camera,col_source,col_date_maj
SEC_03385,Zone Industrielle,Nice,Élevé,91,2.33,9.02,5.90,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_03386,Quartier Nord,Nice,Faible,6,1.40,7.28,8.61,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_03387,ZAC Ouest,Toulouse,Modéré,76,5.25,1.34,4.88,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_03388,Centre-Ville,Bordeaux,Critique,82,7.72,6.13,3.99,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00
SEC_03389,Banlieue Sud,Lyon,Modéré,47,5.12,7.39,8.55,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_03390,Parc Central,Strasbourg,Modéré,64,3.55,5.18,2.86,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_03391,Parc Central,Marseille,Faible,5,2.86,3.69,7.90,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_03392,ZAC Ouest,Lille,Élevé,70,5.59,4.24,9.37,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00
SEC_03393,Banlieue Sud,Montpellier,Modéré,39,8.37,5.21,1.81,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_03394,Parc Central,Strasbourg,Modéré,63,6.41,2.44,5.78,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03395,Résidentiel,Lille,Critique,28,4.00,8.54,6.49,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03396,Résidentiel,Lyon,Élevé,81,5.15,2.01,2.33,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_03397,Résidentiel,Lyon,Critique,40,4.44,2.96,5.03,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03398,Centre-Ville,Toulouse,Faible,32,1.16,9.13,4.65,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03399,Parc Central,Lyon,Faible,50,6.98,1.15,1.86,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03400,Zone Industrielle,Strasbourg,Modéré,61,7.65,7.63,5.30,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03401,Parc Central,Paris,Critique,24,4.83,2.72,2.82,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_03402,Banlieue Sud,Bordeaux,Critique,33,7.91,9.74,7.30,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03403,Centre-Ville,Toulouse,Élevé,69,5.06,7.78,3.45,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03404,Zone Industrielle,Toulouse,Critique,7,8.28,2.57,9.81,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03405,Centre-Ville,Nantes,Élevé,83,1.48,6.38,3.18,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_03406,ZAC Ouest,Marseille,Modéré,100,5.62,8.85,6.55,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03407,Banlieue Sud,Toulouse,Élevé,72,8.68,7.96,4.13,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03408,Centre-Ville,Marseille,Critique,75,2.08,9.82,6.92,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_03409,ZAC Ouest,Lille,Critique,82,3.53,8.36,2.99,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_03410,Banlieue Sud,Marseille,Critique,76,2.00,2.99,1.91,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_03411,Zone Industrielle,Strasbourg,Modéré,9,4.28,1.01,4.80,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03412,Quartier Nord,Montpellier,Élevé,17,3.51,3.72,3.47,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_03413,Parc Central,Lyon,Élevé,34,9.82,5.92,7.81,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03414,Quartier Nord,Toulouse,Critique,32,2.85,2.43,1.74,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03415,Zone Industrielle,Nice,Faible,43,6.47,2.90,6.59,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_03416,Résidentiel,Bordeaux,Faible,58,1.35,6.91,2.49,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_03417,Centre-Ville,Montpellier,Critique,44,2.78,8.74,1.46,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03418,Centre-Ville,Lyon,Élevé,89,6.91,1.67,1.74,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_03419,Zone Industrielle,Strasbourg,Modéré,63,6.61,3.29,7.39,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_03420,Zone Industrielle,Strasbourg,Critique,3,5.78,9.05,2.45,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03421,Parc Central,Nice,Modéré,87,9.85,9.24,4.23,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_03422,Banlieue Sud,Montpellier,Élevé,68,5.49,8.73,4.83,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_03423,Centre-Ville,Toulouse,Élevé,72,7.26,2.93,2.01,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_03424,ZAC Ouest,Lille,Élevé,8,1.30,9.24,4.42,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_03425,ZAC Ouest,Strasbourg,Modéré,49,2.48,2.75,4.26,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_03426,Banlieue Sud,Toulouse,Élevé,81,8.53,4.16,5.94,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_03427,Quartier Nord,Nantes,Modéré,85,1.61,3.85,3.88,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03428,Résidentiel,Toulouse,Faible,92,2.85,5.33,8.41,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_03429,Parc Central,Lille,Critique,71,5.65,9.14,9.52,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03430,ZAC Ouest,Marseille,Élevé,90,3.75,8.28,3.36,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03431,Parc Central,Montpellier,Modéré,28,1.34,1.19,9.71,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03432,Banlieue Sud,Nice,Critique,54,3.15,7.79,2.76,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_03433,Résidentiel,Lyon,Critique,80,5.75,3.74,6.75,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_03434,Parc Central,Paris,Élevé,47,1.38,3.91,6.69,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_03435,Banlieue Sud,Lyon,Élevé,25,7.73,9.66,9.95,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03436,Centre-Ville,Nantes,Critique,4,7.64,9.18,9.12,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_03437,Résidentiel,Nice,Faible,36,4.47,9.73,2.94,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_03438,ZAC Ouest,Lille,Élevé,54,8.57,6.47,1.38,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_03439,Zone Industrielle,Lille,Critique,46,9.03,8.54,9.67,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_03440,Parc Central,Lyon,Critique,29,8.61,6.65,4.41,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_03441,Banlieue Sud,Nantes,Faible,47,1.89,9.43,1.14,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_03442,Quartier Nord,Toulouse,Élevé,19,4.44,4.05,4.83,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_03443,Résidentiel,Marseille,Critique,15,5.50,6.72,7.01,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03444,Quartier Nord,Bordeaux,Faible,69,4.91,1.14,6.50,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03445,Quartier Nord,Strasbourg,Critique,32,7.56,3.82,3.53,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_03446,Parc Central,Lille,Faible,81,6.85,2.95,7.08,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_03447,Quartier Nord,Nantes,Élevé,96,5.16,4.38,6.82,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_03448,Quartier Nord,Paris,Faible,11,3.66,9.26,1.66,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_03449,Quartier Nord,Nice,Critique,17,8.65,6.62,2.70,Quartier Nord,AirParif_2024,2024-01-01 00:00:00
SEC_03450,Résidentiel,Nantes,Critique,91,7.32,3.55,2.28,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_03451,Parc Central,Strasbourg,Élevé,96,2.19,1.72,9.69,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03452,Centre-Ville,Nantes,Élevé,33,5.52,8.06,6.85,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03453,Résidentiel,Nice,Critique,9,6.01,4.17,9.78,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_03454,Banlieue Sud,Montpellier,Faible,64,7.59,3.98,3.34,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03455,Centre-Ville,Nice,Modéré,43,1.94,9.71,9.16,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03456,Parc Central,Strasbourg,Faible,49,4.81,2.47,3.40,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03457,Zone Industrielle,Nice,Critique,80,4.46,5.96,4.24,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_03458,Parc Central,Marseille,Élevé,1,3.73,5.55,2.53,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_03459,ZAC Ouest,Nice,Modéré,61,8.42,7.09,3.12,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_03460,Banlieue Sud,Bordeaux,Élevé,13,1.50,8.40,9.72,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03461,Zone Industrielle,Montpellier,Faible,49,9.26,8.80,2.50,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_03462,Zone Industrielle,Bordeaux,Élevé,68,8.83,3.10,2.03,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_03463,Parc Central,Lille,Critique,59,9.07,7.59,7.14,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03464,Quartier Nord,Strasbourg,Critique,80,4.51,9.85,1.73,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_03465,ZAC Ouest,Lille,Modéré,8,6.95,7.21,9.90,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03466,Résidentiel,Strasbourg,Élevé,19,5.97,8.29,5.76,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_03467,Banlieue Sud,Lille,Modéré,6,4.62,3.32,9.27,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03468,Parc Central,Lyon,Élevé,7,6.59,4.91,9.04,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_03469,Centre-Ville,Paris,Élevé,89,6.04,5.38,1.51,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00
SEC_03470,Résidentiel,Bordeaux,Critique,12,5.74,3.72,8.52,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_03471,Quartier Nord,Montpellier,Faible,62,2.42,4.03,4.26,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03472,Zone Industrielle,Strasbourg,Élevé,62,8.02,6.64,3.99,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00
SEC_03473,Centre-Ville,Bordeaux,Élevé,56,7.02,4.23,7.62,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03474,Quartier Nord,Lyon,Élevé,9,9.24,8.20,3.10,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03475,Quartier Nord,Bordeaux,Critique,64,1.59,1.62,7.31,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03476,ZAC Ouest,Lille,Faible,58,6.78,8.14,7.11,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03477,Résidentiel,Bordeaux,Modéré,42,7.37,5.74,9.79,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_03478,Banlieue Sud,Montpellier,Faible,14,1.68,2.30,6.83,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_03479,Centre-Ville,Paris,Élevé,39,9.42,8.50,5.13,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03480,Centre-Ville,Lyon,Faible,99,9.52,5.41,3.79,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00
SEC_03481,Banlieue Sud,Paris,Modéré,98,5.68,3.19,7.87,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_03482,Zone Industrielle,Bordeaux,Faible,81,6.03,8.55,3.79,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_03483,ZAC Ouest,Bordeaux,Critique,23,4.66,4.00,2.41,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_03484,Quartier Nord,Montpellier,Élevé,6,9.16,8.49,1.66,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03485,Banlieue Sud,Montpellier,Modéré,5,3.28,7.94,6.58,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_03486,Zone Industrielle,Toulouse,Modéré,44,4.10,1.97,2.09,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03487,ZAC Ouest,Lille,Modéré,87,9.78,5.17,2.01,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_03488,Parc Central,Nantes,Critique,97,5.97,9.15,7.30,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_03489,Centre-Ville,Strasbourg,Élevé,21,7.90,2.81,2.22,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_03490,Quartier Nord,Marseille,Critique,18,8.63,4.10,9.23,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03491,Résidentiel,Nice,Critique,56,8.19,3.30,8.12,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03492,Quartier Nord,Nice,Critique,20,3.31,5.71,8.11,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00
SEC_03493,Banlieue Sud,Bordeaux,Critique,94,9.09,9.36,6.28,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03494,Centre-Ville,Paris,Modéré,91,4.16,3.41,9.70,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_03495,Quartier Nord,Nice,Critique,69,3.04,5.78,2.57,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03496,Zone Industrielle,Lyon,Critique,23,8.14,6.34,2.50,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03497,Zone Industrielle,Montpellier,Élevé,82,1.65,7.07,6.43,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00
SEC_03498,Quartier Nord,Montpellier,Modéré,48,5.24,1.36,3.39,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_03499,Résidentiel,Bordeaux,Modéré,18,2.40,3.41,9.29,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00
SEC_03500,Quartier Nord,Bordeaux,Critique,51,4.37,1.21,7.47,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03501,Parc Central,Bordeaux,Élevé,37,4.54,9.64,8.68,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_03502,Zone Industrielle,Strasbourg,Élevé,26,7.27,4.40,2.91,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_03503,Résidentiel,Nice,Élevé,81,3.39,1.68,3.63,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_03504,Banlieue Sud,Lille,Faible,49,5.21,6.84,7.10,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_03505,Banlieue Sud,Marseille,Modéré,25,5.66,6.94,6.35,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_03506,ZAC Ouest,Nantes,Modéré,22,8.10,7.60,5.39,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_03507,Centre-Ville,Toulouse,Critique,81,5.86,8.09,1.17,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00
SEC_03508,Quartier Nord,Paris,Critique,45,5.15,4.53,6.35,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03509,Centre-Ville,Lyon,Modéré,8,9.52,2.44,1.05,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03510,Banlieue Sud,Lille,Élevé,15,4.28,2.52,6.88,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03511,Résidentiel,Nantes,Modéré,42,6.27,4.94,7.72,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03512,ZAC Ouest,Marseille,Faible,43,3.42,3.76,8.32,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03513,Résidentiel,Toulouse,Critique,99,1.61,5.52,7.37,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03514,Zone Industrielle,Montpellier,Critique,42,3.05,9.16,3.22,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_03515,Banlieue Sud,Toulouse,Modéré,20,4.41,7.90,7.96,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_03516,Résidentiel,Montpellier,Élevé,20,1.33,7.84,4.40,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_03517,Résidentiel,Toulouse,Élevé,37,4.10,4.25,2.82,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_03518,ZAC Ouest,Toulouse,Faible,39,8.23,7.45,8.54,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_03519,Quartier Nord,Nantes,Critique,22,9.27,3.32,6.98,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_03520,Zone Industrielle,Paris,Élevé,70,9.76,2.58,8.89,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03521,ZAC Ouest,Bordeaux,Élevé,63,2.15,2.27,2.22,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03522,Quartier Nord,Marseille,Faible,7,8.23,6.19,8.06,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03523,Banlieue Sud,Paris,Faible,21,7.00,5.30,1.59,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_03524,Centre-Ville,Paris,Critique,27,8.06,2.20,7.31,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_03525,Quartier Nord,Lyon,Faible,72,3.99,2.35,5.41,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_03526,ZAC Ouest,Marseille,Élevé,1,7.90,3.31,3.40,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03527,ZAC Ouest,Toulouse,Modéré,85,5.33,7.30,3.04,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_03528,Quartier Nord,Nantes,Modéré,86,3.77,6.28,7.11,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03529,Centre-Ville,Lyon,Faible,62,2.12,2.28,5.89,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00
SEC_03530,Résidentiel,Lyon,Élevé,47,9.78,7.02,9.27,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03531,Quartier Nord,Nice,Critique,25,7.75,6.26,9.06,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03532,ZAC Ouest,Toulouse,Modéré,58,4.05,1.51,8.42,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00
SEC_03533,Banlieue Sud,Bordeaux,Modéré,16,7.73,1.37,3.93,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_03534,Banlieue Sud,Strasbourg,Critique,75,1.89,2.87,3.66,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03535,Centre-Ville,Marseille,Faible,54,7.07,7.43,8.69,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_03536,Centre-Ville,Marseille,Élevé,77,9.93,6.89,4.56,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03537,Résidentiel,Nice,Faible,47,5.02,9.91,9.84,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03538,ZAC Ouest,Lyon,Modéré,53,9.60,5.14,2.27,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03539,Résidentiel,Lyon,Modéré,32,7.33,3.52,1.01,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_03540,Quartier Nord,Lyon,Faible,5,8.75,9.89,1.00,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_03541,Centre-Ville,Montpellier,Modéré,24,4.64,4.62,3.01,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03542,Centre-Ville,Paris,Modéré,35,7.35,3.55,6.33,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03543,Parc Central,Nantes,Modéré,32,1.42,3.09,2.52,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00
SEC_03544,Quartier Nord,Lille,Modéré,99,2.07,8.69,3.51,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_03545,Banlieue Sud,Nantes,Élevé,26,9.89,8.05,3.72,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03546,Banlieue Sud,Nantes,Faible,62,6.47,1.74,1.23,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03547,Quartier Nord,Nantes,Critique,10,7.85,1.14,1.81,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03548,ZAC Ouest,Toulouse,Faible,25,1.50,7.89,2.44,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03549,ZAC Ouest,Strasbourg,Élevé,57,3.56,1.87,6.34,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_03550,Parc Central,Strasbourg,Élevé,37,7.82,4.48,4.19,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03551,Banlieue Sud,Nice,Critique,57,7.46,7.15,1.07,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03552,ZAC Ouest,Montpellier,Critique,55,6.12,3.56,6.62,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00
SEC_03553,ZAC Ouest,Marseille,Modéré,5,3.53,4.55,3.47,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_03554,Zone Industrielle,Lyon,Faible,52,8.21,1.43,8.64,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03555,ZAC Ouest,Paris,Élevé,67,2.65,7.15,2.02,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_03556,Banlieue Sud,Bordeaux,Faible,54,2.90,4.84,5.64,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03557,Banlieue Sud,Lyon,Modéré,77,4.90,4.15,9.86,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03558,Quartier Nord,Lyon,Modéré,67,4.37,4.50,2.57,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03559,Banlieue Sud,Bordeaux,Élevé,71,4.81,9.81,8.33,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03560,Banlieue Sud,Bordeaux,Élevé,97,8.05,4.88,2.53,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03561,Parc Central,Nice,Modéré,39,1.04,4.02,7.28,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03562,Quartier Nord,Nice,Élevé,34,4.33,1.32,4.24,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00
SEC_03563,Centre-Ville,Marseille,Faible,4,7.08,5.76,1.76,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03564,Zone Industrielle,Lille,Critique,62,3.82,2.71,7.51,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03565,Centre-Ville,Nantes,Modéré,96,8.14,5.23,9.63,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03566,Banlieue Sud,Bordeaux,Élevé,53,4.33,4.48,6.46,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_03567,Centre-Ville,Montpellier,Critique,17,6.29,4.36,1.98,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03568,Quartier Nord,Marseille,Faible,4,6.26,5.12,7.24,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03569,Zone Industrielle,Toulouse,Faible,16,8.48,4.83,5.38,Quartier Nord,AirParif_2024,2024-01-01 00:00:00
SEC_03570,Banlieue Sud,Nantes,Critique,85,2.36,6.37,9.52,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03571,Quartier Nord,Montpellier,Faible,1,9.19,9.82,5.05,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_03572,Parc Central,Montpellier,Élevé,19,5.06,6.54,4.57,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03573,Banlieue Sud,Montpellier,Modéré,81,3.66,5.06,6.62,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03574,Zone Industrielle,Marseille,Critique,66,3.50,2.94,8.21,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03575,Banlieue Sud,Lyon,Critique,72,1.97,1.30,1.51,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_03576,Centre-Ville,Bordeaux,Critique,12,3.97,7.10,8.06,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03577,Quartier Nord,Marseille,Critique,80,3.31,6.13,6.88,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03578,ZAC Ouest,Marseille,Critique,52,9.84,3.47,9.53,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_03579,Zone Industrielle,Marseille,Faible,32,1.63,6.04,2.05,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_03580,Parc Central,Paris,Faible,27,3.91,3.99,8.36,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_03581,Zone Industrielle,Montpellier,Critique,62,4.93,4.16,5.34,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_03582,Quartier Nord,Strasbourg,Modéré,87,9.47,3.04,5.46,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
