col_segment_id,col_line_id,col_stop_id_from,col_stop_id_to,col_distance_m,col_temps_theorique_s,col_segment_id_line_id_stop_from,col_stop_to,col_dist_m_t_theo,col_stop_from,col_dist_m,col_t_theo,col_nom_rue,col_type_route,col_vitesse_limite,col_nb_voies,col_longueur_m,col_sens_unique,col_date_maj
SEG_05535,05535,05535,05535,4.13,7.96,05535,1.39,1.29,10.00,4.98,1.47,Nom_5535,5.54,4.88,4.32,2.816423,7.01,2024-01-01 00:00:00
SEG_05536,05536,05536,05536,1.05,1.84,05536,8.49,1.20,4.12,9.74,4.77,Nom_5536,7.98,8.50,1.72,2.405079,1.83,2024-01-01 00:00:00
SEG_05537,05537,05537,05537,4.14,8.89,05537,8.73,1.71,3.24,8.07,9.52,Nom_5537,5.25,7.38,5.81,1.883430,9.92,2024-01-01 00:00:00
SEG_05538,05538,05538,05538,8.56,2.12,05538,8.05,4.20,3.61,5.57,5.74,Nom_5538,9.13,1.33,7.20,2.334697,3.73,2024-01-01 00:00:00
SEG_05539,05539,05539,05539,6.05,7.18,05539,3.76,5.07,3.76,4.60,1.18,Nom_5539,7.22,3.25,1.99,2.305225,4.27,2024-01-01 00:00:00
SEG_05540,05540,05540,05540,9.80,2.67,05540,7.37,9.45,7.69,3.19,3.35,Nom_5540,7.36,3.46,8.02,2.368375,8.37,2024-01-01 00:00:00
SEG_05541,05541,05541,05541,4.65,6.23,05541,9.62,9.86,8.02,5.30,1.84,Nom_5541,1.15,8.11,8.94,2.775876,5.01,2024-01-01 00:00:00
SEG_05542,05542,05542,05542,9.14,3.23,05542,8.46,2.56,5.10,7.19,7.81,Nom_5542,6.65,2.51,9.46,2.670401,9.09,2024-01-01 00:00:00
SEG_05543,05543,05543,05543,5.90,9.72,05543,4.51,6.06,4.28,3.32,8.98,Nom_5543,8.71,3.86,3.29,2.626128,7.88,2024-01-01 00:00:00
SEG_05544,05544,05544,05544,7.03,3.95,05544,6.61,3.46,7.31,5.97,2.29,Nom_5544,4.13,9.23,3.20,2.762097,1.69,2024-01-01 00:00:00
SEG_05545,05545,05545,05545,1.97,3.82,05545,9.35,1.07,4.14,2.91,5.61,Nom_5545,8.88,9.48,6.75,2.798237,4.62,2024-01-01 00:00:00
SEG_05546,05546,05546,05546,7.91,4.95,05546,5.58,6.81,2.65,2.23,1.61,Nom_5546,9.88,9.55,7.77,1.923865,6.32,2024-01-01 00:00:00
SEG_05547,05547,05547,05547,9.96,7.20,05547,9.63,9.64,9.35,4.08,4.87,Nom_5547,9.25,5.75,7.85,2.610867,9.99,2024-01-01 00:00:00
SEG_05548,05548,05548,05548,6.28,4.85,05548,3.89,3.99,4.35,1.32,2.49,Nom_5548,8.67,9.00,1.65,2.250095,8.60,2024-01-01 00:00:00
SEG_05549,05549,05549,05549,6.14,6.85,05549,2.99,2.91,4.67,5.12,3.82,Nom_5549,2.98,1.03,8.85,2.707378,3.40,2024-01-01 00:00:00
SEG_05550,05550,05550,05550,2.15,8.42,05550,1.21,3.03,8.09,5.80,6.25,Nom_5550,7.26,9.97,7.43,2.764854,7.46,2024-01-01 00:00:00
SEG_05551,05551,05551,05551,4.10,1.58,05551,3.59,8.52,1.66,3.89,8.89,Nom_5551,9.41,2.94,8.90,2.022953,9.49,2024-01-01 00:00:00
SEG_05552,05552,05552,05552,4.37,6.73,05552,1.64,8.22,8.12,3.83,7.82,Nom_5552,3.45,3.68,2.45,2.267776,4.90,2024-01-01 00:00:00
SEG_05553,05553,05553,05553,3.85,1.87,05553,7.75,5.91,8.40,5.54,3.50,Nom_5553,8.94,4.51,5.24,2.421646,9.22,2024-01-01 00:00:00
SEG_05554,05554,05554,05554,7.91,3.83,05554,9.65,2.10,3.78,9.70,7.51,Nom_5554,4.79,7.02,1.44,2.278503,3.44,2024-01-01 00:00:00
SEG_05555,05555,05555,05555,1.84,1.00,05555,5.43,7.80,3.02,7.26,9.15,Nom_5555,4.53,6.35,4.32,1.850976,5.59,2024-01-01 00:00:00
SEG_05556,05556,05556,05556,6.40,6.44,05556,8.64,7.10,5.77,2.57,6.76,Nom_5556,8.31,3.38,9.22,2.604748,8.05,2024-01-01 00:00:00
SEG_05557,05557,05557,05557,1.66,4.62,05557,6.78,3.90,4.93,1.19,7.16,Nom_5557,5.23,4.38,3.83,2.320038,6.07,2024-01-01 00:00:00
SEG_05558,05558,05558,05558,3.47,3.55,05558,3.66,4.71,6.69,8.90,2.81,Nom_5558,5.59,9.00,3.08,2.577830,5.14,2024-01-01 00:00:00
SEG_05559,05559,05559,05559,1.32,3.35,05559,8.82,8.22,4.77,1.11,8.48,Nom_5559,4.98,9.79,1.40,2.538878,1.70,2024-01-01 00:00:00
SEG_05560,05560,05560,05560,6.52,7.07,05560,9.02,1.24,9.41,5.82,4.74,Nom_5560,4.21,1.69,3.58,2.312776,1.92,2024-01-01 00:00:00
SEG_05561,05561,05561,05561,4.93,5.23,05561,6.74,8.51,9.07,5.05,5.71,Nom_5561,2.23,6.70,5.41,2.403522,9.41,2024-01-01 00:00:00
SEG_05562,05562,05562,05562,7.97,1.76,05562,2.99,2.60,9.02,3.48,3.19,Nom_5562,3.47,1.24,7.65,2.309530,1.20,2024-01-01 00:00:00
SEG_05563,05563,05563,05563,7.67,9.16,05563,5.41,9.27,3.53,2.33,5.69,Nom_5563,1.37,9.82,1.96,2.244000,2.71,2024-01-01 00:00:00
SEG_05564,05564,05564,05564,9.36,3.76,05564,2.34,9.50,2.50,7.07,4.61,Nom_5564,1.54,8.67,8.98,1.978056,5.90,2024-01-01 00:00:00
SEG_05565,05565,05565,05565,6.36,9.28,05565,7.14,1.11,6.90,6.83,7.49,Nom_5565,1.16,8.54,6.91,2.264928,4.21,2024-01-01 00:00:00
SEG_05566,05566,05566,05566,8.92,1.39,05566,3.97,9.90,7.10,9.62,8.72,Nom_5566,7.14,7.05,1.07,1.925800,6.19,2024-01-01 00:00:00
SEG_05567,05567,05567,05567,6.04,6.56,05567,1.58,7.06,5.96,9.15,9.65,Nom_5567,1.98,1.23,5.96,2.272749,1.96,2024-01-01 00:00:00
SEG_05568,05568,05568,05568,9.22,6.96,05568,8.82,4.75,3.89,7.13,7.75,Nom_5568,9.65,7.43,4.28,2.164894,3.32,2024-01-01 00:00:00
SEG_05569,05569,05569,05569,3.21,2.87,05569,9.37,4.81,7.20,2.68,3.19,Nom_5569,6.06,4.59,5.33,1.915572,1.24,2024-01-01 00:00:00
SEG_05570,05570,05570,05570,6.54,5.51,05570,8.71,6.22,4.40,6.43,2.00,Nom_5570,9.57,1.27,5.38,2.438863,6.24,2024-01-01 00:00:00
SEG_05571,05571,05571,05571,7.39,2.79,05571,8.98,3.23,2.08,6.19,7.97,Nom_5571,4.62,1.74,8.62,2.078831,9.29,2024-01-01 00:00:00
SEG_05572,05572,05572,05572,2.72,5.68,05572,7.69,7.37,7.82,1.39,7.63,Nom_5572,2.50,1.83,9.80,2.092933,6.92,2024-01-01 00:00:00
SEG_05573,05573,05573,05573,7.23,7.12,05573,2.12,6.34,2.54,2.66,6.54,Nom_5573,6.13,2.57,5.35,2.671303,8.62,2024-01-01 00:00:00
SEG_05574,05574,05574,05574,9.23,7.48,05574,1.45,6.48,1.96,5.96,7.25,Nom_5574,9.72,5.43,6.92,2.604707,1.50,2024-01-01 00:00:00
SEG_05575,05575,05575,05575,9.11,4.11,05575,3.67,5.53,5.61,2.14,1.89,Nom_5575,3.79,5.40,9.91,2.344620,2.16,2024-01-01 00:00:00
SEG_05576,05576,05576,05576,7.71,7.13,05576,6.54,7.56,3.44,1.94,9.73,Nom_5576,3.23,7.24,4.30,2.005907,5.75,2024-01-01 00:00:00
SEG_05577,05577,05577,05577,8.54,7.51,05577,3.20,9.28,8.70,4.15,9.15,Nom_5577,7.61,5.42,1.78,1.925962,7.94,2024-01-01 00:00:00
SEG_05578,05578,05578,05578,1.44,5.23,05578,1.17,4.24,6.31,5.51,9.91,Nom_5578,2.74,1.25,8.11,2.082099,4.34,2024-01-01 00:00:00
SEG_05579,05579,05579,05579,9.35,6.92,05579,2.25,6.77,4.46,1.54,1.48,Nom_5579,9.79,9.42,6.69,1.947705,1.89,2024-01-01 00:00:00
SEG_05580,05580,05580,05580,8.35,4.85,05580,1.17,4.73,6.01,1.73,6.76,Nom_5580,9.21,4.33,8.58,2.371780,4.07,2024-01-01 00:00:00
SEG_05581,05581,05581,05581,8.88,3.93,05581,5.09,1.76,5.09,6.76,7.06,Nom_5581,2.05,7.09,2.78,2.248326,4.39,2024-01-01 00:00:00
SEG_05582,05582,05582,05582,9.66,4.10,05582,5.29,2.37,3.95,5.48,1.74,Nom_5582,6.37,9.22,5.68,2.044923,2.44,2024-01-01 00:00:00
SEG_05583,05583,05583,05583,8.43,5.38,05583,4.64,5.07,9.28,6.15,7.61,Nom_5583,9.21,4.50,1.25,2.444887,8.98,2024-01-01 00:00:00
SEG_05584,05584,05584,05584,4.60,1.56,05584,1.54,4.13,2.30,3.86,1.79,Nom_5584,5.95,6.47,1.83,2.610730,6.46,2024-01-01 00:00:00
SEG_05585,05585,05585,05585,4.85,8.50,05585,6.05,7.08,5.11,6.62,3.96,Nom_5585,9.97,5.95,2.37,2.589963,2.09,2024-01-01 00:00:00
SEG_05586,05586,05586,05586,7.75,4.83,05586,6.68,1.38,2.22,3.97,2.54,Nom_5586,4.84,4.70,8.03,2.679212,5.94,2024-01-01 00:00:00
SEG_05587,05587,05587,05587,2.77,3.63,05587,9.31,8.17,9.04,5.09,5.78,Nom_5587,8.68,8.05,8.02,1.970153,9.02,2024-01-01 00:00:00
SEG_05588,05588,05588,05588,6.26,9.22,05588,1.88,2.81,6.32,2.71,2.59,Nom_5588,9.22,3.05,9.78,2.083555,5.31,2024-01-01 00:00:00
SEG_05589,05589,05589,05589,2.26,5.83,05589,4.66,7.75,6.23,3.94,5.21,Nom_5589,4.49,6.52,3.43,2.825120,4.44,2024-01-01 00:00:00
SEG_05590,05590,05590,05590,1.89,6.92,05590,9.84,3.68,7.48,9.99,1.35,Nom_5590,3.00,4.95,7.88,2.560485,1.22,2024-01-01 00:00:00
SEG_05591,05591,05591,05591,1.50,1.19,05591,9.69,7.95,7.91,3.15,2.30,Nom_5591,2.10,4.25,9.74,1.919958,7.77,2024-01-01 00:00:00
SEG_05592,05592,05592,05592,4.75,2.00,05592,2.99,2.97,1.29,1.66,2.33,Nom_5592,7.59,4.47,8.36,2.825066,8.86,2024-01-01 00:00:00
SEG_05593,05593,05593,05593,9.45,9.07,05593,1.78,3.73,8.75,6.29,6.10,Nom_5593,3.12,3.08,7.89,2.528597,4.04,2024-01-01 00:00:00
SEG_05594,05594,05594,05594,8.16,3.23,05594,7.42,7.00,8.07,5.07,5.27,Nom_5594,3.26,9.68,8.41,2.407921,1.63,2024-01-01 00:00:00
SEG_05595,05595,05595,05595,3.79,9.37,05595,2.56,1.95,4.75,1.72,1.98,Nom_5595,8.44,8.11,9.65,2.229376,1.05,2024-01-01 00:00:00
SEG_05596,05596,05596,05596,7.23,8.14,05596,7.46,6.65,4.40,6.65,9.24,Nom_5596,2.55,7.45,9.07,2.127527,7.90,2024-01-01 00:00:00
SEG_05597,05597,05597,05597,4.73,3.45,05597,8.43,3.36,3.57,2.16,8.83,Nom_5597,4.29,8.84,4.04,2.683463,2.40,2024-01-01 00:00:00
SEG_05598,05598,05598,05598,4.57,6.72,05598,8.08,1.12,2.87,4.95,1.18,Nom_5598,4.42,1.89,4.62,2.813557,8.78,2024-01-01 00:00:00
SEG_05599,05599,05599,05599,4.85,5.65,05599,9.63,5.31,8.53,9.95,2.20,Nom_5599,4.14,2.28,2.19,2.374429,8.46,2024-01-01 00:00:00
SEG_05600,05600,05600,05600,6.87,2.76,05600,2.15,2.92,1.03,1.03,1.85,Nom_5600,2.65,5.00,9.43,2.107119,4.84,2024-01-01 00:00:00
SEG_05601,05601,05601,05601,1.78,8.41,05601,7.36,3.80,9.00,7.42,9.77,Nom_5601,7.77,2.10,9.62,2.105965,7.13,2024-01-01 00:00:00
SEG_05602,05602,05602,05602,8.52,4.40,05602,9.98,6.12,5.91,7.37,8.77,Nom_5602,7.65,1.54,6.19,2.166021,2.12,2024-01-01 00:00:00
SEG_05603,05603,05603,05603,4.32,9.09,05603,1.33,8.96,9.47,5.87,7.87,Nom_5603,6.75,8.31,3.05,2.698944,9.15,2024-01-01 00:00:00
SEG_05604,05604,05604,05604,1.94,2.85,05604,9.94,3.75,5.27,3.73,3.53,Nom_5604,7.77,7.43,2.30,2.211353,9.62,2024-01-01 00:00:00
SEG_05605,05605,05605,05605,5.50,1.56,05605,6.08,6.05,1.92,5.50,2.78,Nom_5605,7.30,4.96,6.04,1.969697,2.85,2024-01-01 00:00:00
SEG_05606,05606,05606,05606,5.31,9.22,05606,6.26,9.78,2.97,6.44,2.04,Nom_5606,5.68,4.91,4.66,2.677164,4.34,2024-01-01 00:00:00
SEG_05607,05607,05607,05607,5.99,3.73,05607,3.15,5.85,7.83,8.73,4.32,Nom_5607,4.35,4.95,9.33,2.771755,4.42,2024-01-01 00:00:00
SEG_05608,05608,05608,05608,8.15,8.23,05608,3.70,5.18,5.87,8.32,2.48,Nom_5608,8.68,9.79,9.02,1.929679,8.59,2024-01-01 00:00:00
SEG_05609,05609,05609,05609,9.31,3.18,05609,6.54,1.98,5.29,1.80,1.86,Nom_5609,1.42,6.86,6.85,2.081104,3.58,2024-01-01 00:00:00
SEG_05610,05610,05610,05610,2.17,3.04,05610,5.04,8.10,5.07,6.92,9.18,Nom_5610,6.59,4.20,8.92,2.334398,5.20,2024-01-01 00:00:00
SEG_05611,05611,05611,05611,2.08,7.97,05611,3.94,7.81,8.43,3.32,1.24,Nom_5611,4.54,3.06,8.24,2.152908,4.90,2024-01-01 00:00:00
SEG_05612,05612,05612,05612,3.15,1.28,05612,8.87,8.46,1.03,5.95,3.07,Nom_5612,6.89,3.96,7.77,2.789434,4.11,2024-01-01 00:00:00
SEG_05613,05613,05613,05613,1.68,1.18,05613,8.06,8.13,9.66,9.26,9.59,Nom_5613,4.11,8.25,9.77,2.600891,1.37,2024-01-01 00:00:00
SEG_05614,05614,05614,05614,3.36,8.91,05614,7.68,9.50,1.08,9.58,3.73,Nom_5614,9.38,8.47,6.96,1.926725,9.50,2024-01-01 00:00:00
SEG_05615,05615,05615,05615,3.19,9.37,05615,8.74,3.75,3.36,2.43,2.17,Nom_5615,5.27,1.39,3.59,1.937611,5.16,2024-01-01 00:00:00
SEG_05616,05616,05616,05616,3.35,2.86,05616,8.82,7.75,4.68,9.76,5.31,Nom_5616,7.65,1.87,5.79,2.839270,1.51,2024-01-01 00:00:00
SEG_05617,05617,05617,05617,1.75,2.21,05617,5.17,9.45,1.17,9.71,5.57,Nom_5617,3.95,2.06,7.69,1.961098,2.28,2024-01-01 00:00:00
SEG_05618,05618,05618,05618,2.29,5.09,05618,6.45,9.62,8.06,1.01,5.25,Nom_5618,5.31,9.72,7.83,2.621279,6.45,2024-01-01 00:00:00
SEG_05619,05619,05619,05619,3.56,4.81,05619,8.80,1.92,6.08,6.39,6.10,Nom_5619,7.61,8.85,9.50,1.918717,4.07,2024-01-01 00:00:00
SEG_05620,05620,05620,05620,7.61,9.23,05620,2.55,6.41,6.11,4.08,1.18,Nom_5620,6.53,1.35,4.51,2.568807,8.93,2024-01-01 00:00:00
SEG_05621,05621,05621,05621,3.22,6.73,05621,6.53,9.19,8.52,4.60,9.72,Nom_5621,6.38,8.35,8.39,2.299876,4.02,2024-01-01 00:00:00
SEG_05622,05622,05622,05622,3.16,9.89,05622,8.63,1.29,7.43,5.45,7.52,Nom_5622,7.70,5.15,1.38,2.236321,4.15,2024-01-01 00:00:00
SEG_05623,05623,05623,05623,9.20,9.52,05623,3.04,3.98,2.58,4.09,5.90,Nom_5623,3.95,8.17,8.23,2.084471,7.78,2024-01-01 00:00:00
SEG_05624,05624,05624,05624,4.63,8.45,05624,4.06,2.87,1.70,9.86,1.32,Nom_5624,4.28,9.72,5.70,2.294762,3.96,2024-01-01 00:00:00
SEG_05625,05625,05625,05625,1.29,4.20,05625,7.26,3.01,5.18,5.45,4.99,Nom_5625,1.28,1.60,4.91,1.860391,3.28,2024-01-01 00:00:00
SEG_05626,05626,05626,05626,4.62,5.09,05626,5.61,9.58,2.57,5.27,2.41,Nom_5626,2.02,6.10,9.25,2.255503,4.27,2024-01-01 00:00:00
SEG_05627,05627,05627,05627,5.78,9.36,05627,9.46,6.39,7.69,5.74,7.45,Nom_5627,4.94,8.65,4.65,2.699104,7.25,2024-01-01 00:00:00
SEG_05628,05628,05628,05628,5.01,7.99,05628,3.42,4.66,8.62,6.84,5.97,Nom_5628,2.00,2.39,5.62,2.422895,7.25,2024-01-01 00:00:00
SEG_05629,05629,05629,05629,9.61,3.76,05629,6.98,8.49,6.62,4.38,1.75,Nom_5629,5.52,5.05,1.13,2.443617,3.22,2024-01-01 00:00:00
SEG_05630,05630,05630,05630,2.82,2.39,05630,1.28,1.25,8.93,1.93,6.33,Nom_5630,5.10,9.00,1.66,1.881337,7.34,2024-01-01 00:00:00
SEG_05631,05631,05631,05631,9.08,1.24,05631,5.46,8.31,2.16,4.68,1.53,Nom_5631,8.08,8.86,4.20,2.683357,3.58,2024-01-01 00:00:00
SEG_05632,05632,05632,05632,2.60,1.48,05632,5.42,3.05,9.41,3.30,5.94,Nom_5632,2.18,9.10,4.62,1.996143,1.54,2024-01-01 00:00:00
SEG_05633,05633,05633,05633,7.57,2.03,05633,1.88,4.78,5.19,7.30,5.08,Nom_5633,4.13,9.87,4.31,2.679406,5.50,2024-01-01 00:00:00
SEG_05634,05634,05634,05634,3.11,1.19,05634,4.86,1.91,4.33,1.45,2.83,Nom_5634,8.07,9.52,8.87,2.625545,3.00,2024-01-01 00:00:00
SEG_05635,05635,05635,05635,2.23,2.82,05635,8.54,1.03,4.94,3.94,3.90,Nom_5635,8.26,1.34,4.93,2.762835,7.92,2024-01-01 00:00:00
SEG_05636,05636,05636,05636,3.65,9.85,05636,2.72,6.87,7.82,3.05,8.70,Nom_5636,1.51,9.68,5.08,2.611459,4.24,2024-01-01 00:00:00
SEG_05637,05637,05637,05637,4.48,7.35,05637,7.17,7.21,1.60,3.75,8.59,Nom_5637,1.52,2.45,4.98,2.272061,1.18,2024-01-01 00:00:00
SEG_05638,05638,05638,05638,1.15,1.71,05638,3.12,2.24,5.56,9.86,1.13,Nom_5638,1.45,7.99,1.32,2.149400,1.83,2024-01-01 00:00:00
SEG_05639,05639,05639,05639,8.74,8.32,05639,6.34,9.62,8.48,1.71,6.68,Nom_5639,6.93,8.80,1.66,2.066042,1.07,2024-01-01 00:00:00
SEG_05640,05640,05640,05640,1.16,9.09,05640,7.67,7.03,8.94,6.54,7.08,Nom_5640,1.82,3.22,8.03,2.477714,3.33,2024-01-01 00:00:00
SEG_05641,05641,05641,05641,2.74,2.36,05641,4.10,2.16,8.84,9.26,3.15,Nom_5641,1.84,1.31,9.13,1.992994,6.40,2024-01-01 00:00:00
SEG_05642,05642,05642,05642,7.00,3.11,05642,6.04,4.80,2.98,7.58,7.51,Nom_5642,5.78,2.43,5.97,1.902769,7.80,2024-01-01 00:00:00
SEG_05643,05643,05643,05643,4.62,6.43,05643,3.68,2.51,7.89,6.43,8.06,Nom_5643,5.44,1.54,7.78,2.488506,7.51,2024-01-01 00:00:00
SEG_05644,05644,05644,05644,6.03,5.31,05644,1.77,2.34,9.61,6.55,9.45,Nom_5644,7.67,2.15,9.91,2.700036,6.01,2024-01-01 00:00:00
SEG_05645,05645,05645,05645,7.49,5.17,05645,2.59,8.47,2.48,1.71,2.99,Nom_5645,7.50,1.78,6.88,2.688110,4.36,2024-01-01 00:00:00
SEG_05646,05646,05646,05646,5.20,5.85,05646,9.42,3.12,5.87,9.20,4.12,Nom_5646,7.46,3.36,5.29,2.305107,3.97,2024-01-01 00:00:00
SEG_05647,05647,05647,05647,9.08,3.92,05647,7.13,9.42,1.97,9.65,3.66,Nom_5647,2.17,5.85,3.74,2.488717,8.53,2024-01-01 00:00:00
SEG_05648,05648,05648,05648,7.13,1.40,05648,1.58,6.64,8.91,2.04,1.44,Nom_5648,6.82,8.95,2.23,2.623301,2.98,2024-01-01 00:00:00
SEG_05649,05649,05649,05649,6.40,4.07,05649,8.96,8.93,5.33,7.77,4.51,Nom_5649,8.84,2.76,6.00,2.050701,1.22,2024-01-01 00:00:00
SEG_05650,05650,05650,05650,5.55,5.21,05650,2.30,4.48,7.55,7.94,2.55,Nom_5650,2.54,6.72,3.28,2.000849,6.19,2024-01-01 00:00:00
SEG_05651,05651,05651,05651,2.83,9.44,05651,7.21,1.16,3.81,9.29,4.34,Nom_5651,6.57,9.12,4.87,1.870074,6.87,2024-01-01 00:00:00
SEG_05652,05652,05652,05652,8.09,3.37,05652,8.85,9.68,3.94,6.85,9.36,Nom_5652,5.68,8.24,1.11,2.312288,9.31,2024-01-01 00:00:00
SEG_05653,05653,05653,05653,7.07,4.49,05653,4.53,1.47,2.83,4.59,2.82,Nom_5653,2.35,4.40,6.55,2.779007,9.29,2024-01-01 00:00:00
SEG_05654,05654,05654,05654,1.17,5.13,05654,7.48,4.22,5.89,5.36,4.10,Nom_5654,4.77,1.46,2.47,2.726419,4.49,2024-01-01 00:00:00
SEG_05655,05655,05655,05655,8.02,1.48,05655,3.67,8.15,6.42,8.70,6.70,Nom_5655,7.14,3.14,8.86,2.221564,6.13,2024-01-01 00:00:00
SEG_05656,05656,05656,05656,8.21,7.85,05656,5.06,5.55,8.09,4.42,2.51,Nom_5656,4.97,4.98,5.43,1.891336,6.82,2024-01-01 00:00:00
SEG_05657,05657,05657,05657,9.37,7.41,05657,2.26,7.76,3.03,8.98,6.98,Nom_5657,5.26,7.85,8.02,2.829030,8.33,2024-01-01 00:00:00
SEG_05658,05658,05658,05658,2.52,5.07,05658,8.16,9.30,7.25,3.12,9.55,Nom_5658,6.18,2.81,4.46,2.759213,8.16,2024-01-01 00:00:00
SEG_05659,05659,05659,05659,9.81,5.32,05659,2.97,6.58,2.66,8.01,4.49,Nom_5659,2.11,9.53,2.87,2.734454,2.00,2024-01-01 00:00:00
SEG_05660,05660,05660,05660,8.52,6.04,05660,7.73,5.03,5.25,6.43,1.15,Nom_5660,6.54,2.43,5.28,2.302165,5.94,2024-01-01 00:00:00
SEG_05661,05661,05661,05661,8.50,7.09,05661,3.30,8.00,5.62,5.62,8.07,Nom_5661,5.84,4.75,9.03,1.935015,8.57,2024-01-01 00:00:00
SEG_05662,05662,05662,05662,8.06,1.22,05662,6.02,2.95,6.03,5.14,6.90,Nom_5662,3.61,2.70,9.88,1.945410,7.03,2024-01-01 00:00:00
SEG_05663,05663,05663,05663,7.48,5.36,05663,6.34,2.94,6.58,1.95,7.55,Nom_5663,8.94,9.13,6.29,2.093026,7.50,2024-01-01 00:00:00
SEG_05664,05664,05664,05664,5.18,8.07,05664,8.97,5.22,8.09,4.02,5.24,Nom_5664,9.06,4.12,1.73,2.537682,1.67,2024-01-01 00:00:00
SEG_05665,05665,05665,05665,9.06,7.40,05665,3.37,3.95,8.42,3.20,5.09,Nom_5665,9.59,2.49,3.05,2.059802,9.40,2024-01-01 00:00:00
SEG_05666,05666,05666,05666,5.09,7.63,05666,8.52,2.64,9.50,2.25,3.25,Nom_5666,9.25,3.11,1.76,2.031528,9.23,2024-01-01 00:00:00
SEG_05667,05667,05667,05667,4.75,5.92,05667,2.42,5.08,3.37,8.44,7.42,Nom_5667,3.69,2.99,4.81,1.935543,3.80,2024-01-01 00:00:00
SEG_05668,05668,05668,05668,8.09,7.45,05668,1.62,6.11,9.06,1.42,7.72,Nom_5668,6.86,3.03,1.64,2.027357,4.99,2024-01-01 00:00:00
SEG_05669,05669,05669,05669,7.88,8.18,05669,2.14,6.30,5.99,6.84,3.63,Nom_5669,6.33,4.39,4.05,2.124229,8.02,2024-01-01 00:00:00
SEG_05670,05670,05670,05670,1.70,1.63,05670,9.29,1.31,9.30,3.11,1.51,Nom_5670,4.72,4.02,5.95,1.943011,9.77,2024-01-01 00:00:00
SEG_05671,05671,05671,05671,5.78,9.39,05671,7.87,2.56,1.01,6.41,2.27,Nom_5671,2.41,3.23,3.47,2.817637,5.28,2024-01-01 00:00:00
SEG_05672,05672,05672,05672,9.50,5.01,05672,9.28,6.28,1.67,3.83,5.08,Nom_5672,4.82,4.74,4.53,1.853372,1.43,2024-01-01 00:00:00
SEG_05673,05673,05673,05673,5.28,7.71,05673,6.32,3.63,8.03,7.66,7.62,Nom_5673,5.19,9.93,2.69,2.307194,5.33,2024-01-01 00:00:00
SEG_05674,05674,05674,05674,3.72,6.97,05674,8.13,9.98,2.85,3.93,7.39,Nom_5674,7.00,8.42,2.49,2.357307,9.38,2024-01-01 00:00:00
SEG_05675,05675,05675,05675,4.60,3.18,05675,2.26,5.40,8.19,9.55,3.11,Nom_5675,8.54,7.03,2.55,2.326345,6.19,2024-01-01 00:00:00
SEG_05676,05676,05676,05676,3.88,2.46,05676,2.88,7.59,3.44,2.44,2.51,Nom_5676,4.74,3.89,2.52,2.619434,5.91,2024-01-01 00:00:00
SEG_05677,05677,05677,05677,9.48,6.92,05677,7.41,9.96,8.26,5.87,4.77,Nom_5677,4.34,6.90,5.48,2.015720,9.83,2024-01-01 00:00:00
SEG_05678,05678,05678,05678,8.13,5.41,05678,6.06,4.23,4.67,9.78,7.66,Nom_5678,1.94,4.75,7.20,2.360898,2.21,2024-01-01 00:00:00
SEG_05679,05679,05679,05679,1.91,2.39,05679,9.72,7.63,8.59,2.03,9.31,Nom_5679,9.68,1.12,6.01,2.526216,5.29,2024-01-01 00:00:00
SEG_05680,05680,05680,05680,5.35,4.21,05680,8.42,9.80,1.63,9.51,2.71,Nom_5680,8.68,6.26,9.98,2.317523,2.49,2024-01-01 00:00:00
SEG_05681,05681,05681,05681,4.75,9.50,05681,5.86,4.85,1.21,8.73,4.25,Nom_5681,8.33,6.37,2.91,2.067492,3.58,2024-01-01 00:00:00
SEG_05682,05682,05682,05682,8.76,5.86,05682,1.40,6.00,1.75,4.31,6.34,Nom_5682,3.82,7.90,1.66,2.430124,6.33,2024-01-01 00:00:00
SEG_05683,05683,05683,05683,2.08,5.99,05683,4.08,2.20,6.68,7.18,3.81,Nom_5683,9.17,2.89,4.89,2.600821,7.26,2024-01-01 00:00:00
SEG_05684,05684,05684,05684,6.28,8.71,05684,6.91,2.52,3.43,9.42,8.68,Nom_5684,1.56,7.54,4.74,2.831039,1.04,2024-01-01 00:00:00
SEG_05685,05685,05685,05685,6.77,7.17,05685,5.61,3.33,6.98,6.21,2.56,Nom_5685,5.89,2.20,3.71,2.231639,1.18,2024-01-01 00:00:00
SEG_05686,05686,05686,05686,1.37,3.88,05686,5.47,5.35,9.90,9.83,9.31,Nom_5686,4.39,4.62,2.06,2.205670,4.26,2024-01-01 00:00:00
SEG_05687,05687,05687,05687,1.90,4.28,05687,3.93,4.06,9.53,5.90,8.77,Nom_5687,8.44,1.64,1.11,2.648311,6.93,2024-01-01 00:00:00
SEG_05688,05688,05688,05688,3.79,5.55,05688,7.19,4.13,3.38,2.60,6.91,Nom_5688,9.95,7.79,8.58,2.677760,9.12,2024-01-01 00:00:00
SEG_05689,05689,05689,05689,8.11,4.29,05689,4.14,9.18,2.39,9.66,7.79,Nom_5689,5.72,5.56,4.28,1.899700,2.91,2024-01-01 00:00:00
SEG_05690,05690,05690,05690,2.33,6.91,05690,2.84,1.10,9.93,1.58,3.65,Nom_5690,4.17,8.00,8.05,1.890859,2.85,2024-01-01 00:00:00
SEG_05691,05691,05691,05691,3.21,2.53,05691,7.17,1.55,9.27,1.27,8.69,Nom_5691,7.07,3.76,1.12,1.880825,6.91,2024-01-01 00:00:00
