col_environnement_id,col_time_id,col_zone_id,col_polluant_id,col_mode_id,col_station_id,col_valeur_co2,col_niveau_pollution,col_aqi_moyen,col_condition_meteo,col_temperature,col_prix_carburant_ref,col_energie_renouvelable_pourcent,col_impact_sante_index,col_cout_pollution,col_energy_consumption_per_vehicle,col_source,col_date_insertion
ENV_01719,01719,01719,01719,01719,01719,22.93,Modéré,7.91,Brouillard,6.72,1.60,1.16,34,9.68,9.40,Meteo_France,2024-01-01 00:00:00
ENV_01720,01720,01720,01720,01720,01720,7.49,Faible,9.87,Soleil,3.27,6.51,5.00,50,8.10,2.29,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01721,01721,01721,01721,01721,01721,37.51,Élevé,6.47,Pluie,10.00,1.14,1.07,82,7.50,1.31,AirParif_2024,2024-01-01 00:00:00
ENV_01722,01722,01722,01722,01722,01722,23.16,Élevé,9.86,Brouillard,6.93,4.83,3.54,79,8.11,4.43,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01723,01723,01723,01723,01723,01723,8.68,Élevé,8.47,Nuageux,7.36,7.40,9.35,36,7.74,9.77,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01724,01724,01724,01724,01724,01724,28.82,Critique,5.72,Nuageux,2.41,8.67,2.25,83,2.97,1.27,Meteo_France,2024-01-01 00:00:00
ENV_01725,01725,01725,01725,01725,01725,48.85,Faible,2.03,Orage,1.70,8.45,4.61,27,5.98,7.50,AirParif_2024,2024-01-01 00:00:00
ENV_01726,01726,01726,01726,01726,01726,19.57,Critique,9.48,Brouillard,8.29,1.84,5.54,46,0.70,7.80,Data.gouv.fr,2024-01-01 00:00:00
ENV_01727,01727,01727,01727,01727,01727,44.60,Faible,2.78,Soleil,8.37,6.09,1.44,5,5.62,6.51,Data.gouv.fr,2024-01-01 00:00:00
ENV_01728,01728,01728,01728,01728,01728,44.72,Faible,7.46,Pluie,5.08,8.97,8.79,67,7.71,2.76,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01729,01729,01729,01729,01729,01729,19.81,Faible,6.76,Orage,8.10,8.65,5.35,22,1.79,5.04,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01730,01730,01730,01730,01730,01730,16.87,Critique,3.99,Nuageux,8.54,2.62,7.32,20,2.94,5.94,AirParif_2024,2024-01-01 00:00:00
ENV_01731,01731,01731,01731,01731,01731,43.59,Critique,2.96,Pluie,4.11,3.05,1.90,77,1.68,5.94,Meteo_France,2024-01-01 00:00:00
ENV_01732,01732,01732,01732,01732,01732,38.47,Critique,2.00,Brouillard,4.94,9.60,2.05,94,7.71,7.12,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01733,01733,01733,01733,01733,01733,38.80,Élevé,8.90,Orage,1.80,8.35,8.54,4,7.44,8.80,Meteo_France,2024-01-01 00:00:00
ENV_01734,01734,01734,01734,01734,01734,14.58,Faible,1.97,Orage,7.61,8.97,9.09,56,2.37,8.19,Data.gouv.fr,2024-01-01 00:00:00
ENV_01735,01735,01735,01735,01735,01735,43.82,Faible,1.22,Brouillard,1.97,4.62,3.84,61,6.35,1.54,Data.gouv.fr,2024-01-01 00:00:00
ENV_01736,01736,01736,01736,01736,01736,46.04,Élevé,8.89,Nuageux,1.51,8.63,5.10,71,2.91,3.14,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01737,01737,01737,01737,01737,01737,18.85,Critique,4.80,Nuageux,9.81,2.23,7.74,15,6.38,9.58,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01738,01738,01738,01738,01738,01738,6.24,Critique,8.60,Soleil,2.94,5.01,6.92,21,1.52,2.90,Meteo_France,2024-01-01 00:00:00
ENV_01739,01739,01739,01739,01739,01739,15.85,Modéré,6.26,Nuageux,9.77,4.32,3.08,15,8.98,7.70,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01740,01740,01740,01740,01740,01740,17.33,Faible,5.67,Brouillard,5.70,7.95,9.61,21,1.20,5.61,AirParif_2024,2024-01-01 00:00:00
ENV_01741,01741,01741,01741,01741,01741,17.03,Modéré,7.60,Nuageux,7.58,5.14,2.80,78,3.60,5.39,Meteo_France,2024-01-01 00:00:00
ENV_01742,01742,01742,01742,01742,01742,12.93,Faible,3.70,Pluie,6.10,8.53,9.94,100,8.19,3.93,Meteo_France,2024-01-01 00:00:00
ENV_01743,01743,01743,01743,01743,01743,13.39,Modéré,2.00,Pluie,8.67,4.41,7.54,30,2.85,4.01,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01744,01744,01744,01744,01744,01744,26.60,Modéré,8.02,Nuageux,6.88,7.22,1.07,100,7.44,4.44,AirParif_2024,2024-01-01 00:00:00
ENV_01745,01745,01745,01745,01745,01745,17.59,Modéré,2.57,Pluie,7.54,3.19,3.07,66,3.91,9.33,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01746,01746,01746,01746,01746,01746,37.51,Critique,2.45,Nuageux,7.90,1.14,4.69,16,9.41,9.25,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01747,01747,01747,01747,01747,01747,26.64,Élevé,9.30,Soleil,6.80,9.96,2.47,6,7.41,3.11,Data.gouv.fr,2024-01-01 00:00:00
ENV_01748,01748,01748,01748,01748,01748,17.41,Critique,1.60,Nuageux,5.00,5.73,3.67,7,0.89,7.28,Meteo_France,2024-01-01 00:00:00
ENV_01749,01749,01749,01749,01749,01749,10.94,Modéré,5.04,Brouillard,3.28,9.36,3.93,52,1.92,2.09,Data.gouv.fr,2024-01-01 00:00:00
ENV_01750,01750,01750,01750,01750,01750,46.44,Modéré,4.26,Soleil,9.68,6.32,3.65,97,5.20,2.37,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01751,01751,01751,01751,01751,01751,21.10,Faible,6.18,Soleil,6.27,8.50,2.76,83,1.39,5.98,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01752,01752,01752,01752,01752,01752,36.51,Élevé,5.90,Soleil,9.04,4.93,1.72,52,7.34,9.56,AirParif_2024,2024-01-01 00:00:00
ENV_01753,01753,01753,01753,01753,01753,15.48,Faible,8.86,Orage,9.81,4.52,5.27,22,4.95,3.29,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01754,01754,01754,01754,01754,01754,11.04,Modéré,2.36,Nuageux,4.08,4.10,5.76,13,8.21,6.72,Meteo_France,2024-01-01 00:00:00
ENV_01755,01755,01755,01755,01755,01755,41.04,Faible,6.74,Orage,2.13,2.05,4.67,3,0.71,2.41,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01756,01756,01756,01756,01756,01756,19.44,Critique,7.89,Orage,1.82,7.82,6.89,50,5.57,9.34,Data.gouv.fr,2024-01-01 00:00:00
ENV_01757,01757,01757,01757,01757,01757,1.93,Critique,8.74,Brouillard,2.91,2.28,8.27,26,9.85,4.27,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01758,01758,01758,01758,01758,01758,47.00,Critique,8.04,Soleil,1.55,1.66,1.49,93,3.82,8.19,Meteo_France,2024-01-01 00:00:00
ENV_01759,01759,01759,01759,01759,01759,40.52,Élevé,1.60,Brouillard,9.17,7.45,1.91,23,6.38,4.43,AirParif_2024,2024-01-01 00:00:00
ENV_01760,01760,01760,01760,01760,01760,41.38,Élevé,3.41,Soleil,7.83,9.97,1.35,87,5.45,8.42,AirParif_2024,2024-01-01 00:00:00
ENV_01761,01761,01761,01761,01761,01761,32.30,Faible,8.47,Pluie,8.99,6.73,1.95,91,9.24,7.38,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01762,01762,01762,01762,01762,01762,41.20,Faible,9.64,Orage,3.55,6.27,5.41,52,6.59,7.61,Meteo_France,2024-01-01 00:00:00
ENV_01763,01763,01763,01763,01763,01763,7.41,Faible,9.19,Orage,2.71,9.10,2.37,77,4.39,9.99,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01764,01764,01764,01764,01764,01764,35.30,Critique,5.93,Soleil,3.85,3.67,5.49,92,4.21,8.41,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01765,01765,01765,01765,01765,01765,34.65,Critique,4.87,Brouillard,2.62,1.61,8.73,37,5.76,8.22,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01766,01766,01766,01766,01766,01766,12.38,Élevé,2.80,Brouillard,7.28,7.73,3.99,86,5.22,1.17,Data.gouv.fr,2024-01-01 00:00:00
ENV_01767,01767,01767,01767,01767,01767,27.65,Élevé,1.30,Soleil,3.74,1.74,2.08,35,5.30,2.86,AirParif_2024,2024-01-01 00:00:00
ENV_01768,01768,01768,01768,01768,01768,26.88,Élevé,8.46,Pluie,1.18,1.04,4.17,73,3.56,2.32,Meteo_France,2024-01-01 00:00:00
ENV_01769,01769,01769,01769,01769,01769,46.41,Faible,1.28,Orage,8.76,9.62,2.12,50,3.48,4.95,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01770,01770,01770,01770,01770,01770,19.69,Faible,7.49,Nuageux,2.06,7.96,5.31,28,6.59,9.84,Data.gouv.fr,2024-01-01 00:00:00
ENV_01771,01771,01771,01771,01771,01771,15.46,Critique,2.08,Soleil,5.76,1.67,5.49,14,8.42,2.85,Data.gouv.fr,2024-01-01 00:00:00
ENV_01772,01772,01772,01772,01772,01772,19.28,Faible,1.85,Brouillard,7.66,8.00,5.93,81,0.88,7.29,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01773,01773,01773,01773,01773,01773,44.72,Faible,5.79,Soleil,7.95,9.36,3.10,57,5.40,8.07,Meteo_France,2024-01-01 00:00:00
ENV_01774,01774,01774,01774,01774,01774,27.20,Faible,1.67,Nuageux,4.88,7.01,7.87,19,0.55,3.52,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01775,01775,01775,01775,01775,01775,23.49,Élevé,9.75,Nuageux,2.02,2.89,1.03,85,5.36,3.63,Data.gouv.fr,2024-01-01 00:00:00
ENV_01776,01776,01776,01776,01776,01776,14.65,Modéré,8.80,Orage,6.30,4.49,8.29,9,1.50,5.66,AirParif_2024,2024-01-01 00:00:00
ENV_01777,01777,01777,01777,01777,01777,6.73,Critique,9.91,Nuageux,8.51,5.72,8.91,5,4.03,3.14,Meteo_France,2024-01-01 00:00:00
ENV_01778,01778,01778,01778,01778,01778,47.08,Élevé,9.63,Soleil,4.79,1.19,7.31,19,1.87,4.63,Meteo_France,2024-01-01 00:00:00
ENV_01779,01779,01779,01779,01779,01779,38.97,Élevé,2.82,Nuageux,6.98,9.59,2.61,15,6.33,7.82,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01780,01780,01780,01780,01780,01780,35.12,Faible,6.32,Brouillard,5.85,2.01,1.61,52,2.54,2.90,Data.gouv.fr,2024-01-01 00:00:00
ENV_01781,01781,01781,01781,01781,01781,17.82,Élevé,6.52,Brouillard,8.26,6.33,1.17,56,6.78,1.92,Data.gouv.fr,2024-01-01 00:00:00
ENV_01782,01782,01782,01782,01782,01782,18.47,Critique,8.28,Brouillard,9.10,4.84,3.66,99,0.99,8.36,Meteo_France,2024-01-01 00:00:00
ENV_01783,01783,01783,01783,01783,01783,7.35,Faible,8.59,Orage,4.74,3.16,8.55,78,6.09,9.39,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01784,01784,01784,01784,01784,01784,18.80,Élevé,2.02,Pluie,5.13,2.96,3.00,7,4.76,3.38,AirParif_2024,2024-01-01 00:00:00
ENV_01785,01785,01785,01785,01785,01785,7.63,Modéré,4.07,Soleil,5.71,1.31,9.35,60,6.98,5.32,Meteo_France,2024-01-01 00:00:00
ENV_01786,01786,01786,01786,01786,01786,14.50,Faible,4.66,Pluie,7.90,5.30,9.03,69,8.80,5.37,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01787,01787,01787,01787,01787,01787,27.99,Modéré,2.82,Soleil,9.90,8.91,7.29,15,2.14,3.82,Data.gouv.fr,2024-01-01 00:00:00
ENV_01788,01788,01788,01788,01788,01788,49.60,Élevé,3.45,Pluie,1.62,7.93,8.27,14,1.80,2.40,Meteo_France,2024-01-01 00:00:00
ENV_01789,01789,01789,01789,01789,01789,12.10,Élevé,2.58,Pluie,4.17,6.33,1.69,97,3.06,5.30,AirParif_2024,2024-01-01 00:00:00
ENV_01790,01790,01790,01790,01790,01790,31.12,Critique,2.62,Orage,1.93,3.46,3.21,63,8.07,2.96,Data.gouv.fr,2024-01-01 00:00:00
ENV_01791,01791,01791,01791,01791,01791,19.29,Faible,5.87,Orage,8.35,5.01,1.86,4,9.51,2.37,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01792,01792,01792,01792,01792,01792,18.95,Modéré,9.91,Orage,4.27,9.98,7.53,50,8.76,3.76,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01793,01793,01793,01793,01793,01793,20.46,Modéré,4.13,Soleil,9.30,6.64,6.80,34,5.12,6.52,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01794,01794,01794,01794,01794,01794,11.07,Critique,3.61,Soleil,7.83,9.66,6.01,61,6.91,9.54,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01795,01795,01795,01795,01795,01795,41.22,Critique,7.65,Nuageux,1.14,4.48,6.24,98,6.86,8.41,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01796,01796,01796,01796,01796,01796,18.04,Faible,4.60,Orage,2.64,0.80,7.01,60,9.97,3.14,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01797,01797,01797,01797,01797,01797,27.57,Faible,6.25,Brouillard,3.73,3.54,8.79,65,9.56,4.75,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01798,01798,01798,01798,01798,01798,35.41,Élevé,7.86,Brouillard,1.64,3.95,7.75,78,5.60,9.23,Meteo_France,2024-01-01 00:00:00
ENV_01799,01799,01799,01799,01799,01799,17.15,Élevé,2.54,Nuageux,4.96,9.23,3.13,63,3.04,6.49,Meteo_France,2024-01-01 00:00:00
ENV_01800,01800,01800,01800,01800,01800,6.88,Faible,3.76,Brouillard,7.76,6.62,6.53,58,4.59,1.48,Meteo_France,2024-01-01 00:00:00
ENV_01801,01801,01801,01801,01801,01801,40.77,Élevé,3.13,Brouillard,3.12,8.60,2.93,35,4.17,9.44,AirParif_2024,2024-01-01 00:00:00
ENV_01802,01802,01802,01802,01802,01802,19.05,Faible,3.77,Brouillard,4.70,0.76,4.57,42,8.46,2.74,Meteo_France,2024-01-01 00:00:00
ENV_01803,01803,01803,01803,01803,01803,24.94,Critique,8.43,Soleil,6.57,6.75,5.23,30,1.28,9.51,Data.gouv.fr,2024-01-01 00:00:00
ENV_01804,01804,01804,01804,01804,01804,39.89,Critique,8.80,Orage,3.05,2.80,5.60,79,3.81,7.89,AirParif_2024,2024-01-01 00:00:00
ENV_01805,01805,01805,01805,01805,01805,18.99,Faible,5.77,Brouillard,5.43,8.24,3.63,53,4.30,5.74,Data.gouv.fr,2024-01-01 00:00:00
ENV_01806,01806,01806,01806,01806,01806,17.76,Critique,4.33,Brouillard,9.81,4.71,2.61,79,1.14,9.26,Meteo_France,2024-01-01 00:00:00
ENV_01807,01807,01807,01807,01807,01807,44.39,Faible,7.45,Orage,5.86,6.37,7.37,2,8.12,9.24,AirParif_2024,2024-01-01 00:00:00
ENV_01808,01808,01808,01808,01808,01808,32.88,Élevé,2.13,Soleil,2.42,7.75,2.14,100,3.95,2.94,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01809,01809,01809,01809,01809,01809,40.37,Modéré,5.99,Brouillard,7.63,5.45,8.68,40,5.80,8.26,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01810,01810,01810,01810,01810,01810,43.59,Modéré,3.85,Pluie,5.34,7.10,1.20,23,8.77,6.93,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01811,01811,01811,01811,01811,01811,2.73,Modéré,1.33,Brouillard,5.70,0.94,5.83,14,9.63,5.98,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01812,01812,01812,01812,01812,01812,12.99,Modéré,7.33,Brouillard,5.50,3.66,7.77,32,4.40,3.22,Data.gouv.fr,2024-01-01 00:00:00
ENV_01813,01813,01813,01813,01813,01813,40.92,Modéré,8.91,Pluie,5.80,3.26,4.44,8,8.27,1.28,Meteo_France,2024-01-01 00:00:00
ENV_01814,01814,01814,01814,01814,01814,4.48,Critique,6.49,Nuageux,4.66,8.11,5.25,24,9.49,9.96,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01815,01815,01815,01815,01815,01815,42.72,Critique,5.09,Orage,9.82,4.08,4.86,10,1.67,3.92,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01816,01816,01816,01816,01816,01816,32.05,Modéré,2.10,Brouillard,9.07,2.15,9.39,71,7.83,3.02,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01817,01817,01817,01817,01817,01817,8.32,Faible,4.01,Soleil,6.77,9.18,2.77,73,2.24,1.86,Data.gouv.fr,2024-01-01 00:00:00
ENV_01818,01818,01818,01818,01818,01818,11.36,Modéré,6.27,Soleil,6.55,7.72,6.21,3,8.93,2.42,AirParif_2024,2024-01-01 00:00:00
ENV_01819,01819,01819,01819,01819,01819,40.73,Élevé,2.23,Soleil,2.40,0.60,2.55,84,1.85,1.55,Meteo_France,2024-01-01 00:00:00
ENV_01820,01820,01820,01820,01820,01820,35.29,Faible,2.84,Soleil,8.65,3.55,2.23,62,8.88,6.18,Data.gouv.fr,2024-01-01 00:00:00
ENV_01821,01821,01821,01821,01821,01821,38.00,Faible,7.37,Soleil,6.88,6.38,9.85,12,1.98,4.30,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01822,01822,01822,01822,01822,01822,45.32,Faible,4.41,Nuageux,7.50,1.82,8.36,63,7.03,4.89,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01823,01823,01823,01823,01823,01823,17.86,Critique,4.26,Nuageux,8.58,4.27,9.47,84,5.36,5.21,Data.gouv.fr,2024-01-01 00:00:00
ENV_01824,01824,01824,01824,01824,01824,45.38,Élevé,3.86,Pluie,8.07,3.74,5.73,97,1.21,9.05,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01825,01825,01825,01825,01825,01825,14.73,Élevé,6.41,Orage,7.48,8.02,9.96,32,2.36,4.95,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01826,01826,01826,01826,01826,01826,43.11,Élevé,9.08,Orage,9.52,8.45,1.08,14,4.95,8.96,Data.gouv.fr,2024-01-01 00:00:00
ENV_01827,01827,01827,01827,01827,01827,40.50,Faible,8.35,Pluie,1.58,2.34,1.39,39,7.59,9.84,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01828,01828,01828,01828,01828,01828,40.03,Critique,5.34,Orage,3.52,6.89,9.78,74,7.71,5.65,Data.gouv.fr,2024-01-01 00:00:00
ENV_01829,01829,01829,01829,01829,01829,30.16,Critique,1.66,Nuageux,1.47,7.77,1.15,17,5.80,8.90,Data.gouv.fr,2024-01-01 00:00:00
ENV_01830,01830,01830,01830,01830,01830,14.73,Élevé,5.81,Nuageux,7.49,3.94,5.60,12,4.88,3.41,Meteo_France,2024-01-01 00:00:00
ENV_01831,01831,01831,01831,01831,01831,34.96,Élevé,6.05,Nuageux,9.02,7.28,5.45,75,4.78,5.66,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01832,01832,01832,01832,01832,01832,6.91,Critique,8.53,Orage,2.28,6.79,9.46,15,7.57,7.09,AirParif_2024,2024-01-01 00:00:00
ENV_01833,01833,01833,01833,01833,01833,1.43,Modéré,8.29,Pluie,1.91,8.43,1.05,74,5.70,3.22,Meteo_France,2024-01-01 00:00:00
ENV_01834,01834,01834,01834,01834,01834,29.26,Modéré,5.93,Orage,6.20,2.21,1.51,49,8.22,5.41,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01835,01835,01835,01835,01835,01835,6.87,Critique,5.13,Pluie,6.07,5.03,2.75,90,1.20,2.77,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01836,01836,01836,01836,01836,01836,11.49,Modéré,3.00,Pluie,9.36,4.63,5.18,16,5.88,4.03,Data.gouv.fr,2024-01-01 00:00:00
ENV_01837,01837,01837,01837,01837,01837,13.53,Critique,7.99,Nuageux,4.91,6.46,9.45,47,7.87,8.04,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01838,01838,01838,01838,01838,01838,10.55,Élevé,3.55,Nuageux,8.95,2.76,7.74,27,0.58,4.98,Data.gouv.fr,2024-01-01 00:00:00
ENV_01839,01839,01839,01839,01839,01839,30.84,Critique,8.81,Orage,1.98,3.33,5.10,16,5.85,9.86,Meteo_France,2024-01-01 00:00:00
ENV_01840,01840,01840,01840,01840,01840,33.94,Critique,6.98,Brouillard,6.48,8.93,3.09,96,3.06,4.69,Data.gouv.fr,2024-01-01 00:00:00
ENV_01841,01841,01841,01841,01841,01841,45.22,Critique,7.52,Orage,9.46,7.00,1.08,98,8.45,2.24,AirParif_2024,2024-01-01 00:00:00
ENV_01842,01842,01842,01842,01842,01842,13.10,Faible,7.64,Nuageux,1.54,4.90,1.83,48,3.21,7.50,Data.gouv.fr,2024-01-01 00:00:00
ENV_01843,01843,01843,01843,01843,01843,7.60,Faible,6.11,Pluie,7.65,9.69,6.53,83,4.67,3.68,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01844,01844,01844,01844,01844,01844,29.76,Modéré,5.25,Nuageux,8.57,0.53,2.64,11,6.26,9.79,Data.gouv.fr,2024-01-01 00:00:00
ENV_01845,01845,01845,01845,01845,01845,27.70,Critique,7.50,Pluie,6.28,4.77,7.99,9,7.33,6.86,Data.gouv.fr,2024-01-01 00:00:00
ENV_01846,01846,01846,01846,01846,01846,29.73,Modéré,8.30,Nuageux,9.80,2.77,1.67,60,7.49,3.72,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01847,01847,01847,01847,01847,01847,36.76,Critique,1.55,Nuageux,1.57,3.58,6.83,47,5.10,2.67,Meteo_France,2024-01-01 00:00:00
ENV_01848,01848,01848,01848,01848,01848,42.93,Élevé,8.64,Orage,4.02,8.55,2.89,56,3.44,9.54,Data.gouv.fr,2024-01-01 00:00:00
ENV_01849,01849,01849,01849,01849,01849,45.17,Modéré,2.55,Orage,3.66,9.83,2.62,79,3.41,4.27,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01850,01850,01850,01850,01850,01850,36.41,Faible,5.55,Orage,5.80,2.49,2.95,87,7.65,3.56,Meteo_France,2024-01-01 00:00:00
ENV_01851,01851,01851,01851,01851,01851,30.30,Faible,1.15,Pluie,8.40,6.19,5.10,43,6.74,6.76,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01852,01852,01852,01852,01852,01852,13.44,Élevé,5.14,Nuageux,2.25,8.72,9.08,78,4.42,4.25,Data.gouv.fr,2024-01-01 00:00:00
ENV_01853,01853,01853,01853,01853,01853,11.14,Critique,9.98,Orage,9.29,2.08,3.47,48,5.25,4.07,Data.gouv.fr,2024-01-01 00:00:00
ENV_01854,01854,01854,01854,01854,01854,21.09,Modéré,3.48,Orage,6.91,4.28,4.75,29,1.30,7.71,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01855,01855,01855,01855,01855,01855,1.09,Faible,2.92,Nuageux,8.03,7.40,7.90,87,5.73,3.47,AirParif_2024,2024-01-01 00:00:00
ENV_01856,01856,01856,01856,01856,01856,23.31,Critique,4.14,Orage,4.79,4.26,7.76,95,3.56,2.71,Data.gouv.fr,2024-01-01 00:00:00
ENV_01857,01857,01857,01857,01857,01857,31.35,Critique,7.15,Soleil,1.21,1.17,1.91,46,8.27,9.40,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01858,01858,01858,01858,01858,01858,24.26,Critique,4.46,Nuageux,2.76,3.23,1.93,47,5.53,3.15,Data.gouv.fr,2024-01-01 00:00:00
ENV_01859,01859,01859,01859,01859,01859,37.79,Modéré,6.71,Pluie,6.90,8.84,4.71,23,2.79,6.34,Meteo_France,2024-01-01 00:00:00
ENV_01860,01860,01860,01860,01860,01860,5.79,Modéré,9.44,Orage,7.60,4.62,3.02,90,2.95,6.34,AirParif_2024,2024-01-01 00:00:00
ENV_01861,01861,01861,01861,01861,01861,41.25,Élevé,6.28,Brouillard,9.68,8.78,2.15,51,7.50,4.32,Data.gouv.fr,2024-01-01 00:00:00
ENV_01862,01862,01862,01862,01862,01862,3.13,Modéré,6.42,Brouillard,6.82,6.67,5.83,59,2.03,8.53,AirParif_2024,2024-01-01 00:00:00
ENV_01863,01863,01863,01863,01863,01863,38.13,Modéré,5.42,Pluie,9.90,7.65,7.57,63,2.61,9.21,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01864,01864,01864,01864,01864,01864,17.28,Faible,9.87,Nuageux,7.98,3.21,6.97,39,3.48,4.89,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01865,01865,01865,01865,01865,01865,20.74,Faible,6.25,Soleil,6.41,8.98,6.94,90,8.38,4.44,AirParif_2024,2024-01-01 00:00:00
ENV_01866,01866,01866,01866,01866,01866,44.58,Critique,6.99,Brouillard,1.90,7.27,6.77,66,3.48,6.12,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01867,01867,01867,01867,01867,01867,6.97,Élevé,3.51,Nuageux,4.43,8.71,2.54,4,1.27,8.50,Meteo_France,2024-01-01 00:00:00
ENV_01868,01868,01868,01868,01868,01868,17.58,Élevé,2.70,Orage,2.49,3.12,8.50,47,4.81,9.50,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01869,01869,01869,01869,01869,01869,27.76,Modéré,9.08,Soleil,7.08,5.64,9.67,26,7.45,1.69,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01870,01870,01870,01870,01870,01870,19.98,Critique,7.25,Pluie,1.19,1.73,3.53,50,4.09,5.07,AirParif_2024,2024-01-01 00:00:00
ENV_01871,01871,01871,01871,01871,01871,23.71,Modéré,1.60,Nuageux,4.50,1.38,4.48,48,2.84,8.66,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01872,01872,01872,01872,01872,01872,49.68,Élevé,4.42,Nuageux,3.68,1.62,8.25,15,1.80,3.82,SNCF_Open_Data,2024-01-01 00:00:00
ENV_01873,01873,01873,01873,01873,01873,19.29,Critique,3.09,Soleil,9.65,7.53,7.56,81,3.79,1.06,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01874,01874,01874,01874,01874,01874,12.13,Critique,4.89,Nuageux,1.79,6.28,3.55,10,7.02,4.42,Meteo_France,2024-01-01 00:00:00
ENV_01875,01875,01875,01875,01875,01875,47.59,Faible,5.89,Nuageux,6.35,6.23,8.46,35,5.73,2.78,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01876,01876,01876,01876,01876,01876,47.80,Faible,6.00,Orage,5.44,3.60,9.43,39,6.41,3.83,AirParif_2024,2024-01-01 00:00:00
ENV_01877,01877,01877,01877,01877,01877,17.79,Élevé,8.88,Brouillard,4.20,2.47,5.43,8,2.67,8.89,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_01878,01878,01878,01878,01878,01878,39.55,Critique,2.10,Orage,5.60,8.32,1.43,39,6.14,3.82,AirParif_2024,2024-01-01 00:00:00
ENV_01879,01879,01879,01879,01879,01879,30.41,Élevé,7.02,Orage,8.03,4.87,5.67,100,4.00,1.93,Meteo_France,2024-01-01 00:00:00
ENV_01880,01880,01880,01880,01880,01880,26.03,Faible,9.70,Soleil,5.21,6.99,4.23,2,3.92,8.92,AirParif_2024,2024-01-01 00:00:00
ENV_01881,01881,01881,01881,01881,01881,33.62,Faible,5.15,Nuageux,7.55,6.59,6.00,19,5.72,8.87,AirParif_2024,2024-01-01 00:00:00
