col_aq_id,col_date,col_zone_id,col_pm25_ugm3,col_no2_ugm3,col_aqi_index,col_indice_qualite_air,col_date_enrichissement
ID_054,2024-01-10 00:00:00,ID_054,7.83,8.7,70.12,2.87,2024-11-02 00:00:00
ID_055,2024-12-14 00:00:00,ID_055,7.55,4.16,46.37,5.17,2024-03-30 00:00:00
ID_056,2024-10-17 00:00:00,ID_056,5.03,1.4,55.45,6.65,2024-06-04 00:00:00
ID_057,2024-09-23 00:00:00,ID_057,6.13,5.62,53.81,1.35,2024-11-03 00:00:00
ID_058,2024-04-11 00:00:00,ID_058,2.67,6.2,10.15,4.16,2024-12-18 00:00:00
ID_059,2024-05-21 00:00:00,ID_059,7.36,7.05,27.27,2.12,2024-06-14 00:00:00
ID_060,2024-11-16 00:00:00,ID_060,8.16,1.36,39.45,4.22,2024-11-25 00:00:00
ID_061,2024-07-21 00:00:00,ID_061,8.63,1.98,58.75,3.84,2024-10-14 00:00:00
ID_062,2024-04-25 00:00:00,ID_062,3.92,5.92,10.1,8.45,2024-04-11 00:00:00
ID_063,2024-06-30 00:00:00,ID_063,7.94,8.52,32.86,4.34,2024-04-24 00:00:00
ID_064,2024-09-16 00:00:00,ID_064,6.61,8.0,39.19,3.18,2024-11-24 00:00:00
ID_065,2024-11-15 00:00:00,ID_065,4.64,5.86,30.96,3.08,2024-08-09 00:00:00
ID_066,2024-12-10 00:00:00,ID_066,7.93,3.29,5.86,6.7,2024-11-26 00:00:00
ID_067,2024-02-25 00:00:00,ID_067,5.03,5.47,62.34,3.88,2024-07-12 00:00:00
ID_068,2024-03-16 00:00:00,ID_068,6.29,6.09,63.84,4.59,2024-09-21 00:00:00
ID_069,2024-06-10 00:00:00,ID_069,5.43,6.36,44.27,5.22,2024-04-14 00:00:00
ID_070,2024-01-14 00:00:00,ID_070,5.11,5.63,77.32,7.6,2024-05-21 00:00:00
ID_071,2024-08-03 00:00:00,ID_071,6.24,3.49,69.52,5.4,2024-09-18 00:00:00
ID_072,2024-05-05 00:00:00,ID_072,6.99,7.85,82.77,6.5,2024-08-22 00:00:00
ID_073,2024-07-27 00:00:00,ID_073,3.91,5.67,75.19,2.93,2024-05-05 00:00:00
ID_074,2024-07-05 00:00:00,ID_074,6.17,4.0,21.33,5.64,2024-10-29 00:00:00
ID_075,2024-06-30 00:00:00,ID_075,5.05,1.56,46.1,1.21,2024-09-21 00:00:00
ID_076,2024-02-10 00:00:00,ID_076,7.95,1.25,42.51,8.6,2024-03-13 00:00:00
ID_077,2024-06-29 00:00:00,ID_077,8.41,5.07,17.02,2.19,2024-01-29 00:00:00
ID_078,2024-07-10 00:00:00,ID_078,5.95,7.69,69.13,3.28,2024-07-10 00:00:00
ID_079,2024-03-11 00:00:00,ID_079,5.89,8.44,9.15,3.3,2024-06-28 00:00:00
ID_080,2024-12-15 00:00:00,ID_080,8.7,7.16,24.25,8.54,2024-03-30 00:00:00
ID_081,2024-05-19 00:00:00,ID_081,4.86,8.55,70.13,3.28,2024-03-18 00:00:00
ID_082,2024-07-17 00:00:00,ID_082,4.79,3.48,46.62,7.13,2024-10-06 00:00:00
ID_083,2024-11-12 00:00:00,ID_083,7.22,1.41,68.0,6.5,2024-11-07 00:00:00
ID_084,2024-02-12 00:00:00,ID_084,4.73,3.47,30.17,5.26,2024-02-29 00:00:00
ID_085,2024-04-20 00:00:00,ID_085,1.42,3.4,37.19,2.03,2024-09-15 00:00:00
ID_086,2024-08-18 00:00:00,ID_086,4.48,8.2,81.76,4.01,2024-05-31 00:00:00
ID_087,2024-01-03 00:00:00,ID_087,7.54,1.7,8.96,3.39,2024-09-27 00:00:00
ID_088,2024-10-11 00:00:00,ID_088,1.24,6.11,5.38,1.83,2024-06-18 00:00:00
ID_089,2024-05-19 00:00:00,ID_089,2.02,3.88,61.16,4.19,2024-06-29 00:00:00
ID_090,2024-08-29 00:00:00,ID_090,2.2,3.61,3.57,8.12,2024-11-01 00:00:00
ID_091,2024-02-03 00:00:00,ID_091,6.02,3.63,22.72,4.54,2024-08-04 00:00:00
ID_092,2024-07-04 00:00:00,ID_092,8.12,6.15,4.35,5.21,2024-07-26 00:00:00
ID_093,2024-08-01 00:00:00,ID_093,8.14,6.94,77.44,7.36,2024-06-07 00:00:00
ID_094,2024-09-16 00:00:00,ID_094,5.02,7.52,28.72,6.86,2024-04-17 00:00:00
ID_095,2024-02-04 00:00:00,ID_095,5.83,3.53,32.86,8.79,2024-04-27 00:00:00
ID_096,2024-10-17 00:00:00,ID_096,6.67,4.56,69.83,7.93,2024-10-03 00:00:00
ID_097,2024-02-11 00:00:00,ID_097,1.75,3.75,22.91,3.86,2024-06-16 00:00:00
ID_098,2024-11-30 00:00:00,ID_098,2.59,4.99,68.77,4.12,2024-07-19 00:00:00
ID_099,2024-05-15 00:00:00,ID_099,8.62,1.9,63.95,7.78,2024-02-04 00:00:00
ID_000,2024-08-11 00:00:00,ID_000,5.21,7.1,30.96,7.27,2024-10-13 00:00:00
ID_001,2024-05-24 00:00:00,ID_001,6.33,8.15,60.8,5.33,2024-09-02 00:00:00
ID_002,2024-03-27 00:00:00,ID_002,6.52,4.89,26.6,7.55,2024-04-07 00:00:00
ID_003,2024-06-27 00:00:00,ID_003,4.78,5.84,2.42,3.14,2024-02-16 00:00:00
ID_004,2024-05-23 00:00:00,ID_004,4.69,5.72,4.36,6.3,2024-10-19 00:00:00
ID_005,2024-09-22 00:00:00,ID_005,8.27,4.16,9.17,7.62,2024-08-03 00:00:00
ID_006,2024-05-13 00:00:00,ID_006,6.62,4.05,30.33,8.16,2024-04-28 00:00:00
ID_007,2024-02-13 00:00:00,ID_007,8.36,1.93,40.29,7.33,2024-02-15 00:00:00
ID_008,2024-04-09 00:00:00,ID_008,6.23,7.35,6.74,1.6,2024-06-07 00:00:00
ID_009,2024-03-29 00:00:00,ID_009,5.09,1.29,57.89,3.94,2024-11-30 00:00:00
ID_010,2024-11-13 00:00:00,ID_010,1.49,1.23,55.75,6.24,2024-07-15 00:00:00
ID_011,2024-01-04 00:00:00,ID_011,7.37,1.45,30.01,2.67,2024-12-23 00:00:00
ID_012,2024-03-13 00:00:00,ID_012,7.31,7.73,71.12,5.72,2024-09-22 00:00:00
ID_013,2024-07-21 00:00:00,ID_013,2.62,7.77,35.23,8.65,2024-08-07 00:00:00
ID_014,2024-12-06 00:00:00,ID_014,5.97,3.11,41.6,6.44,2024-10-04 00:00:00
ID_015,2024-06-13 00:00:00,ID_015,8.62,7.05,15.86,2.22,2024-07-19 00:00:00
ID_016,2024-04-06 00:00:00,ID_016,3.86,5.17,60.76,7.77,2024-02-24 00:00:00
ID_017,2024-03-22 00:00:00,ID_017,4.57,2.52,6.87,4.09,2024-03-24 00:00:00
ID_018,2024-03-27 00:00:00,ID_018,5.27,5.04,52.72,5.83,2024-03-16 00:00:00
ID_019,2024-02-07 00:00:00,ID_019,5.68,7.6,84.57,2.84,2024-09-01 00:00:00
ID_020,2024-11-30 00:00:00,ID_020,8.16,7.06,34.54,4.16,2024-07-25 00:00:00
ID_021,2024-05-09 00:00:00,ID_021,5.45,4.72,60.62,4.99,2024-09-16 00:00:00
ID_022,2024-11-13 00:00:00,ID_022,5.06,3.78,20.33,1.77,2024-04-11 00:00:00
ID_023,2024-01-24 00:00:00,ID_023,1.33,5.05,17.59,3.65,2024-02-07 00:00:00
ID_024,2024-08-12 00:00:00,ID_024,6.54,6.62,63.67,8.31,2024-08-27 00:00:00
ID_025,2024-04-20 00:00:00,ID_025,8.04,4.05,36.43,3.35,2024-02-28 00:00:00
ID_026,2024-01-23 00:00:00,ID_026,7.07,4.16,29.78,2.01,2024-03-21 00:00:00
ID_027,2024-09-13 00:00:00,ID_027,4.86,2.05,22.47,4.31,2024-04-14 00:00:00
ID_028,2024-10-11 00:00:00,ID_028,3.45,5.97,79.21,3.89,2024-04-30 00:00:00
ID_029,2024-02-02 00:00:00,ID_029,1.53,6.12,60.75,5.14,2024-10-06 00:00:00
ID_030,2024-10-25 00:00:00,ID_030,1.24,6.97,39.1,5.11,2024-10-02 00:00:00
ID_031,2024-12-04 00:00:00,ID_031,6.26,8.24,4.83,7.89,2024-06-25 00:00:00
ID_032,2024-01-16 00:00:00,ID_032,8.79,2.09,75.11,6.8,2024-01-07 00:00:00
ID_033,2024-01-03 00:00:00,ID_033,5.78,8.68,81.84,3.12,2024-07-20 00:00:00
ID_034,2024-02-03 00:00:00,ID_034,8.31,4.86,82.11,4.57,2024-12-17 00:00:00
ID_035,2024-09-27 00:00:00,ID_035,6.27,1.28,15.27,8.55,2024-12-11 00:00:00
ID_036,2024-05-01 00:00:00,ID_036,5.13,3.77,64.66,5.23,2024-09-02 00:00:00
ID_037,2024-03-21 00:00:00,ID_037,6.06,8.03,84.24,6.83,2024-07-22 00:00:00
ID_038,2024-07-14 00:00:00,ID_038,5.96,1.65,80.2,3.64,2024-07-14 00:00:00
ID_039,2024-11-17 00:00:00,ID_039,3.12,8.1,62.64,5.33,2024-07-11 00:00:00
ID_040,2024-12-20 00:00:00,ID_040,5.8,8.37,56.35,3.14,2024-08-16 00:00:00
ID_041,2024-08-17 00:00:00,ID_041,5.31,6.12,81.72,5.84,2024-12-04 00:00:00
ID_042,2024-02-24 00:00:00,ID_042,1.76,4.16,38.21,2.41,2024-05-24 00:00:00
ID_043,2024-09-22 00:00:00,ID_043,4.8,8.47,57.17,7.85,2024-03-31 00:00:00
ID_044,2024-10-27 00:00:00,ID_044,6.49,8.58,9.04,3.19,2024-05-12 00:00:00
ID_045,2024-08-07 00:00:00,ID_045,1.98,3.54,59.1,4.16,2024-07-16 00:00:00
ID_046,2024-12-01 00:00:00,ID_046,2.45,7.93,43.76,8.4,2024-01-05 00:00:00
ID_047,2024-01-07 00:00:00,ID_047,8.61,8.65,48.22,7.32,2024-11-22 00:00:00
ID_048,2024-04-27 00:00:00,ID_048,8.47,4.65,59.39,6.17,2024-12-17 00:00:00
ID_049,2024-08-16 00:00:00,ID_049,2.96,4.11,51.81,8.53,2024-04-11 00:00:00
ID_050,2024-01-09 00:00:00,ID_050,5.01,2.76,21.27,3.76,2024-07-07 00:00:00
ID_051,2024-11-13 00:00:00,ID_051,7.28,7.66,19.24,1.35,2024-07-02 00:00:00
ID_052,2024-09-03 00:00:00,ID_052,3.41,6.62,45.46,5.33,2024-09-15 00:00:00
ID_053,2024-05-05 00:00:00,ID_053,4.52,6.89,65.1,5.43,2024-10-11 00:00:00
ID_054,2024-10-09 00:00:00,ID_054,7.95,5.14,19.18,7.21,2024-07-06 00:00:00
ID_055,2024-08-14 00:00:00,ID_055,4.89,7.48,73.4,5.75,2024-03-03 00:00:00
ID_056,2024-05-11 00:00:00,ID_056,5.87,3.48,59.93,6.89,2024-08-10 00:00:00
ID_057,2024-08-09 00:00:00,ID_057,6.06,8.7,12.24,4.69,2024-06-16 00:00:00
ID_058,2024-03-16 00:00:00,ID_058,8.22,2.51,8.99,8.17,2024-12-22 00:00:00
ID_059,2024-01-19 00:00:00,ID_059,5.12,8.45,2.59,3.33,2024-04-25 00:00:00
ID_060,2024-03-31 00:00:00,ID_060,4.45,3.84,11.12,8.18,2024-10-17 00:00:00
ID_061,2024-08-16 00:00:00,ID_061,7.75,7.44,34.05,6.96,2024-02-02 00:00:00
ID_062,2024-03-18 00:00:00,ID_062,5.32,2.84,75.52,4.34,2024-06-14 00:00:00
ID_063,2024-02-24 00:00:00,ID_063,5.75,8.29,18.88,5.94,2024-05-01 00:00:00
ID_064,2024-06-30 00:00:00,ID_064,3.04,8.44,22.79,4.99,2024-02-20 00:00:00
ID_065,2024-07-19 00:00:00,ID_065,4.51,2.37,23.73,2.85,2024-08-03 00:00:00
ID_066,2024-11-09 00:00:00,ID_066,6.33,8.11,22.18,2.17,2024-08-13 00:00:00
ID_067,2024-07-16 00:00:00,ID_067,2.51,7.22,54.81,7.71,2024-09-09 00:00:00
ID_068,2024-10-25 00:00:00,ID_068,8.58,2.07,67.0,4.33,2024-09-06 00:00:00
ID_069,2024-03-17 00:00:00,ID_069,2.53,3.16,44.47,8.17,2024-04-15 00:00:00
ID_070,2024-10-25 00:00:00,ID_070,6.3,2.8,7.33,7.53,2024-08-05 00:00:00
ID_071,2024-09-08 00:00:00,ID_071,7.68,3.52,44.44,4.74,2024-10-13 00:00:00
ID_072,2024-11-28 00:00:00,ID_072,6.48,7.43,40.85,3.13,2024-03-13 00:00:00
ID_073,2024-07-09 00:00:00,ID_073,4.2,6.58,42.0,1.87,2024-03-19 00:00:00
ID_074,2024-08-20 00:00:00,ID_074,7.74,5.55,4.05,4.53,2024-12-26 00:00:00
ID_075,2024-06-14 00:00:00,ID_075,2.86,3.59,37.62,5.19,2024-01-27 00:00:00
ID_076,2024-06-11 00:00:00,ID_076,5.18,1.29,10.14,2.62,2024-06-13 00:00:00
ID_077,2024-08-12 00:00:00,ID_077,8.36,5.09,6.58,6.72,2024-02-27 00:00:00
ID_078,2024-09-27 00:00:00,ID_078,7.57,6.98,9.14,3.26,2024-02-23 00:00:00
ID_079,2024-10-14 00:00:00,ID_079,7.03,4.91,73.75,8.18,2024-12-01 00:00:00
ID_080,2024-05-10 00:00:00,ID_080,7.42,1.71,75.49,8.69,2024-07-22 00:00:00
ID_081,2024-06-03 00:00:00,ID_081,3.56,7.0,27.71,6.15,2024-08-29 00:00:00
ID_082,2024-07-12 00:00:00,ID_082,6.26,3.15,84.72,5.66,2024-07-03 00:00:00
ID_083,2024-10-27 00:00:00,ID_083,5.74,5.29,59.1,6.77,2024-05-11 00:00:00
ID_084,2024-09-29 00:00:00,ID_084,8.03,2.94,24.28,1.24,2024-04-01 00:00:00
ID_085,2024-11-20 00:00:00,ID_085,6.83,7.59,4.35,2.77,2024-11-08 00:00:00
ID_086,2024-08-23 00:00:00,ID_086,8.19,4.92,73.56,5.54,2024-01-04 00:00:00
ID_087,2024-11-14 00:00:00,ID_087,8.51,6.52,84.87,4.29,2024-07-02 00:00:00
ID_088,2024-07-16 00:00:00,ID_088,7.44,8.61,37.94,7.47,2024-02-17 00:00:00
ID_089,2024-05-30 00:00:00,ID_089,7.5,2.01,73.18,4.27,2024-01-21 00:00:00
ID_090,2024-06-27 00:00:00,ID_090,8.67,8.45,58.9,4.31,2024-06-15 00:00:00
ID_091,2024-06-11 00:00:00,ID_091,6.04,6.7,11.39,4.34,2024-10-10 00:00:00
ID_092,2024-09-05 00:00:00,ID_092,6.48,6.34,25.48,5.84,2024-11-09 00:00:00
ID_093,2024-01-28 00:00:00,ID_093,5.13,5.19,36.36,2.73,2024-10-17 00:00:00
ID_094,2024-11-12 00:00:00,ID_094,6.24,2.76,50.0,1.96,2024-01-19 00:00:00
ID_095,2024-09-10 00:00:00,ID_095,3.46,5.34,27.98,8.51,2024-11-03 00:00:00
ID_096,2024-02-09 00:00:00,ID_096,5.86,5.39,50.19,4.1,2024-05-13 00:00:00
ID_097,2024-03-14 00:00:00,ID_097,2.37,3.38,26.75,2.29,2024-07-05 00:00:00
ID_098,2024-06-13 00:00:00,ID_098,3.51,2.09,16.79,3.26,2024-06-22 00:00:00
ID_099,2024-11-15 00:00:00,ID_099,2.76,2.85,15.16,2.38,2024-06-11 00:00:00
ID_000,2024-07-25 00:00:00,ID_000,1.53,4.08,51.46,7.13,2024-05-14 00:00:00
ID_001,2024-04-22 00:00:00,ID_001,3.76,7.16,39.02,2.33,2024-09-08 00:00:00
ID_002,2024-11-01 00:00:00,ID_002,2.66,3.87,21.02,1.41,2024-01-24 00:00:00
ID_003,2024-05-10 00:00:00,ID_003,7.56,3.58,58.8,6.25,2024-04-17 00:00:00
ID_004,2024-03-13 00:00:00,ID_004,5.66,4.09,15.47,2.67,2024-04-08 00:00:00
ID_005,2024-04-26 00:00:00,ID_005,6.31,8.57,43.5,4.23,2024-11-06 00:00:00
ID_006,2024-02-04 00:00:00,ID_006,4.72,7.29,57.76,5.0,2024-11-06 00:00:00
ID_007,2024-01-16 00:00:00,ID_007,4.49,8.23,47.14,7.78,2024-07-22 00:00:00
ID_008,2024-05-31 00:00:00,ID_008,3.65,6.18,37.65,4.5,2024-04-05 00:00:00
ID_009,2024-05-23 00:00:00,ID_009,4.82,2.66,44.97,6.25,2024-01-08 00:00:00
ID_010,2024-02-10 00:00:00,ID_010,7.37,4.25,7.17,5.89,2024-04-20 00:00:00
ID_011,2024-03-11 00:00:00,ID_011,2.25,2.93,22.74,3.95,2024-03-14 00:00:00
ID_012,2024-03-02 00:00:00,ID_012,7.43,6.88,78.53,6.03,2024-08-19 00:00:00
ID_013,2024-08-16 00:00:00,ID_013,8.52,5.22,32.72,2.22,2024-01-05 00:00:00
ID_014,2024-07-27 00:00:00,ID_014,5.96,2.54,66.49,4.25,2024-07-22 00:00:00
ID_015,2024-11-12 00:00:00,ID_015,7.6,4.41,77.33,4.35,2024-06-25 00:00:00
ID_016,2024-12-06 00:00:00,ID_016,8.18,4.21,43.66,5.51,2024-04-26 00:00:00
ID_017,2024-10-13 00:00:00,ID_017,7.62,6.63,76.87,5.65,2024-02-28 00:00:00
ID_018,2024-02-24 00:00:00,ID_018,5.51,6.24,25.98,3.71,2024-10-12 00:00:00
ID_019,2024-06-19 00:00:00,ID_019,7.24,5.77,47.8,5.76,2024-09-27 00:00:00
ID_020,2024-01-21 00:00:00,ID_020,7.64,5.91,29.76,3.39,2024-02-05 00:00:00
ID_021,2024-05-12 00:00:00,ID_021,4.39,6.47,20.06,1.71,2024-12-12 00:00:00
ID_022,2024-12-10 00:00:00,ID_022,5.55,5.42,82.6,4.06,2024-04-25 00:00:00
ID_023,2024-04-16 00:00:00,ID_023,6.84,2.55,53.3,3.04,2024-08-28 00:00:00
ID_024,2024-07-08 00:00:00,ID_024,6.43,1.4,39.86,6.57,2024-08-28 00:00:00
ID_025,2024-08-02 00:00:00,ID_025,7.85,3.08,65.43,6.63,2024-09-10 00:00:00
ID_026,2024-11-19 00:00:00,ID_026,2.66,4.03,76.15,4.85,2024-04-04 00:00:00
ID_027,2024-09-29 00:00:00,ID_027,2.71,2.36,52.52,3.2,2024-04-26 00:00:00
ID_028,2024-05-06 00:00:00,ID_028,2.59,7.18,2.16,8.26,2024-03-24 00:00:00
ID_029,2024-10-13 00:00:00,ID_029,4.41,1.34,35.44,3.0,2024-03-29 00:00:00
ID_030,2024-01-07 00:00:00,ID_030,6.52,7.51,20.89,1.37,2024-04-03 00:00:00
ID_031,2024-02-20 00:00:00,ID_031,4.55,7.92,66.5,5.71,2024-02-09 00:00:00
ID_032,2024-07-02 00:00:00,ID_032,5.43,8.5,22.64,5.05,2024-04-12 00:00:00
ID_033,2024-10-20 00:00:00,ID_033,5.51,1.68,73.25,3.38,2024-12-10 00:00:00
ID_034,2024-01-07 00:00:00,ID_034,5.74,3.69,58.25,2.26,2024-07-22 00:00:00
ID_035,2024-02-29 00:00:00,ID_035,6.56,7.76,84.07,6.69,2024-12-08 00:00:00
ID_036,2024-01-13 00:00:00,ID_036,1.86,3.19,44.44,7.02,2024-07-18 00:00:00
ID_037,2024-05-02 00:00:00,ID_037,6.45,7.94,13.47,8.2,2024-08-22 00:00:00
ID_038,2024-03-27 00:00:00,ID_038,8.73,2.24,47.27,7.96,2024-01-08 00:00:00
ID_039,2024-10-31 00:00:00,ID_039,8.01,1.98,2.46,3.08,2024-06-30 00:00:00
ID_040,2024-04-19 00:00:00,ID_040,6.85,4.34,51.34,1.76,2024-05-08 00:00:00
ID_041,2024-01-26 00:00:00,ID_041,2.82,5.52,57.22,8.53,2024-01-04 00:00:00
ID_042,2024-07-26 00:00:00,ID_042,8.0,8.19,44.12,4.41,2024-10-25 00:00:00
ID_043,2024-07-28 00:00:00,ID_043,2.14,7.27,55.6,2.08,2024-12-04 00:00:00
ID_044,2024-05-19 00:00:00,ID_044,6.56,7.26,40.54,4.22,2024-06-09 00:00:00
ID_045,2024-04-29 00:00:00,ID_045,6.19,1.72,15.28,5.39,2024-08-31 00:00:00
ID_046,2024-04-21 00:00:00,ID_046,6.39,4.98,49.46,3.05,2024-12-13 00:00:00
ID_047,2024-03-27 00:00:00,ID_047,4.14,4.3,11.11,7.38,2024-01-24 00:00:00
ID_048,2024-10-31 00:00:00,ID_048,7.43,2.88,12.02,2.8,2024-01-12 00:00:00
ID_049,2024-12-23 00:00:00,ID_049,6.56,2.78,54.13,1.95,2024-06-11 00:00:00
ID_050,2024-12-18 00:00:00,ID_050,4.12,5.96,54.21,1.76,2024-06-30 00:00:00
ID_051,2024-03-20 00:00:00,ID_051,5.44,4.94,77.39,2.61,2024-08-18 00:00:00
ID_052,2024-07-11 00:00:00,ID_052,1.58,2.71,46.52,6.89,2024-11-04 00:00:00
ID_053,2024-06-08 00:00:00,ID_053,4.13,8.2,36.15,3.19,2024-01-20 00:00:00
ID_054,2024-08-27 00:00:00,ID_054,3.55,3.7,69.9,7.69,2024-02-27 00:00:00
ID_055,2024-08-27 00:00:00,ID_055,2.94,2.6,21.21,4.65,2024-02-28 00:00:00
ID_056,2024-12-02 00:00:00,ID_056,2.75,1.2,73.61,6.14,2024-04-30 00:00:00
ID_057,2024-04-29 00:00:00,ID_057,7.77,3.06,28.91,3.91,2024-02-02 00:00:00
ID_058,2024-09-21 00:00:00,ID_058,6.59,3.61,47.31,3.64,2024-09-05 00:00:00
ID_059,2024-08-22 00:00:00,ID_059,1.73,5.17,39.14,5.68,2024-10-28 00:00:00
ID_060,2024-08-10 00:00:00,ID_060,6.59,7.49,76.53,4.69,2024-01-21 00:00:00
ID_061,2024-10-15 00:00:00,ID_061,4.3,4.46,9.65,4.17,2024-02-09 00:00:00
ID_062,2024-02-10 00:00:00,ID_062,8.45,3.83,70.49,5.11,2024-04-21 00:00:00
ID_063,2024-10-24 00:00:00,ID_063,7.68,5.52,3.23,8.29,2024-04-06 00:00:00
ID_064,2024-09-03 00:00:00,ID_064,1.25,4.19,30.29,3.37,2024-08-29 00:00:00
ID_065,2024-03-12 00:00:00,ID_065,6.85,2.72,83.23,1.6,2024-11-01 00:00:00
ID_066,2024-05-19 00:00:00,ID_066,5.96,5.08,4.76,4.86,2024-09-06 00:00:00
ID_067,2024-12-05 00:00:00,ID_067,2.36,3.03,51.41,2.68,2024-02-07 00:00:00
ID_068,2024-07-02 00:00:00,ID_068,5.8,7.66,5.04,5.68,2024-08-12 00:00:00
ID_069,2024-03-04 00:00:00,ID_069,4.78,5.68,39.33,3.12,2024-03-26 00:00:00
ID_070,2024-11-29 00:00:00,ID_070,7.08,1.43,70.04,7.58,2024-09-20 00:00:00
ID_071,2024-06-02 00:00:00,ID_071,8.36,8.07,42.15,6.26,2024-12-26 00:00:00
ID_072,2024-03-30 00:00:00,ID_072,2.7,6.93,8.43,3.69,2024-09-04 00:00:00
ID_073,2024-03-21 00:00:00,ID_073,7.89,6.9,44.63,3.98,2024-02-15 00:00:00
ID_074,2024-01-24 00:00:00,ID_074,2.18,8.78,14.48,3.92,2024-08-17 00:00:00
ID_075,2024-12-17 00:00:00,ID_075,7.15,2.6,10.94,6.97,2024-07-12 00:00:00
ID_076,2024-07-21 00:00:00,ID_076,5.86,3.75,13.72,2.29,2024-10-13 00:00:00
ID_077,2024-09-26 00:00:00,ID_077,2.74,5.05,73.83,6.71,2024-11-28 00:00:00
ID_078,2024-02-08 00:00:00,ID_078,8.65,5.49,77.42,8.3,2024-07-29 00:00:00
ID_079,2024-06-17 00:00:00,ID_079,3.85,4.93,65.08,3.6,2024-07-12 00:00:00
ID_080,2024-12-08 00:00:00,ID_080,2.35,4.73,6.69,6.68,2024-07-07 00:00:00
ID_081,2024-11-09 00:00:00,ID_081,5.63,6.41,33.8,1.29,2024-11-11 00:00:00
ID_082,2024-03-13 00:00:00,ID_082,2.47,4.41,59.69,6.25,2024-04-03 00:00:00
ID_083,2024-04-03 00:00:00,ID_083,3.22,5.62,38.06,4.13,2024-04-03 00:00:00
ID_084,2024-08-16 00:00:00,ID_084,8.49,2.81,58.68,3.52,2024-02-18 00:00:00
ID_085,2024-07-17 00:00:00,ID_085,4.0,3.8,68.39,4.73,2024-05-03 00:00:00
ID_086,2024-11-19 00:00:00,ID_086,6.64,1.64,75.94,4.44,2024-08-30 00:00:00
ID_087,2024-09-27 00:00:00,ID_087,4.27,8.28,59.82,6.69,2024-03-09 00:00:00
ID_088,2024-11-07 00:00:00,ID_088,2.52,8.18,75.34,8.6,2024-10-11 00:00:00
ID_089,2024-01-11 00:00:00,ID_089,5.74,6.57,34.12,5.18,2024-06-19 00:00:00
ID_090,2024-10-25 00:00:00,ID_090,4.03,5.73,17.45,4.98,2024-10-30 00:00:00
ID_091,2024-10-15 00:00:00,ID_091,4.24,3.99,40.21,4.83,2024-04-16 00:00:00
ID_092,2024-03-29 00:00:00,ID_092,2.56,3.72,50.78,1.78,2024-07-25 00:00:00
ID_093,2024-09-23 00:00:00,ID_093,3.28,6.97,75.06,3.6,2024-06-05 00:00:00
ID_094,2024-10-10 00:00:00,ID_094,5.88,3.39,26.36,5.75,2024-02-21 00:00:00
ID_095,2024-03-16 00:00:00,ID_095,2.59,1.74,30.21,6.73,2024-07-28 00:00:00
ID_096,2024-06-09 00:00:00,ID_096,3.18,5.76,26.86,3.45,2024-02-03 00:00:00
ID_097,2024-06-28 00:00:00,ID_097,7.1,7.38,33.5,4.88,2024-07-19 00:00:00
ID_098,2024-01-24 00:00:00,ID_098,6.76,1.86,66.54,5.91,2024-02-10 00:00:00
ID_099,2024-05-15 00:00:00,ID_099,2.2,2.8,77.66,7.99,2024-06-17 00:00:00
ID_000,2024-01-31 00:00:00,ID_000,1.88,7.39,5.04,7.61,2024-10-22 00:00:00
ID_001,2024-12-09 00:00:00,ID_001,8.53,8.14,8.9,4.42,2024-09-24 00:00:00
ID_002,2024-06-22 00:00:00,ID_002,3.04,8.03,64.9,4.33,2024-04-26 00:00:00
ID_003,2024-05-20 00:00:00,ID_003,8.62,3.37,74.08,6.14,2024-07-22 00:00:00
ID_004,2024-06-21 00:00:00,ID_004,1.95,7.16,22.09,7.17,2024-11-15 00:00:00
ID_005,2024-01-22 00:00:00,ID_005,7.37,7.16,39.96,5.44,2024-08-18 00:00:00
ID_006,2024-06-23 00:00:00,ID_006,3.73,6.82,9.33,4.76,2024-10-22 00:00:00
ID_007,2024-05-29 00:00:00,ID_007,3.31,8.43,61.22,4.65,2024-03-26 00:00:00
ID_008,2024-05-25 00:00:00,ID_008,5.5,7.56,62.13,7.04,2024-09-27 00:00:00
ID_009,2024-06-05 00:00:00,ID_009,3.44,4.12,28.72,7.7,2024-10-18 00:00:00
ID_010,2024-06-22 00:00:00,ID_010,4.46,8.26,3.62,5.18,2024-10-13 00:00:00
ID_011,2024-09-06 00:00:00,ID_011,5.92,8.21,43.04,3.16,2024-02-29 00:00:00
ID_012,2024-07-24 00:00:00,ID_012,7.25,2.56,77.71,3.25,2024-04-19 00:00:00
ID_013,2024-03-08 00:00:00,ID_013,3.06,2.07,81.46,3.13,2024-07-23 00:00:00
ID_014,2024-01-02 00:00:00,ID_014,6.51,2.07,17.0,3.15,2024-04-07 00:00:00
ID_015,2024-08-04 00:00:00,ID_015,2.69,5.06,58.47,5.8,2024-07-24 00:00:00
ID_016,2024-08-21 00:00:00,ID_016,5.69,2.24,18.54,7.18,2024-01-24 00:00:00
ID_017,2024-07-25 00:00:00,ID_017,5.83,7.01,43.25,3.96,2024-09-24 00:00:00
ID_018,2024-08-22 00:00:00,ID_018,3.23,3.2,21.08,3.73,2024-09-30 00:00:00
ID_019,2024-05-11 00:00:00,ID_019,6.58,2.82,21.67,1.41,2024-10-30 00:00:00
ID_020,2024-07-10 00:00:00,ID_020,6.3,7.02,46.29,8.15,2024-08-15 00:00:00
