col_date,col_region,col_type_vehicule,col_type_energie,col_est_renouvelable,col_total_parc,col_nb_vehicules,col_taux_adoption_pct,col_economie_co2_tonnes,col_part_energie_renouvelable_pct,col_cout_moyen_vehicule_eur,col_subvention_moyenne_eur,col_source
2024-04-25 00:00:00,Occitanie,7.89,7.33,1.58,6.22,3.11,4.54,7.69,1.45,3.16,1.21,Data.gouv.fr
2024-03-30 00:00:00,Occitanie,2.81,3.05,5.74,3.81,1.48,8.28,3.73,5.55,6.56,3.29,SNCF_Open_Data
2024-01-25 00:00:00,Pays de la Loire,2.57,1.77,7.07,4.52,8.39,7.95,1.94,5.61,2.67,4.36,SNCF_Open_Data
2024-06-01 00:00:00,Bretagne,4.09,6.22,4.0,3.29,8.52,4.96,8.2,5.42,8.61,3.15,Airparif
2024-10-07 00:00:00,Auvergne-Rhône-Alpes,3.47,5.08,7.75,2.15,2.84,2.01,3.23,7.89,6.13,3.34,SNCF_Open_Data
2024-12-21 00:00:00,Pays de la Loire,4.1,4.86,1.62,4.09,6.36,6.44,6.52,1.84,4.88,1.98,Airparif
2024-04-04 00:00:00,Occitanie,1.87,5.96,4.93,6.43,2.52,5.28,4.78,2.41,3.13,7.08,Météo-France
2024-05-15 00:00:00,Nouvelle-Aquitaine,8.25,4.15,3.78,1.62,6.95,6.76,4.5,5.72,5.68,3.92,Météo-France
2024-03-08 00:00:00,Île-de-France,8.67,5.55,6.08,2.53,4.92,6.96,7.06,2.87,5.83,7.64,SNCF_Open_Data
2024-05-17 00:00:00,Provence-Alpes-Côte d'Azur,4.9,7.42,6.9,5.96,8.45,2.16,3.51,2.8,7.19,3.19,Airparif
2024-07-24 00:00:00,Hauts-de-France,2.29,3.43,4.33,2.44,1.53,4.74,6.38,3.85,8.25,8.09,RATP_Open_Data_2024
2024-05-20 00:00:00,Bretagne,3.55,4.89,2.63,5.9,7.47,6.46,4.13,7.16,1.29,7.54,Météo-France
2024-08-23 00:00:00,Normandie,8.45,8.74,2.8,4.31,2.71,3.9,5.62,5.39,1.32,3.82,Airparif
2024-12-19 00:00:00,Île-de-France,2.2,5.54,6.32,6.9,7.03,5.51,2.68,4.41,8.58,5.8,Data.gouv.fr
2024-01-18 00:00:00,Grand Est,5.24,6.59,7.54,2.26,7.99,5.37,7.52,7.09,4.0,3.99,SNCF_Open_Data
2024-02-23 00:00:00,Provence-Alpes-Côte d'Azur,3.53,5.58,4.0,4.07,1.44,3.49,4.97,1.51,5.81,3.69,SNCF_Open_Data
2024-11-03 00:00:00,Hauts-de-France,7.47,5.36,2.68,2.87,7.97,2.76,3.14,4.72,4.15,8.09,Météo-France
2024-03-31 00:00:00,Auvergne-Rhône-Alpes,3.64,2.14,8.28,5.81,6.31,6.22,3.95,3.77,7.69,6.1,Airparif
2024-06-23 00:00:00,Nouvelle-Aquitaine,1.92,5.25,8.19,5.43,3.96,6.12,5.88,6.73,7.44,7.54,SNCF_Open_Data
2024-12-02 00:00:00,Pays de la Loire,2.14,8.51,8.27,3.26,6.41,4.52,1.8,8.73,2.38,7.02,Météo-France
2024-03-19 00:00:00,Nouvelle-Aquitaine,7.79,1.58,5.71,2.09,7.04,7.85,2.04,6.27,1.24,6.42,RATP_Open_Data_2024
2024-02-01 00:00:00,Hauts-de-France,1.59,3.7,4.3,2.78,2.06,3.23,8.4,3.8,7.27,5.2,SNCF_Open_Data
2024-10-12 00:00:00,Grand Est,7.72,1.78,7.78,4.61,3.76,1.31,7.3,4.58,1.38,7.36,RATP_Open_Data_2024
2024-10-06 00:00:00,Nouvelle-Aquitaine,5.29,8.22,2.57,5.27,2.32,1.9,4.8,8.2,4.52,4.39,Airparif
2024-12-20 00:00:00,Auvergne-Rhône-Alpes,8.27,4.84,2.89,2.39,6.52,5.69,3.53,8.76,1.52,7.21,Météo-France
2024-11-23 00:00:00,Pays de la Loire,2.08,3.95,5.02,6.29,8.22,4.47,4.04,2.48,8.19,4.3,RATP_Open_Data_2024
2024-03-09 00:00:00,Nouvelle-Aquitaine,4.26,5.67,8.17,7.88,4.61,3.93,7.69,3.11,4.39,4.56,RATP_Open_Data_2024
2024-11-30 00:00:00,Île-de-France,4.4,3.46,7.34,4.38,2.89,5.22,8.52,7.09,2.92,3.21,Data.gouv.fr
2024-02-15 00:00:00,Provence-Alpes-Côte d'Azur,2.31,4.99,3.39,7.13,8.44,7.7,4.9,6.87,4.63,4.52,Météo-France
2024-09-13 00:00:00,Provence-Alpes-Côte d'Azur,6.6,1.33,4.19,6.13,4.2,5.95,3.55,5.91,2.23,8.24,RATP_Open_Data_2024
2024-06-04 00:00:00,Bretagne,4.03,6.16,2.41,7.74,5.19,4.5,8.38,2.28,3.09,3.25,SNCF_Open_Data
2024-12-04 00:00:00,Provence-Alpes-Côte d'Azur,3.2,3.87,7.08,6.21,3.25,4.1,5.05,1.85,2.14,4.85,RATP_Open_Data_2024
2024-05-26 00:00:00,Provence-Alpes-Côte d'Azur,3.73,3.63,2.73,8.47,4.51,1.78,5.1,2.99,3.02,7.49,Météo-France
2024-11-16 00:00:00,Provence-Alpes-Côte d'Azur,2.71,6.44,7.66,6.43,7.8,6.14,6.68,3.48,4.32,6.26,Météo-France
2024-12-25 00:00:00,Nouvelle-Aquitaine,8.66,8.48,6.9,6.71,7.61,8.28,4.43,8.3,7.03,4.33,Airparif
2024-01-11 00:00:00,Nouvelle-Aquitaine,6.6,3.38,5.74,3.03,2.69,6.91,3.02,2.54,4.07,5.29,SNCF_Open_Data
2024-01-28 00:00:00,Nouvelle-Aquitaine,2.85,4.0,1.87,2.37,1.45,4.03,2.22,7.75,8.55,8.32,RATP_Open_Data_2024
2024-10-03 00:00:00,Auvergne-Rhône-Alpes,5.84,5.81,5.29,4.05,5.5,7.64,6.65,7.16,4.8,6.24,RATP_Open_Data_2024
2024-03-10 00:00:00,Occitanie,2.18,3.89,6.33,4.14,8.61,1.29,5.01,5.69,6.71,3.48,SNCF_Open_Data
2024-12-04 00:00:00,Provence-Alpes-Côte d'Azur,7.7,3.36,8.75,2.49,6.21,4.16,2.0,6.07,7.57,4.5,SNCF_Open_Data
2024-01-31 00:00:00,Île-de-France,3.15,7.11,3.18,5.82,2.41,6.74,2.27,4.59,7.49,2.28,Airparif
2024-10-04 00:00:00,Provence-Alpes-Côte d'Azur,8.19,3.48,4.23,1.29,3.98,6.71,4.54,3.95,3.9,7.89,Data.gouv.fr
2024-12-26 00:00:00,Hauts-de-France,5.4,6.87,7.78,5.69,5.72,8.78,7.36,6.94,4.59,4.28,Data.gouv.fr
2024-07-14 00:00:00,Pays de la Loire,8.01,4.93,5.61,5.12,6.33,2.69,4.89,7.51,8.63,7.83,Data.gouv.fr
2024-10-11 00:00:00,Bretagne,6.83,4.04,1.7,2.16,1.4,5.14,1.74,7.1,7.92,6.07,Data.gouv.fr
2024-03-17 00:00:00,Île-de-France,4.18,7.34,3.86,8.78,4.56,6.5,4.41,8.65,4.14,4.29,SNCF_Open_Data
2024-09-21 00:00:00,Bretagne,6.82,2.11,4.62,5.59,8.73,7.24,7.25,8.49,6.02,1.82,RATP_Open_Data_2024
2024-08-25 00:00:00,Provence-Alpes-Côte d'Azur,2.35,7.77,4.95,8.18,8.43,3.2,6.29,2.45,4.81,1.33,SNCF_Open_Data
2024-12-21 00:00:00,Île-de-France,3.32,6.53,1.64,1.39,3.09,6.97,2.93,4.63,7.02,3.78,RATP_Open_Data_2024
2024-07-23 00:00:00,Provence-Alpes-Côte d'Azur,7.28,4.89,2.24,7.87,3.62,5.07,8.18,3.15,3.32,7.99,Airparif
2024-07-04 00:00:00,Pays de la Loire,1.6,7.96,1.47,5.81,8.66,4.08,5.92,8.34,3.94,4.92,Airparif
2024-10-30 00:00:00,Bretagne,2.49,5.0,7.8,8.41,4.26,3.88,7.37,1.83,3.12,8.25,Airparif
2024-09-25 00:00:00,Provence-Alpes-Côte d'Azur,8.62,4.77,4.86,4.59,3.09,8.17,2.19,7.61,5.03,1.83,Météo-France
2024-01-12 00:00:00,Provence-Alpes-Côte d'Azur,1.53,1.85,1.95,6.73,1.93,3.32,4.06,8.2,2.55,3.6,RATP_Open_Data_2024
2024-06-29 00:00:00,Hauts-de-France,1.26,8.29,5.62,5.62,5.65,8.04,1.38,8.34,2.8,3.17,RATP_Open_Data_2024
2024-12-02 00:00:00,Île-de-France,8.71,4.92,3.28,6.55,1.38,4.55,5.18,3.62,1.96,8.47,SNCF_Open_Data
2024-07-05 00:00:00,Île-de-France,4.24,5.97,2.97,6.19,3.65,3.6,7.29,4.81,1.4,4.63,Météo-France
2024-04-10 00:00:00,Occitanie,2.59,3.28,4.23,2.66,5.65,8.08,7.71,7.97,3.27,3.87,Airparif
2024-10-11 00:00:00,Grand Est,8.43,2.61,3.04,5.61,1.64,8.7,3.78,6.08,7.47,8.7,RATP_Open_Data_2024
2024-01-27 00:00:00,Bretagne,7.58,5.39,7.83,8.13,3.74,7.0,4.53,3.63,3.08,6.98,Data.gouv.fr
2024-01-01 00:00:00,Nouvelle-Aquitaine,6.21,6.49,3.55,6.51,5.48,6.52,8.73,2.63,5.8,5.95,Météo-France
2024-05-25 00:00:00,Provence-Alpes-Côte d'Azur,5.08,8.75,2.9,5.84,5.41,4.36,8.32,2.12,4.86,3.5,SNCF_Open_Data
2024-08-06 00:00:00,Occitanie,6.27,3.38,6.74,4.63,5.5,1.58,2.13,7.4,3.42,6.89,Airparif
2024-05-03 00:00:00,Provence-Alpes-Côte d'Azur,1.8,8.23,5.53,8.39,8.34,8.56,1.77,7.77,1.86,8.4,Airparif
2024-05-22 00:00:00,Auvergne-Rhône-Alpes,2.36,6.94,7.09,5.75,5.14,1.71,5.48,6.12,3.11,4.28,Météo-France
2024-01-18 00:00:00,Auvergne-Rhône-Alpes,7.25,5.83,3.6,7.31,3.11,7.01,4.18,5.03,7.21,2.01,SNCF_Open_Data
2024-03-19 00:00:00,Provence-Alpes-Côte d'Azur,1.89,7.4,7.08,3.7,3.29,1.28,7.79,8.46,7.99,5.92,Data.gouv.fr
2024-01-05 00:00:00,Pays de la Loire,7.66,1.63,6.02,5.87,4.22,6.95,4.17,7.68,1.55,2.82,RATP_Open_Data_2024
2024-08-19 00:00:00,Occitanie,4.67,5.92,2.43,2.64,4.4,7.38,6.12,5.08,6.6,1.49,Météo-France
2024-03-16 00:00:00,Normandie,5.27,6.09,7.49,6.42,6.78,2.17,6.68,5.84,4.38,8.11,RATP_Open_Data_2024
2024-03-11 00:00:00,Occitanie,6.64,5.35,7.87,1.57,5.29,8.56,3.51,3.87,5.73,8.07,Airparif
2024-02-01 00:00:00,Île-de-France,7.12,3.25,4.36,3.07,3.64,6.12,6.73,7.17,6.19,7.0,Météo-France
2024-03-19 00:00:00,Île-de-France,2.76,1.9,4.24,4.59,5.71,7.4,5.63,7.7,4.21,3.61,Airparif
2024-11-09 00:00:00,Provence-Alpes-Côte d'Azur,1.35,2.99,4.01,4.29,5.75,1.87,8.36,3.63,5.45,8.72,Météo-France
2024-01-04 00:00:00,Hauts-de-France,3.04,3.67,6.99,2.34,1.84,4.52,6.56,3.8,5.45,4.27,Data.gouv.fr
2024-01-17 00:00:00,Bretagne,6.14,7.69,4.21,5.13,3.57,5.7,6.91,4.42,1.61,1.96,Data.gouv.fr
2024-03-26 00:00:00,Occitanie,3.96,5.8,7.63,6.03,2.3,2.49,8.63,5.67,2.52,7.49,Météo-France
2024-08-17 00:00:00,Provence-Alpes-Côte d'Azur,6.44,3.7,2.58,6.72,4.17,7.01,1.26,1.86,7.94,7.06,Météo-France
2024-03-30 00:00:00,Provence-Alpes-Côte d'Azur,1.71,8.06,1.28,5.23,7.47,4.03,1.24,4.39,1.98,4.96,SNCF_Open_Data
2024-07-26 00:00:00,Île-de-France,6.92,1.56,5.25,3.27,6.04,7.0,8.2,6.77,6.76,7.94,RATP_Open_Data_2024
2024-07-01 00:00:00,Île-de-France,6.09,5.39,6.95,4.03,2.43,4.42,4.63,2.38,6.29,3.89,Airparif
2024-06-30 00:00:00,Hauts-de-France,3.31,1.86,2.14,1.3,4.46,2.1,2.85,6.77,3.43,4.05,SNCF_Open_Data
2024-02-22 00:00:00,Provence-Alpes-Côte d'Azur,5.27,4.22,8.03,1.87,4.1,2.76,3.85,2.28,4.74,7.73,Météo-France
2024-06-02 00:00:00,Provence-Alpes-Côte d'Azur,6.53,4.28,1.81,1.95,7.3,5.57,3.87,7.56,8.52,2.49,Météo-France
2024-12-22 00:00:00,Auvergne-Rhône-Alpes,1.55,8.63,4.26,6.35,6.8,7.98,5.22,3.23,2.35,2.86,Airparif
2024-07-25 00:00:00,Normandie,4.77,6.19,1.63,2.01,7.07,3.03,6.44,8.03,6.38,1.7,RATP_Open_Data_2024
2024-04-25 00:00:00,Occitanie,7.24,4.04,8.73,2.67,8.57,5.71,3.03,8.13,4.63,1.61,Airparif
2024-11-25 00:00:00,Pays de la Loire,2.34,6.58,3.17,5.06,2.49,4.02,3.0,5.76,4.54,5.59,Data.gouv.fr
2024-03-06 00:00:00,Hauts-de-France,4.23,7.12,7.88,6.98,2.01,4.84,4.12,2.17,7.3,7.4,Data.gouv.fr
2024-06-18 00:00:00,Grand Est,7.42,4.62,3.91,6.23,3.92,7.16,2.34,5.46,3.34,3.7,Météo-France
2024-03-02 00:00:00,Nouvelle-Aquitaine,4.92,1.21,5.59,7.39,7.88,7.55,4.21,6.01,2.35,7.46,RATP_Open_Data_2024
2024-09-21 00:00:00,Pays de la Loire,3.92,2.89,4.64,7.58,6.53,8.11,6.81,5.01,2.63,4.79,Météo-France
2024-12-15 00:00:00,Bretagne,8.6,2.15,6.36,7.29,3.45,1.8,4.89,1.78,3.98,6.36,SNCF_Open_Data
2024-10-30 00:00:00,Hauts-de-France,7.95,1.72,7.9,1.39,3.07,2.72,6.61,2.88,8.19,5.76,SNCF_Open_Data
2024-05-26 00:00:00,Bretagne,8.03,3.36,4.49,4.5,6.16,5.44,4.49,4.34,6.88,8.59,SNCF_Open_Data
2024-05-20 00:00:00,Pays de la Loire,5.82,5.67,1.69,6.4,6.04,4.56,6.47,3.1,5.82,8.61,Météo-France
2024-10-08 00:00:00,Normandie,2.8,8.42,7.16,4.73,6.27,2.01,4.77,2.45,4.2,6.02,SNCF_Open_Data
2024-09-15 00:00:00,Normandie,3.36,2.94,1.79,8.4,5.77,2.31,4.55,3.94,1.24,6.38,Météo-France
2024-07-02 00:00:00,Île-de-France,2.32,1.63,3.85,4.82,7.68,8.24,6.89,2.17,2.89,5.28,SNCF_Open_Data
2024-06-13 00:00:00,Provence-Alpes-Côte d'Azur,4.28,2.93,6.07,4.0,1.58,4.19,5.74,6.33,2.21,4.62,SNCF_Open_Data
2024-11-05 00:00:00,Normandie,6.74,8.09,2.24,5.86,2.81,4.31,1.58,4.27,7.53,7.05,Data.gouv.fr
2024-01-11 00:00:00,Nouvelle-Aquitaine,5.24,7.34,1.24,6.27,5.19,7.84,7.91,3.11,5.08,1.86,RATP_Open_Data_2024
2024-05-12 00:00:00,Auvergne-Rhône-Alpes,4.23,6.73,7.15,1.66,5.56,1.39,1.48,2.5,7.24,1.5,RATP_Open_Data_2024
2024-02-23 00:00:00,Hauts-de-France,7.68,5.59,4.97,4.6,5.7,7.29,5.59,3.36,6.64,4.13,SNCF_Open_Data
2024-07-06 00:00:00,Bretagne,7.13,4.89,2.19,2.96,1.94,5.92,1.98,2.73,2.38,2.65,Météo-France
2024-11-11 00:00:00,Occitanie,6.28,5.94,4.31,4.33,7.33,6.24,8.17,5.9,4.05,1.41,Météo-France
2024-08-02 00:00:00,Pays de la Loire,8.54,2.52,3.78,6.79,6.79,5.04,3.91,7.38,7.4,3.29,Météo-France
2024-10-07 00:00:00,Nouvelle-Aquitaine,1.22,5.9,3.14,8.23,3.08,7.76,3.87,5.18,5.22,1.47,Data.gouv.fr
2024-05-28 00:00:00,Pays de la Loire,8.79,3.57,8.06,8.62,2.6,7.23,4.18,5.78,4.44,2.91,Airparif
2024-02-04 00:00:00,Auvergne-Rhône-Alpes,2.78,2.13,4.11,3.91,7.87,3.87,4.29,2.51,8.2,7.64,Météo-France
2024-08-19 00:00:00,Île-de-France,5.36,3.62,5.94,6.51,3.61,8.68,5.42,7.27,6.37,1.69,Data.gouv.fr
2024-11-05 00:00:00,Occitanie,4.91,7.2,5.03,4.96,3.32,7.31,1.39,8.19,6.82,3.42,SNCF_Open_Data
2024-03-04 00:00:00,Pays de la Loire,3.0,6.41,7.7,1.35,8.41,4.95,3.23,3.13,6.29,2.82,RATP_Open_Data_2024
2024-05-28 00:00:00,Normandie,4.48,4.91,8.71,4.39,2.79,2.74,8.72,6.04,5.63,7.42,SNCF_Open_Data
2024-08-26 00:00:00,Nouvelle-Aquitaine,3.39,5.08,1.86,7.49,1.4,1.58,5.45,6.0,5.02,2.78,SNCF_Open_Data
2024-11-12 00:00:00,Occitanie,7.79,5.36,4.69,5.08,6.71,7.76,8.64,5.53,2.25,8.06,Météo-France
2024-11-15 00:00:00,Île-de-France,3.66,5.9,3.79,5.1,4.31,3.75,1.56,1.85,3.41,1.69,SNCF_Open_Data
2024-08-03 00:00:00,Nouvelle-Aquitaine,6.99,4.23,5.02,2.45,5.09,7.26,4.79,2.58,5.43,2.63,Météo-France
2024-12-01 00:00:00,Pays de la Loire,2.24,3.08,4.45,6.82,7.77,6.09,8.05,4.2,7.0,2.08,RATP_Open_Data_2024
2024-01-30 00:00:00,Occitanie,2.74,5.49,6.73,5.03,3.62,7.64,5.37,4.4,4.76,3.59,Data.gouv.fr
2024-06-18 00:00:00,Île-de-France,7.77,6.43,4.96,5.11,8.28,7.94,5.72,3.06,7.02,3.89,SNCF_Open_Data
2024-10-02 00:00:00,Provence-Alpes-Côte d'Azur,8.37,2.07,8.71,8.5,2.57,4.86,4.15,6.38,6.0,6.39,RATP_Open_Data_2024
2024-03-31 00:00:00,Normandie,3.56,5.57,2.12,4.24,6.15,4.68,3.49,6.36,3.52,4.09,SNCF_Open_Data
2024-03-08 00:00:00,Auvergne-Rhône-Alpes,7.16,3.39,4.25,3.37,4.15,2.53,8.75,2.07,8.74,8.41,Météo-France
2024-11-12 00:00:00,Occitanie,5.78,3.77,5.79,8.22,1.21,7.81,6.96,3.54,4.11,6.0,Météo-France
2024-11-02 00:00:00,Pays de la Loire,1.55,2.3,8.23,1.9,7.17,6.19,7.29,8.78,2.42,1.98,SNCF_Open_Data
2024-08-06 00:00:00,Provence-Alpes-Côte d'Azur,5.29,2.57,1.98,2.28,8.31,5.42,6.35,6.86,1.76,4.66,Airparif
2024-09-05 00:00:00,Hauts-de-France,3.97,2.53,3.99,7.58,7.83,5.7,4.61,5.59,3.17,4.48,Météo-France
2024-12-04 00:00:00,Bretagne,4.22,4.02,2.77,3.24,5.03,6.25,8.03,2.22,5.33,4.69,Airparif
2024-05-11 00:00:00,Hauts-de-France,2.66,4.23,8.54,3.17,4.0,6.62,6.98,4.5,7.12,2.35,SNCF_Open_Data
2024-05-07 00:00:00,Bretagne,7.23,8.77,1.33,3.63,5.11,2.0,7.0,1.31,5.86,3.72,RATP_Open_Data_2024
2024-04-30 00:00:00,Bretagne,7.9,4.19,4.84,5.95,4.49,3.93,8.2,7.9,3.41,7.84,SNCF_Open_Data
2024-11-11 00:00:00,Provence-Alpes-Côte d'Azur,6.1,4.44,6.22,6.12,5.52,7.76,4.28,1.98,6.62,3.66,Airparif
2024-04-21 00:00:00,Normandie,7.68,8.16,7.89,7.92,6.45,4.15,1.45,3.18,7.65,3.06,Airparif
2024-03-07 00:00:00,Hauts-de-France,1.82,6.31,5.72,3.24,7.46,7.36,2.43,5.04,6.15,4.49,Data.gouv.fr
2024-04-23 00:00:00,Pays de la Loire,3.81,4.67,3.1,7.14,6.44,2.15,1.48,5.2,8.36,4.11,Airparif
2024-12-06 00:00:00,Pays de la Loire,8.03,5.5,1.46,3.52,7.43,3.37,7.3,8.52,3.56,1.7,Météo-France
2024-10-14 00:00:00,Île-de-France,2.11,2.16,8.35,7.64,2.89,3.02,6.87,8.72,3.46,7.82,RATP_Open_Data_2024
2024-03-25 00:00:00,Pays de la Loire,5.94,6.9,1.61,8.73,7.19,8.2,5.13,1.84,3.8,3.66,Data.gouv.fr
2024-07-19 00:00:00,Pays de la Loire,4.72,7.26,4.84,3.04,3.58,7.01,7.94,3.48,3.71,6.3,Météo-France
2024-12-08 00:00:00,Auvergne-Rhône-Alpes,2.45,4.28,2.28,8.06,5.31,8.61,7.39,1.65,1.71,4.05,Airparif
2024-08-28 00:00:00,Bretagne,3.82,6.07,6.57,6.92,8.67,1.68,1.81,4.21,3.73,5.97,Data.gouv.fr
2024-10-22 00:00:00,Nouvelle-Aquitaine,3.43,5.39,7.85,4.79,5.26,4.64,8.06,1.88,1.41,6.91,Airparif
2024-08-31 00:00:00,Normandie,8.73,7.62,1.99,3.52,3.39,7.08,7.98,3.22,6.68,4.56,Météo-France
2024-09-18 00:00:00,Grand Est,5.3,2.67,7.86,4.87,5.97,3.23,4.39,7.54,5.74,4.58,Airparif
2024-06-30 00:00:00,Normandie,8.01,2.09,4.86,2.27,3.52,5.6,3.13,7.96,7.28,1.83,Data.gouv.fr
2024-04-11 00:00:00,Grand Est,6.04,4.42,3.98,1.42,8.29,1.86,5.92,6.93,3.51,2.92,Airparif
2024-06-14 00:00:00,Île-de-France,6.01,6.78,6.36,3.07,2.59,8.54,1.55,7.17,2.33,1.81,SNCF_Open_Data
2024-07-24 00:00:00,Provence-Alpes-Côte d'Azur,8.28,1.82,1.72,1.98,2.6,7.34,4.76,7.5,6.73,2.73,SNCF_Open_Data
2024-07-12 00:00:00,Auvergne-Rhône-Alpes,1.79,8.36,6.1,1.6,2.41,1.8,7.07,2.64,6.24,2.04,Data.gouv.fr
2024-01-15 00:00:00,Provence-Alpes-Côte d'Azur,5.03,3.66,3.42,4.79,7.4,3.68,5.82,5.67,4.14,5.15,RATP_Open_Data_2024
2024-10-11 00:00:00,Provence-Alpes-Côte d'Azur,7.73,1.76,4.95,8.66,1.46,2.14,2.7,4.73,3.1,6.67,Météo-France
2024-11-01 00:00:00,Bretagne,3.64,6.03,2.99,7.63,4.99,1.35,8.25,7.74,2.49,7.94,Airparif
2024-08-05 00:00:00,Bretagne,4.35,7.77,5.06,8.67,7.38,1.2,6.3,4.92,7.31,7.01,SNCF_Open_Data
2024-07-07 00:00:00,Grand Est,2.97,4.02,5.78,5.44,6.76,7.76,4.04,1.49,7.71,5.62,Data.gouv.fr
2024-09-29 00:00:00,Occitanie,8.4,3.24,7.26,6.97,6.1,7.67,8.23,6.2,8.49,4.94,Airparif
2024-02-19 00:00:00,Pays de la Loire,6.4,6.08,3.95,1.25,3.25,3.41,8.0,5.14,1.75,4.99,Météo-France
2024-03-05 00:00:00,Provence-Alpes-Côte d'Azur,4.68,3.03,2.64,5.52,3.1,4.84,5.84,8.54,1.41,7.27,RATP_Open_Data_2024
2024-06-15 00:00:00,Île-de-France,4.2,2.96,6.21,6.29,6.83,6.19,4.69,1.33,2.49,6.15,Data.gouv.fr
2024-04-05 00:00:00,Pays de la Loire,4.93,6.18,4.27,8.47,5.56,5.56,2.39,7.06,7.21,5.53,Airparif
2024-09-07 00:00:00,Pays de la Loire,8.65,5.26,4.48,8.22,4.83,6.71,2.09,6.33,5.71,3.96,Data.gouv.fr
2024-09-08 00:00:00,Hauts-de-France,4.88,3.98,7.3,5.44,5.44,6.04,4.73,3.85,4.72,7.02,Data.gouv.fr
2024-12-22 00:00:00,Auvergne-Rhône-Alpes,5.05,4.03,6.44,6.53,4.05,6.6,2.28,5.45,1.48,4.76,RATP_Open_Data_2024
2024-07-31 00:00:00,Île-de-France,6.45,3.54,2.3,1.96,7.0,7.29,5.63,3.48,6.24,3.59,Data.gouv.fr
2024-12-12 00:00:00,Grand Est,8.45,8.65,2.03,4.59,2.26,8.53,4.09,5.18,4.77,2.65,SNCF_Open_Data
2024-11-16 00:00:00,Hauts-de-France,3.05,6.7,3.77,3.49,2.49,3.23,1.71,2.43,5.97,4.93,RATP_Open_Data_2024
2024-09-11 00:00:00,Pays de la Loire,7.27,4.33,2.25,6.82,2.86,6.84,7.93,2.49,7.08,1.77,Météo-France
2024-01-06 00:00:00,Bretagne,7.35,8.21,5.94,2.14,1.55,4.2,4.63,2.42,6.95,5.47,Data.gouv.fr
2024-08-14 00:00:00,Île-de-France,1.7,2.42,2.53,7.36,3.79,3.81,1.94,1.95,5.31,6.26,SNCF_Open_Data
2024-12-03 00:00:00,Hauts-de-France,3.65,7.43,3.8,7.67,8.31,2.16,4.57,2.18,3.76,3.12,Météo-France
2024-12-19 00:00:00,Normandie,4.92,7.94,4.6,3.16,2.25,6.45,8.25,6.62,5.96,4.3,Météo-France
2024-10-08 00:00:00,Hauts-de-France,7.5,5.86,5.91,4.43,4.28,7.81,3.07,4.86,2.64,3.3,Data.gouv.fr
2024-08-18 00:00:00,Pays de la Loire,2.97,8.72,3.87,3.14,2.8,5.25,2.87,3.53,8.33,8.62,Data.gouv.fr
2024-08-03 00:00:00,Nouvelle-Aquitaine,7.48,7.82,8.08,1.93,3.43,4.23,1.62,4.6,8.45,6.33,RATP_Open_Data_2024
2024-09-30 00:00:00,Île-de-France,3.49,6.33,3.17,7.92,5.66,7.61,2.13,4.85,2.18,3.22,SNCF_Open_Data
2024-03-03 00:00:00,Nouvelle-Aquitaine,5.66,6.1,8.14,6.84,4.92,6.29,7.77,4.61,6.07,5.69,Data.gouv.fr
2024-02-05 00:00:00,Île-de-France,2.76,5.22,7.07,8.52,5.45,5.87,7.57,1.49,3.01,5.8,Airparif
2024-01-07 00:00:00,Auvergne-Rhône-Alpes,3.0,3.57,6.14,2.53,1.61,5.14,2.22,3.63,1.97,5.39,Data.gouv.fr
2024-05-12 00:00:00,Bretagne,2.16,3.27,8.56,1.84,5.69,2.19,3.02,7.64,5.11,3.49,Airparif
2024-04-13 00:00:00,Auvergne-Rhône-Alpes,7.78,2.61,2.32,7.4,7.6,1.45,5.55,8.76,7.04,7.88,Data.gouv.fr
2024-09-28 00:00:00,Nouvelle-Aquitaine,4.08,7.01,6.54,5.07,3.89,1.93,2.27,1.21,4.8,4.27,Météo-France
2024-09-28 00:00:00,Auvergne-Rhône-Alpes,3.98,4.58,7.57,6.17,8.4,7.05,6.95,5.73,3.58,4.51,Météo-France
2024-07-27 00:00:00,Hauts-de-France,7.61,1.3,6.99,1.97,2.5,4.48,7.39,6.54,3.13,8.3,Airparif
2024-11-03 00:00:00,Nouvelle-Aquitaine,8.19,2.75,7.41,2.77,4.28,1.75,7.91,8.39,8.49,6.3,RATP_Open_Data_2024
2024-06-26 00:00:00,Hauts-de-France,2.63,8.03,5.82,2.96,3.01,2.23,3.8,6.97,5.87,6.1,Météo-France
2024-10-23 00:00:00,Grand Est,8.37,5.34,2.18,5.24,8.29,3.88,8.36,5.85,4.38,2.37,Airparif
2024-10-10 00:00:00,Grand Est,1.81,5.29,4.95,3.19,2.07,7.3,4.32,6.96,7.97,6.75,Data.gouv.fr
2024-04-22 00:00:00,Île-de-France,6.32,2.28,3.55,6.19,7.34,7.85,2.14,2.92,2.4,1.39,Météo-France
2024-12-10 00:00:00,Normandie,5.93,8.37,7.07,6.53,7.65,2.84,7.5,4.65,1.59,6.39,SNCF_Open_Data
2024-09-21 00:00:00,Nouvelle-Aquitaine,1.32,4.39,2.25,5.6,1.86,5.73,5.91,7.86,4.88,2.65,Météo-France
2024-06-24 00:00:00,Grand Est,4.06,2.08,1.99,2.33,6.85,4.08,7.8,8.68,1.96,2.57,Airparif
2024-03-03 00:00:00,Pays de la Loire,4.73,4.07,2.45,3.92,8.55,6.13,3.64,7.32,4.51,5.15,RATP_Open_Data_2024
