col_aq_id,col_date,col_zone_id,col_pm25_ugm3,col_no2_ugm3,col_aqi_index
ID_076,2024-12-02 00:00:00,ID_076,1.43,6.67,25.07
ID_077,2024-06-23 00:00:00,ID_077,1.22,2.98,51.04
ID_078,2024-10-14 00:00:00,ID_078,1.88,8.38,72.83
ID_079,2024-06-13 00:00:00,ID_079,5.19,8.17,23.81
ID_080,2024-03-04 00:00:00,ID_080,1.45,6.57,32.15
ID_081,2024-05-30 00:00:00,ID_081,4.72,7.93,19.49
ID_082,2024-01-14 00:00:00,ID_082,5.76,5.39,55.01
ID_083,2024-03-26 00:00:00,ID_083,5.88,1.78,36.45
ID_084,2024-10-31 00:00:00,ID_084,7.84,1.72,43.25
ID_085,2024-07-06 00:00:00,ID_085,2.93,5.46,66.37
ID_086,2024-11-18 00:00:00,ID_086,7.42,6.67,23.63
ID_087,2024-01-24 00:00:00,ID_087,2.34,4.75,57.17
ID_088,2024-04-13 00:00:00,ID_088,4.1,5.47,80.73
ID_089,2024-07-07 00:00:00,ID_089,2.08,6.38,41.88
ID_090,2024-03-04 00:00:00,ID_090,3.2,7.72,2.57
ID_091,2024-12-26 00:00:00,ID_091,4.5,1.33,54.81
ID_092,2024-03-23 00:00:00,ID_092,7.21,2.67,51.4
ID_093,2024-07-16 00:00:00,ID_093,1.7,6.63,80.48
ID_094,2024-05-26 00:00:00,ID_094,7.47,1.55,61.29
ID_095,2024-05-28 00:00:00,ID_095,5.57,8.38,21.91
ID_096,2024-10-09 00:00:00,ID_096,2.73,5.77,79.65
ID_097,2024-07-15 00:00:00,ID_097,4.02,5.94,37.06
ID_098,2024-08-15 00:00:00,ID_098,4.98,5.23,13.1
ID_099,2024-06-18 00:00:00,ID_099,3.62,6.59,44.86
ID_000,2024-10-31 00:00:00,ID_000,6.49,8.78,73.55
ID_001,2024-06-05 00:00:00,ID_001,5.58,6.08,47.98
ID_002,2024-06-23 00:00:00,ID_002,6.48,4.59,4.19
ID_003,2024-12-06 00:00:00,ID_003,5.93,5.33,83.69
ID_004,2024-10-01 00:00:00,ID_004,5.63,1.39,82.11
ID_005,2024-09-26 00:00:00,ID_005,4.48,8.71,66.73
ID_006,2024-08-31 00:00:00,ID_006,7.43,5.87,25.83
ID_007,2024-06-18 00:00:00,ID_007,3.34,2.66,61.36
ID_008,2024-06-08 00:00:00,ID_008,5.72,6.03,68.24
ID_009,2024-08-26 00:00:00,ID_009,2.73,2.09,52.25
ID_010,2024-10-25 00:00:00,ID_010,5.56,6.38,49.07
ID_011,2024-11-08 00:00:00,ID_011,5.81,7.24,40.38
ID_012,2024-01-22 00:00:00,ID_012,5.74,8.35,16.47
ID_013,2024-02-01 00:00:00,ID_013,5.51,7.52,76.12
ID_014,2024-11-01 00:00:00,ID_014,2.6,2.19,60.76
ID_015,2024-09-30 00:00:00,ID_015,7.45,1.3,7.91
ID_016,2024-03-01 00:00:00,ID_016,7.75,7.59,42.59
ID_017,2024-10-09 00:00:00,ID_017,8.52,3.73,81.01
ID_018,2024-03-27 00:00:00,ID_018,2.69,4.91,64.46
ID_019,2024-11-03 00:00:00,ID_019,6.76,8.22,50.56
ID_020,2024-07-25 00:00:00,ID_020,6.73,7.22,35.04
ID_021,2024-02-11 00:00:00,ID_021,4.26,6.48,47.1
ID_022,2024-12-03 00:00:00,ID_022,3.95,2.74,58.88
ID_023,2024-08-10 00:00:00,ID_023,4.25,4.18,37.42
ID_024,2024-10-12 00:00:00,ID_024,2.77,1.68,38.85
ID_025,2024-10-29 00:00:00,ID_025,7.74,4.57,7.88
ID_026,2024-11-23 00:00:00,ID_026,2.27,1.21,63.01
ID_027,2024-02-07 00:00:00,ID_027,4.35,8.64,35.52
ID_028,2024-03-12 00:00:00,ID_028,3.48,5.72,77.22
ID_029,2024-12-01 00:00:00,ID_029,6.97,7.08,36.81
ID_030,2024-03-28 00:00:00,ID_030,2.97,4.56,78.1
ID_031,2024-04-19 00:00:00,ID_031,7.69,1.81,64.83
ID_032,2024-08-08 00:00:00,ID_032,7.21,2.97,41.41
ID_033,2024-02-15 00:00:00,ID_033,3.87,4.23,56.92
ID_034,2024-02-24 00:00:00,ID_034,5.62,1.39,24.45
ID_035,2024-10-29 00:00:00,ID_035,7.64,2.93,51.62
ID_036,2024-09-19 00:00:00,ID_036,8.23,4.49,21.59
ID_037,2024-03-08 00:00:00,ID_037,3.63,6.22,45.28
ID_038,2024-10-22 00:00:00,ID_038,8.53,1.28,69.74
ID_039,2024-12-10 00:00:00,ID_039,3.23,8.41,72.15
ID_040,2024-02-06 00:00:00,ID_040,2.71,2.43,52.06
ID_041,2024-05-26 00:00:00,ID_041,5.84,2.98,59.2
ID_042,2024-11-02 00:00:00,ID_042,3.17,7.28,28.11
ID_043,2024-12-26 00:00:00,ID_043,4.99,4.79,32.14
ID_044,2024-01-04 00:00:00,ID_044,3.37,3.86,54.41
ID_045,2024-09-13 00:00:00,ID_045,6.67,6.13,12.56
ID_046,2024-11-06 00:00:00,ID_046,4.4,3.06,30.48
ID_047,2024-04-23 00:00:00,ID_047,7.69,3.48,43.75
ID_048,2024-01-27 00:00:00,ID_048,8.15,1.78,25.43
ID_049,2024-03-25 00:00:00,ID_049,6.5,8.29,36.81
ID_050,2024-08-25 00:00:00,ID_050,5.51,7.49,51.14
ID_051,2024-03-15 00:00:00,ID_051,4.61,3.8,35.34
ID_052,2024-02-28 00:00:00,ID_052,8.38,4.05,23.27
ID_053,2024-09-18 00:00:00,ID_053,5.03,1.25,76.3
ID_054,2024-01-07 00:00:00,ID_054,2.91,2.34,4.01
ID_055,2024-04-22 00:00:00,ID_055,5.67,8.6,14.92
ID_056,2024-01-27 00:00:00,ID_056,2.99,7.85,59.57
ID_057,2024-09-26 00:00:00,ID_057,7.51,6.36,8.53
ID_058,2024-12-01 00:00:00,ID_058,5.4,3.5,18.92
ID_059,2024-12-08 00:00:00,ID_059,3.77,7.88,25.81
ID_060,2024-10-03 00:00:00,ID_060,2.42,6.23,49.15
ID_061,2024-08-25 00:00:00,ID_061,4.56,6.29,54.48
ID_062,2024-07-12 00:00:00,ID_062,5.96,8.35,40.93
ID_063,2024-03-02 00:00:00,ID_063,2.11,5.93,83.94
ID_064,2024-07-29 00:00:00,ID_064,1.51,3.38,84.96
ID_065,2024-11-03 00:00:00,ID_065,6.62,3.59,34.04
ID_066,2024-12-06 00:00:00,ID_066,7.51,8.2,71.77
ID_067,2024-06-04 00:00:00,ID_067,4.5,4.7,32.35
ID_068,2024-05-30 00:00:00,ID_068,7.25,3.92,21.24
ID_069,2024-01-03 00:00:00,ID_069,4.4,2.49,78.9
ID_070,2024-05-02 00:00:00,ID_070,4.98,2.91,18.01
ID_071,2024-01-30 00:00:00,ID_071,8.58,2.41,50.8
ID_072,2024-04-23 00:00:00,ID_072,3.37,2.1,70.64
ID_073,2024-07-19 00:00:00,ID_073,2.99,5.17,45.95
ID_074,2024-06-28 00:00:00,ID_074,8.33,8.34,40.6
ID_075,2024-03-22 00:00:00,ID_075,5.33,1.27,11.35
ID_076,2024-07-02 00:00:00,ID_076,5.55,2.95,12.68
ID_077,2024-06-18 00:00:00,ID_077,4.88,6.01,47.17
ID_078,2024-07-28 00:00:00,ID_078,3.91,4.22,84.29
ID_079,2024-05-01 00:00:00,ID_079,1.3,5.33,4.83
ID_080,2024-02-27 00:00:00,ID_080,8.51,4.13,8.92
ID_081,2024-08-22 00:00:00,ID_081,3.01,4.8,79.17
ID_082,2024-08-02 00:00:00,ID_082,7.32,6.44,18.22
ID_083,2024-05-06 00:00:00,ID_083,4.96,4.21,44.04
ID_084,2024-10-24 00:00:00,ID_084,5.39,6.1,35.74
ID_085,2024-01-24 00:00:00,ID_085,2.72,2.55,11.92
ID_086,2024-07-18 00:00:00,ID_086,5.06,4.08,40.52
ID_087,2024-07-02 00:00:00,ID_087,8.1,7.16,12.71
ID_088,2024-08-06 00:00:00,ID_088,4.87,1.91,25.85
ID_089,2024-03-25 00:00:00,ID_089,2.14,6.5,62.23
ID_090,2024-01-14 00:00:00,ID_090,3.24,7.92,65.8
ID_091,2024-01-30 00:00:00,ID_091,1.49,7.74,10.32
ID_092,2024-02-22 00:00:00,ID_092,5.26,8.34,54.58
ID_093,2024-09-03 00:00:00,ID_093,3.92,5.41,12.92
ID_094,2024-01-24 00:00:00,ID_094,2.18,2.78,37.44
ID_095,2024-02-25 00:00:00,ID_095,3.13,3.25,48.55
ID_096,2024-11-28 00:00:00,ID_096,6.87,3.37,37.59
ID_097,2024-08-02 00:00:00,ID_097,4.11,2.11,47.29
ID_098,2024-08-21 00:00:00,ID_098,6.27,3.12,83.21
ID_099,2024-01-22 00:00:00,ID_099,8.61,4.24,76.96
ID_000,2024-07-31 00:00:00,ID_000,5.61,6.06,8.84
ID_001,2024-11-08 00:00:00,ID_001,2.84,6.76,52.91
ID_002,2024-11-14 00:00:00,ID_002,4.05,2.29,67.48
ID_003,2024-05-03 00:00:00,ID_003,2.72,8.01,14.27
ID_004,2024-02-24 00:00:00,ID_004,4.74,7.18,68.98
ID_005,2024-06-04 00:00:00,ID_005,2.0,8.8,81.52
ID_006,2024-02-28 00:00:00,ID_006,5.03,3.48,67.4
ID_007,2024-09-25 00:00:00,ID_007,2.76,8.71,63.33
ID_008,2024-03-10 00:00:00,ID_008,6.55,4.27,29.35
ID_009,2024-10-06 00:00:00,ID_009,1.75,3.04,14.29
ID_010,2024-01-11 00:00:00,ID_010,5.32,8.28,22.43
ID_011,2024-08-01 00:00:00,ID_011,3.82,6.48,30.74
ID_012,2024-04-05 00:00:00,ID_012,7.85,8.32,14.25
ID_013,2024-12-07 00:00:00,ID_013,6.66,1.68,76.88
ID_014,2024-08-20 00:00:00,ID_014,3.27,2.63,79.61
ID_015,2024-01-29 00:00:00,ID_015,6.82,7.66,76.84
ID_016,2024-11-10 00:00:00,ID_016,2.07,4.21,68.45
ID_017,2024-10-13 00:00:00,ID_017,7.85,3.29,57.77
ID_018,2024-03-01 00:00:00,ID_018,2.88,8.8,76.97
ID_019,2024-06-15 00:00:00,ID_019,4.8,3.84,6.3
ID_020,2024-09-24 00:00:00,ID_020,6.22,3.23,52.94
ID_021,2024-10-23 00:00:00,ID_021,4.55,8.21,55.65
ID_022,2024-02-08 00:00:00,ID_022,7.57,2.66,14.16
ID_023,2024-04-12 00:00:00,ID_023,4.27,1.28,13.29
ID_024,2024-07-17 00:00:00,ID_024,8.57,2.51,48.36
ID_025,2024-03-07 00:00:00,ID_025,6.04,5.65,22.17
ID_026,2024-10-25 00:00:00,ID_026,1.8,5.02,78.28
ID_027,2024-06-18 00:00:00,ID_027,1.87,7.61,65.13
ID_028,2024-01-30 00:00:00,ID_028,4.22,4.95,11.51
ID_029,2024-08-21 00:00:00,ID_029,3.04,5.73,14.6
ID_030,2024-04-25 00:00:00,ID_030,7.34,8.2,42.08
ID_031,2024-10-13 00:00:00,ID_031,3.51,3.62,39.25
ID_032,2024-02-08 00:00:00,ID_032,5.84,5.99,21.46
ID_033,2024-05-13 00:00:00,ID_033,6.31,2.83,51.85
ID_034,2024-11-12 00:00:00,ID_034,1.76,5.13,4.84
ID_035,2024-08-04 00:00:00,ID_035,7.05,1.82,52.65
ID_036,2024-12-11 00:00:00,ID_036,5.74,4.38,77.67
ID_037,2024-08-14 00:00:00,ID_037,8.38,1.43,6.64
ID_038,2024-07-02 00:00:00,ID_038,5.03,2.52,36.74
ID_039,2024-01-20 00:00:00,ID_039,4.67,1.34,3.78
ID_040,2024-12-01 00:00:00,ID_040,2.6,5.95,60.29
ID_041,2024-07-10 00:00:00,ID_041,6.35,8.51,31.6
ID_042,2024-10-27 00:00:00,ID_042,1.61,6.4,67.23
ID_043,2024-07-18 00:00:00,ID_043,6.86,7.49,27.32
ID_044,2024-05-02 00:00:00,ID_044,7.72,2.39,60.49
ID_045,2024-06-14 00:00:00,ID_045,6.76,5.97,76.77
ID_046,2024-01-26 00:00:00,ID_046,6.87,3.22,9.81
ID_047,2024-04-17 00:00:00,ID_047,5.63,5.86,47.52
ID_048,2024-07-14 00:00:00,ID_048,3.97,2.81,51.92
ID_049,2024-10-19 00:00:00,ID_049,5.33,4.87,70.43
ID_050,2024-11-02 00:00:00,ID_050,6.58,1.36,55.8
ID_051,2024-10-27 00:00:00,ID_051,5.74,3.12,75.09
ID_052,2024-02-08 00:00:00,ID_052,6.39,1.87,34.0
ID_053,2024-01-07 00:00:00,ID_053,3.68,6.91,60.41
ID_054,2024-05-22 00:00:00,ID_054,2.17,1.87,58.01
ID_055,2024-09-14 00:00:00,ID_055,2.98,5.21,73.12
ID_056,2024-09-23 00:00:00,ID_056,7.05,6.97,48.51
ID_057,2024-08-14 00:00:00,ID_057,2.32,5.32,78.21
ID_058,2024-10-24 00:00:00,ID_058,2.4,7.83,30.78
ID_059,2024-02-17 00:00:00,ID_059,6.67,1.3,38.82
ID_060,2024-07-20 00:00:00,ID_060,5.68,1.65,58.15
ID_061,2024-04-08 00:00:00,ID_061,1.8,2.99,51.42
ID_062,2024-03-26 00:00:00,ID_062,5.71,3.94,17.83
ID_063,2024-03-12 00:00:00,ID_063,8.65,1.32,63.3
ID_064,2024-05-18 00:00:00,ID_064,3.39,7.3,60.35
ID_065,2024-09-04 00:00:00,ID_065,7.94,4.51,70.63
ID_066,2024-12-19 00:00:00,ID_066,7.47,3.49,83.8
ID_067,2024-12-19 00:00:00,ID_067,8.71,8.51,37.51
ID_068,2024-08-08 00:00:00,ID_068,5.62,5.79,13.33
ID_069,2024-10-16 00:00:00,ID_069,8.67,1.4,12.56
ID_070,2024-05-30 00:00:00,ID_070,8.38,6.8,66.9
ID_071,2024-03-14 00:00:00,ID_071,3.04,4.54,5.78
ID_072,2024-06-19 00:00:00,ID_072,1.73,2.51,41.04
ID_073,2024-12-18 00:00:00,ID_073,3.54,4.16,34.87
ID_074,2024-07-08 00:00:00,ID_074,3.63,2.81,77.97
ID_075,2024-06-11 00:00:00,ID_075,2.24,1.33,34.03
ID_076,2024-04-11 00:00:00,ID_076,7.75,4.22,32.08
ID_077,2024-08-04 00:00:00,ID_077,7.85,5.87,84.68
ID_078,2024-03-16 00:00:00,ID_078,5.95,3.59,82.07
ID_079,2024-10-18 00:00:00,ID_079,6.03,4.45,59.41
ID_080,2024-12-22 00:00:00,ID_080,3.82,1.94,63.54
ID_081,2024-12-15 00:00:00,ID_081,6.47,3.09,69.07
ID_082,2024-01-11 00:00:00,ID_082,8.04,2.16,35.5
ID_083,2024-07-31 00:00:00,ID_083,7.92,3.34,55.72
ID_084,2024-10-11 00:00:00,ID_084,6.37,3.11,29.44
ID_085,2024-03-22 00:00:00,ID_085,4.86,8.39,4.08
ID_086,2024-02-17 00:00:00,ID_086,1.21,7.5,8.68
ID_087,2024-09-13 00:00:00,ID_087,6.72,5.99,53.44
ID_088,2024-05-12 00:00:00,ID_088,8.5,6.38,44.34
ID_089,2024-04-03 00:00:00,ID_089,1.99,6.69,41.15
ID_090,2024-12-04 00:00:00,ID_090,6.19,2.41,43.01
ID_091,2024-09-26 00:00:00,ID_091,4.25,4.66,81.83
ID_092,2024-03-15 00:00:00,ID_092,6.19,2.63,59.25
ID_093,2024-04-20 00:00:00,ID_093,5.32,2.8,73.01
ID_094,2024-06-21 00:00:00,ID_094,7.88,2.95,59.48
ID_095,2024-10-04 00:00:00,ID_095,7.41,1.47,47.41
ID_096,2024-01-18 00:00:00,ID_096,4.15,6.94,32.08
ID_097,2024-05-31 00:00:00,ID_097,6.09,1.32,79.69
ID_098,2024-10-10 00:00:00,ID_098,3.45,1.26,53.51
ID_099,2024-09-11 00:00:00,ID_099,4.54,8.48,15.46
ID_000,2024-10-20 00:00:00,ID_000,3.31,4.0,62.5
ID_001,2024-07-11 00:00:00,ID_001,1.63,5.95,74.03
ID_002,2024-06-19 00:00:00,ID_002,4.97,2.59,59.99
ID_003,2024-03-29 00:00:00,ID_003,8.74,4.84,45.19
ID_004,2024-05-08 00:00:00,ID_004,5.02,2.83,30.82
ID_005,2024-09-29 00:00:00,ID_005,2.39,3.54,66.62
ID_006,2024-01-02 00:00:00,ID_006,1.61,3.48,65.05
ID_007,2024-11-03 00:00:00,ID_007,7.92,2.98,37.6
ID_008,2024-06-18 00:00:00,ID_008,7.41,2.48,61.28
ID_009,2024-05-15 00:00:00,ID_009,2.29,7.23,54.01
ID_010,2024-06-21 00:00:00,ID_010,7.28,7.84,44.04
ID_011,2024-02-28 00:00:00,ID_011,4.05,6.41,13.41
ID_012,2024-01-18 00:00:00,ID_012,3.93,2.64,29.31
ID_013,2024-04-12 00:00:00,ID_013,3.3,4.9,70.33
ID_014,2024-07-02 00:00:00,ID_014,5.52,3.42,18.17
ID_015,2024-11-14 00:00:00,ID_015,1.35,4.84,50.58
ID_016,2024-01-14 00:00:00,ID_016,1.47,6.31,53.95
ID_017,2024-10-18 00:00:00,ID_017,4.37,8.38,62.35
ID_018,2024-06-04 00:00:00,ID_018,4.71,1.62,75.01
ID_019,2024-11-14 00:00:00,ID_019,5.43,5.66,43.97
ID_020,2024-09-26 00:00:00,ID_020,5.4,4.52,16.01
ID_021,2024-09-28 00:00:00,ID_021,5.89,3.43,34.01
ID_022,2024-02-12 00:00:00,ID_022,6.71,5.33,65.34
ID_023,2024-07-16 00:00:00,ID_023,1.67,5.21,21.11
ID_024,2024-12-12 00:00:00,ID_024,5.94,7.57,11.19
ID_025,2024-03-11 00:00:00,ID_025,1.99,8.76,11.16
ID_026,2024-09-30 00:00:00,ID_026,5.77,5.41,62.74
ID_027,2024-04-27 00:00:00,ID_027,8.19,4.49,66.31
ID_028,2024-02-08 00:00:00,ID_028,8.41,2.19,39.24
ID_029,2024-10-12 00:00:00,ID_029,8.72,5.19,84.25
ID_030,2024-09-14 00:00:00,ID_030,8.51,6.53,39.12
ID_031,2024-11-24 00:00:00,ID_031,2.34,6.42,33.27
ID_032,2024-01-24 00:00:00,ID_032,7.42,8.45,18.95
ID_033,2024-03-12 00:00:00,ID_033,8.17,7.62,48.93
ID_034,2024-02-10 00:00:00,ID_034,7.07,4.53,40.56
ID_035,2024-01-31 00:00:00,ID_035,1.64,6.18,17.8
ID_036,2024-11-04 00:00:00,ID_036,5.87,2.54,55.75
ID_037,2024-04-21 00:00:00,ID_037,3.09,3.57,47.91
ID_038,2024-02-13 00:00:00,ID_038,4.67,1.8,6.29
ID_039,2024-01-31 00:00:00,ID_039,7.46,6.82,24.3
ID_040,2024-04-09 00:00:00,ID_040,4.38,6.37,73.23
ID_041,2024-03-16 00:00:00,ID_041,2.27,5.0,50.03
ID_042,2024-04-08 00:00:00,ID_042,3.29,6.5,82.45
ID_043,2024-05-06 00:00:00,ID_043,8.26,3.5,64.19
ID_044,2024-02-17 00:00:00,ID_044,5.21,7.52,40.26
ID_045,2024-04-09 00:00:00,ID_045,6.26,2.09,43.15
ID_046,2024-05-03 00:00:00,ID_046,6.41,4.44,46.43
ID_047,2024-09-16 00:00:00,ID_047,6.94,3.83,68.09
ID_048,2024-12-03 00:00:00,ID_048,7.08,4.3,18.19
ID_049,2024-10-03 00:00:00,ID_049,5.31,3.98,61.64
ID_050,2024-12-20 00:00:00,ID_050,4.41,7.37,43.27
ID_051,2024-04-13 00:00:00,ID_051,8.51,3.18,54.3
ID_052,2024-12-19 00:00:00,ID_052,4.67,3.91,72.19
ID_053,2024-03-14 00:00:00,ID_053,5.25,1.22,64.71
ID_054,2024-08-23 00:00:00,ID_054,1.89,6.84,4.04
ID_055,2024-09-10 00:00:00,ID_055,1.25,3.82,16.57
ID_056,2024-10-06 00:00:00,ID_056,6.01,4.13,77.3
ID_057,2024-09-04 00:00:00,ID_057,7.87,3.63,16.08
ID_058,2024-06-28 00:00:00,ID_058,3.62,5.16,56.45
ID_059,2024-06-13 00:00:00,ID_059,1.52,1.84,75.95
ID_060,2024-06-24 00:00:00,ID_060,6.31,7.87,33.2
ID_061,2024-06-26 00:00:00,ID_061,5.99,6.29,45.72
ID_062,2024-09-25 00:00:00,ID_062,7.8,7.7,35.52
ID_063,2024-10-13 00:00:00,ID_063,4.08,1.88,47.06
ID_064,2024-01-23 00:00:00,ID_064,2.08,5.09,40.65
ID_065,2024-06-12 00:00:00,ID_065,8.08,1.79,48.18
ID_066,2024-10-25 00:00:00,ID_066,2.39,5.57,42.86
ID_067,2024-02-21 00:00:00,ID_067,5.2,8.75,47.19
ID_068,2024-02-20 00:00:00,ID_068,3.24,1.98,67.8
ID_069,2024-12-24 00:00:00,ID_069,7.07,5.31,33.84
ID_070,2024-02-05 00:00:00,ID_070,8.07,5.88,24.59
ID_071,2024-12-23 00:00:00,ID_071,3.86,2.26,15.32
ID_072,2024-02-10 00:00:00,ID_072,4.42,4.79,42.29
ID_073,2024-02-01 00:00:00,ID_073,5.74,8.5,56.46
ID_074,2024-08-14 00:00:00,ID_074,2.4,1.94,2.56
ID_075,2024-05-25 00:00:00,ID_075,5.62,7.93,19.16
ID_076,2024-05-07 00:00:00,ID_076,3.21,6.68,6.71
ID_077,2024-08-16 00:00:00,ID_077,4.01,6.26,80.42
ID_078,2024-12-20 00:00:00,ID_078,6.68,2.77,43.43
ID_079,2024-11-30 00:00:00,ID_079,7.34,5.25,18.05
ID_080,2024-11-11 00:00:00,ID_080,5.89,4.35,68.61
ID_081,2024-05-23 00:00:00,ID_081,4.61,5.08,32.35
ID_082,2024-02-27 00:00:00,ID_082,8.37,1.64,13.97
ID_083,2024-09-24 00:00:00,ID_083,6.39,3.56,66.3
ID_084,2024-04-21 00:00:00,ID_084,8.63,8.54,25.72
ID_085,2024-03-30 00:00:00,ID_085,6.73,5.86,7.85
ID_086,2024-09-24 00:00:00,ID_086,8.28,2.13,10.28
ID_087,2024-01-04 00:00:00,ID_087,4.48,3.89,63.79
ID_088,2024-11-15 00:00:00,ID_088,8.57,5.06,54.24
ID_089,2024-12-15 00:00:00,ID_089,7.81,6.26,56.78
ID_090,2024-12-04 00:00:00,ID_090,5.54,6.36,6.15
ID_091,2024-10-13 00:00:00,ID_091,4.24,8.61,81.19
ID_092,2024-05-17 00:00:00,ID_092,5.62,8.41,83.6
ID_093,2024-01-28 00:00:00,ID_093,3.55,1.77,40.0
ID_094,2024-07-20 00:00:00,ID_094,2.17,7.45,61.66
ID_095,2024-03-09 00:00:00,ID_095,5.71,4.47,32.82
ID_096,2024-09-13 00:00:00,ID_096,2.14,7.52,42.52
ID_097,2024-04-10 00:00:00,ID_097,2.71,4.57,46.78
ID_098,2024-02-20 00:00:00,ID_098,8.14,5.31,71.69
ID_099,2024-03-13 00:00:00,ID_099,6.79,6.54,73.59
ID_000,2024-03-10 00:00:00,ID_000,3.57,1.61,78.78
ID_001,2024-10-05 00:00:00,ID_001,7.51,4.59,83.96
ID_002,2024-10-18 00:00:00,ID_002,5.02,5.99,33.08
ID_003,2024-01-11 00:00:00,ID_003,4.13,4.12,23.21
ID_004,2024-02-17 00:00:00,ID_004,5.94,8.49,77.44
ID_005,2024-09-22 00:00:00,ID_005,5.14,6.13,39.27
ID_006,2024-07-02 00:00:00,ID_006,4.7,5.3,81.97
ID_007,2024-08-17 00:00:00,ID_007,3.43,5.37,3.92
ID_008,2024-03-02 00:00:00,ID_008,5.34,4.74,71.18
ID_009,2024-01-22 00:00:00,ID_009,3.96,8.3,70.87
ID_010,2024-06-19 00:00:00,ID_010,8.01,2.8,60.68
ID_011,2024-06-27 00:00:00,ID_011,6.24,7.95,20.96
ID_012,2024-11-08 00:00:00,ID_012,5.33,2.67,75.77
ID_013,2024-11-17 00:00:00,ID_013,7.63,5.22,3.48
ID_014,2024-03-02 00:00:00,ID_014,4.1,1.66,36.48
ID_015,2024-07-16 00:00:00,ID_015,5.63,4.01,55.3
ID_016,2024-09-02 00:00:00,ID_016,8.73,3.93,7.43
ID_017,2024-09-10 00:00:00,ID_017,4.31,2.78,5.34
ID_018,2024-08-19 00:00:00,ID_018,7.93,8.36,56.03
ID_019,2024-05-25 00:00:00,ID_019,4.72,7.7,27.19
ID_020,2024-09-07 00:00:00,ID_020,5.93,6.24,50.33
ID_021,2024-08-23 00:00:00,ID_021,3.39,8.56,19.57
ID_022,2024-10-03 00:00:00,ID_022,5.58,8.57,7.47
ID_023,2024-01-19 00:00:00,ID_023,8.66,2.43,19.37
ID_024,2024-06-19 00:00:00,ID_024,1.6,8.51,6.59
ID_025,2024-02-17 00:00:00,ID_025,3.61,2.32,7.47
ID_026,2024-03-01 00:00:00,ID_026,1.57,8.77,10.03
ID_027,2024-08-25 00:00:00,ID_027,6.9,2.01,33.63
ID_028,2024-10-27 00:00:00,ID_028,5.29,5.35,38.68
ID_029,2024-03-04 00:00:00,ID_029,4.8,6.9,54.91
ID_030,2024-09-13 00:00:00,ID_030,6.77,3.32,45.38
ID_031,2024-01-08 00:00:00,ID_031,2.76,3.43,2.69
ID_032,2024-09-09 00:00:00,ID_032,3.43,3.2,42.07
ID_033,2024-01-03 00:00:00,ID_033,1.7,3.99,51.45
ID_034,2024-11-09 00:00:00,ID_034,7.32,8.68,56.05
ID_035,2024-12-10 00:00:00,ID_035,3.54,7.08,16.86
ID_036,2024-08-04 00:00:00,ID_036,8.2,6.84,74.63
ID_037,2024-03-23 00:00:00,ID_037,3.27,4.54,41.96
ID_038,2024-10-01 00:00:00,ID_038,4.77,6.56,50.51
ID_039,2024-06-20 00:00:00,ID_039,5.0,7.88,72.9
ID_040,2024-10-21 00:00:00,ID_040,2.47,5.09,56.17
ID_041,2024-04-20 00:00:00,ID_041,8.75,1.96,37.35
ID_042,2024-03-14 00:00:00,ID_042,7.07,6.91,44.46
ID_043,2024-04-04 00:00:00,ID_043,8.67,4.09,54.55
ID_044,2024-02-01 00:00:00,ID_044,2.52,8.07,71.33
ID_045,2024-11-27 00:00:00,ID_045,5.84,1.96,41.21
ID_046,2024-10-05 00:00:00,ID_046,1.84,1.6,23.22
ID_047,2024-04-28 00:00:00,ID_047,1.37,5.3,82.25
ID_048,2024-08-12 00:00:00,ID_048,5.05,4.53,63.44
ID_049,2024-07-25 00:00:00,ID_049,3.55,4.67,71.02
ID_050,2024-02-09 00:00:00,ID_050,7.38,7.72,74.74
ID_051,2024-06-04 00:00:00,ID_051,4.46,4.35,6.91
ID_052,2024-09-22 00:00:00,ID_052,2.14,6.15,37.38
ID_053,2024-12-23 00:00:00,ID_053,6.51,6.71,79.0
ID_054,2024-06-09 00:00:00,ID_054,5.14,3.41,38.68
ID_055,2024-11-01 00:00:00,ID_055,1.22,2.84,59.87
ID_056,2024-04-14 00:00:00,ID_056,8.19,8.65,38.27
ID_057,2024-11-08 00:00:00,ID_057,5.44,7.6,33.31
ID_058,2024-01-30 00:00:00,ID_058,7.25,7.73,61.32
ID_059,2024-05-04 00:00:00,ID_059,2.87,7.66,15.15
ID_060,2024-12-16 00:00:00,ID_060,2.55,4.0,29.87
ID_061,2024-12-05 00:00:00,ID_061,5.06,5.26,83.75
ID_062,2024-08-30 00:00:00,ID_062,4.37,3.95,17.37
ID_063,2024-05-12 00:00:00,ID_063,7.13,5.09,74.92
ID_064,2024-08-18 00:00:00,ID_064,8.73,7.59,76.37
ID_065,2024-01-13 00:00:00,ID_065,2.27,1.48,14.62
ID_066,2024-02-29 00:00:00,ID_066,4.96,1.77,56.1
ID_067,2024-04-25 00:00:00,ID_067,3.23,8.73,30.28
ID_068,2024-06-29 00:00:00,ID_068,8.1,2.96,18.55
ID_069,2024-04-07 00:00:00,ID_069,4.02,6.3,45.91
ID_070,2024-09-03 00:00:00,ID_070,2.42,7.26,68.24
ID_071,2024-08-29 00:00:00,ID_071,2.99,1.24,17.92
ID_072,2024-08-20 00:00:00,ID_072,8.51,6.09,31.97
ID_073,2024-06-29 00:00:00,ID_073,4.23,5.03,2.7
