col_emission_id,col_annee,col_mois,col_zone_id,col_mode,col_activity_type,col_activity_value,col_emission_factor,col_co2_kg
ID_061,5.13,2.76,ID_061,TGV,6.07,5.27,4.15,1.89
ID_062,6.92,7.32,ID_062,Métro,2.06,5.46,5.08,4.01
ID_063,2.79,3.84,ID_063,TGV,8.51,2.68,7.11,5.96
ID_064,6.85,3.45,ID_064,Bus RATP,7.88,2.13,4.75,2.4
ID_065,7.6,2.26,ID_065,TGV,3.58,4.67,5.67,5.64
ID_066,7.4,8.62,ID_066,Bus RATP,6.87,6.09,8.35,8.6
ID_067,8.72,6.39,ID_067,RER,8.65,6.12,7.79,4.8
ID_068,7.61,1.55,ID_068,Bus RATP,4.34,6.64,5.91,1.33
ID_069,4.14,2.98,ID_069,Transilien,7.74,6.83,5.21,7.15
ID_070,8.58,6.91,ID_070,TGV,5.73,8.41,7.9,8.49
ID_071,6.48,8.1,ID_071,Transilien,3.56,5.63,2.3,8.68
ID_072,7.67,6.32,ID_072,RER,7.14,2.95,1.86,1.34
ID_073,2.25,5.54,ID_073,TGV,8.07,8.14,7.79,7.62
ID_074,3.66,3.51,ID_074,TGV,7.17,4.99,7.44,7.22
ID_075,2.92,7.01,ID_075,Tramway,5.86,2.6,6.53,2.32
ID_076,1.25,3.02,ID_076,TER,4.47,4.14,4.88,6.9
ID_077,3.25,6.59,ID_077,RER,1.58,5.3,6.58,1.84
ID_078,1.71,2.85,ID_078,Métro,2.6,7.71,8.31,1.95
ID_079,1.77,2.84,ID_079,RER,7.84,6.97,7.92,5.68
ID_080,5.35,7.05,ID_080,TER,2.42,2.54,6.73,3.49
ID_081,6.53,7.99,ID_081,TGV,3.85,4.8,2.22,6.72
ID_082,4.96,6.63,ID_082,Bus RATP,4.02,5.75,7.37,3.37
ID_083,6.34,8.12,ID_083,Tramway,5.93,1.45,2.34,6.03
ID_084,6.82,6.45,ID_084,Transilien,2.33,1.47,3.37,7.27
ID_085,1.25,2.21,ID_085,RER,4.08,3.33,2.75,5.34
ID_086,2.99,4.4,ID_086,Transilien,2.15,2.61,6.15,2.56
ID_087,4.8,8.06,ID_087,RER,2.74,8.18,6.91,7.59
ID_088,6.09,3.37,ID_088,Bus RATP,6.85,7.77,3.43,6.32
ID_089,4.78,1.74,ID_089,RER,5.18,2.21,6.24,5.99
ID_090,8.62,8.29,ID_090,Métro,6.19,2.22,7.53,2.53
ID_091,8.39,5.71,ID_091,Métro,7.23,8.18,3.22,6.26
ID_092,6.11,2.86,ID_092,TGV,1.62,8.14,3.33,5.17
ID_093,5.69,2.99,ID_093,Tramway,3.12,5.53,7.18,2.21
ID_094,3.14,5.11,ID_094,RER,1.31,5.03,3.83,2.94
ID_095,7.2,4.29,ID_095,Transilien,4.12,5.01,3.21,1.86
ID_096,6.47,7.74,ID_096,Bus RATP,2.91,4.21,2.86,4.78
ID_097,5.04,4.09,ID_097,Métro,8.21,8.29,4.04,6.95
ID_098,5.47,7.97,ID_098,Transilien,8.03,7.34,6.21,2.14
ID_099,3.03,3.87,ID_099,Tramway,2.22,5.53,4.41,5.71
ID_000,4.4,2.67,ID_000,Transilien,4.89,1.2,4.65,5.81
ID_001,1.51,6.28,ID_001,TER,4.48,6.46,2.42,3.45
ID_002,6.61,7.08,ID_002,Métro,7.43,7.75,5.12,8.05
ID_003,2.82,7.38,ID_003,Tramway,7.75,3.81,3.02,5.97
ID_004,1.8,7.8,ID_004,Métro,2.67,5.41,4.29,6.59
ID_005,2.3,8.71,ID_005,TGV,4.26,2.93,3.74,3.85
ID_006,3.56,5.09,ID_006,Transilien,4.34,7.79,7.11,7.73
ID_007,1.43,7.63,ID_007,Métro,4.75,1.41,3.72,1.99
ID_008,6.8,6.19,ID_008,TGV,2.6,2.68,6.03,3.45
ID_009,8.65,5.57,ID_009,RER,8.38,3.64,8.66,8.16
ID_010,4.8,1.7,ID_010,Bus RATP,3.75,4.0,2.38,4.91
ID_011,5.38,4.75,ID_011,TGV,7.06,6.0,6.99,2.17
ID_012,2.99,2.81,ID_012,Transilien,4.04,7.86,7.54,5.04
ID_013,8.03,8.46,ID_013,Transilien,8.3,8.1,3.77,2.51
ID_014,6.61,5.1,ID_014,Tramway,4.33,5.71,2.64,4.64
ID_015,2.83,4.53,ID_015,TGV,4.27,1.79,8.41,8.51
ID_016,8.59,4.81,ID_016,TER,8.11,7.03,6.85,2.27
ID_017,2.29,8.01,ID_017,TER,5.44,2.36,6.07,8.77
ID_018,8.16,6.65,ID_018,Tramway,7.39,7.21,2.99,7.81
ID_019,1.31,4.17,ID_019,RER,1.21,7.82,3.22,1.64
ID_020,2.79,3.01,ID_020,Tramway,3.37,5.38,2.91,8.5
ID_021,2.66,3.58,ID_021,TGV,8.76,5.1,8.37,1.34
ID_022,7.86,8.63,ID_022,Métro,7.76,8.4,7.42,2.47
ID_023,4.26,4.69,ID_023,Tramway,8.48,4.51,2.45,3.78
ID_024,3.86,5.94,ID_024,Métro,4.02,2.87,3.76,3.74
ID_025,7.91,3.19,ID_025,TGV,2.93,1.65,1.49,3.8
ID_026,7.77,7.44,ID_026,TGV,6.99,7.23,8.6,3.34
ID_027,8.26,8.44,ID_027,Bus RATP,6.35,4.76,7.6,8.65
ID_028,3.29,7.33,ID_028,Métro,4.97,4.22,7.09,8.44
ID_029,2.33,2.88,ID_029,Transilien,5.89,8.09,8.55,1.45
ID_030,1.47,2.78,ID_030,RER,3.18,5.51,3.42,1.25
ID_031,6.74,2.01,ID_031,TGV,4.89,2.46,3.1,7.59
ID_032,8.63,4.58,ID_032,Tramway,1.89,3.57,4.69,7.89
ID_033,8.2,6.47,ID_033,Bus RATP,1.82,3.15,7.64,5.26
ID_034,3.57,1.25,ID_034,Transilien,7.45,7.61,3.99,1.8
ID_035,3.91,2.0,ID_035,TGV,8.34,5.01,8.24,8.58
ID_036,8.66,8.54,ID_036,RER,4.81,6.73,4.21,1.4
ID_037,5.11,5.5,ID_037,TGV,5.97,5.27,4.09,3.63
ID_038,3.82,1.57,ID_038,RER,2.59,4.62,5.25,8.8
ID_039,7.95,3.88,ID_039,RER,3.66,4.74,1.49,8.46
ID_040,1.92,8.25,ID_040,TGV,7.17,8.42,5.77,5.76
ID_041,4.52,2.11,ID_041,Tramway,4.84,1.25,6.9,4.14
ID_042,7.74,6.41,ID_042,TGV,8.24,7.66,6.51,3.75
ID_043,6.51,3.57,ID_043,TER,7.18,3.21,6.75,1.29
ID_044,2.36,4.54,ID_044,Tramway,3.65,7.03,5.54,8.48
ID_045,1.65,8.0,ID_045,Métro,2.7,5.67,1.64,4.58
ID_046,8.12,5.33,ID_046,RER,2.11,1.35,2.04,5.2
ID_047,8.34,6.15,ID_047,TGV,2.63,8.73,2.0,2.91
ID_048,5.62,1.94,ID_048,RER,3.1,5.76,5.36,1.29
ID_049,4.09,5.62,ID_049,TER,6.48,2.92,5.87,8.09
ID_050,4.16,2.06,ID_050,TGV,5.85,5.74,4.49,4.66
ID_051,2.44,6.94,ID_051,Métro,3.49,7.12,3.09,3.33
ID_052,8.14,4.69,ID_052,Bus RATP,8.44,1.92,3.69,8.11
ID_053,6.42,4.08,ID_053,RER,5.38,4.8,4.66,5.21
ID_054,2.76,8.54,ID_054,Métro,6.37,2.14,4.78,4.3
ID_055,2.4,6.15,ID_055,Bus RATP,6.91,7.52,1.89,5.25
ID_056,3.08,4.82,ID_056,Tramway,4.76,5.39,5.27,5.15
ID_057,4.42,6.46,ID_057,Bus RATP,1.87,6.4,5.51,5.36
ID_058,8.41,2.52,ID_058,TGV,8.72,5.85,5.7,8.59
ID_059,8.1,2.72,ID_059,RER,2.66,8.45,1.25,6.62
ID_060,7.02,3.95,ID_060,TGV,2.52,7.73,5.94,3.84
ID_061,4.47,3.68,ID_061,Tramway,2.84,8.01,1.27,3.87
ID_062,3.62,8.69,ID_062,Bus RATP,1.33,4.65,3.3,5.9
ID_063,3.29,4.68,ID_063,Métro,6.05,2.14,4.28,5.91
ID_064,8.32,6.05,ID_064,TER,5.6,7.31,6.58,4.32
ID_065,5.34,3.53,ID_065,Transilien,1.33,5.88,3.0,7.57
ID_066,1.66,3.32,ID_066,Métro,1.22,6.3,1.67,6.28
ID_067,2.8,5.54,ID_067,Transilien,2.1,8.06,3.62,5.52
ID_068,1.35,1.58,ID_068,TGV,4.97,3.44,6.07,2.73
ID_069,7.83,7.68,ID_069,RER,6.83,6.63,6.77,5.32
ID_070,5.24,3.93,ID_070,RER,2.37,1.28,8.12,7.6
ID_071,7.72,4.52,ID_071,TER,6.45,7.85,3.36,2.19
ID_072,4.4,2.54,ID_072,Transilien,3.82,8.49,2.64,7.48
ID_073,5.76,6.17,ID_073,Métro,4.23,4.02,5.9,4.96
ID_074,7.82,5.86,ID_074,Métro,4.27,7.15,8.31,6.04
ID_075,6.75,2.43,ID_075,Métro,3.32,5.72,7.53,4.34
ID_076,7.63,7.74,ID_076,Métro,5.86,5.71,4.52,2.27
ID_077,4.2,4.41,ID_077,Bus RATP,6.6,1.79,3.39,3.77
ID_078,5.67,1.89,ID_078,TGV,5.06,6.25,8.49,1.65
ID_079,7.5,4.64,ID_079,Bus RATP,8.15,4.42,6.06,3.56
ID_080,4.49,4.11,ID_080,Métro,2.47,6.01,7.06,6.17
ID_081,7.56,4.29,ID_081,TER,5.69,5.02,4.8,7.92
ID_082,6.79,4.14,ID_082,Tramway,8.66,1.99,6.75,1.97
ID_083,3.65,1.4,ID_083,Tramway,6.09,4.08,6.07,2.24
ID_084,1.57,6.34,ID_084,Transilien,1.77,6.72,1.53,1.39
ID_085,2.59,1.86,ID_085,TGV,2.96,5.71,8.55,8.33
ID_086,7.88,7.37,ID_086,Bus RATP,1.38,7.45,8.35,6.31
ID_087,3.73,3.47,ID_087,Tramway,1.22,3.36,7.54,3.13
ID_088,6.75,2.85,ID_088,Métro,5.68,7.22,2.83,4.25
ID_089,7.82,6.85,ID_089,TER,1.58,3.98,4.47,2.43
ID_090,8.73,1.54,ID_090,Bus RATP,5.11,4.83,5.55,5.91
ID_091,3.32,8.36,ID_091,Métro,2.91,6.27,4.33,2.79
ID_092,2.97,5.27,ID_092,Bus RATP,4.02,5.71,8.5,3.07
ID_093,7.86,4.05,ID_093,TGV,7.82,3.1,6.63,7.31
ID_094,2.85,4.26,ID_094,Tramway,5.21,3.22,3.32,3.74
ID_095,4.21,1.65,ID_095,Bus RATP,7.02,4.36,1.48,4.32
ID_096,3.31,4.13,ID_096,Métro,4.64,3.94,5.66,7.25
ID_097,1.5,6.71,ID_097,Transilien,3.36,7.14,8.02,4.52
ID_098,5.04,7.8,ID_098,Bus RATP,4.93,3.65,7.79,6.62
ID_099,2.52,6.95,ID_099,TER,5.01,8.59,5.17,7.38
ID_000,2.8,1.85,ID_000,Tramway,5.4,8.18,1.71,4.38
ID_001,1.82,1.37,ID_001,Métro,6.13,8.33,6.43,1.33
ID_002,4.1,5.51,ID_002,Bus RATP,6.9,7.19,2.19,4.47
ID_003,1.51,7.85,ID_003,Tramway,2.29,5.74,2.6,4.5
ID_004,8.04,7.61,ID_004,Bus RATP,6.81,7.44,2.66,3.52
ID_005,8.56,5.72,ID_005,TGV,5.41,2.96,6.56,3.74
ID_006,7.26,8.78,ID_006,RER,3.51,5.38,2.53,4.54
ID_007,1.99,7.04,ID_007,Métro,6.28,2.09,6.25,4.13
ID_008,3.72,1.57,ID_008,TGV,2.92,7.03,3.31,1.58
ID_009,4.41,1.99,ID_009,Bus RATP,6.67,1.98,5.86,6.78
ID_010,3.07,8.58,ID_010,Bus RATP,7.9,5.89,3.59,2.78
ID_011,1.67,5.22,ID_011,TGV,2.71,4.32,5.57,3.98
ID_012,8.67,1.41,ID_012,RER,4.1,3.72,3.09,3.9
ID_013,7.02,7.64,ID_013,Transilien,3.23,7.08,4.17,3.21
ID_014,1.24,8.73,ID_014,RER,8.0,3.77,7.78,4.97
ID_015,7.46,8.74,ID_015,Transilien,7.31,4.18,4.84,7.4
ID_016,1.76,3.32,ID_016,Tramway,5.87,5.21,6.18,8.03
ID_017,8.59,8.29,ID_017,Bus RATP,3.12,7.07,8.58,1.95
ID_018,4.13,2.66,ID_018,TGV,3.3,3.62,3.89,6.44
ID_019,7.72,6.46,ID_019,Tramway,2.06,3.13,6.48,2.32
ID_020,7.08,8.59,ID_020,TGV,5.03,4.63,5.28,8.45
ID_021,8.4,6.37,ID_021,RER,5.54,6.37,1.83,2.7
ID_022,3.03,4.95,ID_022,Tramway,5.33,6.53,8.01,1.82
ID_023,2.05,4.44,ID_023,Métro,7.62,2.38,4.54,8.04
ID_024,8.6,7.44,ID_024,RER,2.45,6.38,1.91,1.31
ID_025,2.0,8.4,ID_025,RER,6.41,1.43,7.38,6.3
ID_026,5.18,6.29,ID_026,Tramway,6.97,5.91,8.42,2.24
ID_027,1.23,3.39,ID_027,Transilien,8.26,8.46,5.9,3.04
ID_028,7.6,7.21,ID_028,RER,4.06,2.77,7.41,6.28
ID_029,4.36,4.3,ID_029,TGV,1.27,4.49,3.68,6.49
ID_030,2.2,6.13,ID_030,Tramway,1.48,2.88,8.73,3.65
ID_031,4.38,6.7,ID_031,Tramway,4.33,4.14,6.89,6.81
ID_032,7.49,6.42,ID_032,TGV,1.41,2.93,8.34,6.79
ID_033,7.64,3.61,ID_033,RER,7.35,5.79,3.44,8.64
ID_034,6.9,6.51,ID_034,Métro,4.48,1.76,7.23,1.79
ID_035,4.17,6.44,ID_035,Métro,2.06,5.9,4.06,5.58
ID_036,7.78,3.61,ID_036,Bus RATP,2.16,5.84,1.43,1.6
ID_037,6.21,4.44,ID_037,Métro,1.82,2.69,7.0,2.08
ID_038,2.74,3.61,ID_038,Bus RATP,4.54,8.33,2.71,4.61
ID_039,6.46,3.21,ID_039,Transilien,7.7,2.11,8.31,1.45
ID_040,3.52,3.16,ID_040,RER,6.84,2.39,1.47,6.3
ID_041,3.05,2.61,ID_041,RER,2.7,2.27,1.38,4.91
ID_042,6.98,7.83,ID_042,TGV,6.95,1.69,2.12,4.5
ID_043,7.46,8.07,ID_043,Tramway,1.92,4.0,8.09,6.48
ID_044,4.84,2.67,ID_044,Tramway,1.7,5.25,4.75,6.5
ID_045,4.04,7.65,ID_045,Métro,2.44,5.35,7.08,6.61
ID_046,3.11,3.12,ID_046,TGV,2.95,6.49,3.46,2.73
ID_047,8.61,2.87,ID_047,TGV,7.38,4.24,7.69,5.06
ID_048,8.01,1.5,ID_048,Métro,1.3,6.02,5.3,5.08
ID_049,3.25,2.95,ID_049,RER,1.66,5.2,8.44,3.89
ID_050,1.29,3.03,ID_050,RER,5.91,4.12,3.81,3.96
ID_051,7.4,5.62,ID_051,Tramway,4.77,6.03,2.06,4.47
ID_052,4.25,2.17,ID_052,RER,4.26,2.86,3.51,5.5
ID_053,2.68,3.67,ID_053,Métro,2.16,6.84,7.13,4.45
ID_054,3.38,3.38,ID_054,TGV,8.49,3.08,8.79,3.1
ID_055,5.07,3.81,ID_055,TER,4.35,6.6,5.59,2.87
ID_056,2.86,3.96,ID_056,Transilien,7.53,7.86,4.12,1.63
ID_057,1.2,7.61,ID_057,TGV,7.21,3.36,1.31,8.67
ID_058,7.17,8.44,ID_058,Bus RATP,4.83,3.59,5.76,4.28
ID_059,3.11,5.73,ID_059,Métro,3.88,3.41,4.36,8.77
ID_060,7.23,6.26,ID_060,TER,2.1,8.56,1.94,4.79
ID_061,3.48,2.72,ID_061,TER,3.89,2.27,3.46,1.78
ID_062,7.9,3.86,ID_062,TGV,3.03,2.25,6.75,6.84
ID_063,4.65,2.55,ID_063,Tramway,5.09,7.97,6.34,6.11
ID_064,2.29,4.15,ID_064,Bus RATP,8.38,8.62,3.25,5.35
ID_065,3.71,6.55,ID_065,TGV,6.89,5.74,5.2,7.7
ID_066,5.06,4.38,ID_066,Transilien,5.42,7.85,4.2,3.25
ID_067,6.88,3.93,ID_067,Tramway,6.53,1.26,6.26,6.74
ID_068,4.64,3.09,ID_068,TGV,6.57,6.93,6.7,1.74
ID_069,1.99,3.75,ID_069,Transilien,8.23,4.29,5.93,3.28
ID_070,6.4,5.47,ID_070,Bus RATP,6.53,6.22,4.98,2.41
ID_071,3.58,7.69,ID_071,Métro,3.01,7.05,7.32,5.21
ID_072,4.08,8.36,ID_072,RER,4.07,8.14,5.09,4.27
ID_073,2.19,7.64,ID_073,Bus RATP,6.07,6.27,1.74,2.36
ID_074,2.56,3.87,ID_074,Tramway,6.93,6.26,3.63,1.44
ID_075,7.57,2.27,ID_075,Bus RATP,2.47,7.22,6.7,4.64
ID_076,7.25,7.8,ID_076,TER,8.72,6.7,5.44,2.67
ID_077,7.36,8.39,ID_077,Tramway,2.83,7.42,2.21,8.12
ID_078,6.1,4.29,ID_078,Bus RATP,2.89,6.49,8.57,6.27
ID_079,5.0,1.77,ID_079,Transilien,8.28,4.92,5.27,4.7
ID_080,3.93,5.86,ID_080,Métro,8.1,6.61,3.55,2.2
ID_081,2.61,7.38,ID_081,TGV,8.6,8.05,7.63,8.27
ID_082,4.13,5.59,ID_082,Bus RATP,5.95,6.43,6.59,8.57
ID_083,8.42,1.6,ID_083,Bus RATP,3.86,3.83,7.76,7.65
ID_084,8.41,5.97,ID_084,Tramway,5.85,8.76,4.0,8.17
ID_085,3.18,1.45,ID_085,TER,3.14,2.35,2.21,1.56
ID_086,5.6,3.99,ID_086,Métro,3.36,5.03,6.48,4.71
ID_087,5.66,6.6,ID_087,TER,5.99,3.62,8.59,7.9
ID_088,6.04,5.32,ID_088,Tramway,3.6,4.66,1.71,5.47
ID_089,5.49,7.86,ID_089,Transilien,8.53,2.2,2.16,6.23
ID_090,6.8,6.25,ID_090,Transilien,1.31,8.09,4.13,6.42
ID_091,2.51,5.29,ID_091,Tramway,3.36,5.95,5.7,3.79
ID_092,3.07,1.85,ID_092,Transilien,1.83,4.91,4.65,5.68
ID_093,7.91,4.13,ID_093,TER,2.23,1.59,3.5,7.09
ID_094,2.71,6.71,ID_094,TGV,5.45,2.74,3.22,8.5
ID_095,6.44,6.46,ID_095,TER,8.67,7.45,2.71,6.7
ID_096,6.84,6.98,ID_096,Métro,5.55,8.67,5.07,4.8
ID_097,1.88,4.38,ID_097,Métro,4.01,4.62,3.39,4.81
ID_098,8.72,1.59,ID_098,RER,5.14,7.33,3.07,4.63
ID_099,2.05,2.82,ID_099,Métro,2.58,8.14,3.77,5.68
ID_000,2.19,8.04,ID_000,Métro,2.05,6.32,8.39,1.69
ID_001,8.69,3.14,ID_001,Tramway,6.61,6.62,4.94,3.18
ID_002,1.22,2.57,ID_002,Transilien,5.68,7.77,4.55,5.01
ID_003,5.19,6.41,ID_003,Tramway,1.46,1.49,7.94,2.71
ID_004,2.92,5.02,ID_004,RER,4.99,5.21,6.94,8.17
ID_005,5.83,4.98,ID_005,Bus RATP,4.15,3.29,1.93,1.49
ID_006,3.17,1.46,ID_006,Transilien,5.37,6.21,5.93,1.34
ID_007,6.9,5.6,ID_007,TER,8.05,2.17,1.51,8.34
ID_008,5.31,6.55,ID_008,Métro,4.48,2.64,1.74,7.59
ID_009,4.4,8.3,ID_009,TER,6.52,6.59,4.94,4.65
ID_010,3.77,4.52,ID_010,Métro,7.76,7.68,4.14,7.42
ID_011,6.32,7.15,ID_011,Transilien,7.73,3.81,5.74,2.69
ID_012,4.71,5.76,ID_012,Transilien,7.65,1.52,6.31,6.72
ID_013,6.11,2.97,ID_013,Tramway,1.66,1.45,8.67,1.78
ID_014,7.41,5.13,ID_014,RER,5.34,2.23,7.18,2.27
ID_015,1.64,4.75,ID_015,Tramway,6.45,7.14,5.66,4.02
ID_016,5.09,7.43,ID_016,Tramway,6.73,5.35,5.84,7.77
ID_017,7.4,3.59,ID_017,TER,1.75,4.63,8.55,6.71
ID_018,7.12,8.78,ID_018,Tramway,2.43,7.05,3.87,8.78
ID_019,6.54,3.87,ID_019,Transilien,6.96,6.87,3.12,2.85
ID_020,2.33,3.74,ID_020,RER,7.97,6.67,5.69,5.13
ID_021,3.45,8.04,ID_021,Bus RATP,6.66,3.8,7.46,7.7
ID_022,2.74,4.29,ID_022,Métro,5.87,7.08,2.58,7.55
ID_023,5.41,7.48,ID_023,Métro,5.43,6.92,7.44,1.99
ID_024,1.32,3.31,ID_024,Tramway,2.69,3.76,5.68,3.2
ID_025,4.31,3.18,ID_025,Tramway,5.03,3.44,7.02,8.25
ID_026,4.6,8.76,ID_026,Bus RATP,5.86,4.15,1.28,3.18
ID_027,3.01,2.4,ID_027,TER,3.78,8.44,5.71,7.62
ID_028,6.17,3.02,ID_028,Métro,3.25,8.36,6.0,1.93
ID_029,3.17,3.43,ID_029,TER,4.28,2.24,2.0,2.6
ID_030,3.16,7.75,ID_030,Transilien,5.22,1.62,1.47,4.85
ID_031,4.29,4.1,ID_031,RER,1.51,4.5,4.57,1.38
ID_032,6.68,7.93,ID_032,Bus RATP,3.38,2.44,1.35,4.73
ID_033,5.49,4.21,ID_033,TGV,1.58,7.56,7.32,4.6
ID_034,8.11,8.39,ID_034,Tramway,6.87,2.43,7.23,1.98
ID_035,6.55,2.75,ID_035,RER,4.86,4.93,5.77,4.77
ID_036,2.72,8.79,ID_036,TGV,5.01,4.6,5.35,1.35
ID_037,4.09,2.22,ID_037,Tramway,5.0,6.24,1.77,2.27
ID_038,6.57,3.21,ID_038,Tramway,7.33,8.54,3.82,8.74
ID_039,4.55,8.09,ID_039,Transilien,7.98,1.92,5.68,6.54
ID_040,1.45,2.86,ID_040,Bus RATP,7.62,3.43,4.9,6.19
ID_041,4.08,1.96,ID_041,Bus RATP,1.76,7.06,3.0,8.63
ID_042,4.25,8.16,ID_042,Tramway,2.71,1.74,5.7,3.59
ID_043,1.89,6.3,ID_043,RER,4.57,2.45,1.89,5.2
ID_044,4.49,6.23,ID_044,Métro,7.73,7.02,4.51,7.83
ID_045,8.53,5.22,ID_045,Bus RATP,1.56,4.96,3.72,1.51
ID_046,2.35,5.4,ID_046,Métro,8.06,1.46,3.09,2.65
ID_047,3.02,5.96,ID_047,Transilien,3.21,2.99,2.73,4.76
ID_048,2.44,2.09,ID_048,RER,1.62,6.43,7.48,3.7
ID_049,1.38,3.8,ID_049,Bus RATP,3.12,5.4,6.39,2.2
ID_050,4.89,7.33,ID_050,Tramway,7.47,4.3,2.76,2.92
ID_051,1.52,7.66,ID_051,Tramway,8.7,1.21,7.16,2.36
ID_052,2.05,6.13,ID_052,Bus RATP,2.94,8.26,5.7,5.09
ID_053,1.96,4.15,ID_053,Métro,2.7,8.46,6.63,8.55
ID_054,3.05,8.79,ID_054,TER,4.48,5.12,6.02,4.61
ID_055,7.66,6.48,ID_055,Bus RATP,6.85,8.34,8.17,1.31
ID_056,6.47,8.56,ID_056,RER,7.21,5.22,2.7,7.89
ID_057,7.45,2.34,ID_057,Transilien,1.47,1.7,3.67,1.46
ID_058,6.56,6.98,ID_058,Métro,2.24,1.41,1.51,6.22
ID_059,2.03,2.0,ID_059,Bus RATP,6.62,3.54,5.39,3.35
ID_060,1.61,1.35,ID_060,Bus RATP,2.61,2.05,4.24,6.27
ID_061,8.56,3.62,ID_061,TER,4.52,2.86,3.9,7.34
ID_062,5.78,1.55,ID_062,Tramway,6.17,5.93,7.29,1.65
ID_063,8.26,2.82,ID_063,Métro,3.77,1.25,3.3,4.62
ID_064,4.36,4.73,ID_064,RER,2.62,7.82,4.04,1.62
ID_065,4.51,4.63,ID_065,RER,7.56,4.19,5.1,7.29
ID_066,3.17,8.01,ID_066,TER,7.73,4.59,3.26,4.18
ID_067,6.94,2.89,ID_067,Transilien,6.57,1.27,5.31,3.18
ID_068,5.58,7.98,ID_068,TER,3.44,4.79,4.39,6.26
ID_069,7.75,4.13,ID_069,TER,6.49,5.71,6.29,5.58
ID_070,3.54,5.38,ID_070,RER,2.99,3.73,7.26,8.43
ID_071,7.15,4.39,ID_071,TGV,5.6,1.89,6.46,2.7
ID_072,5.85,3.7,ID_072,Tramway,5.41,7.32,7.09,8.19
ID_073,1.84,5.22,ID_073,Tramway,4.61,6.91,7.79,1.37
ID_074,6.55,8.15,ID_074,TGV,4.0,6.24,2.26,1.93
ID_075,3.28,6.28,ID_075,Bus RATP,5.11,7.87,4.12,8.16
ID_076,2.65,4.45,ID_076,Métro,3.38,7.49,6.41,6.36
ID_077,4.09,1.49,ID_077,Tramway,4.55,6.16,3.9,5.42
ID_078,7.16,6.78,ID_078,Métro,5.08,5.56,2.47,7.47
ID_079,1.69,5.78,ID_079,Transilien,7.75,5.39,4.15,4.3
ID_080,8.06,2.71,ID_080,Bus RATP,3.35,1.97,5.98,4.73
ID_081,7.85,4.32,ID_081,TER,8.19,1.69,4.56,5.64
ID_082,2.05,7.06,ID_082,TGV,1.65,8.67,2.49,2.91
ID_083,7.2,3.45,ID_083,Transilien,2.52,2.9,3.6,7.74
ID_084,2.15,6.79,ID_084,TGV,2.98,3.91,6.03,2.15
ID_085,3.38,6.28,ID_085,Bus RATP,5.45,2.36,6.54,4.61
ID_086,5.39,3.13,ID_086,Tramway,3.18,2.87,6.58,3.22
ID_087,7.85,8.62,ID_087,Bus RATP,8.17,2.05,5.08,2.64
ID_088,1.37,3.04,ID_088,Tramway,5.49,7.7,3.12,7.13
ID_089,3.85,4.0,ID_089,Transilien,5.78,6.26,5.47,4.49
ID_090,3.82,1.24,ID_090,TER,5.03,1.78,1.24,3.37
ID_091,7.79,3.38,ID_091,Bus RATP,1.83,5.46,8.75,7.06
ID_092,2.75,7.29,ID_092,RER,8.77,4.97,4.0,7.68
ID_093,3.49,8.41,ID_093,Métro,6.75,4.73,3.19,1.82
ID_094,3.28,3.89,ID_094,Transilien,5.87,6.92,1.5,3.42
ID_095,6.24,1.3,ID_095,Tramway,5.45,2.62,2.7,3.31
ID_096,1.87,6.67,ID_096,Tramway,3.41,3.87,6.03,7.45
ID_097,6.24,7.15,ID_097,Tramway,6.27,1.6,2.85,7.91
ID_098,5.55,7.44,ID_098,RER,1.96,4.03,8.78,3.87
ID_099,8.65,3.63,ID_099,Bus RATP,6.48,4.87,2.64,4.55
ID_000,6.21,1.83,ID_000,Bus RATP,3.32,5.38,4.94,4.11
ID_001,7.34,4.7,ID_001,TGV,1.4,2.35,6.7,1.39
ID_002,8.33,6.07,ID_002,Tramway,2.69,2.97,6.15,6.1
ID_003,5.33,5.07,ID_003,Bus RATP,3.12,5.85,4.27,8.01
ID_004,4.51,4.56,ID_004,Bus RATP,7.03,1.62,2.45,3.35
ID_005,6.06,1.28,ID_005,Métro,5.87,6.41,6.03,8.49
ID_006,3.52,6.84,ID_006,TER,7.28,7.58,7.51,7.75
ID_007,4.01,6.39,ID_007,Métro,4.9,2.42,1.29,2.93
ID_008,2.43,6.84,ID_008,Transilien,7.04,3.34,2.69,6.03
ID_009,2.18,5.55,ID_009,Tramway,6.99,2.86,7.09,3.33
ID_010,2.76,2.56,ID_010,TGV,6.27,6.48,2.16,7.45
ID_011,2.15,5.11,ID_011,Tramway,3.83,8.24,5.24,1.47
ID_012,3.65,6.35,ID_012,TER,7.92,7.92,3.62,3.12
ID_013,7.97,6.03,ID_013,TGV,5.82,4.0,7.41,7.74
ID_014,7.42,8.36,ID_014,Métro,8.16,5.05,6.62,4.59
ID_015,1.69,7.87,ID_015,Métro,3.79,4.32,2.47,7.04
ID_016,5.31,6.84,ID_016,Transilien,6.94,3.91,7.65,4.3
ID_017,1.69,7.97,ID_017,TGV,8.33,5.63,8.47,2.9
ID_018,2.84,3.63,ID_018,Transilien,7.89,6.44,8.08,3.06
ID_019,7.41,8.49,ID_019,Métro,3.64,3.25,1.84,3.11
ID_020,2.22,1.78,ID_020,RER,6.13,6.67,7.54,4.3
ID_021,6.98,6.33,ID_021,Transilien,7.83,1.89,6.01,5.93
