col_energy_id,col_date,col_annee,col_mois,col_line_id,col_zone_id,col_mode,col_energie_kwh
ID_070,2024-08-10 00:00:00,3.95,6.25,ID_070,ID_070,RER,1.34
ID_071,2024-11-15 00:00:00,2.47,7.61,ID_071,ID_071,Bus RATP,5.0
ID_072,2024-04-08 00:00:00,3.65,1.4,ID_072,ID_072,TGV,8.41
ID_073,2024-07-22 00:00:00,4.85,1.77,ID_073,ID_073,Tramway,7.54
ID_074,2024-03-15 00:00:00,6.43,1.41,ID_074,ID_074,TER,6.81
ID_075,2024-07-26 00:00:00,6.75,6.37,ID_075,ID_075,RER,3.05
ID_076,2024-03-06 00:00:00,1.82,1.54,ID_076,ID_076,TER,4.76
ID_077,2024-02-08 00:00:00,4.88,1.9,ID_077,ID_077,RER,5.71
ID_078,2024-11-22 00:00:00,3.35,7.87,ID_078,ID_078,Transilien,6.7
ID_079,2024-03-20 00:00:00,5.95,7.61,ID_079,ID_079,TGV,8.36
ID_080,2024-05-29 00:00:00,8.79,5.98,ID_080,ID_080,TGV,8.76
ID_081,2024-07-17 00:00:00,6.09,3.78,ID_081,ID_081,Transilien,6.86
ID_082,2024-03-17 00:00:00,3.14,3.68,ID_082,ID_082,Transilien,5.4
ID_083,2024-03-20 00:00:00,4.88,5.6,ID_083,ID_083,Bus RATP,6.06
ID_084,2024-03-02 00:00:00,8.47,4.91,ID_084,ID_084,Métro,8.39
ID_085,2024-06-08 00:00:00,2.84,6.84,ID_085,ID_085,RER,2.98
ID_086,2024-05-01 00:00:00,3.57,8.56,ID_086,ID_086,TER,6.65
ID_087,2024-03-09 00:00:00,2.63,8.72,ID_087,ID_087,Transilien,7.4
ID_088,2024-03-23 00:00:00,4.76,2.76,ID_088,ID_088,Métro,4.54
ID_089,2024-11-05 00:00:00,7.73,1.86,ID_089,ID_089,Transilien,1.49
ID_090,2024-05-24 00:00:00,6.58,5.06,ID_090,ID_090,TER,7.01
ID_091,2024-06-09 00:00:00,4.08,4.6,ID_091,ID_091,Bus RATP,7.95
ID_092,2024-04-17 00:00:00,7.55,3.06,ID_092,ID_092,Tramway,3.99
ID_093,2024-05-07 00:00:00,4.9,4.85,ID_093,ID_093,Bus RATP,4.74
ID_094,2024-06-07 00:00:00,6.47,3.61,ID_094,ID_094,Transilien,2.87
ID_095,2024-05-14 00:00:00,2.81,6.56,ID_095,ID_095,Métro,6.72
ID_096,2024-08-07 00:00:00,2.08,5.13,ID_096,ID_096,Bus RATP,7.3
ID_097,2024-05-05 00:00:00,2.7,5.41,ID_097,ID_097,Tramway,7.4
ID_098,2024-11-03 00:00:00,4.62,6.27,ID_098,ID_098,TGV,8.18
ID_099,2024-01-29 00:00:00,4.95,1.66,ID_099,ID_099,Tramway,2.69
ID_000,2024-02-11 00:00:00,7.93,2.38,ID_000,ID_000,TGV,2.59
ID_001,2024-05-11 00:00:00,7.97,4.18,ID_001,ID_001,Bus RATP,7.03
ID_002,2024-10-05 00:00:00,6.47,6.24,ID_002,ID_002,Bus RATP,1.42
ID_003,2024-05-31 00:00:00,2.26,4.27,ID_003,ID_003,Bus RATP,2.96
ID_004,2024-07-16 00:00:00,3.41,3.94,ID_004,ID_004,TER,3.96
ID_005,2024-03-20 00:00:00,4.75,3.96,ID_005,ID_005,Bus RATP,2.31
ID_006,2024-12-14 00:00:00,8.16,5.01,ID_006,ID_006,RER,5.99
ID_007,2024-01-16 00:00:00,1.34,5.51,ID_007,ID_007,Transilien,6.1
ID_008,2024-08-03 00:00:00,3.66,6.13,ID_008,ID_008,TER,7.56
ID_009,2024-02-15 00:00:00,3.61,3.81,ID_009,ID_009,TER,4.9
ID_010,2024-04-20 00:00:00,4.24,7.05,ID_010,ID_010,Bus RATP,2.94
ID_011,2024-09-25 00:00:00,6.76,7.59,ID_011,ID_011,RER,8.33
ID_012,2024-11-08 00:00:00,6.38,5.55,ID_012,ID_012,Transilien,4.03
ID_013,2024-04-11 00:00:00,1.97,7.59,ID_013,ID_013,Transilien,8.62
ID_014,2024-04-29 00:00:00,2.13,6.97,ID_014,ID_014,TGV,8.36
ID_015,2024-03-16 00:00:00,3.06,7.84,ID_015,ID_015,TGV,6.21
ID_016,2024-09-03 00:00:00,7.67,3.7,ID_016,ID_016,TER,6.07
ID_017,2024-11-04 00:00:00,3.59,3.23,ID_017,ID_017,Transilien,1.22
ID_018,2024-11-07 00:00:00,3.03,7.93,ID_018,ID_018,Bus RATP,8.21
ID_019,2024-06-29 00:00:00,2.7,6.92,ID_019,ID_019,Tramway,8.4
ID_020,2024-09-26 00:00:00,1.78,7.32,ID_020,ID_020,Transilien,2.59
ID_021,2024-04-30 00:00:00,3.61,1.76,ID_021,ID_021,Tramway,1.5
ID_022,2024-04-30 00:00:00,7.06,8.57,ID_022,ID_022,Tramway,7.54
ID_023,2024-11-04 00:00:00,6.17,5.65,ID_023,ID_023,TGV,8.35
ID_024,2024-01-24 00:00:00,2.61,1.59,ID_024,ID_024,Métro,5.87
ID_025,2024-05-12 00:00:00,5.36,3.17,ID_025,ID_025,Métro,2.28
ID_026,2024-10-11 00:00:00,4.43,6.19,ID_026,ID_026,TGV,7.4
ID_027,2024-04-12 00:00:00,7.83,4.24,ID_027,ID_027,RER,6.37
ID_028,2024-11-07 00:00:00,7.63,7.51,ID_028,ID_028,RER,5.03
ID_029,2024-05-17 00:00:00,2.37,7.67,ID_029,ID_029,Tramway,5.61
ID_030,2024-08-18 00:00:00,4.72,8.03,ID_030,ID_030,Bus RATP,1.88
ID_031,2024-11-19 00:00:00,4.27,8.4,ID_031,ID_031,Bus RATP,1.94
ID_032,2024-06-13 00:00:00,1.75,5.08,ID_032,ID_032,Métro,3.16
ID_033,2024-06-20 00:00:00,2.82,4.3,ID_033,ID_033,Métro,7.45
ID_034,2024-06-05 00:00:00,4.55,3.46,ID_034,ID_034,TGV,6.15
ID_035,2024-05-21 00:00:00,6.49,7.22,ID_035,ID_035,Bus RATP,1.68
ID_036,2024-11-26 00:00:00,4.76,4.63,ID_036,ID_036,TER,4.87
ID_037,2024-01-01 00:00:00,7.23,5.27,ID_037,ID_037,TGV,5.08
ID_038,2024-01-15 00:00:00,6.55,8.63,ID_038,ID_038,Transilien,6.33
ID_039,2024-12-25 00:00:00,4.29,8.08,ID_039,ID_039,Bus RATP,3.14
ID_040,2024-07-01 00:00:00,3.52,4.72,ID_040,ID_040,Métro,1.54
ID_041,2024-10-07 00:00:00,2.99,4.08,ID_041,ID_041,Bus RATP,4.14
ID_042,2024-10-27 00:00:00,2.89,2.2,ID_042,ID_042,Bus RATP,3.43
ID_043,2024-11-28 00:00:00,6.42,7.77,ID_043,ID_043,Tramway,6.47
ID_044,2024-08-11 00:00:00,1.51,5.64,ID_044,ID_044,TGV,5.63
ID_045,2024-07-21 00:00:00,1.31,5.41,ID_045,ID_045,Métro,3.28
ID_046,2024-06-10 00:00:00,8.0,3.19,ID_046,ID_046,Métro,7.64
ID_047,2024-02-27 00:00:00,7.87,2.81,ID_047,ID_047,Bus RATP,6.77
ID_048,2024-07-13 00:00:00,3.3,2.91,ID_048,ID_048,TGV,2.98
ID_049,2024-12-23 00:00:00,5.02,2.61,ID_049,ID_049,Métro,6.51
ID_050,2024-03-02 00:00:00,3.22,5.37,ID_050,ID_050,Tramway,7.74
ID_051,2024-12-11 00:00:00,8.59,8.03,ID_051,ID_051,TER,3.49
ID_052,2024-03-26 00:00:00,5.65,3.21,ID_052,ID_052,Bus RATP,5.64
ID_053,2024-06-14 00:00:00,1.41,8.71,ID_053,ID_053,Transilien,5.76
ID_054,2024-03-28 00:00:00,7.62,1.74,ID_054,ID_054,Tramway,3.08
ID_055,2024-06-27 00:00:00,7.12,5.01,ID_055,ID_055,Tramway,5.46
ID_056,2024-10-27 00:00:00,3.48,7.91,ID_056,ID_056,Métro,5.74
ID_057,2024-11-25 00:00:00,1.81,4.15,ID_057,ID_057,Transilien,4.64
ID_058,2024-07-26 00:00:00,8.7,3.18,ID_058,ID_058,Transilien,2.94
ID_059,2024-07-31 00:00:00,6.63,5.04,ID_059,ID_059,TGV,4.44
ID_060,2024-01-06 00:00:00,4.38,6.94,ID_060,ID_060,TER,4.46
ID_061,2024-04-22 00:00:00,6.56,1.65,ID_061,ID_061,Transilien,6.3
ID_062,2024-08-03 00:00:00,2.97,2.31,ID_062,ID_062,TER,5.12
ID_063,2024-06-10 00:00:00,7.71,3.98,ID_063,ID_063,Métro,6.98
ID_064,2024-08-14 00:00:00,8.75,4.69,ID_064,ID_064,Bus RATP,5.56
ID_065,2024-01-14 00:00:00,2.1,2.23,ID_065,ID_065,TER,1.83
ID_066,2024-12-26 00:00:00,5.15,7.22,ID_066,ID_066,Bus RATP,4.43
ID_067,2024-08-13 00:00:00,4.89,7.17,ID_067,ID_067,TER,7.71
ID_068,2024-10-30 00:00:00,1.51,4.89,ID_068,ID_068,TER,6.7
ID_069,2024-08-26 00:00:00,3.23,3.4,ID_069,ID_069,TGV,7.07
ID_070,2024-09-02 00:00:00,3.91,1.23,ID_070,ID_070,Tramway,3.41
ID_071,2024-09-22 00:00:00,5.06,7.05,ID_071,ID_071,RER,2.1
ID_072,2024-07-29 00:00:00,5.69,8.11,ID_072,ID_072,TGV,5.54
ID_073,2024-03-25 00:00:00,5.43,6.56,ID_073,ID_073,Transilien,3.36
ID_074,2024-08-24 00:00:00,7.35,6.4,ID_074,ID_074,TER,8.79
ID_075,2024-01-29 00:00:00,1.86,4.19,ID_075,ID_075,TGV,3.92
ID_076,2024-03-21 00:00:00,4.57,7.66,ID_076,ID_076,Bus RATP,5.42
ID_077,2024-02-21 00:00:00,2.38,3.5,ID_077,ID_077,TGV,1.28
ID_078,2024-01-30 00:00:00,6.39,5.91,ID_078,ID_078,TGV,7.82
ID_079,2024-03-09 00:00:00,1.42,6.98,ID_079,ID_079,RER,5.32
ID_080,2024-10-03 00:00:00,8.57,6.99,ID_080,ID_080,Métro,8.67
ID_081,2024-07-15 00:00:00,7.34,3.68,ID_081,ID_081,Transilien,1.57
ID_082,2024-11-21 00:00:00,8.71,5.82,ID_082,ID_082,Bus RATP,1.82
ID_083,2024-02-21 00:00:00,8.41,7.81,ID_083,ID_083,Transilien,8.8
ID_084,2024-03-13 00:00:00,8.69,1.42,ID_084,ID_084,Métro,1.99
ID_085,2024-10-15 00:00:00,1.54,2.04,ID_085,ID_085,Bus RATP,4.36
ID_086,2024-10-06 00:00:00,1.92,8.45,ID_086,ID_086,Bus RATP,4.38
ID_087,2024-06-26 00:00:00,3.98,3.11,ID_087,ID_087,TGV,1.35
ID_088,2024-10-08 00:00:00,8.31,4.99,ID_088,ID_088,Transilien,7.43
ID_089,2024-03-14 00:00:00,4.14,3.82,ID_089,ID_089,Métro,8.28
ID_090,2024-04-02 00:00:00,4.0,8.61,ID_090,ID_090,Bus RATP,5.04
ID_091,2024-07-16 00:00:00,6.76,6.88,ID_091,ID_091,Transilien,2.4
ID_092,2024-04-30 00:00:00,7.09,5.6,ID_092,ID_092,TER,6.69
ID_093,2024-08-25 00:00:00,7.07,6.69,ID_093,ID_093,Bus RATP,2.27
ID_094,2024-01-23 00:00:00,4.25,6.26,ID_094,ID_094,TER,7.05
ID_095,2024-09-11 00:00:00,4.12,2.0,ID_095,ID_095,Métro,2.81
ID_096,2024-11-19 00:00:00,6.0,3.33,ID_096,ID_096,Bus RATP,8.33
ID_097,2024-04-24 00:00:00,8.59,5.51,ID_097,ID_097,Tramway,1.56
ID_098,2024-07-04 00:00:00,4.92,3.36,ID_098,ID_098,TGV,8.1
ID_099,2024-03-08 00:00:00,1.65,4.89,ID_099,ID_099,Métro,7.56
ID_000,2024-08-02 00:00:00,2.07,1.23,ID_000,ID_000,Tramway,2.3
ID_001,2024-10-21 00:00:00,2.68,3.45,ID_001,ID_001,TER,4.01
ID_002,2024-01-15 00:00:00,2.12,6.88,ID_002,ID_002,TGV,7.65
ID_003,2024-03-01 00:00:00,8.56,4.42,ID_003,ID_003,Transilien,8.11
ID_004,2024-01-15 00:00:00,8.21,7.47,ID_004,ID_004,RER,8.53
ID_005,2024-10-20 00:00:00,3.31,5.05,ID_005,ID_005,RER,6.66
ID_006,2024-12-09 00:00:00,8.47,1.39,ID_006,ID_006,Transilien,2.63
ID_007,2024-10-14 00:00:00,1.46,1.63,ID_007,ID_007,Métro,7.49
ID_008,2024-09-23 00:00:00,7.94,4.21,ID_008,ID_008,RER,2.17
ID_009,2024-06-08 00:00:00,7.69,1.8,ID_009,ID_009,TGV,3.16
ID_010,2024-12-18 00:00:00,6.77,6.58,ID_010,ID_010,Tramway,4.21
ID_011,2024-09-23 00:00:00,5.74,4.1,ID_011,ID_011,Métro,1.87
ID_012,2024-10-30 00:00:00,7.87,3.74,ID_012,ID_012,Métro,4.47
ID_013,2024-09-12 00:00:00,3.4,4.06,ID_013,ID_013,TGV,3.05
ID_014,2024-01-07 00:00:00,2.77,4.06,ID_014,ID_014,Tramway,2.21
ID_015,2024-07-21 00:00:00,7.38,4.03,ID_015,ID_015,Tramway,2.51
ID_016,2024-12-23 00:00:00,1.79,5.16,ID_016,ID_016,Métro,8.55
ID_017,2024-10-09 00:00:00,5.56,5.04,ID_017,ID_017,RER,6.22
ID_018,2024-03-09 00:00:00,7.0,4.8,ID_018,ID_018,RER,8.79
ID_019,2024-06-17 00:00:00,3.37,7.78,ID_019,ID_019,Transilien,7.69
ID_020,2024-07-22 00:00:00,1.3,3.61,ID_020,ID_020,TER,8.61
ID_021,2024-12-06 00:00:00,4.22,7.52,ID_021,ID_021,RER,3.56
ID_022,2024-11-24 00:00:00,2.56,8.64,ID_022,ID_022,Transilien,6.44
ID_023,2024-03-23 00:00:00,5.14,4.87,ID_023,ID_023,Bus RATP,3.54
ID_024,2024-03-21 00:00:00,2.34,1.25,ID_024,ID_024,TER,6.99
ID_025,2024-04-25 00:00:00,2.14,3.57,ID_025,ID_025,Métro,7.39
ID_026,2024-01-18 00:00:00,8.73,6.86,ID_026,ID_026,Métro,5.12
ID_027,2024-04-26 00:00:00,4.26,2.69,ID_027,ID_027,TER,2.73
ID_028,2024-06-06 00:00:00,5.11,5.88,ID_028,ID_028,Transilien,3.66
ID_029,2024-06-10 00:00:00,1.98,2.39,ID_029,ID_029,Bus RATP,6.41
ID_030,2024-05-26 00:00:00,5.0,8.05,ID_030,ID_030,Métro,4.86
ID_031,2024-08-08 00:00:00,3.76,2.32,ID_031,ID_031,RER,3.18
ID_032,2024-02-11 00:00:00,3.14,7.55,ID_032,ID_032,TER,3.56
ID_033,2024-01-10 00:00:00,3.43,7.81,ID_033,ID_033,Transilien,6.18
ID_034,2024-06-09 00:00:00,5.21,7.86,ID_034,ID_034,Métro,4.39
ID_035,2024-05-28 00:00:00,5.31,2.05,ID_035,ID_035,Transilien,8.09
ID_036,2024-12-08 00:00:00,1.57,2.44,ID_036,ID_036,Tramway,8.33
ID_037,2024-12-14 00:00:00,8.57,4.61,ID_037,ID_037,Tramway,7.71
ID_038,2024-04-16 00:00:00,2.85,6.0,ID_038,ID_038,Bus RATP,4.86
ID_039,2024-10-29 00:00:00,3.57,2.56,ID_039,ID_039,TER,6.08
ID_040,2024-05-14 00:00:00,8.15,8.21,ID_040,ID_040,RER,4.63
ID_041,2024-05-05 00:00:00,7.16,5.48,ID_041,ID_041,Bus RATP,7.22
ID_042,2024-12-18 00:00:00,5.58,7.32,ID_042,ID_042,TGV,5.55
ID_043,2024-03-24 00:00:00,5.1,8.6,ID_043,ID_043,Métro,5.46
ID_044,2024-12-01 00:00:00,2.84,4.64,ID_044,ID_044,TGV,4.17
ID_045,2024-04-05 00:00:00,1.84,7.98,ID_045,ID_045,TER,2.87
ID_046,2024-02-17 00:00:00,2.34,2.54,ID_046,ID_046,RER,6.43
ID_047,2024-07-08 00:00:00,2.7,5.36,ID_047,ID_047,RER,1.37
ID_048,2024-03-23 00:00:00,5.07,4.02,ID_048,ID_048,RER,1.23
ID_049,2024-08-13 00:00:00,5.42,8.45,ID_049,ID_049,Tramway,3.53
ID_050,2024-06-05 00:00:00,6.81,2.66,ID_050,ID_050,TGV,3.17
ID_051,2024-11-15 00:00:00,5.28,5.73,ID_051,ID_051,TGV,4.74
ID_052,2024-11-23 00:00:00,7.3,4.68,ID_052,ID_052,RER,5.27
ID_053,2024-09-10 00:00:00,6.75,8.11,ID_053,ID_053,TGV,6.61
ID_054,2024-01-03 00:00:00,5.55,8.23,ID_054,ID_054,Transilien,8.75
ID_055,2024-11-03 00:00:00,6.74,7.79,ID_055,ID_055,TER,6.63
ID_056,2024-10-24 00:00:00,3.72,6.47,ID_056,ID_056,Métro,2.62
ID_057,2024-09-16 00:00:00,3.49,7.09,ID_057,ID_057,TER,2.79
ID_058,2024-07-23 00:00:00,6.06,3.97,ID_058,ID_058,Métro,3.47
ID_059,2024-12-18 00:00:00,3.23,6.38,ID_059,ID_059,Bus RATP,7.91
ID_060,2024-12-01 00:00:00,6.81,5.89,ID_060,ID_060,TGV,7.1
ID_061,2024-04-13 00:00:00,6.86,8.6,ID_061,ID_061,Métro,6.26
ID_062,2024-06-28 00:00:00,5.53,5.34,ID_062,ID_062,Métro,3.95
ID_063,2024-02-25 00:00:00,5.73,5.79,ID_063,ID_063,TER,6.38
ID_064,2024-05-22 00:00:00,1.42,3.94,ID_064,ID_064,TGV,6.64
ID_065,2024-03-30 00:00:00,1.22,6.98,ID_065,ID_065,TGV,3.3
ID_066,2024-10-19 00:00:00,6.76,1.65,ID_066,ID_066,Métro,3.88
ID_067,2024-04-10 00:00:00,2.64,6.72,ID_067,ID_067,Métro,5.59
ID_068,2024-01-07 00:00:00,4.22,8.27,ID_068,ID_068,RER,1.87
ID_069,2024-04-05 00:00:00,8.18,8.16,ID_069,ID_069,RER,6.47
ID_070,2024-07-03 00:00:00,2.07,4.4,ID_070,ID_070,Bus RATP,4.83
ID_071,2024-01-27 00:00:00,4.54,7.43,ID_071,ID_071,TGV,5.47
ID_072,2024-04-20 00:00:00,2.82,8.38,ID_072,ID_072,RER,8.62
ID_073,2024-04-30 00:00:00,7.8,1.8,ID_073,ID_073,Métro,1.72
ID_074,2024-06-18 00:00:00,8.14,3.07,ID_074,ID_074,Transilien,4.33
ID_075,2024-04-29 00:00:00,7.49,2.59,ID_075,ID_075,RER,3.5
ID_076,2024-11-10 00:00:00,5.28,7.03,ID_076,ID_076,TER,6.87
ID_077,2024-11-30 00:00:00,5.81,5.34,ID_077,ID_077,TER,1.28
ID_078,2024-11-23 00:00:00,4.69,7.08,ID_078,ID_078,Transilien,7.64
ID_079,2024-07-27 00:00:00,7.47,3.88,ID_079,ID_079,RER,2.07
ID_080,2024-10-18 00:00:00,6.02,7.79,ID_080,ID_080,Bus RATP,7.81
ID_081,2024-10-13 00:00:00,7.91,1.79,ID_081,ID_081,TGV,4.12
ID_082,2024-07-29 00:00:00,8.31,5.19,ID_082,ID_082,Transilien,3.2
ID_083,2024-07-10 00:00:00,4.26,8.5,ID_083,ID_083,Bus RATP,3.29
ID_084,2024-12-21 00:00:00,1.4,6.57,ID_084,ID_084,Bus RATP,4.24
ID_085,2024-10-26 00:00:00,7.3,6.55,ID_085,ID_085,Transilien,1.35
ID_086,2024-01-16 00:00:00,6.84,7.98,ID_086,ID_086,RER,5.59
ID_087,2024-08-19 00:00:00,7.31,1.86,ID_087,ID_087,RER,4.01
ID_088,2024-06-18 00:00:00,8.6,7.44,ID_088,ID_088,RER,6.87
ID_089,2024-03-28 00:00:00,6.36,3.73,ID_089,ID_089,Métro,3.96
ID_090,2024-09-03 00:00:00,3.53,7.61,ID_090,ID_090,Bus RATP,4.79
ID_091,2024-11-22 00:00:00,4.5,6.58,ID_091,ID_091,RER,8.2
ID_092,2024-03-09 00:00:00,4.55,8.38,ID_092,ID_092,Métro,4.56
ID_093,2024-04-07 00:00:00,1.73,5.34,ID_093,ID_093,RER,8.01
ID_094,2024-12-08 00:00:00,7.16,2.3,ID_094,ID_094,RER,6.17
ID_095,2024-12-05 00:00:00,6.99,1.43,ID_095,ID_095,TGV,4.62
ID_096,2024-07-30 00:00:00,5.19,4.56,ID_096,ID_096,Bus RATP,3.58
ID_097,2024-08-11 00:00:00,3.33,2.59,ID_097,ID_097,Bus RATP,3.11
ID_098,2024-12-15 00:00:00,4.5,5.74,ID_098,ID_098,TGV,3.22
ID_099,2024-04-18 00:00:00,2.72,7.83,ID_099,ID_099,TER,6.12
ID_000,2024-05-10 00:00:00,6.0,1.5,ID_000,ID_000,TGV,4.48
ID_001,2024-01-23 00:00:00,2.64,2.18,ID_001,ID_001,RER,5.39
ID_002,2024-05-02 00:00:00,7.78,7.34,ID_002,ID_002,Tramway,2.87
ID_003,2024-10-28 00:00:00,1.49,6.91,ID_003,ID_003,RER,7.0
ID_004,2024-12-24 00:00:00,1.98,1.33,ID_004,ID_004,RER,8.03
ID_005,2024-08-07 00:00:00,7.82,7.63,ID_005,ID_005,Transilien,5.51
ID_006,2024-10-10 00:00:00,5.58,3.62,ID_006,ID_006,RER,7.99
ID_007,2024-03-04 00:00:00,5.92,3.74,ID_007,ID_007,Tramway,2.72
ID_008,2024-05-09 00:00:00,3.17,8.65,ID_008,ID_008,Bus RATP,8.42
ID_009,2024-10-09 00:00:00,4.93,7.39,ID_009,ID_009,RER,3.71
ID_010,2024-05-31 00:00:00,7.68,5.2,ID_010,ID_010,Tramway,5.73
ID_011,2024-12-19 00:00:00,4.01,5.29,ID_011,ID_011,Bus RATP,3.27
ID_012,2024-03-08 00:00:00,4.97,4.13,ID_012,ID_012,Transilien,4.87
ID_013,2024-12-14 00:00:00,2.89,6.54,ID_013,ID_013,Tramway,2.2
ID_014,2024-05-13 00:00:00,3.13,6.92,ID_014,ID_014,RER,2.59
ID_015,2024-01-05 00:00:00,3.69,7.66,ID_015,ID_015,Tramway,4.93
ID_016,2024-11-30 00:00:00,8.32,2.36,ID_016,ID_016,Transilien,3.64
ID_017,2024-08-20 00:00:00,2.64,6.49,ID_017,ID_017,TGV,6.61
ID_018,2024-02-08 00:00:00,1.4,1.44,ID_018,ID_018,Métro,5.1
ID_019,2024-03-16 00:00:00,3.63,3.4,ID_019,ID_019,TER,7.05
ID_020,2024-01-23 00:00:00,8.06,1.46,ID_020,ID_020,RER,5.7
ID_021,2024-04-22 00:00:00,7.78,3.41,ID_021,ID_021,Métro,1.59
ID_022,2024-08-19 00:00:00,1.52,6.45,ID_022,ID_022,TER,3.21
ID_023,2024-05-04 00:00:00,1.53,5.37,ID_023,ID_023,Transilien,7.75
ID_024,2024-10-19 00:00:00,6.19,4.8,ID_024,ID_024,Métro,2.83
ID_025,2024-12-21 00:00:00,4.33,6.37,ID_025,ID_025,Bus RATP,1.38
ID_026,2024-02-26 00:00:00,3.23,3.24,ID_026,ID_026,Transilien,7.28
ID_027,2024-08-26 00:00:00,2.63,1.28,ID_027,ID_027,TER,6.55
ID_028,2024-10-22 00:00:00,5.84,5.21,ID_028,ID_028,Bus RATP,5.98
ID_029,2024-04-30 00:00:00,7.84,5.26,ID_029,ID_029,TGV,4.41
ID_030,2024-01-31 00:00:00,6.08,1.94,ID_030,ID_030,Tramway,5.64
ID_031,2024-01-03 00:00:00,3.37,8.62,ID_031,ID_031,Tramway,3.3
ID_032,2024-03-22 00:00:00,3.04,8.65,ID_032,ID_032,TGV,7.37
ID_033,2024-07-06 00:00:00,7.84,3.55,ID_033,ID_033,RER,5.53
ID_034,2024-05-21 00:00:00,7.45,3.86,ID_034,ID_034,Tramway,4.05
ID_035,2024-01-29 00:00:00,4.49,6.46,ID_035,ID_035,Bus RATP,1.46
ID_036,2024-06-12 00:00:00,6.71,5.29,ID_036,ID_036,TER,5.48
ID_037,2024-07-09 00:00:00,1.65,3.23,ID_037,ID_037,RER,7.2
ID_038,2024-03-10 00:00:00,7.83,6.02,ID_038,ID_038,Bus RATP,1.7
ID_039,2024-02-08 00:00:00,7.53,4.0,ID_039,ID_039,TGV,3.29
ID_040,2024-02-11 00:00:00,8.37,3.94,ID_040,ID_040,TGV,7.7
ID_041,2024-04-07 00:00:00,7.71,1.83,ID_041,ID_041,TGV,7.43
ID_042,2024-03-30 00:00:00,7.78,8.2,ID_042,ID_042,RER,7.85
ID_043,2024-05-30 00:00:00,3.34,2.67,ID_043,ID_043,TER,5.95
ID_044,2024-12-15 00:00:00,5.6,3.79,ID_044,ID_044,Transilien,8.16
ID_045,2024-05-25 00:00:00,5.71,2.38,ID_045,ID_045,Métro,8.18
ID_046,2024-01-17 00:00:00,1.34,2.62,ID_046,ID_046,Transilien,4.93
ID_047,2024-01-10 00:00:00,8.11,3.31,ID_047,ID_047,RER,4.8
ID_048,2024-07-20 00:00:00,8.54,7.3,ID_048,ID_048,Bus RATP,4.17
ID_049,2024-06-28 00:00:00,1.44,6.5,ID_049,ID_049,TGV,7.85
ID_050,2024-03-14 00:00:00,8.13,6.14,ID_050,ID_050,Bus RATP,3.81
ID_051,2024-07-29 00:00:00,8.45,7.2,ID_051,ID_051,RER,5.43
ID_052,2024-08-13 00:00:00,8.32,6.46,ID_052,ID_052,Tramway,7.55
ID_053,2024-04-02 00:00:00,8.51,7.42,ID_053,ID_053,Tramway,6.86
ID_054,2024-08-16 00:00:00,4.34,8.71,ID_054,ID_054,Bus RATP,6.6
ID_055,2024-12-05 00:00:00,4.02,3.92,ID_055,ID_055,Transilien,7.75
ID_056,2024-12-13 00:00:00,4.3,8.21,ID_056,ID_056,Métro,3.85
ID_057,2024-11-06 00:00:00,6.35,8.47,ID_057,ID_057,TGV,5.34
ID_058,2024-02-25 00:00:00,4.78,5.27,ID_058,ID_058,TGV,5.89
ID_059,2024-06-13 00:00:00,2.56,8.68,ID_059,ID_059,Transilien,3.29
ID_060,2024-03-29 00:00:00,8.05,6.67,ID_060,ID_060,RER,2.69
ID_061,2024-01-24 00:00:00,8.75,2.85,ID_061,ID_061,Tramway,1.32
ID_062,2024-10-19 00:00:00,8.14,3.61,ID_062,ID_062,RER,5.26
ID_063,2024-02-05 00:00:00,5.02,5.83,ID_063,ID_063,TER,6.44
ID_064,2024-04-06 00:00:00,4.87,5.34,ID_064,ID_064,TGV,8.76
ID_065,2024-09-21 00:00:00,7.93,1.6,ID_065,ID_065,TGV,1.87
ID_066,2024-09-11 00:00:00,6.31,3.94,ID_066,ID_066,TER,6.58
ID_067,2024-04-23 00:00:00,4.77,2.39,ID_067,ID_067,Transilien,4.31
ID_068,2024-01-15 00:00:00,7.53,6.35,ID_068,ID_068,TER,8.76
ID_069,2024-02-04 00:00:00,3.66,7.9,ID_069,ID_069,Métro,2.38
ID_070,2024-04-17 00:00:00,2.4,6.63,ID_070,ID_070,Métro,4.08
ID_071,2024-01-24 00:00:00,5.5,2.78,ID_071,ID_071,RER,2.04
ID_072,2024-09-12 00:00:00,7.17,1.78,ID_072,ID_072,Métro,3.6
ID_073,2024-07-10 00:00:00,6.2,6.72,ID_073,ID_073,TGV,5.05
ID_074,2024-01-01 00:00:00,5.63,5.21,ID_074,ID_074,Métro,7.7
ID_075,2024-09-17 00:00:00,1.79,3.35,ID_075,ID_075,RER,5.24
ID_076,2024-02-01 00:00:00,1.93,5.51,ID_076,ID_076,Métro,3.02
ID_077,2024-08-12 00:00:00,3.1,8.33,ID_077,ID_077,TER,1.82
ID_078,2024-03-10 00:00:00,5.43,7.49,ID_078,ID_078,Bus RATP,4.57
ID_079,2024-05-03 00:00:00,3.29,2.46,ID_079,ID_079,Tramway,6.65
ID_080,2024-06-13 00:00:00,6.53,1.86,ID_080,ID_080,Métro,4.69
ID_081,2024-10-28 00:00:00,8.23,7.81,ID_081,ID_081,RER,6.61
ID_082,2024-07-20 00:00:00,6.57,3.46,ID_082,ID_082,Bus RATP,7.46
