col_price_id,col_region,col_periode_mois,col_annee,col_mois,col_fuel_type,col_prix_unitaire,col_devise
ID_057,Provence-Alpes-Côte d'Azur,2.57,3.6,5.89,6.43,1.764,8.14
ID_058,Grand Est,6.63,4.79,2.32,3.41,1.962,7.8
ID_059,Normandie,4.66,8.52,3.39,4.54,1.939,5.33
ID_060,Hauts-de-France,4.33,2.35,4.65,8.79,1.814,7.2
ID_061,Île-de-France,6.76,6.62,8.39,5.92,1.894,1.49
ID_062,Occitanie,7.89,5.61,7.44,7.23,1.715,1.91
ID_063,Île-de-France,8.27,8.12,8.55,3.07,1.713,6.44
ID_064,Île-de-France,2.82,5.42,8.24,3.04,1.826,8.37
ID_065,Auvergne-Rhône-Alpes,5.61,7.47,6.53,4.54,1.793,5.55
ID_066,Occitanie,1.43,4.34,8.71,5.41,1.716,6.16
ID_067,Normandie,1.88,5.1,1.44,7.64,1.846,5.04
ID_068,Bretagne,6.93,5.46,7.05,3.02,1.946,6.19
ID_069,Normandie,5.87,3.78,6.62,4.54,1.969,6.63
ID_070,Île-de-France,6.05,5.52,7.86,7.76,1.748,4.79
ID_071,Provence-Alpes-Côte d'Azur,3.1,5.34,5.55,2.73,1.913,4.7
ID_072,Grand Est,5.43,3.8,4.76,6.93,1.821,6.63
ID_073,Nouvelle-Aquitaine,7.43,8.05,1.76,4.95,1.902,6.22
ID_074,Normandie,2.09,4.54,4.32,3.04,1.906,6.93
ID_075,Île-de-France,1.64,8.43,6.96,7.67,1.776,7.92
ID_076,Pays de la Loire,8.77,3.4,4.01,3.39,1.804,4.72
ID_077,Nouvelle-Aquitaine,2.09,6.82,2.68,6.81,1.906,4.04
ID_078,Nouvelle-Aquitaine,7.67,3.34,6.39,6.31,1.807,6.39
ID_079,Île-de-France,4.78,6.42,1.27,4.76,1.681,4.11
ID_080,Provence-Alpes-Côte d'Azur,5.26,3.08,5.26,8.67,1.721,2.29
ID_081,Pays de la Loire,2.19,8.04,7.33,8.35,1.829,5.2
ID_082,Île-de-France,2.13,3.59,7.57,8.37,1.715,5.95
ID_083,Normandie,8.4,6.01,2.79,1.22,1.692,3.33
ID_084,Hauts-de-France,2.48,8.0,2.83,6.94,1.815,4.21
ID_085,Provence-Alpes-Côte d'Azur,4.01,5.08,1.8,3.0,1.974,4.97
ID_086,Pays de la Loire,4.49,3.49,5.58,3.96,1.831,1.25
ID_087,Normandie,1.76,2.69,2.99,2.2,1.697,7.98
ID_088,Hauts-de-France,2.63,7.57,2.72,5.73,1.78,2.89
ID_089,Grand Est,7.8,7.49,2.61,6.79,1.706,3.48
ID_090,Provence-Alpes-Côte d'Azur,3.68,7.24,3.53,7.54,1.938,3.43
ID_091,Bretagne,2.7,8.31,7.47,3.42,1.777,6.55
ID_092,Normandie,3.03,2.31,8.47,4.32,1.977,5.31
ID_093,Bretagne,1.6,5.34,8.62,3.83,1.846,3.16
ID_094,Grand Est,5.12,6.42,1.93,5.86,1.79,4.11
ID_095,Bretagne,4.9,2.64,1.65,8.72,1.857,4.32
ID_096,Occitanie,8.73,6.09,5.57,7.13,1.808,5.8
ID_097,Pays de la Loire,8.72,2.8,1.87,1.31,1.864,5.86
ID_098,Bretagne,1.47,3.4,5.19,6.2,1.877,6.08
ID_099,Hauts-de-France,4.45,5.97,4.25,4.77,1.77,4.94
ID_000,Normandie,5.83,6.22,8.78,7.21,1.871,6.46
ID_001,Bretagne,6.33,2.4,2.1,3.89,1.969,5.6
ID_002,Île-de-France,8.43,5.28,4.79,8.51,1.721,3.44
ID_003,Pays de la Loire,2.17,2.8,3.33,6.46,1.877,2.45
ID_004,Occitanie,8.04,4.29,4.27,2.0,1.959,3.57
ID_005,Bretagne,2.97,6.27,3.85,6.16,1.85,4.12
ID_006,Bretagne,3.51,7.65,7.72,1.63,1.836,5.7
ID_007,Île-de-France,5.18,5.11,7.58,3.29,1.974,6.43
ID_008,Pays de la Loire,7.66,3.66,4.17,6.65,1.734,4.32
ID_009,Provence-Alpes-Côte d'Azur,8.51,2.14,2.48,6.25,1.809,4.05
ID_010,Auvergne-Rhône-Alpes,8.11,3.1,2.47,8.42,1.804,5.57
ID_011,Île-de-France,3.04,8.15,5.23,6.46,1.946,2.14
ID_012,Nouvelle-Aquitaine,1.67,4.46,1.42,3.35,1.895,7.86
ID_013,Île-de-France,7.13,4.78,1.3,5.58,1.776,3.04
ID_014,Grand Est,5.32,7.67,4.03,6.83,1.78,1.33
ID_015,Nouvelle-Aquitaine,4.85,7.75,2.42,2.49,1.843,1.66
ID_016,Hauts-de-France,5.0,3.42,4.28,1.96,1.986,8.42
ID_017,Pays de la Loire,6.7,2.31,2.04,7.86,1.833,7.82
ID_018,Bretagne,8.0,5.11,2.98,4.34,1.869,5.15
ID_019,Occitanie,4.28,2.5,2.51,3.89,1.779,3.81
ID_020,Nouvelle-Aquitaine,2.6,2.82,5.95,1.9,1.84,1.23
ID_021,Normandie,3.77,1.66,6.33,2.17,1.714,1.93
ID_022,Grand Est,4.27,2.97,3.56,5.36,1.749,1.47
ID_023,Grand Est,4.97,6.21,2.87,5.04,1.852,3.49
ID_024,Provence-Alpes-Côte d'Azur,5.86,2.6,2.1,7.01,1.888,1.56
ID_025,Auvergne-Rhône-Alpes,6.82,2.35,7.54,7.5,1.963,4.09
ID_026,Hauts-de-France,3.96,2.26,4.91,1.86,1.864,3.47
ID_027,Nouvelle-Aquitaine,3.04,4.41,2.53,3.36,1.693,1.32
ID_028,Nouvelle-Aquitaine,7.75,4.57,7.96,7.05,1.817,4.66
ID_029,Bretagne,1.7,7.77,2.57,1.33,1.966,3.24
ID_030,Île-de-France,5.74,2.2,5.04,1.24,1.811,3.02
ID_031,Normandie,7.8,3.69,5.51,6.48,1.985,8.47
ID_032,Occitanie,7.27,8.09,6.09,1.95,1.969,6.37
ID_033,Bretagne,8.59,5.86,2.13,1.93,1.752,5.71
ID_034,Pays de la Loire,6.36,2.48,6.98,8.1,1.738,3.4
ID_035,Hauts-de-France,6.73,5.5,4.9,4.06,1.856,5.52
ID_036,Provence-Alpes-Côte d'Azur,6.64,4.75,1.51,3.52,1.71,5.44
ID_037,Occitanie,6.63,8.09,4.15,4.65,1.837,3.87
ID_038,Auvergne-Rhône-Alpes,1.72,3.89,2.94,8.52,1.982,4.8
ID_039,Auvergne-Rhône-Alpes,5.65,7.27,7.06,3.18,1.946,6.39
ID_040,Pays de la Loire,4.07,7.79,5.46,5.51,1.778,7.29
ID_041,Grand Est,2.71,4.39,6.15,5.56,1.96,6.87
ID_042,Hauts-de-France,6.65,4.55,8.08,5.61,1.866,6.38
ID_043,Auvergne-Rhône-Alpes,5.29,7.4,8.23,4.1,1.706,5.87
ID_044,Île-de-France,2.33,7.25,3.74,4.88,1.725,4.47
ID_045,Pays de la Loire,7.42,3.46,2.79,2.99,1.863,6.26
ID_046,Pays de la Loire,3.07,7.81,3.3,7.12,1.803,2.35
ID_047,Occitanie,2.96,4.27,4.34,1.79,1.931,5.47
ID_048,Bretagne,1.81,3.74,6.11,4.85,1.874,6.29
ID_049,Île-de-France,6.27,7.63,8.17,5.04,1.709,1.39
ID_050,Provence-Alpes-Côte d'Azur,3.9,6.95,2.61,1.23,1.819,1.29
ID_051,Occitanie,1.28,5.36,3.05,3.03,1.927,5.17
ID_052,Occitanie,2.98,4.5,4.21,3.78,1.885,2.52
ID_053,Nouvelle-Aquitaine,3.64,2.62,3.36,8.11,1.712,7.86
ID_054,Normandie,6.23,1.24,7.49,3.91,1.988,7.13
ID_055,Grand Est,2.54,8.13,7.18,6.02,1.792,5.97
ID_056,Hauts-de-France,5.48,6.63,2.55,5.35,1.923,7.19
ID_057,Bretagne,8.21,3.21,2.56,6.74,1.788,3.3
ID_058,Pays de la Loire,5.4,6.24,7.95,2.28,1.888,2.16
ID_059,Provence-Alpes-Côte d'Azur,4.57,6.08,7.81,4.89,1.976,2.89
ID_060,Occitanie,5.41,8.66,5.91,7.77,1.688,6.5
ID_061,Hauts-de-France,4.73,4.18,8.07,5.82,1.886,2.93
ID_062,Occitanie,6.09,4.92,2.23,7.9,1.928,4.17
ID_063,Hauts-de-France,6.96,5.06,6.03,6.43,1.767,7.06
ID_064,Île-de-France,7.46,7.37,4.94,6.28,1.937,2.98
ID_065,Nouvelle-Aquitaine,2.59,3.15,5.23,3.7,1.7,3.09
ID_066,Normandie,6.01,8.72,3.1,7.1,1.818,3.62
ID_067,Normandie,7.8,6.5,8.61,7.07,1.898,6.45
ID_068,Pays de la Loire,8.21,5.4,1.24,1.8,1.882,2.77
ID_069,Grand Est,3.13,8.42,8.37,7.16,1.744,5.62
ID_070,Normandie,8.63,8.42,4.92,1.31,1.871,5.87
ID_071,Île-de-France,7.16,1.75,6.89,7.95,1.809,5.73
ID_072,Nouvelle-Aquitaine,2.3,8.04,6.07,6.63,1.974,2.97
ID_073,Normandie,8.29,4.15,1.28,3.07,1.984,2.9
ID_074,Provence-Alpes-Côte d'Azur,4.92,6.98,6.52,6.54,1.883,3.15
ID_075,Grand Est,8.77,4.88,2.9,1.69,1.915,7.62
ID_076,Nouvelle-Aquitaine,7.0,6.1,2.11,5.13,1.781,1.26
ID_077,Bretagne,3.48,8.79,3.54,2.27,1.694,1.36
ID_078,Occitanie,4.57,8.54,1.3,8.48,1.771,6.86
ID_079,Grand Est,8.67,5.05,3.49,3.11,1.797,2.66
ID_080,Grand Est,6.21,6.85,6.87,8.35,1.876,3.19
ID_081,Provence-Alpes-Côte d'Azur,7.83,6.97,5.11,3.27,1.803,7.77
ID_082,Bretagne,3.63,7.12,4.74,4.57,1.933,8.14
ID_083,Nouvelle-Aquitaine,2.54,2.04,4.47,6.45,1.857,8.16
ID_084,Nouvelle-Aquitaine,3.34,5.75,2.97,7.89,1.96,2.31
ID_085,Île-de-France,3.59,4.75,8.18,6.95,1.962,8.15
ID_086,Grand Est,4.56,7.35,6.97,8.53,1.754,1.84
ID_087,Auvergne-Rhône-Alpes,6.4,2.78,6.4,5.33,1.764,5.65
ID_088,Normandie,2.79,4.76,8.18,1.59,1.781,2.73
ID_089,Occitanie,1.43,4.41,2.59,1.77,1.783,2.58
ID_090,Bretagne,4.82,5.37,8.5,2.74,1.879,2.7
ID_091,Provence-Alpes-Côte d'Azur,5.8,2.92,6.29,3.73,1.961,2.54
ID_092,Auvergne-Rhône-Alpes,4.64,4.87,5.86,8.11,1.89,2.83
ID_093,Normandie,7.67,6.54,7.2,7.97,1.727,4.29
ID_094,Nouvelle-Aquitaine,7.44,8.74,4.57,8.13,1.814,6.41
ID_095,Nouvelle-Aquitaine,8.75,3.7,7.78,2.68,1.79,5.16
ID_096,Hauts-de-France,5.27,1.8,8.4,3.29,1.798,8.41
ID_097,Pays de la Loire,6.02,6.73,5.3,8.5,1.728,1.63
ID_098,Pays de la Loire,1.38,7.58,4.62,5.18,1.975,5.95
ID_099,Nouvelle-Aquitaine,7.59,4.82,1.51,3.55,1.951,4.95
