col_scenario,col_nom_scenario,col_description,col_annee,col_age_moyen_parc,col_taux_renouvellement_annuel,col_reduction_emissions_pct,col_nombre_vehicules_remplaces_cumules,col_cout_politique_millions_eur,col_co2_evite_millions_tonnes,col_gain_qualite_air_pct,col_emplois_crees_estimes,col_rentabilite_annees,col_region,col_code_type,col_type_vehicule,col_tranche_age,col_age_moyen_tranche,col_nombre_vehicules,col_pourcentage_type_region,col_pourcentage_total_national,col_emissions_co2_g_km,col_consommation_l_100km,col_norme_euro,col_critair,col_impact_environnemental,col_cout_entretien_annuel_eur,col_taux_controle_technique_defaut,col_risque_accident,col_date_mise_circulation_moyenne,col_ville,col_population,col_date_mise_place_zfe,col_niveau_critair,col_total_vehicules_ville,col_vehicules_impactes,col_pourcentage_impactes,col_reduction_emissions_locale_pct,col_amelioration_qualite_air_pct,col_cout_adaptation_estime_eur,col_economies_sante_estimees_eur,col_date_conformite_complete
5.84,3.44,5.25,4.27,7.62,8.43,5.45,7.99,4.69,4.92,5.83,2024-03-14 00:00:00,4.67,Occitanie,7.68,2.35,6.4,7.38,8.15,Normandie,4.75,6.42,6.74,6.63,5.8,7.93,4.14,2.08,ID_041,52.393102,Bordeaux,52.393102,2024-01-12 00:00:00,7.09,Strasbourg,7.95,6.57,6.72,2.15,2024-08-16 00:00:00,2024-06-15 00:00:00,2024-09-09 00:00:00
7.3,5.0,2.15,7.03,8.46,7.47,7.93,3.59,1.37,2.78,3.4,2024-10-23 00:00:00,8.49,Bretagne,6.94,3.68,6.39,4.16,8.46,Hauts-de-France,2.05,2.5,7.74,3.58,7.24,7.5,6.82,7.91,ID_042,52.070369,Paris,52.070369,2024-06-22 00:00:00,1.58,Nice,7.54,3.81,4.18,5.74,2024-12-05 00:00:00,2024-12-10 00:00:00,2024-11-23 00:00:00
5.92,3.39,7.01,6.7,1.54,7.96,4.29,4.61,2.51,3.17,2.52,2024-05-14 00:00:00,5.14,Bretagne,8.26,8.71,1.81,1.47,3.35,Pays de la Loire,7.57,1.6,8.06,3.71,6.48,6.03,7.53,6.91,ID_043,45.846146,Lille,45.846146,2024-08-12 00:00:00,2.47,Montpellier,4.99,8.43,2.31,4.88,2024-09-24 00:00:00,2024-03-09 00:00:00,2024-02-25 00:00:00
4.11,6.26,2.69,7.56,7.93,7.34,5.69,5.35,3.18,3.06,3.46,2024-12-18 00:00:00,7.93,Provence-Alpes-Côte d'Azur,2.14,2.76,6.32,5.98,1.53,Nouvelle-Aquitaine,2.95,8.15,2.78,6.97,4.63,8.49,8.54,2.09,ID_044,49.315722,Toulouse,49.315722,2024-10-27 00:00:00,7.87,Paris,2.86,5.2,8.52,4.75,2024-04-12 00:00:00,2024-12-15 00:00:00,2024-10-27 00:00:00
3.71,7.36,4.35,5.37,3.23,5.24,5.56,3.94,6.21,6.12,1.69,2024-01-06 00:00:00,7.99,Bretagne,6.03,2.52,1.43,8.53,3.56,Provence-Alpes-Côte d'Azur,4.09,6.97,2.32,1.47,7.85,7.86,6.53,1.71,ID_045,45.435566,Toulouse,45.435566,2024-08-08 00:00:00,4.91,Paris,6.25,3.43,4.38,4.5,2024-12-04 00:00:00,2024-10-09 00:00:00,2024-08-27 00:00:00
6.28,7.21,3.1,8.32,1.58,2.04,2.61,3.78,5.73,4.43,6.78,2024-07-19 00:00:00,1.91,Île-de-France,2.49,5.51,3.62,7.08,5.93,Nouvelle-Aquitaine,4.41,1.77,1.6,2.27,6.07,6.13,2.47,2.72,ID_046,50.579203,Nantes,50.579203,2024-10-20 00:00:00,1.82,Montpellier,1.72,6.81,8.58,3.07,2024-03-24 00:00:00,2024-09-02 00:00:00,2024-11-21 00:00:00
3.35,5.37,2.98,6.77,5.94,5.38,2.27,8.33,4.3,3.35,8.75,2024-05-28 00:00:00,7.58,Hauts-de-France,5.88,6.21,1.27,2.54,8.34,Occitanie,8.05,5.55,2.78,1.58,2.78,7.86,8.6,5.97,ID_047,52.740699,Paris,52.740699,2024-10-09 00:00:00,7.95,Bordeaux,2.87,4.66,4.85,4.09,2024-03-03 00:00:00,2024-05-07 00:00:00,2024-09-29 00:00:00
4.56,2.5,7.73,4.18,8.54,8.29,4.09,6.02,5.21,6.4,3.64,2024-11-25 00:00:00,5.44,Occitanie,6.59,7.73,6.31,2.81,6.17,Provence-Alpes-Côte d'Azur,2.14,7.36,2.57,7.72,6.87,1.24,8.02,6.54,ID_048,47.063037,Paris,47.063037,2024-08-29 00:00:00,2.34,Paris,7.55,8.66,6.96,8.22,2024-04-03 00:00:00,2024-11-27 00:00:00,2024-09-25 00:00:00
6.81,7.32,4.68,2.39,5.73,3.72,2.8,4.44,8.67,2.04,1.73,2024-05-01 00:00:00,3.33,Grand Est,2.78,2.04,6.46,5.14,7.33,Occitanie,5.71,5.51,4.44,4.69,4.78,3.45,3.35,5.56,ID_049,52.642089,Strasbourg,52.642089,2024-11-22 00:00:00,4.9,Lyon,6.66,5.98,3.88,5.6,2024-12-19 00:00:00,2024-10-08 00:00:00,2024-08-29 00:00:00
7.61,6.58,7.43,6.9,6.19,7.31,7.97,3.11,7.7,3.95,8.09,2024-11-05 00:00:00,5.82,Provence-Alpes-Côte d'Azur,7.81,7.98,7.88,5.16,2.12,Provence-Alpes-Côte d'Azur,4.48,3.69,3.53,8.49,5.96,4.81,7.81,8.3,ID_050,51.524342,Lyon,51.524342,2024-07-26 00:00:00,7.35,Lille,2.78,2.38,3.98,1.49,2024-06-06 00:00:00,2024-08-24 00:00:00,2024-09-21 00:00:00
2.68,7.52,4.84,1.31,2.47,7.66,2.3,1.94,8.4,8.71,7.56,2024-10-18 00:00:00,1.48,Auvergne-Rhône-Alpes,4.02,1.86,4.85,7.64,3.57,Normandie,4.84,1.27,2.8,7.84,5.39,8.77,8.33,3.72,ID_051,45.836889,Marseille,45.836889,2024-05-23 00:00:00,1.36,Lille,8.26,6.59,2.41,8.68,2024-01-29 00:00:00,2024-12-20 00:00:00,2024-03-21 00:00:00
7.47,8.5,8.08,4.19,1.21,5.63,3.14,4.62,2.39,4.69,3.54,2024-02-08 00:00:00,8.0,Bretagne,5.03,8.38,3.12,2.38,4.91,Hauts-de-France,7.82,2.66,7.87,8.79,5.3,7.46,3.06,8.03,ID_052,49.511132,Lille,49.511132,2024-12-08 00:00:00,6.3,Strasbourg,3.94,7.54,4.02,3.2,2024-01-26 00:00:00,2024-08-24 00:00:00,2024-05-08 00:00:00
2.38,2.34,2.68,6.43,6.52,6.62,3.49,5.55,1.5,2.34,5.98,2024-07-13 00:00:00,4.13,Nouvelle-Aquitaine,2.4,2.74,4.84,6.29,2.78,Occitanie,3.64,1.89,8.68,6.73,8.7,4.26,7.32,3.62,ID_053,48.722907,Nantes,48.722907,2024-03-20 00:00:00,4.36,Toulouse,8.06,1.77,4.7,6.1,2024-03-27 00:00:00,2024-05-03 00:00:00,2024-04-03 00:00:00
4.27,1.78,6.83,5.15,7.53,1.99,7.52,4.02,3.3,5.34,2.77,2024-11-03 00:00:00,5.54,Île-de-France,5.44,2.77,6.31,7.91,6.69,Île-de-France,2.61,7.48,7.81,8.57,3.06,8.42,4.88,8.07,ID_054,47.257966,Lyon,47.257966,2024-11-30 00:00:00,2.26,Montpellier,5.39,6.76,6.3,7.7,2024-03-03 00:00:00,2024-10-11 00:00:00,2024-11-20 00:00:00
7.26,3.23,7.48,8.72,8.23,5.02,5.3,2.48,7.66,7.18,8.5,2024-03-01 00:00:00,6.29,Pays de la Loire,6.26,2.89,4.42,5.33,4.49,Île-de-France,7.39,1.87,6.68,1.26,7.44,8.01,3.06,5.37,ID_055,50.920472,Montpellier,50.920472,2024-12-22 00:00:00,6.83,Nice,2.62,6.7,7.38,3.44,2024-12-10 00:00:00,2024-07-10 00:00:00,2024-10-18 00:00:00
8.62,2.61,2.05,2.76,3.94,3.64,8.01,1.66,3.54,6.61,8.55,2024-02-07 00:00:00,8.0,Normandie,3.11,4.03,1.33,4.35,3.74,Occitanie,2.2,8.15,4.14,5.93,4.51,4.58,4.15,3.84,ID_056,45.835551,Montpellier,45.835551,2024-11-26 00:00:00,7.99,Lyon,2.11,7.52,6.6,7.77,2024-08-18 00:00:00,2024-06-30 00:00:00,2024-03-23 00:00:00
5.47,7.82,6.84,1.59,2.56,3.67,6.81,8.77,2.99,7.33,3.91,2024-04-08 00:00:00,1.37,Grand Est,5.82,4.19,2.54,2.72,7.37,Grand Est,4.94,3.35,6.09,6.99,5.75,1.22,4.85,5.56,ID_057,50.153554,Paris,50.153554,2024-07-19 00:00:00,1.64,Nice,3.77,1.84,2.2,7.83,2024-04-13 00:00:00,2024-07-13 00:00:00,2024-05-23 00:00:00
7.84,4.02,8.0,5.4,4.45,8.58,2.33,7.62,2.02,2.67,5.4,2024-06-18 00:00:00,1.46,Auvergne-Rhône-Alpes,7.26,5.11,2.61,5.95,3.56,Auvergne-Rhône-Alpes,3.71,7.03,4.02,2.28,5.23,3.76,6.72,1.97,ID_058,45.449826,Lille,45.449826,2024-02-17 00:00:00,1.59,Marseille,5.25,6.41,5.79,6.26,2024-07-11 00:00:00,2024-01-18 00:00:00,2024-07-10 00:00:00
2.89,5.88,2.9,2.8,5.65,7.32,7.2,4.16,5.07,8.25,3.43,2024-06-24 00:00:00,6.45,Auvergne-Rhône-Alpes,4.73,5.76,2.16,6.06,2.08,Provence-Alpes-Côte d'Azur,8.23,4.62,1.96,7.01,6.3,2.12,7.57,8.2,ID_059,52.107705,Bordeaux,52.107705,2024-03-15 00:00:00,4.39,Paris,2.69,8.12,7.76,6.1,2024-10-27 00:00:00,2024-04-01 00:00:00,2024-11-19 00:00:00
7.43,3.5,6.34,5.19,2.17,7.64,8.35,2.17,7.32,2.55,5.24,2024-01-12 00:00:00,6.89,Île-de-France,5.7,1.82,5.21,7.16,8.31,Provence-Alpes-Côte d'Azur,2.72,6.65,5.66,3.49,4.27,4.0,3.34,8.22,ID_060,47.645757,Montpellier,47.645757,2024-02-07 00:00:00,5.98,Strasbourg,6.16,1.63,2.99,4.54,2024-09-09 00:00:00,2024-09-30 00:00:00,2024-12-21 00:00:00
6.16,2.25,3.38,7.84,1.85,6.69,5.36,5.77,4.46,6.41,7.23,2024-04-27 00:00:00,1.58,Provence-Alpes-Côte d'Azur,1.92,7.5,2.62,6.72,4.35,Grand Est,5.69,8.63,8.2,6.59,1.26,5.03,6.44,4.49,ID_061,47.531865,Lille,47.531865,2024-01-27 00:00:00,3.06,Paris,1.87,7.3,5.51,3.7,2024-04-17 00:00:00,2024-04-07 00:00:00,2024-03-30 00:00:00
5.27,3.39,2.17,6.98,1.91,3.0,4.9,5.54,7.02,4.5,6.21,2024-04-22 00:00:00,5.31,Provence-Alpes-Côte d'Azur,4.22,6.29,2.65,6.35,2.93,Provence-Alpes-Côte d'Azur,3.36,2.39,8.24,6.19,2.31,6.77,7.39,3.3,ID_062,47.40531,Toulouse,47.40531,2024-04-22 00:00:00,5.06,Lyon,3.16,3.98,2.64,7.44,2024-05-22 00:00:00,2024-04-17 00:00:00,2024-01-03 00:00:00
6.91,4.07,3.64,3.8,6.24,5.74,4.63,2.9,4.59,5.02,5.04,2024-02-03 00:00:00,2.95,Normandie,2.84,8.13,4.81,5.53,8.06,Bretagne,7.31,8.2,2.25,4.25,4.28,5.29,6.06,8.74,ID_063,49.256809,Marseille,49.256809,2024-01-08 00:00:00,1.24,Lyon,2.14,2.67,4.47,2.88,2024-11-18 00:00:00,2024-08-22 00:00:00,2024-04-30 00:00:00
2.26,3.55,6.65,1.93,4.64,6.05,3.0,2.81,7.77,5.91,5.17,2024-08-04 00:00:00,8.73,Pays de la Loire,7.36,6.05,1.79,6.01,7.66,Bretagne,1.41,2.71,5.66,5.04,7.35,1.97,1.89,4.26,ID_064,52.006812,Strasbourg,52.006812,2024-01-19 00:00:00,5.33,Paris,2.15,7.36,4.84,7.82,2024-10-17 00:00:00,2024-08-15 00:00:00,2024-02-22 00:00:00
6.43,5.82,1.69,6.14,4.5,6.64,1.32,1.71,7.71,3.16,2.05,2024-02-02 00:00:00,3.15,Occitanie,6.52,7.31,1.29,8.79,7.18,Hauts-de-France,2.24,6.71,2.54,1.73,6.31,3.79,3.13,5.69,ID_065,47.889712,Lille,47.889712,2024-08-05 00:00:00,8.04,Lille,5.49,4.43,6.23,5.34,2024-01-04 00:00:00,2024-08-29 00:00:00,2024-03-30 00:00:00
6.41,7.0,3.63,5.14,3.0,7.82,1.36,4.2,5.57,8.27,5.38,2024-12-11 00:00:00,1.47,Pays de la Loire,8.08,7.44,8.52,8.64,3.85,Bretagne,6.87,3.54,3.5,5.16,1.28,7.61,8.49,6.15,ID_066,52.241569,Nice,52.241569,2024-07-12 00:00:00,5.39,Toulouse,8.22,1.47,4.78,1.97,2024-02-18 00:00:00,2024-05-25 00:00:00,2024-02-26 00:00:00
5.71,3.96,5.01,3.08,2.22,6.39,7.89,6.03,8.52,5.79,5.3,2024-05-07 00:00:00,3.34,Auvergne-Rhône-Alpes,5.34,4.57,1.25,5.1,3.74,Auvergne-Rhône-Alpes,3.24,4.76,3.61,1.88,2.61,2.15,7.08,2.7,ID_067,48.154904,Marseille,48.154904,2024-04-07 00:00:00,7.78,Marseille,5.36,8.38,3.18,7.17,2024-12-01 00:00:00,2024-04-07 00:00:00,2024-04-25 00:00:00
2.94,6.74,3.49,6.34,8.69,5.7,2.7,7.59,6.68,3.37,7.32,2024-07-26 00:00:00,6.61,Nouvelle-Aquitaine,3.38,1.66,3.72,2.59,8.03,Île-de-France,4.06,2.75,6.06,3.6,2.02,7.92,2.08,1.6,ID_068,49.699789,Nice,49.699789,2024-08-12 00:00:00,1.91,Nantes,3.48,1.47,7.64,7.88,2024-10-11 00:00:00,2024-07-12 00:00:00,2024-11-07 00:00:00
8.75,6.62,4.64,8.46,2.61,4.16,8.36,4.68,4.59,4.31,5.0,2024-12-25 00:00:00,3.5,Auvergne-Rhône-Alpes,7.75,5.98,6.77,4.68,7.7,Auvergne-Rhône-Alpes,7.73,5.14,5.98,4.95,8.72,8.74,6.87,4.39,ID_069,51.455043,Toulouse,51.455043,2024-05-10 00:00:00,7.31,Nice,6.9,5.27,6.65,2.85,2024-05-30 00:00:00,2024-06-13 00:00:00,2024-06-18 00:00:00
6.8,7.13,3.79,5.27,3.65,3.85,7.36,1.29,3.38,7.28,3.3,2024-10-20 00:00:00,6.73,Normandie,3.72,6.73,6.42,1.47,3.11,Pays de la Loire,7.93,4.1,6.46,5.66,8.02,2.27,5.04,7.91,ID_070,45.63914,Paris,45.63914,2024-05-04 00:00:00,5.38,Lyon,6.81,7.76,4.8,2.97,2024-01-06 00:00:00,2024-06-09 00:00:00,2024-01-03 00:00:00
4.0,8.66,1.99,1.56,8.57,1.87,7.21,7.44,3.89,4.04,4.01,2024-04-11 00:00:00,8.31,Grand Est,3.72,7.27,4.33,7.13,4.32,Bretagne,3.93,6.43,8.74,2.4,4.98,4.37,5.22,5.33,ID_071,47.590402,Montpellier,47.590402,2024-02-14 00:00:00,5.89,Montpellier,1.75,4.47,2.44,6.96,2024-09-04 00:00:00,2024-05-11 00:00:00,2024-05-04 00:00:00
6.82,7.54,7.46,5.78,8.77,5.96,6.45,5.17,2.85,2.18,8.67,2024-08-28 00:00:00,1.42,Pays de la Loire,7.11,3.06,2.91,6.98,7.42,Hauts-de-France,4.67,7.07,6.17,1.35,6.17,2.68,3.72,3.29,ID_072,50.952456,Marseille,50.952456,2024-12-03 00:00:00,2.93,Strasbourg,7.73,6.1,7.15,5.91,2024-12-21 00:00:00,2024-05-06 00:00:00,2024-02-21 00:00:00
2.63,4.31,1.5,5.48,1.22,4.88,5.13,2.21,4.13,1.81,3.65,2024-03-28 00:00:00,5.29,Île-de-France,3.53,1.35,7.1,4.2,4.95,Pays de la Loire,3.75,2.3,4.43,8.0,8.78,2.74,8.16,1.59,ID_073,46.622725,Bordeaux,46.622725,2024-04-06 00:00:00,2.41,Lille,6.08,1.83,7.22,6.58,2024-01-21 00:00:00,2024-02-14 00:00:00,2024-07-06 00:00:00
5.35,2.78,6.76,7.14,6.08,2.75,2.7,1.27,5.12,1.96,4.47,2024-10-03 00:00:00,5.45,Bretagne,5.75,7.72,1.97,6.61,5.99,Auvergne-Rhône-Alpes,6.76,2.18,6.38,3.07,2.78,7.74,3.28,7.87,ID_074,47.02743,Nice,47.02743,2024-07-23 00:00:00,3.06,Bordeaux,2.85,8.65,2.5,2.17,2024-04-02 00:00:00,2024-03-26 00:00:00,2024-11-11 00:00:00
2.26,1.63,4.44,5.33,6.64,4.89,3.26,3.72,1.85,6.41,5.44,2024-02-29 00:00:00,4.38,Nouvelle-Aquitaine,4.0,2.37,3.24,3.02,3.25,Normandie,5.95,6.81,4.81,4.55,6.07,5.03,4.34,4.2,ID_075,50.91802,Paris,50.91802,2024-11-06 00:00:00,4.21,Montpellier,4.08,7.13,7.46,2.49,2024-11-15 00:00:00,2024-02-04 00:00:00,2024-01-02 00:00:00
5.78,6.66,7.17,4.12,1.81,3.48,5.34,3.57,6.26,6.82,5.77,2024-08-15 00:00:00,3.41,Bretagne,2.9,5.8,2.34,6.44,3.91,Auvergne-Rhône-Alpes,4.3,6.59,3.31,3.68,8.7,5.52,6.68,2.62,ID_076,52.517686,Marseille,52.517686,2024-07-30 00:00:00,1.87,Lille,7.09,7.57,8.64,5.42,2024-03-13 00:00:00,2024-04-28 00:00:00,2024-11-19 00:00:00
7.33,3.93,3.0,7.25,6.0,8.02,6.59,8.55,6.3,6.72,3.52,2024-02-10 00:00:00,5.87,Île-de-France,2.22,5.57,5.11,3.35,6.45,Normandie,1.42,5.07,5.35,3.23,4.31,6.4,7.75,3.11,ID_077,47.776334,Bordeaux,47.776334,2024-05-22 00:00:00,6.98,Montpellier,5.76,1.98,4.52,4.89,2024-08-22 00:00:00,2024-03-20 00:00:00,2024-06-01 00:00:00
4.78,5.81,7.14,3.83,3.09,3.74,2.37,1.2,3.07,6.35,7.43,2024-04-03 00:00:00,2.34,Hauts-de-France,4.65,4.59,8.18,3.94,2.76,Nouvelle-Aquitaine,8.14,6.92,2.85,4.76,8.0,1.34,2.97,6.5,ID_078,45.679697,Lyon,45.679697,2024-03-13 00:00:00,7.4,Marseille,3.77,2.41,6.4,2.86,2024-01-03 00:00:00,2024-02-08 00:00:00,2024-02-28 00:00:00
2.45,2.19,6.6,6.94,8.02,4.43,2.0,2.37,4.51,2.42,8.65,2024-01-07 00:00:00,8.22,Grand Est,3.12,4.85,2.11,3.59,4.48,Île-de-France,8.34,4.74,3.42,7.63,6.41,4.0,4.6,1.98,ID_079,50.461564,Lille,50.461564,2024-06-01 00:00:00,6.21,Bordeaux,5.19,6.46,4.21,6.8,2024-03-02 00:00:00,2024-08-13 00:00:00,2024-09-14 00:00:00
8.3,8.48,6.46,8.16,6.02,1.31,8.33,4.13,7.91,4.22,7.82,2024-09-21 00:00:00,4.66,Provence-Alpes-Côte d'Azur,8.22,4.56,6.88,7.19,8.08,Occitanie,1.95,2.55,3.35,8.55,3.11,3.45,8.68,3.6,ID_080,46.339359,Montpellier,46.339359,2024-03-24 00:00:00,4.85,Marseille,3.78,8.2,5.54,3.05,2024-09-01 00:00:00,2024-08-01 00:00:00,2024-03-13 00:00:00
3.74,2.14,4.98,2.35,5.04,3.13,7.34,1.33,3.38,5.16,2.71,2024-10-16 00:00:00,2.58,Bretagne,1.78,3.9,3.28,1.56,8.16,Auvergne-Rhône-Alpes,1.7,2.99,6.62,3.08,6.72,6.58,7.12,7.99,ID_081,47.543439,Toulouse,47.543439,2024-02-12 00:00:00,4.18,Montpellier,5.29,7.46,7.93,8.12,2024-04-25 00:00:00,2024-07-04 00:00:00,2024-07-15 00:00:00
8.44,4.21,6.29,4.12,7.68,8.09,5.28,6.37,6.65,7.42,8.2,2024-12-18 00:00:00,6.37,Auvergne-Rhône-Alpes,2.5,2.59,8.25,1.69,8.17,Bretagne,2.27,4.38,3.75,6.29,4.08,4.97,7.73,8.68,ID_082,45.55847,Bordeaux,45.55847,2024-04-08 00:00:00,7.26,Bordeaux,7.61,6.75,6.47,8.54,2024-06-28 00:00:00,2024-02-19 00:00:00,2024-03-31 00:00:00
5.42,2.61,6.65,3.72,4.85,4.15,7.2,7.52,3.31,4.45,5.22,2024-03-29 00:00:00,5.97,Normandie,4.64,3.43,8.72,2.52,5.41,Auvergne-Rhône-Alpes,7.1,4.83,6.1,3.99,4.3,1.45,4.94,1.31,ID_083,48.825857,Nantes,48.825857,2024-03-05 00:00:00,6.41,Bordeaux,1.76,2.9,6.48,7.34,2024-06-27 00:00:00,2024-03-25 00:00:00,2024-05-25 00:00:00
2.82,2.66,8.68,3.95,4.91,6.01,1.45,6.71,2.09,7.51,4.19,2024-12-24 00:00:00,6.83,Provence-Alpes-Côte d'Azur,5.29,8.27,4.47,3.75,2.15,Grand Est,5.77,7.41,6.59,5.28,8.79,6.12,8.43,5.05,ID_084,46.970139,Marseille,46.970139,2024-09-03 00:00:00,8.3,Strasbourg,5.27,6.11,2.09,5.49,2024-02-10 00:00:00,2024-10-14 00:00:00,2024-02-10 00:00:00
6.49,5.06,2.09,1.27,7.92,3.77,6.21,3.52,4.27,3.8,2.84,2024-09-29 00:00:00,8.58,Auvergne-Rhône-Alpes,7.08,1.97,1.58,5.96,3.41,Normandie,8.33,8.72,3.78,1.36,5.5,6.65,8.03,7.24,ID_085,49.740968,Nantes,49.740968,2024-04-07 00:00:00,6.97,Strasbourg,6.76,4.45,5.97,5.5,2024-05-16 00:00:00,2024-03-01 00:00:00,2024-03-31 00:00:00
3.02,4.61,3.04,3.76,1.39,2.66,2.9,6.25,5.59,1.94,5.94,2024-07-18 00:00:00,2.1,Grand Est,5.47,6.21,5.97,3.39,8.28,Auvergne-Rhône-Alpes,6.78,2.74,2.81,7.02,6.82,2.02,7.11,1.84,ID_086,47.407546,Nice,47.407546,2024-12-06 00:00:00,4.97,Nantes,2.16,7.74,3.58,7.68,2024-09-02 00:00:00,2024-06-20 00:00:00,2024-04-27 00:00:00
5.75,7.13,1.93,3.58,2.22,2.21,7.24,7.63,2.1,1.21,3.18,2024-10-21 00:00:00,2.85,Bretagne,6.47,3.64,6.79,6.92,2.93,Nouvelle-Aquitaine,2.59,3.33,1.6,1.67,4.95,8.19,6.17,8.48,ID_087,52.238551,Nantes,52.238551,2024-03-27 00:00:00,5.7,Montpellier,4.1,6.55,2.36,7.99,2024-10-10 00:00:00,2024-06-19 00:00:00,2024-05-21 00:00:00
5.26,1.39,7.3,7.81,1.86,3.43,7.0,3.44,1.83,7.95,2.07,2024-01-19 00:00:00,2.54,Bretagne,7.77,5.9,8.17,7.35,3.38,Bretagne,5.84,1.32,4.22,3.42,6.93,8.77,2.01,2.03,ID_088,49.731929,Montpellier,49.731929,2024-03-13 00:00:00,4.43,Nantes,6.49,1.85,7.4,7.0,2024-08-30 00:00:00,2024-04-25 00:00:00,2024-12-23 00:00:00
6.92,3.3,3.66,5.83,4.89,3.55,1.28,2.75,2.47,3.56,4.09,2024-11-29 00:00:00,6.69,Provence-Alpes-Côte d'Azur,5.26,3.29,2.87,8.56,1.51,Bretagne,8.55,6.53,2.57,8.73,7.01,1.32,8.68,4.94,ID_089,48.889884,Bordeaux,48.889884,2024-09-20 00:00:00,3.46,Paris,8.63,5.85,1.35,1.69,2024-07-20 00:00:00,2024-06-17 00:00:00,2024-04-05 00:00:00
3.46,5.96,8.35,7.55,6.87,8.37,3.86,4.21,3.13,5.23,6.03,2024-07-13 00:00:00,6.22,Bretagne,7.89,1.58,3.69,2.56,1.8,Nouvelle-Aquitaine,3.72,2.64,1.52,7.41,3.49,5.16,8.52,5.93,ID_090,47.388932,Toulouse,47.388932,2024-09-30 00:00:00,3.97,Montpellier,4.97,5.38,8.01,7.34,2024-09-09 00:00:00,2024-07-30 00:00:00,2024-07-14 00:00:00
5.3,4.25,5.06,3.81,1.86,3.48,3.79,8.49,5.61,3.18,1.44,2024-05-28 00:00:00,3.69,Provence-Alpes-Côte d'Azur,8.52,1.79,7.32,5.81,8.7,Pays de la Loire,7.52,3.3,3.83,5.02,7.4,5.09,3.14,5.16,ID_091,47.317803,Marseille,47.317803,2024-10-22 00:00:00,1.45,Bordeaux,2.3,7.12,5.03,6.66,2024-03-24 00:00:00,2024-07-28 00:00:00,2024-04-01 00:00:00
6.89,6.34,3.79,7.51,2.04,5.21,5.54,2.02,2.1,6.08,2.01,2024-03-11 00:00:00,5.31,Hauts-de-France,6.0,2.18,6.75,3.02,5.33,Auvergne-Rhône-Alpes,6.41,6.77,3.43,7.56,3.07,5.28,2.97,8.18,ID_092,52.821805,Nantes,52.821805,2024-11-20 00:00:00,5.76,Marseille,5.68,7.84,3.7,3.14,2024-02-10 00:00:00,2024-07-08 00:00:00,2024-10-07 00:00:00
7.1,6.32,3.68,3.56,3.77,3.66,8.6,5.93,1.75,8.55,8.57,2024-11-29 00:00:00,4.82,Grand Est,8.11,8.8,3.56,5.86,6.57,Normandie,7.47,5.55,1.53,6.02,6.08,6.38,3.93,5.51,ID_093,48.011768,Montpellier,48.011768,2024-04-07 00:00:00,4.66,Paris,8.76,4.02,3.39,8.36,2024-02-08 00:00:00,2024-01-12 00:00:00,2024-09-15 00:00:00
5.25,5.2,1.75,5.39,4.61,8.15,3.28,6.57,5.13,1.42,6.77,2024-04-27 00:00:00,3.66,Bretagne,1.74,7.73,8.62,7.06,4.58,Île-de-France,5.46,4.14,1.93,4.82,4.95,6.57,6.18,8.72,ID_094,45.806688,Bordeaux,45.806688,2024-04-08 00:00:00,2.74,Nantes,4.75,8.63,6.92,1.95,2024-09-22 00:00:00,2024-04-23 00:00:00,2024-01-13 00:00:00
5.04,1.99,1.81,8.44,4.36,7.89,6.28,4.2,7.78,4.91,7.5,2024-10-30 00:00:00,7.24,Normandie,8.15,3.01,7.85,1.27,2.53,Normandie,1.67,5.19,3.73,7.7,7.43,7.74,4.53,3.22,ID_095,50.665669,Nantes,50.665669,2024-02-12 00:00:00,3.38,Nantes,3.0,3.15,5.39,6.32,2024-11-16 00:00:00,2024-04-18 00:00:00,2024-05-01 00:00:00
8.37,2.0,3.55,5.92,2.09,2.68,7.25,5.34,8.61,8.43,7.87,2024-03-15 00:00:00,6.13,Auvergne-Rhône-Alpes,5.37,7.29,4.12,7.42,7.25,Pays de la Loire,3.98,4.22,2.35,6.93,3.17,6.43,6.81,5.44,ID_096,49.236087,Nice,49.236087,2024-02-21 00:00:00,2.75,Montpellier,8.09,8.47,7.38,2.56,2024-02-03 00:00:00,2024-07-06 00:00:00,2024-12-16 00:00:00
3.99,4.94,4.62,8.12,2.77,1.56,2.43,1.94,5.21,5.71,5.57,2024-01-28 00:00:00,3.23,Normandie,3.16,1.36,4.18,3.0,6.46,Grand Est,2.58,3.48,3.36,4.85,4.63,6.3,8.55,4.22,ID_097,49.212343,Bordeaux,49.212343,2024-03-10 00:00:00,3.94,Montpellier,8.1,8.16,2.17,3.71,2024-12-15 00:00:00,2024-06-14 00:00:00,2024-08-17 00:00:00
3.54,1.66,1.39,5.53,7.88,6.52,1.34,1.79,1.78,3.37,6.49,2024-08-31 00:00:00,4.07,Provence-Alpes-Côte d'Azur,5.1,7.66,5.74,5.96,7.8,Nouvelle-Aquitaine,5.53,2.16,6.1,5.25,8.32,1.99,6.0,5.72,ID_098,50.390029,Paris,50.390029,2024-04-22 00:00:00,7.08,Toulouse,7.74,7.54,2.26,8.26,2024-07-15 00:00:00,2024-07-26 00:00:00,2024-07-19 00:00:00
