col_par_saison,col_par_creneau_horaire,col_par_polluant,col_weekend_vs_semaine,col_vacances_vs_scolaire,col_0,col_time_id,col_date,col_date_complete,col_annee,col_mois,col_jour,col_heure,col_creneau_horaire,col_saison,col_est_weekend,col_est_ferie,col_est_vacances_scolaires,col_polluant,col_concentration,col_unite,col_station,col_source_environnementale
7.58,5.0,O3,NON,0,6.7,ID_014,2024-06-30 00:00:00,2024-08-03 00:00:00,8.34,8.38,8.01,3.56,5.69,3.34,OUI,1,OUI,PM2.5,73.24,µg/m³,Matabiau 4,Airparif
7.63,5.47,O3,OUI,0,1.23,ID_015,2024-07-29 00:00:00,2024-12-13 00:00:00,7.7,1.22,4.03,5.94,6.02,7.15,NON,OUI,NON,PM2.5,74.44,µg/m³,Saint-Charles 4,Airparif
6.2,1.79,NO2,0,0,1.84,ID_016,2024-01-03 00:00:00,2024-08-28 00:00:00,1.64,7.29,2.62,6.89,5.62,6.43,NON,NON,1,PM10,38.82,µg/m³,Gare de l'Est 7,Météo-France
6.15,2.92,O3,0,OUI,2.89,ID_017,2024-06-04 00:00:00,2024-07-09 00:00:00,4.41,4.6,2.55,4.29,6.61,8.57,1,NON,1,SO2,23.63,µg/m³,Saint-Jean 6,Airparif
7.26,3.82,PM10,1,OUI,3.34,ID_018,2024-05-31 00:00:00,2024-05-05 00:00:00,2.22,8.49,6.6,3.26,8.53,8.56,NON,NON,0,O3,84.51,µg/m³,Montparnasse 7,Data.gouv.fr
1.43,6.02,NO2,0,NON,2.24,ID_019,2024-09-08 00:00:00,2024-08-26 00:00:00,4.47,3.81,5.19,4.87,8.44,3.35,NON,1,0,SO2,4.68,µg/m³,Haussmann Saint-Lazare 7,Airparif
2.01,2.84,CO,NON,0,5.16,ID_020,2024-04-25 00:00:00,2024-06-02 00:00:00,2.26,3.65,7.91,4.69,5.14,5.73,NON,NON,NON,PM10,77.59,µg/m³,Saint-Jean 8,Météo-France
3.78,8.32,NO2,NON,OUI,4.92,ID_021,2024-03-01 00:00:00,2024-01-15 00:00:00,3.55,4.78,2.13,2.99,2.25,3.64,NON,NON,0,NO2,24.89,µg/m³,Saint-Charles 3,SNCF_Open_Data
2.42,7.4,SO2,OUI,1,7.59,ID_022,2024-11-25 00:00:00,2024-05-27 00:00:00,8.23,1.44,7.58,4.83,8.17,5.52,OUI,1,1,SO2,21.19,µg/m³,Montparnasse 6,Airparif
2.13,7.2,NO2,0,1,2.21,ID_023,2024-06-29 00:00:00,2024-01-22 00:00:00,5.37,7.61,2.11,4.63,3.87,7.36,NON,0,NON,SO2,62.34,µg/m³,Montparnasse 8,Data.gouv.fr
6.42,6.06,PM2.5,0,0,1.59,ID_024,2024-07-16 00:00:00,2024-05-10 00:00:00,1.87,3.8,6.57,6.19,4.75,8.54,OUI,0,NON,CO,45.81,µg/m³,Montparnasse 6,Airparif
2.7,1.88,O3,1,OUI,3.96,ID_025,2024-02-21 00:00:00,2024-10-02 00:00:00,8.37,6.73,2.89,2.63,6.54,1.22,NON,OUI,1,NO2,53.52,µg/m³,Saint-Jean 8,RATP_Open_Data_2024
6.25,2.29,O3,1,0,2.45,ID_026,2024-04-07 00:00:00,2024-07-18 00:00:00,4.22,3.33,5.18,8.48,8.27,6.87,0,NON,OUI,SO2,80.52,µg/m³,Saint-Jean 4,RATP_Open_Data_2024
6.11,7.05,O3,0,NON,5.17,ID_027,2024-11-28 00:00:00,2024-09-13 00:00:00,8.7,4.93,7.41,3.68,2.51,3.42,0,OUI,1,NO2,16.77,µg/m³,Montparnasse 3,Météo-France
7.17,5.02,CO,0,OUI,2.4,ID_028,2024-12-13 00:00:00,2024-03-31 00:00:00,8.68,2.07,3.62,4.48,1.27,7.2,NON,OUI,1,CO,32.6,µg/m³,Montparnasse 5,SNCF_Open_Data
3.62,3.23,PM10,NON,1,6.89,ID_029,2024-09-09 00:00:00,2024-12-09 00:00:00,7.17,1.95,1.41,3.5,6.48,3.2,0,NON,0,CO,55.63,µg/m³,Montparnasse 1,Météo-France
6.51,1.91,O3,1,1,1.29,ID_030,2024-02-12 00:00:00,2024-10-31 00:00:00,5.18,3.78,4.95,7.96,5.3,6.01,0,OUI,1,O3,78.73,µg/m³,Haussmann Saint-Lazare 6,Météo-France
7.79,7.95,NO2,1,OUI,3.16,ID_031,2024-05-29 00:00:00,2024-11-25 00:00:00,1.54,7.22,1.25,1.63,4.14,2.4,0,NON,OUI,SO2,35.62,µg/m³,Saint-Jean 6,Airparif
7.61,4.26,SO2,1,OUI,3.64,ID_032,2024-12-24 00:00:00,2024-02-10 00:00:00,7.22,5.22,6.35,2.84,3.05,5.48,NON,0,0,CO,84.59,µg/m³,Gare de l'Est 3,Data.gouv.fr
7.53,3.21,CO,1,OUI,7.77,ID_033,2024-11-18 00:00:00,2024-08-16 00:00:00,7.88,7.06,5.39,7.13,7.04,5.19,1,OUI,OUI,PM10,7.52,µg/m³,Part-Dieu 2,Data.gouv.fr
6.22,5.85,PM2.5,OUI,NON,8.8,ID_034,2024-05-26 00:00:00,2024-06-15 00:00:00,8.16,5.91,5.44,6.35,7.18,5.33,NON,1,0,CO,28.97,µg/m³,Gare de l'Est 3,Data.gouv.fr
3.44,1.42,SO2,0,OUI,8.24,ID_035,2024-08-05 00:00:00,2024-04-06 00:00:00,3.36,6.85,8.27,5.1,8.68,2.5,NON,0,OUI,SO2,74.76,µg/m³,Montparnasse 8,RATP_Open_Data_2024
4.45,4.34,NO2,0,OUI,3.69,ID_036,2024-09-09 00:00:00,2024-11-19 00:00:00,1.94,6.11,8.02,2.14,2.13,8.53,1,OUI,NON,SO2,13.19,µg/m³,Saint-Jean 1,Météo-France
7.61,7.9,PM10,OUI,NON,7.58,ID_037,2024-08-06 00:00:00,2024-10-01 00:00:00,1.52,2.14,3.5,3.17,6.6,3.37,0,NON,1,PM10,57.77,µg/m³,Part-Dieu 9,Météo-France
3.06,4.83,NO2,0,1,5.22,ID_038,2024-03-04 00:00:00,2024-01-01 00:00:00,3.47,1.98,8.1,3.05,4.02,5.35,0,0,0,O3,20.84,µg/m³,Haussmann Saint-Lazare 3,SNCF_Open_Data
6.99,2.56,SO2,NON,0,3.14,ID_039,2024-09-25 00:00:00,2024-05-09 00:00:00,5.7,2.74,3.38,8.39,2.8,5.71,1,NON,OUI,O3,70.27,µg/m³,Matabiau 6,SNCF_Open_Data
3.7,3.47,PM10,OUI,OUI,1.22,ID_040,2024-03-06 00:00:00,2024-01-14 00:00:00,3.81,8.69,5.91,3.94,7.7,2.24,NON,1,OUI,O3,61.88,µg/m³,Gare du Nord 7,RATP_Open_Data_2024
2.31,2.02,SO2,NON,0,6.21,ID_041,2024-07-29 00:00:00,2024-08-29 00:00:00,5.44,2.12,2.27,7.19,3.91,7.02,0,1,1,PM2.5,8.26,µg/m³,Gare du Nord 5,Data.gouv.fr
5.78,7.82,PM10,NON,OUI,3.4,ID_042,2024-04-20 00:00:00,2024-01-05 00:00:00,3.99,4.07,2.04,2.0,3.42,4.35,0,1,1,PM2.5,84.56,µg/m³,Matabiau 3,Data.gouv.fr
3.15,6.84,PM10,0,0,6.87,ID_043,2024-02-01 00:00:00,2024-07-01 00:00:00,1.35,1.78,7.02,2.21,3.84,6.25,OUI,0,NON,SO2,67.75,µg/m³,Gare du Nord 4,RATP_Open_Data_2024
2.49,1.52,PM10,NON,OUI,5.05,ID_044,2024-05-10 00:00:00,2024-06-09 00:00:00,1.94,5.52,2.64,5.17,7.9,3.03,NON,1,1,PM10,38.61,µg/m³,Saint-Charles 3,Météo-France
1.75,6.74,CO,0,OUI,2.92,ID_045,2024-07-07 00:00:00,2024-03-04 00:00:00,7.09,7.47,8.45,3.31,6.05,2.08,NON,1,OUI,CO,24.26,µg/m³,Montparnasse 4,RATP_Open_Data_2024
3.84,5.64,PM10,0,0,2.98,ID_046,2024-02-23 00:00:00,2024-02-23 00:00:00,4.34,8.53,5.92,6.23,8.17,4.8,OUI,OUI,OUI,PM2.5,40.41,µg/m³,Saint-Charles 5,SNCF_Open_Data
5.44,6.4,PM2.5,1,0,4.86,ID_047,2024-01-02 00:00:00,2024-07-07 00:00:00,3.92,5.84,7.74,8.34,8.37,6.29,NON,NON,1,CO,58.15,µg/m³,Part-Dieu 6,Météo-France
4.78,6.21,O3,NON,OUI,5.39,ID_048,2024-02-06 00:00:00,2024-03-30 00:00:00,5.68,3.03,3.21,5.88,4.2,3.69,0,0,NON,CO,37.45,µg/m³,Matabiau 4,Météo-France
7.8,1.92,NO2,0,OUI,5.21,ID_049,2024-09-10 00:00:00,2024-10-07 00:00:00,4.83,4.15,8.5,3.24,3.77,7.66,NON,NON,OUI,CO,80.77,µg/m³,Gare de Lyon 9,Airparif
4.05,8.5,O3,NON,1,4.45,ID_050,2024-10-03 00:00:00,2024-12-09 00:00:00,4.89,7.27,1.73,3.43,8.7,8.43,OUI,0,NON,CO,25.18,µg/m³,Matabiau 8,RATP_Open_Data_2024
4.37,3.18,PM10,NON,0,3.61,ID_051,2024-06-12 00:00:00,2024-11-05 00:00:00,4.76,6.91,8.57,3.89,3.43,1.95,NON,0,0,SO2,11.82,µg/m³,Saint-Jean 8,Data.gouv.fr
5.62,1.93,NO2,NON,NON,3.2,ID_052,2024-07-02 00:00:00,2024-01-30 00:00:00,7.11,6.9,1.45,8.45,6.94,5.49,0,1,0,O3,28.58,µg/m³,Gare du Nord 8,SNCF_Open_Data
4.74,5.28,SO2,OUI,0,8.08,ID_053,2024-07-10 00:00:00,2024-09-12 00:00:00,2.13,4.82,2.92,7.31,5.58,8.44,OUI,OUI,1,SO2,10.72,µg/m³,Saint-Charles 2,Data.gouv.fr
7.38,1.86,SO2,0,0,2.13,ID_054,2024-07-04 00:00:00,2024-09-05 00:00:00,1.72,1.32,5.35,1.93,8.33,6.42,1,0,0,O3,65.71,µg/m³,Gare du Nord 5,SNCF_Open_Data
2.13,7.35,O3,1,1,1.76,ID_055,2024-10-09 00:00:00,2024-03-01 00:00:00,5.4,1.73,7.52,6.48,5.75,7.36,0,OUI,OUI,SO2,31.09,µg/m³,Matabiau 4,SNCF_Open_Data
7.01,4.43,O3,0,0,2.56,ID_056,2024-07-16 00:00:00,2024-11-30 00:00:00,8.63,4.31,2.86,3.08,2.67,4.38,NON,1,OUI,O3,41.2,µg/m³,Part-Dieu 2,SNCF_Open_Data
6.97,1.51,PM10,0,1,4.46,ID_057,2024-05-29 00:00:00,2024-06-12 00:00:00,7.07,3.97,1.82,7.31,1.65,4.41,NON,0,OUI,SO2,9.22,µg/m³,Gare du Nord 5,Météo-France
3.94,2.66,PM10,NON,OUI,4.91,ID_058,2024-01-31 00:00:00,2024-06-18 00:00:00,1.53,1.28,7.24,6.29,7.26,6.11,OUI,NON,0,PM10,32.24,µg/m³,Gare du Nord 8,RATP_Open_Data_2024
4.03,1.83,NO2,NON,NON,6.42,ID_059,2024-07-13 00:00:00,2024-01-07 00:00:00,1.68,7.08,5.6,1.75,5.88,7.95,1,0,NON,NO2,23.32,µg/m³,Gare du Nord 5,Airparif
1.48,6.13,PM2.5,1,OUI,2.64,ID_060,2024-11-27 00:00:00,2024-03-26 00:00:00,4.11,4.26,6.15,5.58,4.49,2.55,OUI,OUI,0,SO2,41.01,µg/m³,Haussmann Saint-Lazare 8,SNCF_Open_Data
7.62,2.39,NO2,NON,OUI,2.65,ID_061,2024-09-11 00:00:00,2024-02-26 00:00:00,5.86,7.13,7.23,2.67,7.74,7.4,0,1,1,O3,48.94,µg/m³,Montparnasse 5,Airparif
2.75,7.58,PM2.5,NON,0,8.2,ID_062,2024-10-20 00:00:00,2024-07-10 00:00:00,8.78,8.47,7.34,3.93,6.04,1.23,0,0,0,NO2,6.25,µg/m³,Gare de l'Est 5,SNCF_Open_Data
8.36,1.32,SO2,0,0,2.87,ID_063,2024-08-21 00:00:00,2024-09-30 00:00:00,4.02,8.29,5.94,3.29,4.65,5.08,1,NON,0,CO,39.04,µg/m³,Gare de l'Est 4,Data.gouv.fr
3.13,6.75,O3,OUI,NON,3.43,ID_064,2024-10-29 00:00:00,2024-12-16 00:00:00,6.85,3.86,1.92,5.87,7.23,6.41,OUI,NON,NON,NO2,69.28,µg/m³,Saint-Jean 7,Météo-France
3.27,8.19,PM2.5,1,NON,6.27,ID_065,2024-03-25 00:00:00,2024-01-19 00:00:00,6.73,2.06,7.49,6.14,1.81,3.81,NON,OUI,OUI,O3,55.74,µg/m³,Gare du Nord 4,Airparif
3.73,7.42,PM10,OUI,0,2.86,ID_066,2024-05-26 00:00:00,2024-05-20 00:00:00,1.51,3.53,7.16,3.71,4.07,4.07,NON,0,0,PM2.5,44.11,µg/m³,Haussmann Saint-Lazare 7,Airparif
6.19,8.03,SO2,0,NON,3.17,ID_067,2024-04-01 00:00:00,2024-08-08 00:00:00,7.1,1.37,1.21,5.53,5.4,2.82,NON,1,0,PM2.5,20.72,µg/m³,Montparnasse 2,Airparif
6.22,3.96,CO,0,0,1.76,ID_068,2024-08-26 00:00:00,2024-02-21 00:00:00,6.23,4.59,6.83,7.25,8.42,3.18,NON,NON,1,CO,16.62,µg/m³,Gare de Lyon 4,RATP_Open_Data_2024
8.48,5.72,O3,1,1,6.67,ID_069,2024-02-20 00:00:00,2024-01-10 00:00:00,5.83,5.16,4.77,4.8,5.22,7.42,NON,1,OUI,O3,51.11,µg/m³,Gare de Lyon 9,RATP_Open_Data_2024
7.45,2.17,CO,0,OUI,1.97,ID_070,2024-07-30 00:00:00,2024-06-12 00:00:00,5.8,3.48,8.65,5.58,7.63,6.15,0,1,1,NO2,29.7,µg/m³,Gare de l'Est 4,Airparif
2.22,2.1,CO,NON,1,2.98,ID_071,2024-09-19 00:00:00,2024-09-28 00:00:00,7.58,6.76,6.41,4.82,4.52,7.34,1,OUI,NON,SO2,9.13,µg/m³,Matabiau 2,Météo-France
2.86,8.75,CO,1,OUI,3.91,ID_072,2024-05-28 00:00:00,2024-06-04 00:00:00,2.08,2.43,6.91,4.0,8.24,1.66,OUI,1,NON,O3,36.05,µg/m³,Matabiau 2,Météo-France
4.36,4.52,PM10,1,NON,5.34,ID_073,2024-01-08 00:00:00,2024-12-09 00:00:00,8.1,8.69,4.81,3.27,3.58,3.95,NON,NON,NON,NO2,84.49,µg/m³,Gare de Lyon 5,Météo-France
4.0,5.09,O3,NON,NON,1.81,ID_074,2024-09-29 00:00:00,2024-10-22 00:00:00,5.07,1.52,6.14,2.44,8.72,5.66,OUI,1,NON,PM10,31.17,µg/m³,Part-Dieu 8,RATP_Open_Data_2024
2.98,7.98,PM2.5,OUI,OUI,7.15,ID_075,2024-12-23 00:00:00,2024-10-25 00:00:00,7.63,8.04,2.26,8.22,3.3,1.89,OUI,0,1,SO2,6.03,µg/m³,Part-Dieu 2,Airparif
4.36,2.17,SO2,NON,OUI,4.34,ID_076,2024-08-09 00:00:00,2024-04-07 00:00:00,6.17,5.43,5.51,7.73,2.51,3.07,1,0,NON,CO,17.65,µg/m³,Saint-Jean 9,SNCF_Open_Data
2.56,6.56,NO2,NON,NON,6.71,ID_077,2024-11-27 00:00:00,2024-05-24 00:00:00,5.17,5.26,6.42,4.7,1.46,2.28,0,OUI,0,PM2.5,42.0,µg/m³,Gare de Lyon 1,Météo-France
7.41,5.04,PM2.5,OUI,0,2.67,ID_078,2024-04-06 00:00:00,2024-05-15 00:00:00,5.14,6.89,4.88,6.05,2.44,3.91,NON,0,1,CO,72.04,µg/m³,Part-Dieu 2,Data.gouv.fr
8.03,5.19,NO2,0,1,2.0,ID_079,2024-05-09 00:00:00,2024-06-04 00:00:00,3.46,8.33,2.12,8.72,2.09,4.94,1,OUI,NON,PM2.5,24.11,µg/m³,Saint-Charles 8,Airparif
8.44,3.13,O3,1,0,5.1,ID_080,2024-06-09 00:00:00,2024-02-04 00:00:00,8.65,1.82,8.55,7.49,3.0,2.8,1,OUI,NON,CO,4.98,µg/m³,Gare du Nord 6,Airparif
3.42,7.08,PM2.5,OUI,0,7.99,ID_081,2024-06-01 00:00:00,2024-05-13 00:00:00,2.44,5.53,2.38,6.25,4.42,1.64,NON,OUI,0,CO,79.89,µg/m³,Gare de l'Est 2,RATP_Open_Data_2024
7.3,8.4,PM10,0,NON,5.26,ID_082,2024-12-14 00:00:00,2024-02-07 00:00:00,4.89,4.96,5.66,5.51,6.85,8.75,1,1,0,O3,77.46,µg/m³,Part-Dieu 3,Data.gouv.fr
7.35,2.69,PM10,1,NON,1.94,ID_083,2024-10-27 00:00:00,2024-10-31 00:00:00,6.61,3.72,3.94,6.97,6.71,8.13,1,OUI,0,CO,84.2,µg/m³,Haussmann Saint-Lazare 3,RATP_Open_Data_2024
7.42,4.19,SO2,1,0,2.62,ID_084,2024-05-23 00:00:00,2024-01-26 00:00:00,6.73,8.47,8.01,6.31,1.71,7.72,1,OUI,1,PM2.5,52.22,µg/m³,Saint-Charles 7,SNCF_Open_Data
1.81,5.06,SO2,1,1,7.4,ID_085,2024-09-06 00:00:00,2024-12-10 00:00:00,8.19,6.43,6.05,5.32,1.75,6.2,NON,0,OUI,NO2,17.78,µg/m³,Gare de l'Est 8,RATP_Open_Data_2024
2.76,6.97,CO,1,0,5.54,ID_086,2024-02-09 00:00:00,2024-06-30 00:00:00,2.29,5.0,7.46,1.34,4.06,2.93,OUI,1,1,CO,6.22,µg/m³,Haussmann Saint-Lazare 7,Météo-France
1.45,4.51,NO2,1,NON,5.7,ID_087,2024-11-02 00:00:00,2024-03-25 00:00:00,5.54,8.31,8.29,6.5,2.18,2.47,OUI,OUI,0,PM10,67.34,µg/m³,Saint-Charles 7,Airparif
5.44,5.22,PM10,1,1,8.55,ID_088,2024-07-09 00:00:00,2024-09-25 00:00:00,6.8,1.88,6.05,7.32,6.52,1.48,0,0,0,PM2.5,32.66,µg/m³,Saint-Charles 8,Météo-France
4.23,1.8,NO2,0,OUI,6.52,ID_089,2024-11-11 00:00:00,2024-09-08 00:00:00,4.31,6.76,3.55,7.77,1.31,8.57,1,1,0,CO,53.98,µg/m³,Part-Dieu 3,RATP_Open_Data_2024
1.86,2.6,CO,OUI,NON,5.6,ID_090,2024-10-21 00:00:00,2024-05-24 00:00:00,4.69,5.3,2.69,2.97,6.12,1.73,NON,NON,OUI,O3,55.29,µg/m³,Gare de Lyon 2,SNCF_Open_Data
7.98,7.71,O3,1,NON,2.87,ID_091,2024-09-19 00:00:00,2024-09-04 00:00:00,8.09,3.2,4.56,8.46,6.85,5.66,OUI,NON,0,NO2,50.14,µg/m³,Saint-Jean 9,SNCF_Open_Data
4.4,5.98,CO,1,0,3.22,ID_092,2024-10-11 00:00:00,2024-06-25 00:00:00,8.33,4.32,2.92,7.38,1.34,8.46,NON,1,OUI,PM10,64.94,µg/m³,Gare du Nord 8,RATP_Open_Data_2024
2.58,7.48,O3,0,NON,1.46,ID_093,2024-12-11 00:00:00,2024-07-13 00:00:00,6.7,4.63,2.13,7.12,6.83,4.6,0,1,1,O3,58.04,µg/m³,Gare de l'Est 5,RATP_Open_Data_2024
5.05,1.62,PM10,0,NON,7.83,ID_094,2024-04-24 00:00:00,2024-01-17 00:00:00,1.77,1.57,3.24,6.07,8.43,5.01,0,NON,1,PM2.5,63.3,µg/m³,Saint-Jean 6,Airparif
6.33,7.06,O3,0,OUI,1.5,ID_095,2024-02-28 00:00:00,2024-09-29 00:00:00,7.58,6.4,1.94,6.39,6.39,2.25,OUI,0,1,SO2,21.67,µg/m³,Gare du Nord 4,Airparif
2.65,5.14,NO2,OUI,OUI,7.63,ID_096,2024-06-17 00:00:00,2024-09-02 00:00:00,6.09,2.44,2.81,2.36,4.22,8.16,0,NON,OUI,PM10,33.71,µg/m³,Gare de Lyon 3,Airparif
2.54,6.17,SO2,0,OUI,7.66,ID_097,2024-06-20 00:00:00,2024-05-19 00:00:00,7.23,2.25,7.2,1.92,6.02,5.52,1,0,1,O3,46.32,µg/m³,Montparnasse 6,RATP_Open_Data_2024
5.17,7.63,PM10,NON,OUI,6.55,ID_098,2024-08-25 00:00:00,2024-05-27 00:00:00,8.48,5.21,4.75,8.26,1.34,3.02,NON,OUI,1,PM10,58.49,µg/m³,Saint-Jean 1,Airparif
7.63,2.12,SO2,1,OUI,1.5,ID_099,2024-05-23 00:00:00,2024-01-09 00:00:00,3.5,1.65,8.07,5.37,6.23,6.38,OUI,1,0,SO2,23.7,µg/m³,Montparnasse 2,RATP_Open_Data_2024
4.65,3.76,SO2,0,1,8.46,ID_000,2024-05-13 00:00:00,2024-05-09 00:00:00,7.12,6.74,3.24,5.45,4.07,7.35,1,1,OUI,CO,79.33,µg/m³,Saint-Charles 3,Airparif
1.85,1.21,PM2.5,1,1,2.15,ID_001,2024-12-13 00:00:00,2024-01-06 00:00:00,1.33,2.39,8.25,3.78,3.73,3.07,1,NON,1,CO,62.31,µg/m³,Gare de Lyon 9,Data.gouv.fr
3.23,6.88,NO2,1,0,7.85,ID_002,2024-04-05 00:00:00,2024-08-18 00:00:00,5.98,3.72,5.28,4.5,2.7,4.37,OUI,0,0,O3,75.42,µg/m³,Gare du Nord 9,Météo-France
3.06,2.62,O3,OUI,NON,4.26,ID_003,2024-03-06 00:00:00,2024-06-20 00:00:00,5.98,4.32,3.06,3.85,2.11,4.39,1,OUI,1,PM10,45.35,µg/m³,Haussmann Saint-Lazare 7,Data.gouv.fr
4.63,3.13,SO2,NON,1,2.71,ID_004,2024-08-19 00:00:00,2024-10-24 00:00:00,4.61,1.25,2.3,6.67,5.49,7.08,OUI,OUI,1,NO2,51.3,µg/m³,Saint-Jean 3,RATP_Open_Data_2024
1.41,7.39,SO2,OUI,OUI,2.3,ID_005,2024-07-05 00:00:00,2024-07-23 00:00:00,4.87,6.9,7.07,5.7,6.72,4.86,0,OUI,1,NO2,48.49,µg/m³,Saint-Charles 4,SNCF_Open_Data
7.56,8.71,PM10,NON,0,3.54,ID_006,2024-03-06 00:00:00,2024-02-04 00:00:00,1.55,7.02,8.12,5.27,8.25,5.4,OUI,OUI,1,NO2,21.24,µg/m³,Matabiau 4,RATP_Open_Data_2024
6.48,1.66,PM10,0,0,2.47,ID_007,2024-04-13 00:00:00,2024-11-22 00:00:00,7.51,3.06,3.63,1.51,4.83,3.85,0,NON,0,PM10,35.1,µg/m³,Saint-Jean 2,Météo-France
5.86,5.24,CO,1,OUI,4.09,ID_008,2024-08-02 00:00:00,2024-03-30 00:00:00,2.79,1.58,5.38,4.93,3.54,1.84,1,NON,NON,NO2,50.18,µg/m³,Matabiau 3,Météo-France
3.88,5.86,NO2,OUI,0,4.9,ID_009,2024-09-14 00:00:00,2024-01-23 00:00:00,7.36,3.62,7.97,8.21,5.31,1.97,NON,NON,OUI,SO2,39.23,µg/m³,Saint-Charles 8,SNCF_Open_Data
7.49,5.87,O3,0,1,1.35,ID_010,2024-10-20 00:00:00,2024-05-06 00:00:00,5.36,4.94,4.85,6.88,2.8,8.65,OUI,NON,OUI,O3,56.16,µg/m³,Matabiau 6,SNCF_Open_Data
7.61,5.69,PM10,0,OUI,6.96,ID_011,2024-12-11 00:00:00,2024-08-27 00:00:00,1.5,1.98,5.86,5.31,7.82,4.25,OUI,NON,OUI,NO2,64.5,µg/m³,Gare de Lyon 6,Data.gouv.fr
7.1,8.68,SO2,NON,0,1.93,ID_012,2024-02-28 00:00:00,2024-10-06 00:00:00,6.35,3.16,4.21,6.57,7.65,3.85,0,NON,1,PM2.5,33.69,µg/m³,Saint-Charles 9,Data.gouv.fr
4.67,2.16,CO,0,NON,3.27,ID_013,2024-11-02 00:00:00,2024-08-20 00:00:00,3.7,8.73,3.12,1.57,2.29,8.49,OUI,NON,0,CO,38.42,µg/m³,Saint-Jean 7,Airparif
2.82,6.76,NO2,NON,0,2.45,ID_014,2024-09-26 00:00:00,2024-10-24 00:00:00,6.28,5.91,3.34,5.48,5.03,1.54,1,1,OUI,O3,4.49,µg/m³,Gare de l'Est 1,Météo-France
7.87,2.92,PM10,NON,0,2.02,ID_015,2024-09-01 00:00:00,2024-02-09 00:00:00,3.93,1.25,4.2,6.43,8.1,3.49,OUI,NON,NON,PM2.5,63.09,µg/m³,Matabiau 9,RATP_Open_Data_2024
2.45,4.54,O3,OUI,0,5.01,ID_016,2024-05-13 00:00:00,2024-06-14 00:00:00,7.87,5.81,6.49,1.99,5.89,3.81,1,OUI,0,O3,26.36,µg/m³,Saint-Charles 5,Airparif
1.51,2.51,PM2.5,NON,OUI,7.82,ID_017,2024-02-14 00:00:00,2024-03-02 00:00:00,5.15,2.24,7.97,4.98,8.41,8.43,OUI,OUI,1,O3,74.08,µg/m³,Gare de Lyon 4,Météo-France
3.26,8.54,PM2.5,NON,1,4.23,ID_018,2024-02-07 00:00:00,2024-08-05 00:00:00,6.65,3.33,1.84,8.02,7.83,8.3,NON,0,NON,NO2,75.0,µg/m³,Part-Dieu 9,SNCF_Open_Data
3.29,4.37,SO2,0,NON,6.46,ID_019,2024-02-08 00:00:00,2024-06-24 00:00:00,3.71,5.41,7.3,3.89,1.51,2.38,0,NON,1,NO2,30.7,µg/m³,Part-Dieu 5,Météo-France
6.56,1.38,NO2,1,OUI,3.66,ID_020,2024-02-24 00:00:00,2024-11-21 00:00:00,7.22,6.5,4.24,1.56,5.56,3.0,NON,0,1,CO,73.03,µg/m³,Matabiau 7,SNCF_Open_Data
6.48,7.01,PM2.5,NON,OUI,4.1,ID_021,2024-06-09 00:00:00,2024-07-13 00:00:00,4.11,3.41,6.22,7.92,6.71,3.77,1,1,NON,PM2.5,69.86,µg/m³,Montparnasse 4,SNCF_Open_Data
5.57,8.78,PM10,0,NON,6.52,ID_022,2024-03-13 00:00:00,2024-02-21 00:00:00,3.35,7.48,4.54,6.33,5.1,8.23,0,1,NON,NO2,82.13,µg/m³,Montparnasse 5,RATP_Open_Data_2024
1.39,8.38,PM2.5,OUI,NON,2.27,ID_023,2024-01-18 00:00:00,2024-09-27 00:00:00,6.07,7.57,6.49,5.55,2.6,3.03,NON,0,NON,PM10,45.86,µg/m³,Montparnasse 8,Airparif
1.98,2.44,CO,1,NON,5.65,ID_024,2024-02-12 00:00:00,2024-01-21 00:00:00,2.64,5.0,6.36,5.17,8.07,3.08,0,OUI,1,PM10,80.5,µg/m³,Saint-Charles 6,RATP_Open_Data_2024
2.09,3.62,CO,OUI,NON,2.66,ID_025,2024-04-10 00:00:00,2024-11-19 00:00:00,8.16,8.66,4.15,1.24,3.52,7.3,1,1,0,CO,25.27,µg/m³,Gare du Nord 7,Airparif
3.13,3.55,PM10,OUI,OUI,3.28,ID_026,2024-08-08 00:00:00,2024-06-27 00:00:00,1.65,4.32,8.2,2.87,1.32,2.6,1,1,1,NO2,83.83,µg/m³,Gare du Nord 1,Data.gouv.fr
3.11,5.23,SO2,NON,0,7.46,ID_027,2024-10-03 00:00:00,2024-03-04 00:00:00,5.8,2.65,1.36,7.29,7.33,3.34,NON,NON,NON,SO2,12.26,µg/m³,Saint-Jean 2,Airparif
2.23,7.98,CO,OUI,1,8.16,ID_028,2024-01-08 00:00:00,2024-06-09 00:00:00,8.64,3.57,3.32,4.58,6.51,4.57,1,1,0,NO2,29.37,µg/m³,Part-Dieu 3,Airparif
7.14,4.7,PM2.5,1,1,2.19,ID_029,2024-01-27 00:00:00,2024-11-07 00:00:00,3.17,4.93,4.62,7.91,7.02,4.92,NON,NON,0,NO2,32.52,µg/m³,Part-Dieu 9,Météo-France
7.13,3.69,O3,0,NON,4.29,ID_030,2024-06-16 00:00:00,2024-04-30 00:00:00,1.93,2.4,2.0,6.96,7.74,1.6,1,OUI,OUI,NO2,14.63,µg/m³,Gare du Nord 4,Météo-France
