col_environnement_id,col_time_id,col_zone_environnement_id,col_mode_environnement_id,col_polluant_id,col_station_mesure_id,col_type_carburant_id,col_emission_co2_kg,col_emission_co2_km,col_emission_par_habitant_kg,col_reduction_emission_pct,col_indice_aqi,col_niveau_qualite_air,col_pm25_ugm3,col_pm10_ugm3,col_no2_ugm3,col_o3_ugm3,col_energie_consommee_kwh,col_part_renouvelable_pct,col_cout_energie_eur,col_age_vehicule_moyen,col_nb_vehicules_electriques,col_taux_renouvellement_pct,col_valeur_cible,col_ecart_objectif_pct,col_atteint_objectif,col_reduction_trafic_covid_pct,col_gain_environnemental_kg
ID_011,ID_011,ID_011,ID_011,ID_011,ID_011,ID_011,5.05,1.54,4.61,4.75,21.49,8.19,3.9,3.03,5.81,4.58,2.25,4.03,2.46,2.68,3.98,4.36,69.69,4.65,8.35,ID_011,4.71
ID_012,ID_012,ID_012,ID_012,ID_012,ID_012,ID_012,8.18,8.06,4.98,3.94,47.78,6.59,3.02,8.77,1.85,4.32,1.56,6.09,6.16,8.65,2.91,5.54,31.46,4.72,6.34,ID_012,1.88
ID_013,ID_013,ID_013,ID_013,ID_013,ID_013,ID_013,7.13,7.01,7.11,4.07,75.45,1.75,3.76,8.66,4.53,2.91,6.85,3.85,5.17,1.56,8.45,2.21,77.88,7.3,4.59,ID_013,1.5
ID_014,ID_014,ID_014,ID_014,ID_014,ID_014,ID_014,6.49,1.94,8.08,3.5,37.2,7.28,5.87,4.45,6.01,3.2,3.71,2.67,1.87,4.17,3.87,5.57,29.45,4.45,5.83,ID_014,5.59
ID_015,ID_015,ID_015,ID_015,ID_015,ID_015,ID_015,6.28,3.03,7.51,6.64,67.79,1.3,5.33,8.16,5.45,4.47,8.66,4.91,5.6,3.38,6.03,8.4,71.31,6.26,5.41,ID_015,8.75
ID_016,ID_016,ID_016,ID_016,ID_016,ID_016,ID_016,7.29,8.42,6.17,4.55,4.83,7.51,8.02,5.07,5.91,6.13,3.66,5.42,4.79,5.36,5.32,2.83,81.41,3.9,6.23,ID_016,3.08
ID_017,ID_017,ID_017,ID_017,ID_017,ID_017,ID_017,3.53,1.72,4.78,2.38,74.3,2.79,4.36,2.29,3.15,2.55,8.2,4.45,4.84,8.31,2.68,7.51,63.08,2.35,4.41,ID_017,5.15
ID_018,ID_018,ID_018,ID_018,ID_018,ID_018,ID_018,2.33,1.74,3.72,2.71,58.99,7.91,6.91,4.38,5.49,4.76,2.63,2.7,5.08,7.76,7.95,3.1,37.41,7.6,2.52,ID_018,3.76
ID_019,ID_019,ID_019,ID_019,ID_019,ID_019,ID_019,7.84,1.98,1.72,1.71,43.63,1.99,6.51,5.04,3.23,3.09,2.72,1.57,6.84,4.82,6.67,1.75,82.45,3.26,7.83,ID_019,4.69
ID_020,ID_020,ID_020,ID_020,ID_020,ID_020,ID_020,4.95,2.64,7.43,1.29,19.57,2.12,5.95,5.51,4.17,3.43,4.75,1.83,6.69,2.78,3.73,1.92,44.77,1.55,1.74,ID_020,6.0
ID_021,ID_021,ID_021,ID_021,ID_021,ID_021,ID_021,1.51,7.16,1.56,2.34,74.85,6.22,8.56,7.02,5.53,8.03,1.48,3.7,2.99,1.57,2.68,3.03,43.35,3.83,5.89,ID_021,5.52
ID_022,ID_022,ID_022,ID_022,ID_022,ID_022,ID_022,3.7,2.18,7.1,3.7,58.82,7.99,6.74,3.49,7.54,6.54,6.39,2.66,3.34,5.7,3.82,7.08,49.23,7.97,6.37,ID_022,3.59
ID_023,ID_023,ID_023,ID_023,ID_023,ID_023,ID_023,7.45,7.73,8.07,6.67,26.78,3.21,3.86,1.86,6.94,3.55,5.26,6.79,2.34,3.19,7.57,2.98,57.51,6.47,2.11,ID_023,6.18
ID_024,ID_024,ID_024,ID_024,ID_024,ID_024,ID_024,3.92,2.14,3.05,7.15,27.62,5.95,2.62,6.45,3.33,4.79,5.63,7.02,5.72,5.02,3.23,8.04,27.27,4.47,7.43,ID_024,6.05
ID_025,ID_025,ID_025,ID_025,ID_025,ID_025,ID_025,4.14,7.71,6.8,4.55,30.22,3.94,6.69,3.59,1.72,5.21,6.55,7.94,4.96,4.51,5.28,6.51,18.17,5.85,4.08,ID_025,2.71
ID_026,ID_026,ID_026,ID_026,ID_026,ID_026,ID_026,5.12,3.24,7.99,5.89,19.76,6.95,4.07,5.88,6.06,8.63,3.66,3.85,8.58,5.73,2.44,6.37,39.08,2.84,6.77,ID_026,8.56
ID_027,ID_027,ID_027,ID_027,ID_027,ID_027,ID_027,1.4,1.8,5.29,5.78,63.36,4.42,6.51,6.74,7.27,8.16,2.78,1.36,4.69,7.57,5.63,6.52,14.93,2.62,5.25,ID_027,7.0
ID_028,ID_028,ID_028,ID_028,ID_028,ID_028,ID_028,4.0,5.49,6.91,5.43,3.11,6.6,7.46,4.38,5.55,8.78,2.5,4.04,7.35,6.47,1.36,4.77,46.69,8.4,2.16,ID_028,8.28
ID_029,ID_029,ID_029,ID_029,ID_029,ID_029,ID_029,7.92,1.76,1.5,1.41,4.93,5.25,7.76,8.46,5.89,8.52,5.02,3.02,5.59,4.83,2.72,8.02,79.41,3.64,6.52,ID_029,2.66
ID_030,ID_030,ID_030,ID_030,ID_030,ID_030,ID_030,6.96,7.04,7.7,8.24,23.58,1.5,4.2,6.97,2.93,4.89,7.07,5.51,3.21,4.24,8.63,2.76,3.73,5.32,2.82,ID_030,4.62
ID_031,ID_031,ID_031,ID_031,ID_031,ID_031,ID_031,4.0,3.98,1.39,7.89,53.03,2.08,4.29,7.76,5.87,7.87,7.67,1.54,6.9,7.33,5.04,4.97,58.96,7.86,6.92,ID_031,6.0
ID_032,ID_032,ID_032,ID_032,ID_032,ID_032,ID_032,5.75,2.68,2.17,1.58,81.77,6.76,4.14,6.4,2.62,6.62,6.45,8.31,5.0,2.06,1.36,8.45,44.96,4.54,4.97,ID_032,6.53
ID_033,ID_033,ID_033,ID_033,ID_033,ID_033,ID_033,4.1,2.44,1.58,7.68,49.89,6.83,8.52,4.63,4.3,5.91,2.36,7.81,1.52,2.91,5.81,6.21,82.76,8.63,4.05,ID_033,6.11
ID_034,ID_034,ID_034,ID_034,ID_034,ID_034,ID_034,5.59,2.93,1.27,7.94,21.19,7.24,8.65,7.39,2.24,2.13,3.77,5.49,2.25,5.14,1.58,3.98,59.58,3.67,5.59,ID_034,3.92
ID_035,ID_035,ID_035,ID_035,ID_035,ID_035,ID_035,6.42,2.89,1.41,2.5,3.14,3.16,3.16,6.43,4.68,6.26,7.46,2.75,8.02,2.6,4.2,6.23,66.76,4.07,2.44,ID_035,3.51
ID_036,ID_036,ID_036,ID_036,ID_036,ID_036,ID_036,7.67,8.37,3.81,7.28,6.82,7.56,7.22,5.37,6.74,4.91,4.43,5.59,3.16,5.65,3.38,4.59,35.78,7.34,3.71,ID_036,4.8
ID_037,ID_037,ID_037,ID_037,ID_037,ID_037,ID_037,4.03,3.77,4.19,2.14,76.12,3.31,8.29,3.31,6.73,5.28,6.26,7.38,8.03,3.78,5.67,6.4,25.28,4.74,2.34,ID_037,1.38
ID_038,ID_038,ID_038,ID_038,ID_038,ID_038,ID_038,1.91,2.22,5.45,4.95,77.04,4.1,2.98,7.93,6.07,4.73,3.63,8.09,3.96,2.96,5.97,1.25,54.59,3.28,4.65,ID_038,3.65
ID_039,ID_039,ID_039,ID_039,ID_039,ID_039,ID_039,7.7,3.73,8.68,3.72,81.88,7.35,7.75,4.57,2.98,2.07,7.3,4.4,7.39,7.94,7.86,6.65,64.71,1.37,8.18,ID_039,6.6
ID_040,ID_040,ID_040,ID_040,ID_040,ID_040,ID_040,1.45,5.47,2.9,8.55,12.3,7.98,3.45,5.75,5.94,2.63,7.33,5.08,1.4,7.84,8.58,2.72,49.25,8.13,5.65,ID_040,6.02
ID_041,ID_041,ID_041,ID_041,ID_041,ID_041,ID_041,5.55,5.83,7.06,8.05,7.59,5.95,2.31,4.46,3.35,4.84,7.82,5.19,3.08,2.35,4.11,4.73,34.34,8.38,3.87,ID_041,1.73
ID_042,ID_042,ID_042,ID_042,ID_042,ID_042,ID_042,7.58,8.64,6.66,7.0,3.46,5.77,7.46,3.84,8.18,6.71,6.27,5.27,1.73,3.71,1.74,5.75,21.31,5.53,8.17,ID_042,1.28
ID_043,ID_043,ID_043,ID_043,ID_043,ID_043,ID_043,8.41,6.06,3.55,1.62,57.91,6.48,4.09,3.59,4.28,5.7,7.85,1.27,2.01,7.09,6.94,1.76,62.85,5.37,2.99,ID_043,1.31
ID_044,ID_044,ID_044,ID_044,ID_044,ID_044,ID_044,5.81,7.83,4.03,1.24,42.37,7.45,8.75,1.68,4.41,4.07,2.98,3.66,1.46,8.49,6.76,8.61,75.64,6.86,7.02,ID_044,3.1
ID_045,ID_045,ID_045,ID_045,ID_045,ID_045,ID_045,5.76,1.67,4.16,8.68,23.23,8.7,5.41,5.13,5.67,7.64,7.54,5.28,6.67,3.88,2.05,5.57,81.83,1.94,7.04,ID_045,8.23
ID_046,ID_046,ID_046,ID_046,ID_046,ID_046,ID_046,6.42,7.84,8.18,2.5,13.24,4.3,7.94,6.91,6.48,5.14,1.65,3.67,1.82,5.37,1.23,4.94,22.07,8.71,2.37,ID_046,1.69
ID_047,ID_047,ID_047,ID_047,ID_047,ID_047,ID_047,8.52,3.69,4.13,7.43,59.57,6.38,5.65,6.16,2.38,3.3,6.43,2.61,2.92,8.34,5.23,5.89,10.4,7.12,3.04,ID_047,4.76
ID_048,ID_048,ID_048,ID_048,ID_048,ID_048,ID_048,8.75,2.77,4.31,6.3,53.8,6.44,4.29,3.41,7.24,2.58,3.33,8.6,3.94,4.67,4.62,6.22,55.84,4.77,4.7,ID_048,5.04
ID_049,ID_049,ID_049,ID_049,ID_049,ID_049,ID_049,5.53,2.52,1.94,5.14,48.93,3.6,1.95,3.12,3.98,3.17,4.58,7.54,7.74,2.66,2.44,5.24,14.5,2.46,2.56,ID_049,8.57
ID_050,ID_050,ID_050,ID_050,ID_050,ID_050,ID_050,7.73,6.78,7.36,5.78,41.82,3.91,3.71,4.78,7.96,5.12,1.38,7.33,2.83,3.19,7.65,6.74,26.75,2.68,5.76,ID_050,1.57
ID_051,ID_051,ID_051,ID_051,ID_051,ID_051,ID_051,7.23,3.48,5.78,1.48,72.24,3.96,5.67,2.99,7.73,3.02,3.0,6.15,4.22,6.27,8.23,5.15,75.36,7.49,2.98,ID_051,7.09
ID_052,ID_052,ID_052,ID_052,ID_052,ID_052,ID_052,5.74,6.14,6.28,4.82,65.21,6.73,7.57,8.3,1.79,3.99,6.15,6.31,2.44,8.5,8.55,5.81,21.75,6.53,1.36,ID_052,1.35
ID_053,ID_053,ID_053,ID_053,ID_053,ID_053,ID_053,3.23,3.85,2.2,3.0,71.44,5.28,3.17,5.22,3.92,4.86,4.83,2.28,2.37,1.25,6.21,8.49,70.53,4.62,3.83,ID_053,2.95
ID_054,ID_054,ID_054,ID_054,ID_054,ID_054,ID_054,8.51,2.94,4.18,7.56,65.45,7.74,3.57,8.75,2.35,2.14,6.03,4.22,4.29,1.53,7.97,2.06,40.46,4.54,7.1,ID_054,6.59
ID_055,ID_055,ID_055,ID_055,ID_055,ID_055,ID_055,6.84,6.22,5.69,5.8,47.35,4.71,6.98,8.23,7.82,3.69,7.67,7.2,5.62,3.44,7.05,3.01,19.61,3.86,3.92,ID_055,3.22
ID_056,ID_056,ID_056,ID_056,ID_056,ID_056,ID_056,8.65,6.44,6.87,8.68,26.13,7.68,5.39,6.95,6.57,3.41,5.14,3.38,5.67,1.38,7.61,1.23,81.77,2.12,5.2,ID_056,4.03
ID_057,ID_057,ID_057,ID_057,ID_057,ID_057,ID_057,5.71,7.84,5.59,6.56,53.07,7.41,3.53,4.42,2.57,1.21,2.3,2.52,2.97,4.69,3.27,1.25,3.13,2.23,6.16,ID_057,8.63
ID_058,ID_058,ID_058,ID_058,ID_058,ID_058,ID_058,4.46,2.5,3.13,5.56,51.81,7.58,6.49,2.88,6.49,3.35,6.75,8.77,4.85,5.84,8.36,5.48,15.0,1.23,4.55,ID_058,3.46
ID_059,ID_059,ID_059,ID_059,ID_059,ID_059,ID_059,7.59,8.25,2.61,1.26,20.81,1.57,8.06,8.37,1.38,6.68,8.32,1.79,2.99,4.88,6.73,5.24,36.86,5.73,2.65,ID_059,2.7
ID_060,ID_060,ID_060,ID_060,ID_060,ID_060,ID_060,7.99,6.85,7.11,4.88,36.9,8.38,5.73,3.83,7.72,6.02,8.58,6.24,3.54,7.31,8.51,3.64,30.66,7.78,2.77,ID_060,6.15
ID_061,ID_061,ID_061,ID_061,ID_061,ID_061,ID_061,8.49,1.74,6.87,2.37,74.99,4.97,4.06,7.09,8.66,2.69,8.52,3.4,4.76,7.61,4.3,5.39,7.65,1.46,7.71,ID_061,2.3
ID_062,ID_062,ID_062,ID_062,ID_062,ID_062,ID_062,2.7,4.12,3.96,4.04,52.63,3.82,6.42,4.2,5.62,3.1,2.94,2.85,8.7,2.54,1.88,5.17,16.88,6.29,7.87,ID_062,2.78
ID_063,ID_063,ID_063,ID_063,ID_063,ID_063,ID_063,7.08,6.53,7.8,2.92,61.57,6.52,4.14,2.57,4.94,5.96,1.45,7.4,4.84,3.05,7.59,7.24,69.26,5.64,4.1,ID_063,3.16
ID_064,ID_064,ID_064,ID_064,ID_064,ID_064,ID_064,5.08,3.46,3.08,8.22,17.52,7.26,3.19,6.32,4.6,5.61,1.54,2.36,3.5,7.89,6.75,6.94,84.93,5.0,2.59,ID_064,1.71
ID_065,ID_065,ID_065,ID_065,ID_065,ID_065,ID_065,2.75,5.27,7.54,3.9,75.81,3.62,5.23,4.01,8.62,3.09,2.15,6.35,6.65,6.42,4.11,3.47,62.59,5.85,3.92,ID_065,6.16
ID_066,ID_066,ID_066,ID_066,ID_066,ID_066,ID_066,4.02,7.08,6.22,6.51,43.17,2.31,4.07,1.22,4.32,3.75,5.17,8.63,3.54,7.53,5.12,4.7,81.75,4.48,5.48,ID_066,5.65
ID_067,ID_067,ID_067,ID_067,ID_067,ID_067,ID_067,6.39,3.95,5.86,1.61,18.78,4.45,8.56,7.36,4.31,7.88,8.48,3.38,4.44,1.64,1.81,4.92,3.25,3.39,1.48,ID_067,2.31
ID_068,ID_068,ID_068,ID_068,ID_068,ID_068,ID_068,5.43,4.27,6.34,7.03,65.74,3.15,5.32,7.16,3.36,7.55,8.22,4.86,5.76,6.95,2.29,4.2,66.08,7.2,2.92,ID_068,6.86
ID_069,ID_069,ID_069,ID_069,ID_069,ID_069,ID_069,6.47,7.82,5.11,2.47,2.72,7.51,8.62,1.81,4.34,6.3,5.67,2.12,6.05,5.39,1.57,3.14,8.37,6.08,2.58,ID_069,6.61
ID_070,ID_070,ID_070,ID_070,ID_070,ID_070,ID_070,3.95,2.41,4.32,2.9,6.49,5.6,2.68,7.93,4.32,3.77,6.56,2.15,1.36,4.16,6.61,2.98,55.28,3.97,4.23,ID_070,7.23
ID_071,ID_071,ID_071,ID_071,ID_071,ID_071,ID_071,7.11,3.82,8.79,6.82,47.14,6.17,1.43,4.89,7.89,5.99,1.85,2.02,4.47,2.52,2.56,1.65,6.48,5.63,8.14,ID_071,2.84
ID_072,ID_072,ID_072,ID_072,ID_072,ID_072,ID_072,5.81,8.27,7.6,8.11,43.1,4.08,7.64,5.52,8.43,5.21,4.0,8.49,7.53,1.59,5.8,5.08,62.54,8.79,5.61,ID_072,8.52
ID_073,ID_073,ID_073,ID_073,ID_073,ID_073,ID_073,6.1,7.92,5.45,2.25,36.11,8.08,4.46,3.11,2.4,1.52,2.33,6.81,2.99,8.3,5.23,5.49,56.54,2.75,4.14,ID_073,2.78
ID_074,ID_074,ID_074,ID_074,ID_074,ID_074,ID_074,5.55,5.8,7.08,8.75,25.41,4.19,6.7,1.51,4.03,8.07,5.72,3.52,2.6,6.74,7.69,3.29,21.12,4.72,6.33,ID_074,6.25
ID_075,ID_075,ID_075,ID_075,ID_075,ID_075,ID_075,2.38,5.16,4.45,1.82,74.49,6.89,2.48,4.47,6.1,1.69,3.61,5.29,1.35,6.27,4.14,7.23,64.94,5.92,5.69,ID_075,8.26
ID_076,ID_076,ID_076,ID_076,ID_076,ID_076,ID_076,8.03,2.46,4.22,1.41,28.94,6.6,1.45,1.21,6.77,8.6,1.68,4.57,4.75,8.3,8.29,3.66,40.8,2.86,6.89,ID_076,3.01
ID_077,ID_077,ID_077,ID_077,ID_077,ID_077,ID_077,4.03,4.9,7.01,4.95,30.96,1.49,6.47,4.17,2.5,4.11,6.77,6.18,5.78,7.77,5.33,2.7,79.95,1.4,6.85,ID_077,8.26
ID_078,ID_078,ID_078,ID_078,ID_078,ID_078,ID_078,2.97,2.88,8.3,4.68,50.41,6.55,4.27,4.31,5.45,4.58,3.26,8.44,1.51,4.07,2.62,1.55,81.72,3.77,1.48,ID_078,2.16
ID_079,ID_079,ID_079,ID_079,ID_079,ID_079,ID_079,5.59,1.34,7.58,8.37,44.89,4.6,3.14,6.99,8.08,5.08,8.65,2.03,1.95,6.4,5.59,6.79,83.08,8.61,7.59,ID_079,8.61
ID_080,ID_080,ID_080,ID_080,ID_080,ID_080,ID_080,5.21,6.68,7.91,2.05,30.33,5.59,6.76,3.53,2.51,8.47,8.61,1.35,4.94,6.23,2.53,4.12,11.02,1.85,1.91,ID_080,5.49
ID_081,ID_081,ID_081,ID_081,ID_081,ID_081,ID_081,3.78,5.82,2.96,4.52,77.49,7.9,1.71,5.17,7.49,5.6,4.57,4.35,2.79,6.59,1.65,4.28,40.04,3.2,8.52,ID_081,5.79
ID_082,ID_082,ID_082,ID_082,ID_082,ID_082,ID_082,8.19,7.75,7.64,5.18,35.41,2.51,6.02,2.34,5.38,5.51,3.82,7.26,2.46,8.69,1.94,6.17,15.61,1.95,6.62,ID_082,7.58
ID_083,ID_083,ID_083,ID_083,ID_083,ID_083,ID_083,4.96,3.36,5.45,6.36,68.94,2.72,4.0,6.56,5.69,1.81,7.42,5.45,5.54,3.82,7.83,8.51,73.69,6.42,5.22,ID_083,4.7
ID_084,ID_084,ID_084,ID_084,ID_084,ID_084,ID_084,3.61,2.15,4.72,3.01,38.81,3.98,2.07,1.96,5.35,2.56,4.19,8.46,7.1,5.27,7.36,5.8,64.13,3.49,3.06,ID_084,7.93
ID_085,ID_085,ID_085,ID_085,ID_085,ID_085,ID_085,5.49,3.73,7.67,1.34,47.1,2.39,2.01,1.45,8.69,6.86,2.91,2.71,8.05,2.37,3.84,5.14,79.94,8.45,6.43,ID_085,8.65
ID_086,ID_086,ID_086,ID_086,ID_086,ID_086,ID_086,3.89,5.82,7.35,4.56,63.73,5.2,6.9,8.23,2.04,2.73,1.64,8.77,7.54,4.22,3.35,3.98,69.98,5.81,4.02,ID_086,7.71
ID_087,ID_087,ID_087,ID_087,ID_087,ID_087,ID_087,8.26,3.82,4.16,1.66,39.91,5.39,3.74,5.06,1.47,3.48,2.01,3.38,7.66,7.78,6.01,6.16,56.75,7.04,5.8,ID_087,8.47
ID_088,ID_088,ID_088,ID_088,ID_088,ID_088,ID_088,4.21,6.6,7.8,4.14,79.84,3.71,3.89,2.18,5.78,8.61,8.61,5.3,2.25,7.99,4.9,5.21,79.27,2.6,2.31,ID_088,7.65
ID_089,ID_089,ID_089,ID_089,ID_089,ID_089,ID_089,1.3,8.49,5.4,4.5,37.23,4.75,6.25,2.96,8.01,6.44,4.12,4.14,6.03,4.82,3.06,6.29,61.67,6.36,1.38,ID_089,6.35
ID_090,ID_090,ID_090,ID_090,ID_090,ID_090,ID_090,2.52,2.66,6.37,6.41,17.61,7.34,7.02,1.55,2.31,3.83,1.58,6.86,5.62,4.69,1.38,2.09,39.11,2.05,5.37,ID_090,5.39
ID_091,ID_091,ID_091,ID_091,ID_091,ID_091,ID_091,8.38,5.77,8.71,1.49,37.55,6.13,4.04,3.97,4.68,4.51,6.51,5.62,7.19,7.9,2.6,6.61,53.56,8.29,3.18,ID_091,7.12
ID_092,ID_092,ID_092,ID_092,ID_092,ID_092,ID_092,3.2,6.66,3.64,7.04,77.04,4.09,8.55,7.92,4.68,3.07,5.21,5.79,1.51,1.67,6.54,3.41,64.39,6.85,4.2,ID_092,1.65
ID_093,ID_093,ID_093,ID_093,ID_093,ID_093,ID_093,1.53,5.5,6.98,2.1,11.42,8.18,6.98,3.27,5.81,1.5,4.05,5.85,2.67,8.62,4.59,1.72,38.33,6.16,6.19,ID_093,4.22
ID_094,ID_094,ID_094,ID_094,ID_094,ID_094,ID_094,3.25,6.43,5.97,7.03,51.12,6.94,8.43,4.47,8.69,3.6,3.43,3.47,2.72,1.67,6.53,8.48,49.54,7.01,5.17,ID_094,3.38
ID_095,ID_095,ID_095,ID_095,ID_095,ID_095,ID_095,7.6,2.3,2.94,6.85,3.4,7.25,8.78,2.38,6.07,3.9,2.9,5.75,1.93,5.33,6.71,5.07,56.04,5.51,7.34,ID_095,1.42
ID_096,ID_096,ID_096,ID_096,ID_096,ID_096,ID_096,8.7,1.68,4.79,7.47,41.57,7.47,6.21,7.37,2.93,6.18,8.13,7.15,4.98,5.38,3.66,7.39,56.08,8.76,6.39,ID_096,7.23
ID_097,ID_097,ID_097,ID_097,ID_097,ID_097,ID_097,2.29,4.84,3.2,1.75,61.91,3.43,7.89,2.74,3.59,3.48,2.11,1.63,2.35,7.73,6.53,2.95,15.97,4.31,6.01,ID_097,5.6
ID_098,ID_098,ID_098,ID_098,ID_098,ID_098,ID_098,4.59,7.32,4.53,4.48,4.7,4.42,4.17,4.33,1.24,6.8,6.04,6.52,1.81,5.66,6.25,6.19,61.29,5.41,7.21,ID_098,4.12
ID_099,ID_099,ID_099,ID_099,ID_099,ID_099,ID_099,6.43,3.36,1.93,7.03,60.62,1.3,7.26,4.97,1.37,4.41,4.78,3.91,8.46,8.4,2.16,2.22,12.85,1.72,1.77,ID_099,8.59
ID_000,ID_000,ID_000,ID_000,ID_000,ID_000,ID_000,6.72,4.47,4.08,2.17,29.93,4.73,4.58,4.76,2.64,4.7,8.2,5.02,3.83,2.22,6.81,4.78,42.69,6.5,5.29,ID_000,7.47
ID_001,ID_001,ID_001,ID_001,ID_001,ID_001,ID_001,6.56,7.0,7.46,3.79,3.65,8.61,5.09,3.37,8.74,6.56,3.26,4.68,7.05,1.83,6.87,8.18,41.02,4.0,4.61,ID_001,5.89
ID_002,ID_002,ID_002,ID_002,ID_002,ID_002,ID_002,3.16,3.42,8.75,8.29,22.19,6.81,6.95,3.76,1.27,1.73,3.05,1.23,7.31,8.52,8.19,3.99,9.8,3.49,1.62,ID_002,8.19
ID_003,ID_003,ID_003,ID_003,ID_003,ID_003,ID_003,8.28,1.21,1.88,6.02,67.86,3.47,5.2,6.91,7.01,6.14,5.13,3.18,7.95,1.69,2.22,8.18,10.8,4.16,1.53,ID_003,7.14
ID_004,ID_004,ID_004,ID_004,ID_004,ID_004,ID_004,5.45,5.11,7.56,1.77,37.39,7.1,7.84,5.63,4.65,1.4,3.19,7.54,5.12,8.31,7.23,6.82,9.79,4.12,8.55,ID_004,1.88
ID_005,ID_005,ID_005,ID_005,ID_005,ID_005,ID_005,8.22,1.99,6.14,6.41,65.79,5.33,3.21,7.03,2.66,7.37,2.8,2.52,8.68,5.8,4.84,1.21,10.28,7.3,7.88,ID_005,5.78
ID_006,ID_006,ID_006,ID_006,ID_006,ID_006,ID_006,6.86,4.17,2.2,5.17,66.05,5.63,8.57,6.93,1.29,3.52,2.78,4.73,3.74,4.43,1.45,3.87,24.18,5.1,2.56,ID_006,3.31
ID_007,ID_007,ID_007,ID_007,ID_007,ID_007,ID_007,4.73,8.06,1.72,8.28,73.27,8.44,4.26,8.43,8.26,1.58,6.0,6.05,2.42,5.86,4.64,3.03,42.72,4.89,4.65,ID_007,4.03
ID_008,ID_008,ID_008,ID_008,ID_008,ID_008,ID_008,5.7,5.35,6.76,7.03,66.98,4.62,5.77,3.31,3.89,2.2,2.45,1.36,6.9,7.77,3.82,1.56,46.37,1.33,7.88,ID_008,4.29
ID_009,ID_009,ID_009,ID_009,ID_009,ID_009,ID_009,4.22,6.39,1.43,2.1,69.6,4.04,8.02,7.15,8.63,2.14,5.79,5.48,1.81,7.5,5.67,6.78,47.65,5.65,6.16,ID_009,7.92
ID_010,ID_010,ID_010,ID_010,ID_010,ID_010,ID_010,4.2,7.16,6.38,7.43,16.19,7.56,4.34,2.18,2.09,5.96,4.19,1.37,8.17,4.55,1.56,4.77,51.99,1.9,3.63,ID_010,4.76
ID_011,ID_011,ID_011,ID_011,ID_011,ID_011,ID_011,7.42,1.72,3.07,4.9,5.07,4.34,5.62,7.96,4.58,7.13,2.7,3.1,3.39,2.24,5.05,7.63,65.07,6.48,3.95,ID_011,1.34
ID_012,ID_012,ID_012,ID_012,ID_012,ID_012,ID_012,2.42,3.58,2.02,2.21,52.25,4.85,2.55,1.47,6.88,4.26,4.58,5.4,6.23,6.58,7.06,4.17,76.41,7.94,1.95,ID_012,4.85
ID_013,ID_013,ID_013,ID_013,ID_013,ID_013,ID_013,4.64,3.58,7.08,2.21,61.14,7.73,1.78,3.92,6.18,1.76,4.92,1.61,6.41,6.55,2.29,4.39,39.8,3.92,3.59,ID_013,3.78
ID_014,ID_014,ID_014,ID_014,ID_014,ID_014,ID_014,6.29,5.83,7.83,3.42,38.71,2.47,1.26,4.81,8.64,3.0,7.93,2.4,2.31,8.55,5.22,1.79,34.36,4.6,1.55,ID_014,3.88
ID_015,ID_015,ID_015,ID_015,ID_015,ID_015,ID_015,6.58,2.32,8.19,7.82,34.89,4.57,4.69,3.87,1.66,7.53,6.93,6.08,2.85,2.9,7.95,1.59,84.62,5.07,7.27,ID_015,3.49
ID_016,ID_016,ID_016,ID_016,ID_016,ID_016,ID_016,1.48,6.65,6.96,1.68,28.96,3.07,3.46,7.2,5.65,8.61,2.36,5.01,4.41,8.37,8.23,7.28,42.3,2.69,4.54,ID_016,7.18
ID_017,ID_017,ID_017,ID_017,ID_017,ID_017,ID_017,2.03,7.95,7.72,3.8,71.51,7.49,4.95,2.75,6.26,7.24,2.59,5.67,7.54,8.34,7.72,6.36,50.38,7.79,1.54,ID_017,3.47
ID_018,ID_018,ID_018,ID_018,ID_018,ID_018,ID_018,7.89,8.44,5.18,1.78,54.22,2.03,6.4,2.88,1.37,4.39,4.97,1.92,7.4,8.52,1.76,6.45,56.83,4.4,2.01,ID_018,5.41
ID_019,ID_019,ID_019,ID_019,ID_019,ID_019,ID_019,5.13,2.26,7.41,2.53,82.27,1.3,6.77,1.91,7.75,5.41,6.52,4.55,3.62,3.53,5.39,4.58,48.33,2.9,7.08,ID_019,8.47
ID_020,ID_020,ID_020,ID_020,ID_020,ID_020,ID_020,5.93,5.88,2.06,3.03,55.39,1.53,3.9,7.85,1.79,3.09,6.51,6.49,6.27,1.55,4.3,4.09,67.92,3.94,4.29,ID_020,8.66
ID_021,ID_021,ID_021,ID_021,ID_021,ID_021,ID_021,4.22,5.51,7.93,4.15,4.06,6.31,7.49,6.63,2.35,5.0,4.92,2.79,5.47,4.79,7.27,5.36,17.11,3.75,8.05,ID_021,3.05
ID_022,ID_022,ID_022,ID_022,ID_022,ID_022,ID_022,6.12,2.03,2.17,6.63,14.49,2.05,4.24,5.39,2.81,8.68,4.75,1.43,5.91,8.75,3.84,7.27,69.92,6.45,2.73,ID_022,2.43
ID_023,ID_023,ID_023,ID_023,ID_023,ID_023,ID_023,5.91,3.09,3.1,2.09,64.22,4.3,2.22,5.43,7.5,5.66,2.44,7.02,5.64,6.97,8.42,2.79,65.64,2.58,6.72,ID_023,4.93
ID_024,ID_024,ID_024,ID_024,ID_024,ID_024,ID_024,8.11,1.73,5.87,7.65,7.64,7.06,7.62,8.59,5.38,6.22,3.47,8.41,4.13,5.22,6.86,4.52,63.24,3.6,4.85,ID_024,6.95
