col_date,col_heure,col_ville,col_station,col_polluant,col_valeur,col_unite,col_periode,col_indice_qualite,col_latitude,col_longitude,col_confinement
2024-08-17 00:00:00,5.67,Bordeaux,Montparnasse 6,PM2.5,58.25,µg/m³,1.8,3.82,45.91355,-0.499277,5.28
2024-04-22 00:00:00,3.96,Montpellier,Saint-Jean 8,O3,67.98,µg/m³,2.76,7.31,52.616748,3.862444,6.7
2024-11-16 00:00:00,1.48,Nantes,Matabiau 9,O3,55.16,µg/m³,5.83,6.96,47.354301,-0.774545,1.72
2024-09-19 00:00:00,7.16,Marseille,Saint-Charles 5,NO2,38.26,µg/m³,6.46,1.31,47.413706,-1.62608,2.43
2024-07-04 00:00:00,6.49,Paris,Gare de l'Est 5,PM2.5,33.74,µg/m³,4.66,8.1,47.792048,4.212585,4.91
2024-09-29 00:00:00,4.3,Nice,Part-Dieu 8,NO2,61.56,µg/m³,7.53,1.43,48.194633,2.92456,8.26
2024-06-29 00:00:00,1.88,Lyon,Haussmann Saint-Lazare 7,CO,70.77,µg/m³,7.54,5.06,48.453045,-1.354386,4.89
2024-03-15 00:00:00,6.26,Montpellier,Gare de l'Est 4,PM10,61.57,µg/m³,4.77,2.6,49.33853,-1.413462,6.48
2024-05-29 00:00:00,5.77,Marseille,Saint-Jean 9,PM2.5,43.19,µg/m³,5.32,7.12,47.91078,4.588142,6.52
2024-05-02 00:00:00,2.41,Lille,Montparnasse 3,PM2.5,74.53,µg/m³,5.74,2.4,45.421995,4.022322,8.72
2024-07-21 00:00:00,5.19,Lyon,Saint-Charles 1,SO2,29.14,µg/m³,4.87,2.64,46.788867,3.950357,7.15
2024-08-05 00:00:00,6.72,Nantes,Part-Dieu 4,SO2,57.95,µg/m³,7.17,4.34,48.250039,-0.319392,2.48
2024-08-20 00:00:00,2.54,Toulouse,Montparnasse 6,O3,50.6,µg/m³,2.64,5.47,50.667543,5.632573,6.05
2024-12-03 00:00:00,3.53,Nantes,Montparnasse 8,PM10,58.99,µg/m³,7.02,8.69,45.786822,5.69514,8.2
2024-12-10 00:00:00,5.04,Nantes,Gare de Lyon 7,CO,3.6,µg/m³,7.99,5.53,51.988439,1.026759,7.28
2024-01-29 00:00:00,7.2,Paris,Gare de l'Est 4,CO,8.35,µg/m³,4.14,5.32,47.104794,0.330382,7.48
2024-03-12 00:00:00,2.62,Bordeaux,Saint-Jean 3,SO2,76.57,µg/m³,8.18,7.11,46.4231,4.931556,4.09
2024-08-07 00:00:00,1.88,Paris,Gare de l'Est 6,CO,20.25,µg/m³,1.65,6.64,47.43516,2.902937,2.45
2024-04-22 00:00:00,7.0,Bordeaux,Part-Dieu 9,O3,37.69,µg/m³,6.8,5.79,52.469674,3.624411,4.56
2024-03-22 00:00:00,7.4,Marseille,Saint-Charles 5,SO2,63.5,µg/m³,7.43,2.72,50.681507,2.664845,1.37
2024-10-31 00:00:00,5.7,Lyon,Gare de Lyon 3,SO2,2.35,µg/m³,2.45,2.75,45.527136,1.299868,8.23
2024-12-07 00:00:00,4.22,Toulouse,Montparnasse 3,CO,61.04,µg/m³,5.42,6.32,50.615615,6.260225,8.28
2024-05-13 00:00:00,3.22,Lille,Gare du Nord 8,PM10,30.4,µg/m³,7.34,6.88,46.687676,4.044576,4.27
2024-05-18 00:00:00,2.06,Lille,Haussmann Saint-Lazare 9,PM10,34.93,µg/m³,1.52,4.38,46.303411,4.306868,4.76
2024-05-07 00:00:00,5.39,Strasbourg,Montparnasse 4,PM2.5,55.82,µg/m³,3.24,3.63,48.096902,-1.405864,6.87
2024-11-18 00:00:00,4.41,Nantes,Saint-Charles 9,CO,42.17,µg/m³,7.24,4.62,52.336238,-0.408536,4.99
2024-02-15 00:00:00,1.44,Marseille,Matabiau 3,CO,4.23,µg/m³,5.55,2.11,45.247102,5.807053,7.47
2024-03-26 00:00:00,3.36,Montpellier,Saint-Charles 4,O3,76.08,µg/m³,5.67,4.14,44.893766,1.005002,7.14
2024-04-24 00:00:00,4.87,Strasbourg,Gare du Nord 4,O3,52.66,µg/m³,6.67,8.73,51.185848,3.723496,5.0
2024-05-08 00:00:00,3.68,Lyon,Haussmann Saint-Lazare 2,SO2,7.04,µg/m³,6.18,3.61,51.242964,-1.059778,1.94
2024-03-31 00:00:00,3.87,Marseille,Haussmann Saint-Lazare 6,PM10,83.84,µg/m³,2.86,3.43,47.012253,-0.900927,6.84
2024-12-08 00:00:00,1.76,Nice,Part-Dieu 2,NO2,51.51,µg/m³,5.03,7.49,47.736362,5.757264,4.09
2024-10-29 00:00:00,3.89,Montpellier,Gare du Nord 2,NO2,84.96,µg/m³,8.12,4.74,51.97594,4.543311,3.99
2024-10-10 00:00:00,7.16,Bordeaux,Gare de l'Est 5,PM2.5,61.85,µg/m³,2.02,2.04,46.916387,-1.124111,6.01
2024-01-28 00:00:00,4.59,Strasbourg,Gare de l'Est 6,PM2.5,74.65,µg/m³,7.82,3.0,51.972875,-1.511809,8.51
2024-10-28 00:00:00,6.78,Nice,Matabiau 3,SO2,26.7,µg/m³,3.63,2.85,49.375299,4.882355,5.8
2024-09-19 00:00:00,3.47,Nice,Gare du Nord 3,PM2.5,53.16,µg/m³,8.28,4.38,51.444,0.434812,1.73
2024-08-25 00:00:00,4.82,Lille,Saint-Charles 2,NO2,13.78,µg/m³,3.06,6.31,51.112737,1.096732,3.32
2024-08-05 00:00:00,2.4,Lyon,Part-Dieu 1,CO,6.53,µg/m³,5.61,1.35,45.599622,-0.12446,1.36
2024-06-07 00:00:00,7.62,Marseille,Matabiau 7,PM10,47.78,µg/m³,2.96,3.47,47.535458,-1.387609,1.27
2024-04-01 00:00:00,2.92,Lille,Part-Dieu 2,CO,58.8,µg/m³,3.0,7.47,49.198595,1.038129,5.09
2024-04-16 00:00:00,8.05,Nice,Gare du Nord 3,CO,58.53,µg/m³,4.39,2.4,51.94652,3.87846,3.63
2024-11-17 00:00:00,4.97,Strasbourg,Gare de l'Est 2,NO2,23.89,µg/m³,4.61,5.66,46.380591,0.17554,7.05
2024-09-23 00:00:00,5.05,Lille,Saint-Jean 2,SO2,20.77,µg/m³,4.28,2.31,50.676827,3.393165,6.76
2024-09-14 00:00:00,8.19,Toulouse,Saint-Charles 8,NO2,52.15,µg/m³,6.26,7.04,45.392655,4.589922,7.98
2024-09-19 00:00:00,7.49,Lille,Haussmann Saint-Lazare 2,PM2.5,72.69,µg/m³,6.99,4.67,48.742739,3.516375,5.61
2024-03-26 00:00:00,1.52,Toulouse,Montparnasse 5,CO,29.95,µg/m³,5.52,2.83,50.291533,4.285713,8.67
2024-03-01 00:00:00,4.15,Lyon,Gare du Nord 6,PM2.5,62.93,µg/m³,4.12,5.1,50.583714,0.231708,5.09
2024-09-10 00:00:00,1.75,Toulouse,Gare du Nord 7,NO2,81.17,µg/m³,8.56,2.17,50.246694,3.381667,2.23
2024-03-05 00:00:00,1.23,Montpellier,Gare de Lyon 8,SO2,21.21,µg/m³,2.73,1.94,46.996403,0.067761,4.18
2024-11-27 00:00:00,4.25,Montpellier,Haussmann Saint-Lazare 8,CO,45.57,µg/m³,8.04,3.51,45.801395,3.870792,5.55
2024-04-10 00:00:00,2.0,Nice,Montparnasse 9,PM10,70.52,µg/m³,7.36,5.69,51.736949,5.394958,3.6
2024-07-25 00:00:00,6.75,Nantes,Saint-Charles 2,PM10,35.37,µg/m³,1.7,1.88,47.286726,6.041162,5.49
2024-06-09 00:00:00,3.85,Paris,Part-Dieu 6,PM10,71.67,µg/m³,2.63,7.21,47.259998,-1.489677,1.47
2024-11-15 00:00:00,8.63,Lyon,Saint-Charles 3,SO2,20.75,µg/m³,5.1,2.65,45.408936,-1.628505,1.24
2024-06-29 00:00:00,7.58,Toulouse,Saint-Charles 2,O3,7.18,µg/m³,1.53,1.57,51.873554,1.046482,3.11
2024-09-07 00:00:00,2.8,Bordeaux,Saint-Charles 4,NO2,69.53,µg/m³,7.84,4.65,47.542131,-0.856315,4.49
2024-09-29 00:00:00,2.55,Nantes,Montparnasse 2,PM10,18.87,µg/m³,5.83,5.05,45.795538,0.038982,2.92
2024-12-19 00:00:00,7.65,Marseille,Saint-Charles 6,CO,71.32,µg/m³,7.53,3.26,48.279026,3.416458,4.34
2024-09-06 00:00:00,6.8,Strasbourg,Saint-Charles 9,PM2.5,46.99,µg/m³,1.86,6.18,45.519622,0.789059,5.04
2024-01-11 00:00:00,5.45,Lille,Matabiau 4,O3,5.14,µg/m³,1.62,7.48,48.363585,2.769151,2.94
2024-09-24 00:00:00,3.48,Strasbourg,Gare de l'Est 1,PM10,83.99,µg/m³,4.67,2.2,47.483771,6.184315,8.2
2024-09-20 00:00:00,7.4,Lyon,Gare de Lyon 5,SO2,22.22,µg/m³,2.48,7.73,50.461305,3.362317,1.51
2024-11-30 00:00:00,8.27,Marseille,Saint-Charles 6,O3,74.89,µg/m³,5.47,4.32,45.402852,0.467836,6.99
2024-02-12 00:00:00,2.24,Bordeaux,Saint-Jean 2,SO2,42.02,µg/m³,1.27,4.73,45.523341,3.639032,3.88
2024-12-26 00:00:00,2.95,Bordeaux,Gare du Nord 4,PM10,75.51,µg/m³,3.83,5.12,47.845884,2.995973,5.77
2024-08-23 00:00:00,7.38,Paris,Haussmann Saint-Lazare 5,PM10,77.86,µg/m³,4.69,5.28,48.675552,1.979043,7.23
2024-03-30 00:00:00,5.14,Toulouse,Gare de l'Est 7,SO2,55.41,µg/m³,3.76,6.93,49.066661,0.980967,6.02
2024-07-24 00:00:00,5.33,Nantes,Gare de l'Est 8,PM2.5,3.73,µg/m³,2.21,2.6,50.434639,-0.608237,6.53
2024-12-20 00:00:00,7.79,Montpellier,Saint-Jean 9,PM2.5,47.01,µg/m³,4.96,3.89,46.364535,0.921285,4.92
2024-06-27 00:00:00,5.3,Strasbourg,Part-Dieu 9,SO2,67.61,µg/m³,5.9,7.32,50.851279,3.760415,1.83
2024-05-13 00:00:00,3.97,Lyon,Gare de l'Est 8,O3,67.03,µg/m³,6.03,4.03,47.221767,6.114183,7.09
2024-06-20 00:00:00,3.0,Toulouse,Haussmann Saint-Lazare 2,PM2.5,71.15,µg/m³,3.7,7.2,49.619733,4.138249,2.12
2024-05-03 00:00:00,6.82,Nantes,Haussmann Saint-Lazare 9,O3,59.71,µg/m³,3.07,2.27,45.550077,4.231716,8.34
2024-05-18 00:00:00,7.61,Toulouse,Gare de Lyon 9,PM10,83.0,µg/m³,5.97,4.55,44.907258,4.451186,5.85
2024-11-16 00:00:00,6.04,Marseille,Haussmann Saint-Lazare 7,CO,16.21,µg/m³,6.96,2.73,52.180345,-1.184169,4.82
2024-03-20 00:00:00,8.5,Nantes,Gare de l'Est 5,PM10,76.27,µg/m³,4.16,4.56,50.478872,-0.287416,8.55
2024-05-02 00:00:00,8.28,Paris,Saint-Jean 1,NO2,25.12,µg/m³,6.01,7.96,52.541738,2.670914,1.7
2024-09-01 00:00:00,7.62,Bordeaux,Haussmann Saint-Lazare 1,CO,35.19,µg/m³,6.87,2.19,46.427227,5.221986,8.54
2024-07-25 00:00:00,5.27,Nantes,Part-Dieu 1,NO2,24.12,µg/m³,8.62,6.1,45.115826,-0.676456,4.88
2024-08-11 00:00:00,8.22,Lille,Haussmann Saint-Lazare 3,O3,61.86,µg/m³,6.13,6.8,47.309172,4.653776,1.53
2024-12-08 00:00:00,8.45,Nice,Saint-Charles 1,PM10,49.88,µg/m³,4.12,6.12,50.515626,2.226497,8.66
2024-09-28 00:00:00,3.76,Nice,Part-Dieu 9,PM10,71.41,µg/m³,7.11,6.05,50.431449,6.335464,1.62
2024-03-15 00:00:00,5.18,Nice,Gare de l'Est 5,PM10,33.32,µg/m³,2.49,6.89,45.61016,-0.617691,6.14
2024-09-02 00:00:00,3.31,Bordeaux,Gare du Nord 5,PM2.5,81.11,µg/m³,7.97,8.5,51.755982,0.765134,7.19
2024-09-21 00:00:00,6.72,Nice,Gare du Nord 6,SO2,27.99,µg/m³,7.18,4.73,47.428079,2.830473,5.67
2024-07-28 00:00:00,4.14,Bordeaux,Gare de l'Est 1,O3,29.8,µg/m³,6.88,3.92,52.504495,-1.073912,6.82
2024-05-13 00:00:00,6.66,Lyon,Montparnasse 2,NO2,74.25,µg/m³,7.98,2.6,47.77878,5.856965,2.03
2024-04-23 00:00:00,4.13,Lyon,Saint-Charles 4,CO,33.68,µg/m³,3.72,7.31,51.565884,5.973176,8.53
2024-12-02 00:00:00,3.96,Lille,Gare du Nord 8,PM10,10.17,µg/m³,1.99,2.74,46.593331,2.261775,7.77
2024-02-13 00:00:00,8.01,Toulouse,Gare de l'Est 7,NO2,32.45,µg/m³,7.11,1.4,45.111909,-1.566035,6.35
2024-09-19 00:00:00,1.71,Lyon,Saint-Charles 9,O3,14.79,µg/m³,8.07,2.32,52.357876,3.295914,4.5
2024-01-26 00:00:00,1.41,Nice,Haussmann Saint-Lazare 8,O3,36.42,µg/m³,6.31,2.67,52.248453,-0.581997,7.96
2024-08-30 00:00:00,2.39,Marseille,Saint-Charles 4,NO2,35.12,µg/m³,5.49,6.77,45.351198,6.219122,8.21
2024-04-23 00:00:00,8.32,Lille,Gare du Nord 5,PM10,49.63,µg/m³,3.56,3.16,51.35133,4.439867,7.8
2024-04-02 00:00:00,5.8,Toulouse,Gare de Lyon 3,CO,81.23,µg/m³,1.88,3.87,44.885591,2.709777,5.0
2024-11-10 00:00:00,6.99,Toulouse,Saint-Jean 1,PM10,28.69,µg/m³,1.29,7.36,45.922208,4.387993,3.84
2024-11-14 00:00:00,3.06,Nice,Matabiau 8,PM10,53.18,µg/m³,4.72,6.94,50.057557,4.690802,1.92
2024-11-29 00:00:00,2.76,Nice,Gare de Lyon 8,PM2.5,62.63,µg/m³,5.84,4.67,44.879127,5.561312,6.32
2024-03-31 00:00:00,1.55,Nantes,Saint-Jean 2,PM2.5,63.62,µg/m³,2.61,3.09,46.09799,5.176265,8.66
2024-08-25 00:00:00,4.77,Nice,Matabiau 1,CO,64.93,µg/m³,1.65,6.26,48.263808,-1.428556,1.26
2024-08-20 00:00:00,5.29,Marseille,Saint-Charles 6,CO,62.04,µg/m³,5.73,4.42,49.65745,5.048722,3.82
2024-05-26 00:00:00,6.12,Lyon,Part-Dieu 9,PM10,48.39,µg/m³,1.24,7.02,46.003294,3.835478,1.84
2024-04-27 00:00:00,5.85,Paris,Haussmann Saint-Lazare 9,CO,13.71,µg/m³,8.47,3.57,51.734977,6.05394,8.19
2024-11-22 00:00:00,8.69,Toulouse,Part-Dieu 1,SO2,25.0,µg/m³,4.92,3.76,48.876454,2.716373,7.88
2024-11-02 00:00:00,6.97,Bordeaux,Gare du Nord 5,PM2.5,69.02,µg/m³,5.33,1.74,45.59217,2.435989,8.22
2024-11-02 00:00:00,6.54,Nantes,Matabiau 9,PM2.5,21.52,µg/m³,8.34,4.34,48.783693,-1.136863,1.49
2024-11-25 00:00:00,1.72,Montpellier,Gare du Nord 8,NO2,83.69,µg/m³,8.6,3.48,45.18626,4.374002,4.45
2024-04-29 00:00:00,3.02,Lyon,Gare de l'Est 7,NO2,44.6,µg/m³,4.89,8.27,52.251853,-0.90454,8.38
2024-01-01 00:00:00,5.28,Lille,Part-Dieu 3,NO2,80.15,µg/m³,2.07,2.36,45.629464,4.234959,1.92
2024-03-18 00:00:00,3.66,Lyon,Saint-Jean 1,PM2.5,5.44,µg/m³,3.25,6.31,45.460483,-1.500124,3.36
2024-07-13 00:00:00,2.34,Toulouse,Saint-Charles 6,PM10,80.47,µg/m³,3.31,7.43,50.868587,4.464142,5.45
2024-12-24 00:00:00,5.65,Montpellier,Gare de Lyon 1,PM2.5,2.78,µg/m³,7.91,3.06,51.874712,-0.80717,6.55
2024-11-27 00:00:00,1.25,Nice,Saint-Charles 4,PM10,61.59,µg/m³,7.98,1.4,46.59283,0.319845,3.85
2024-04-08 00:00:00,1.75,Lille,Part-Dieu 9,PM10,76.53,µg/m³,4.7,8.44,46.87894,4.570818,5.13
2024-04-14 00:00:00,6.21,Lyon,Saint-Charles 2,PM2.5,23.38,µg/m³,8.03,6.2,45.290296,3.69813,3.14
2024-02-18 00:00:00,8.51,Marseille,Saint-Jean 1,CO,41.2,µg/m³,8.24,4.18,45.45307,3.349109,4.51
2024-04-20 00:00:00,6.62,Toulouse,Gare du Nord 7,CO,12.93,µg/m³,6.84,2.38,52.772492,3.377,6.41
2024-09-25 00:00:00,2.75,Nantes,Haussmann Saint-Lazare 2,SO2,65.94,µg/m³,7.82,4.17,51.60591,-0.842037,7.43
2024-02-18 00:00:00,2.04,Montpellier,Matabiau 6,PM2.5,22.47,µg/m³,3.78,5.43,51.473987,-1.032624,6.65
2024-05-30 00:00:00,4.96,Nice,Gare de Lyon 2,NO2,54.33,µg/m³,7.71,8.42,47.944235,-1.295244,8.4
2024-01-15 00:00:00,1.27,Lille,Gare de Lyon 2,PM2.5,17.38,µg/m³,3.06,7.08,51.504316,5.335388,5.08
2024-10-10 00:00:00,4.17,Toulouse,Haussmann Saint-Lazare 9,O3,6.25,µg/m³,8.5,8.29,48.079264,5.343286,2.44
2024-09-09 00:00:00,6.67,Nantes,Matabiau 7,NO2,8.75,µg/m³,4.17,5.76,47.787191,-0.437509,3.95
2024-10-11 00:00:00,3.89,Paris,Saint-Charles 8,SO2,49.96,µg/m³,8.45,2.0,50.375253,2.823804,8.06
2024-03-16 00:00:00,7.03,Montpellier,Montparnasse 4,PM10,68.69,µg/m³,6.45,1.73,46.962645,0.168621,7.88
2024-03-29 00:00:00,3.07,Montpellier,Part-Dieu 5,SO2,47.37,µg/m³,3.93,8.17,50.390008,-0.899842,2.03
2024-11-26 00:00:00,3.16,Montpellier,Gare de l'Est 4,O3,11.02,µg/m³,5.34,5.31,47.418213,2.731699,1.54
2024-01-03 00:00:00,3.55,Strasbourg,Gare de l'Est 8,O3,15.66,µg/m³,7.22,5.55,46.971636,-1.310607,8.46
2024-03-18 00:00:00,3.45,Nantes,Saint-Charles 8,SO2,3.7,µg/m³,5.69,4.71,49.590152,5.741504,8.46
2024-03-06 00:00:00,5.96,Lyon,Gare du Nord 6,PM10,16.71,µg/m³,4.21,4.69,45.609362,3.051705,3.62
2024-06-19 00:00:00,1.79,Lille,Haussmann Saint-Lazare 5,CO,81.99,µg/m³,1.68,5.18,47.484051,3.797232,2.52
2024-03-15 00:00:00,6.42,Paris,Part-Dieu 9,SO2,79.13,µg/m³,4.98,7.75,50.97018,2.856316,3.03
2024-06-05 00:00:00,5.71,Montpellier,Montparnasse 9,NO2,52.02,µg/m³,2.99,6.42,50.543458,-0.730024,1.74
2024-09-05 00:00:00,1.75,Nantes,Haussmann Saint-Lazare 2,SO2,84.08,µg/m³,1.33,2.6,50.162524,5.380172,4.98
2024-02-28 00:00:00,5.12,Toulouse,Gare du Nord 4,NO2,40.44,µg/m³,2.75,4.62,48.724153,2.088484,3.18
2024-04-14 00:00:00,5.66,Paris,Gare du Nord 8,PM10,54.47,µg/m³,8.21,4.39,51.63961,4.974431,5.03
2024-08-03 00:00:00,3.76,Paris,Montparnasse 1,PM2.5,52.35,µg/m³,2.4,7.02,45.373836,1.787182,5.38
2024-02-28 00:00:00,2.48,Bordeaux,Saint-Jean 9,PM2.5,67.62,µg/m³,6.53,3.45,50.423087,0.645323,3.32
2024-03-17 00:00:00,1.92,Lille,Part-Dieu 9,PM10,39.21,µg/m³,3.86,7.48,51.039763,5.03994,2.38
2024-07-14 00:00:00,8.22,Lille,Gare du Nord 4,CO,54.86,µg/m³,4.57,4.53,47.813481,-1.313865,7.41
2024-02-27 00:00:00,2.21,Montpellier,Montparnasse 9,NO2,22.99,µg/m³,3.87,6.32,50.085691,1.766672,2.68
2024-04-20 00:00:00,4.38,Bordeaux,Gare de l'Est 6,CO,80.63,µg/m³,2.54,6.11,46.899253,0.347583,3.74
2024-10-28 00:00:00,5.68,Lyon,Saint-Charles 7,PM2.5,33.02,µg/m³,2.05,8.29,50.351047,3.252549,7.55
2024-01-08 00:00:00,7.27,Lille,Saint-Jean 2,PM2.5,12.04,µg/m³,5.18,3.08,46.190448,-0.165091,8.12
2024-04-22 00:00:00,6.88,Bordeaux,Gare de Lyon 5,PM10,60.1,µg/m³,3.75,6.55,46.141788,0.057102,2.06
2024-11-10 00:00:00,7.5,Toulouse,Part-Dieu 8,CO,43.39,µg/m³,7.1,2.16,48.891744,1.672728,5.88
2024-01-26 00:00:00,2.32,Lille,Saint-Charles 2,CO,61.42,µg/m³,8.71,5.79,51.487237,4.804483,2.68
2024-09-17 00:00:00,4.76,Montpellier,Part-Dieu 8,O3,60.07,µg/m³,6.43,6.47,46.679833,2.149274,4.97
2024-09-08 00:00:00,2.91,Toulouse,Gare du Nord 2,SO2,55.06,µg/m³,3.59,7.27,47.800656,1.769193,2.51
2024-01-24 00:00:00,7.18,Toulouse,Montparnasse 5,PM10,13.58,µg/m³,3.38,4.52,46.200808,5.446658,7.8
2024-08-13 00:00:00,5.98,Lille,Montparnasse 8,O3,43.93,µg/m³,5.54,4.71,48.247241,2.171801,5.4
2024-10-28 00:00:00,1.86,Lyon,Saint-Charles 9,PM10,15.2,µg/m³,6.62,2.45,44.980261,3.99288,2.11
2024-10-16 00:00:00,7.51,Bordeaux,Gare du Nord 9,PM2.5,83.36,µg/m³,5.36,4.2,44.939218,4.259723,6.34
2024-12-07 00:00:00,7.12,Lyon,Saint-Jean 3,PM2.5,30.01,µg/m³,6.72,7.32,50.560429,3.786244,6.6
2024-01-20 00:00:00,3.81,Bordeaux,Saint-Jean 5,SO2,52.73,µg/m³,7.5,7.31,49.204307,-0.577416,7.88
2024-06-19 00:00:00,5.98,Bordeaux,Saint-Jean 5,O3,60.67,µg/m³,1.34,5.89,45.016626,3.523185,2.26
2024-03-09 00:00:00,8.3,Bordeaux,Matabiau 5,PM2.5,34.74,µg/m³,7.96,4.89,47.894389,-0.722217,3.49
2024-06-04 00:00:00,7.17,Nice,Matabiau 2,CO,40.62,µg/m³,5.36,3.95,48.433906,4.055973,4.64
2024-06-05 00:00:00,4.13,Nantes,Saint-Charles 5,PM2.5,66.99,µg/m³,5.7,8.47,52.484724,5.138429,5.08
2024-02-25 00:00:00,5.44,Paris,Montparnasse 4,CO,59.23,µg/m³,7.73,1.23,50.713688,0.921455,2.03
2024-04-30 00:00:00,4.53,Paris,Montparnasse 1,SO2,84.37,µg/m³,4.95,7.68,47.751205,1.406087,3.4
2024-01-05 00:00:00,3.03,Nantes,Haussmann Saint-Lazare 1,PM10,78.17,µg/m³,4.43,6.3,48.886476,-0.951608,7.6
2024-09-13 00:00:00,1.55,Nice,Montparnasse 5,CO,54.1,µg/m³,3.91,8.34,46.820651,-0.115797,7.29
2024-03-25 00:00:00,8.4,Nice,Haussmann Saint-Lazare 2,PM10,47.5,µg/m³,8.05,8.13,50.650119,2.160486,1.2
2024-01-10 00:00:00,6.67,Strasbourg,Gare du Nord 5,CO,40.45,µg/m³,7.76,3.51,50.790276,4.479557,5.78
2024-08-30 00:00:00,8.65,Toulouse,Montparnasse 3,PM2.5,73.72,µg/m³,2.24,3.25,48.221501,1.015402,5.64
2024-09-12 00:00:00,3.09,Nantes,Saint-Jean 8,PM10,72.98,µg/m³,2.54,5.35,50.590963,3.124554,1.6
2024-09-04 00:00:00,6.5,Montpellier,Gare du Nord 4,SO2,59.38,µg/m³,1.93,1.96,46.237155,2.847908,6.69
2024-01-29 00:00:00,7.55,Nice,Montparnasse 6,O3,71.65,µg/m³,6.28,8.15,47.42925,4.017815,6.63
2024-04-09 00:00:00,4.87,Nice,Gare de Lyon 4,PM2.5,70.46,µg/m³,6.28,8.21,47.029429,2.473929,2.78
2024-06-20 00:00:00,8.76,Bordeaux,Haussmann Saint-Lazare 9,O3,11.86,µg/m³,8.41,7.05,51.365882,-0.80535,2.28
2024-11-23 00:00:00,3.37,Toulouse,Saint-Jean 2,CO,20.48,µg/m³,8.19,8.46,45.350215,0.844717,7.73
2024-12-23 00:00:00,6.05,Lyon,Gare de Lyon 9,O3,32.05,µg/m³,7.76,8.78,50.757214,1.252625,7.7
2024-09-10 00:00:00,1.95,Nantes,Gare de l'Est 7,CO,17.56,µg/m³,5.76,2.31,50.839213,3.152635,6.55
2024-03-13 00:00:00,5.46,Bordeaux,Haussmann Saint-Lazare 8,NO2,27.47,µg/m³,2.21,8.06,50.748908,2.160544,8.16
2024-08-26 00:00:00,6.54,Strasbourg,Saint-Jean 2,CO,10.22,µg/m³,2.28,4.25,52.661194,3.687774,7.93
2024-02-25 00:00:00,4.35,Nantes,Saint-Jean 5,PM10,67.32,µg/m³,6.65,3.07,45.221564,3.234722,2.51
2024-11-12 00:00:00,1.96,Lyon,Part-Dieu 8,PM10,38.11,µg/m³,4.64,2.83,46.466935,-1.01125,7.15
2024-11-08 00:00:00,1.62,Toulouse,Gare de l'Est 9,SO2,14.25,µg/m³,7.6,2.07,49.279574,2.554489,4.59
2024-01-18 00:00:00,6.77,Marseille,Part-Dieu 9,PM10,60.11,µg/m³,6.93,8.31,50.748466,2.830463,8.68
2024-02-13 00:00:00,5.2,Nantes,Montparnasse 8,CO,38.02,µg/m³,2.2,4.59,52.032993,5.705705,4.9
2024-10-20 00:00:00,8.75,Bordeaux,Saint-Jean 9,SO2,16.33,µg/m³,6.0,8.26,49.156694,4.87983,2.09
2024-05-20 00:00:00,8.78,Toulouse,Gare de Lyon 6,CO,15.13,µg/m³,7.32,6.74,49.755617,-0.701123,3.37
2024-01-02 00:00:00,7.32,Strasbourg,Matabiau 5,PM2.5,28.42,µg/m³,1.51,4.48,47.11425,0.110609,3.53
2024-04-20 00:00:00,2.79,Lyon,Part-Dieu 1,PM2.5,30.77,µg/m³,4.21,7.15,52.091733,5.123468,2.54
2024-05-01 00:00:00,7.71,Lille,Montparnasse 1,NO2,68.25,µg/m³,3.13,2.92,47.341807,-0.554962,3.91
2024-04-26 00:00:00,7.41,Lille,Gare de l'Est 1,NO2,42.94,µg/m³,3.02,3.0,46.602294,-0.241513,6.37
2024-04-05 00:00:00,4.28,Strasbourg,Part-Dieu 2,CO,49.37,µg/m³,8.06,4.28,50.777651,0.763992,2.92
2024-06-25 00:00:00,3.72,Paris,Saint-Charles 9,O3,55.61,µg/m³,7.77,6.89,50.011774,-0.734375,3.58
2024-07-15 00:00:00,3.22,Lyon,Part-Dieu 8,O3,7.1,µg/m³,3.6,8.36,51.973677,0.973923,1.55
2024-07-25 00:00:00,6.1,Strasbourg,Matabiau 5,SO2,38.3,µg/m³,8.53,1.35,52.338369,3.238682,8.5
2024-10-07 00:00:00,1.65,Lille,Saint-Charles 7,CO,15.79,µg/m³,8.7,6.12,50.307682,2.085399,8.05
2024-01-28 00:00:00,5.96,Paris,Montparnasse 2,CO,66.07,µg/m³,3.08,4.59,47.749761,0.137315,4.19
2024-11-24 00:00:00,4.85,Toulouse,Haussmann Saint-Lazare 6,SO2,54.85,µg/m³,2.72,6.68,48.135789,1.730714,3.45
2024-07-04 00:00:00,5.8,Nice,Gare de Lyon 8,O3,76.98,µg/m³,6.19,2.19,51.998826,5.128392,7.21
2024-08-09 00:00:00,5.08,Lyon,Haussmann Saint-Lazare 3,NO2,6.77,µg/m³,8.67,4.32,47.193218,-1.109802,7.14
2024-09-11 00:00:00,8.17,Bordeaux,Gare de Lyon 8,SO2,35.88,µg/m³,1.47,5.19,52.092863,4.46511,6.12
2024-11-29 00:00:00,4.05,Strasbourg,Gare de Lyon 1,PM2.5,76.36,µg/m³,3.82,6.26,48.691982,0.988896,5.91
2024-10-11 00:00:00,5.27,Lille,Haussmann Saint-Lazare 2,O3,60.63,µg/m³,8.46,6.2,49.486677,-1.255589,5.58
2024-04-10 00:00:00,7.13,Paris,Gare du Nord 8,O3,8.76,µg/m³,2.1,8.65,51.079454,3.283101,7.05
