col_location,col_city,col_country,col_parameter,col_value,col_unit,col_date_utc,col_latitude,col_longitude
7.62,Bordeaux,4.95,3.1,3.97,2.32,2024-07-17 00:00:00,51.053437,3.869535
8.48,Paris,1.95,6.75,1.51,7.26,2024-09-12 00:00:00,46.949378,6.195038
8.63,Nice,4.2,7.71,4.64,1.44,2024-06-26 00:00:00,46.815907,4.584371
3.34,Toulouse,4.77,1.37,8.2,3.56,2024-09-07 00:00:00,50.687704,4.944719
4.05,Nantes,4.21,3.71,1.21,5.44,2024-01-03 00:00:00,45.897292,4.256366
7.8,Toulouse,5.8,4.16,4.86,5.95,2024-11-19 00:00:00,48.460738,2.356151
7.63,Toulouse,7.64,7.57,6.5,2.81,2024-01-04 00:00:00,50.071395,5.577301
7.86,Montpellier,3.86,4.92,6.38,4.75,2024-03-18 00:00:00,45.689226,-0.399439
8.43,Nice,3.41,2.56,8.73,4.7,2024-10-20 00:00:00,47.14136,-0.469818
3.35,Bordeaux,1.91,3.44,3.59,3.08,2024-04-09 00:00:00,50.2934,-0.530664
3.98,Paris,3.87,7.8,3.86,6.34,2024-06-18 00:00:00,51.27853,2.651042
6.43,Montpellier,6.13,4.31,2.01,4.91,2024-12-03 00:00:00,48.350056,2.719204
3.22,Nantes,3.47,3.38,3.59,2.56,2024-02-02 00:00:00,52.28127,-0.38176
1.27,Nantes,8.44,6.66,3.76,1.5,2024-05-14 00:00:00,51.06259,1.508852
8.31,Paris,5.75,4.29,1.33,8.29,2024-11-28 00:00:00,49.361892,4.540339
1.79,Bordeaux,7.11,6.76,8.65,4.62,2024-11-01 00:00:00,51.834756,5.364785
8.18,Montpellier,5.71,3.19,3.24,8.34,2024-08-10 00:00:00,52.539264,0.997972
6.54,Nice,2.64,2.21,2.4,2.83,2024-10-02 00:00:00,48.818162,4.840365
2.25,Marseille,4.37,6.17,8.64,4.22,2024-12-06 00:00:00,47.629094,1.714032
2.88,Toulouse,5.27,1.91,1.82,3.56,2024-05-31 00:00:00,45.394237,3.969659
7.74,Strasbourg,6.96,8.76,7.87,6.01,2024-02-04 00:00:00,49.57896,4.883198
2.36,Bordeaux,1.26,1.52,4.58,4.99,2024-03-03 00:00:00,52.215652,4.978693
6.86,Lyon,8.47,4.2,3.08,3.09,2024-03-23 00:00:00,52.463669,4.292904
8.76,Lyon,6.19,5.08,4.09,5.63,2024-09-16 00:00:00,46.949178,3.577194
6.82,Marseille,3.42,4.23,7.03,1.83,2024-09-16 00:00:00,46.159273,1.423876
3.94,Montpellier,6.09,8.21,1.45,1.39,2024-06-03 00:00:00,51.393538,2.189115
8.27,Bordeaux,2.72,3.28,3.35,6.03,2024-10-24 00:00:00,51.577269,-0.849042
3.64,Paris,8.06,2.79,3.51,8.28,2024-01-11 00:00:00,49.369017,1.536189
7.85,Lyon,4.42,7.8,8.58,2.57,2024-08-17 00:00:00,50.101008,5.617252
8.24,Nice,2.27,3.74,7.72,5.43,2024-12-06 00:00:00,49.243562,0.002617
6.78,Strasbourg,3.54,4.36,4.87,8.73,2024-02-25 00:00:00,48.242354,4.300738
7.29,Montpellier,7.25,6.96,7.92,5.12,2024-04-07 00:00:00,48.526181,-1.51115
2.41,Montpellier,2.97,7.75,2.3,6.17,2024-04-12 00:00:00,45.878203,5.588751
7.22,Marseille,2.52,8.44,3.28,3.34,2024-04-23 00:00:00,45.124073,5.429215
6.39,Nantes,4.34,3.29,8.77,6.86,2024-07-19 00:00:00,52.325811,-0.303271
1.3,Lille,8.57,4.91,6.22,3.02,2024-11-03 00:00:00,52.477765,5.667412
2.82,Nice,5.68,1.69,5.63,8.78,2024-04-27 00:00:00,51.054814,4.299988
2.36,Lyon,1.34,1.52,3.52,8.14,2024-11-08 00:00:00,46.212479,3.738793
5.97,Montpellier,5.7,8.32,8.7,3.11,2024-01-16 00:00:00,48.421823,1.380854
3.44,Lille,2.31,8.34,7.77,4.36,2024-09-18 00:00:00,48.698568,4.115821
8.34,Bordeaux,6.45,4.68,5.91,3.44,2024-09-12 00:00:00,48.618962,1.433412
6.6,Nantes,7.12,6.6,4.1,5.7,2024-12-23 00:00:00,46.362502,1.651774
6.45,Nantes,1.39,1.38,7.14,3.87,2024-10-03 00:00:00,45.901848,-1.132846
4.91,Toulouse,1.93,4.94,6.32,1.54,2024-06-03 00:00:00,52.651978,5.668602
4.47,Marseille,2.33,7.57,8.79,5.77,2024-05-14 00:00:00,51.984197,3.097137
7.02,Toulouse,8.44,1.38,1.37,4.39,2024-08-04 00:00:00,45.44579,0.708281
7.6,Bordeaux,5.67,1.48,2.92,7.51,2024-04-08 00:00:00,50.443362,3.308479
4.58,Paris,8.75,8.78,8.76,2.77,2024-09-29 00:00:00,49.442769,1.277559
8.45,Lyon,4.69,7.7,6.58,4.06,2024-03-14 00:00:00,45.927934,2.494167
6.85,Lille,6.92,8.8,7.25,3.41,2024-11-15 00:00:00,49.579607,0.676861
8.65,Montpellier,2.65,6.71,8.53,7.8,2024-09-07 00:00:00,45.464912,4.878908
6.5,Montpellier,3.61,8.61,8.57,3.75,2024-12-25 00:00:00,48.459258,4.385782
5.29,Toulouse,1.74,7.51,2.67,7.54,2024-05-28 00:00:00,47.018507,0.12386
5.25,Toulouse,1.91,6.08,8.44,3.5,2024-07-28 00:00:00,52.164435,4.64896
1.4,Strasbourg,5.83,3.18,1.73,3.8,2024-03-27 00:00:00,50.908977,-1.160112
8.8,Nantes,8.12,2.78,8.11,2.23,2024-08-21 00:00:00,46.179875,0.145331
2.12,Lille,5.04,5.24,3.96,6.72,2024-08-02 00:00:00,52.309349,0.316674
2.32,Lyon,8.55,7.09,5.42,5.31,2024-02-02 00:00:00,47.373494,2.854853
4.86,Bordeaux,5.74,5.93,2.32,4.05,2024-02-23 00:00:00,45.496463,-1.384946
3.65,Lille,5.93,7.0,1.33,1.45,2024-03-24 00:00:00,51.001221,-1.181157
2.42,Bordeaux,3.48,4.45,1.23,4.78,2024-07-12 00:00:00,50.892887,-0.262877
6.92,Toulouse,8.05,1.66,4.19,1.59,2024-04-10 00:00:00,51.131899,4.268096
4.51,Marseille,2.01,1.66,3.54,5.05,2024-05-26 00:00:00,49.020179,-1.159553
1.9,Bordeaux,2.72,4.26,3.16,4.12,2024-11-25 00:00:00,50.229594,-0.00293
3.69,Nantes,3.99,5.12,8.21,3.1,2024-10-23 00:00:00,47.135436,3.711059
6.78,Bordeaux,1.26,1.96,5.55,3.81,2024-08-16 00:00:00,50.604554,5.359156
3.79,Montpellier,5.12,4.52,8.2,1.74,2024-01-16 00:00:00,51.854373,5.489041
8.35,Paris,3.32,1.48,2.34,4.38,2024-06-06 00:00:00,51.990498,0.07212
1.4,Nantes,7.57,6.02,8.2,4.45,2024-09-07 00:00:00,48.649141,3.564101
7.6,Paris,5.77,5.99,5.38,7.65,2024-01-09 00:00:00,50.212181,3.419637
2.92,Nantes,5.1,2.12,7.04,2.59,2024-04-12 00:00:00,47.074147,5.529707
2.9,Strasbourg,3.41,8.75,3.15,7.44,2024-04-30 00:00:00,49.859705,-0.322308
2.67,Bordeaux,2.89,3.33,1.21,7.38,2024-05-30 00:00:00,48.25122,3.044385
8.67,Marseille,2.83,2.96,3.07,4.45,2024-09-27 00:00:00,47.230073,1.933614
6.07,Nice,2.01,2.47,2.5,6.43,2024-05-29 00:00:00,52.781587,-1.225938
4.91,Montpellier,3.99,4.52,1.68,2.11,2024-05-15 00:00:00,52.260466,6.085199
6.72,Lyon,2.02,7.14,6.74,7.72,2024-01-22 00:00:00,50.89694,0.024187
1.65,Toulouse,2.45,2.82,8.27,5.36,2024-04-24 00:00:00,51.827154,2.491831
5.02,Lille,1.37,2.1,4.96,8.52,2024-09-18 00:00:00,48.404786,5.960597
4.46,Marseille,6.66,2.64,3.3,2.01,2024-11-12 00:00:00,52.670178,-0.268464
1.62,Bordeaux,5.66,5.38,5.78,6.25,2024-07-20 00:00:00,52.569694,4.734642
4.03,Nantes,4.29,3.86,4.49,8.18,2024-05-16 00:00:00,48.898271,3.696312
2.18,Toulouse,2.75,3.08,7.17,6.45,2024-03-18 00:00:00,48.22905,4.624477
5.18,Marseille,7.22,8.67,7.24,4.65,2024-04-13 00:00:00,50.800258,4.149963
7.65,Montpellier,8.11,2.1,3.81,7.61,2024-02-27 00:00:00,48.959819,-0.562818
2.77,Nantes,4.31,3.34,3.0,7.4,2024-03-18 00:00:00,44.972946,2.560616
4.65,Nantes,3.66,5.53,3.05,7.07,2024-05-19 00:00:00,47.667913,5.242994
6.95,Lyon,4.68,2.87,8.3,2.3,2024-10-08 00:00:00,46.783292,-0.671958
2.34,Bordeaux,5.67,3.0,4.18,3.41,2024-06-09 00:00:00,49.549012,-1.505603
7.19,Nice,4.28,4.91,8.3,5.9,2024-06-21 00:00:00,48.026704,0.96073
1.71,Marseille,7.38,5.8,3.39,5.17,2024-02-21 00:00:00,52.217166,-0.58292
7.55,Montpellier,6.81,3.49,8.28,1.86,2024-09-16 00:00:00,46.626578,1.021195
5.75,Lille,8.52,4.8,3.04,2.77,2024-09-10 00:00:00,46.267751,-0.219888
7.76,Montpellier,4.57,4.8,6.44,8.54,2024-08-03 00:00:00,52.733497,0.478239
1.21,Toulouse,1.9,8.64,8.07,2.02,2024-03-29 00:00:00,49.82622,-0.057819
6.97,Lille,5.79,7.95,7.97,5.43,2024-12-15 00:00:00,48.610803,-0.994839
7.62,Toulouse,6.21,1.96,3.31,5.02,2024-09-16 00:00:00,44.90602,3.417697
2.66,Lyon,8.52,4.63,8.43,8.42,2024-04-06 00:00:00,52.161428,4.958146
6.1,Paris,1.99,2.45,8.07,8.23,2024-02-17 00:00:00,48.146468,3.403696
8.29,Lille,2.81,5.84,8.35,2.23,2024-11-13 00:00:00,46.118827,-0.179505
4.48,Montpellier,2.81,3.64,8.28,6.66,2024-05-29 00:00:00,46.154551,4.251013
1.25,Bordeaux,8.66,1.57,1.53,3.81,2024-01-28 00:00:00,45.350273,4.698236
4.6,Toulouse,2.91,2.53,2.17,8.0,2024-10-21 00:00:00,52.493899,4.917982
6.18,Toulouse,7.65,2.06,3.92,5.09,2024-07-26 00:00:00,46.932368,1.292108
6.82,Bordeaux,3.56,2.1,1.7,3.29,2024-07-09 00:00:00,47.098971,-0.969674
7.39,Marseille,3.57,7.81,3.94,7.99,2024-04-23 00:00:00,51.812129,4.930936
5.16,Toulouse,6.82,4.45,2.18,7.14,2024-01-21 00:00:00,47.71788,5.263257
2.52,Paris,6.29,5.49,6.04,6.75,2024-06-21 00:00:00,49.437555,-1.642065
7.07,Paris,3.45,4.85,5.05,2.57,2024-06-17 00:00:00,48.203163,2.298234
7.65,Strasbourg,5.27,4.28,2.26,8.32,2024-10-28 00:00:00,49.368621,0.737503
1.28,Lille,8.64,8.52,3.16,7.12,2024-03-12 00:00:00,48.581786,4.100809
7.18,Nice,4.03,5.41,1.36,8.31,2024-12-11 00:00:00,48.971967,2.030927
4.85,Strasbourg,3.8,4.57,5.62,3.59,2024-03-20 00:00:00,48.310334,-1.028648
3.72,Marseille,3.9,5.16,3.21,5.57,2024-12-14 00:00:00,51.148142,1.234775
2.91,Strasbourg,5.93,1.95,2.65,3.91,2024-03-09 00:00:00,49.724037,4.88882
5.21,Paris,1.3,7.86,7.95,6.58,2024-09-25 00:00:00,45.450321,1.068797
5.94,Marseille,5.65,8.06,5.66,2.93,2024-08-21 00:00:00,52.171804,1.610762
6.81,Lyon,6.6,2.65,2.97,7.57,2024-11-27 00:00:00,50.688905,4.092225
5.0,Lille,4.91,3.11,4.26,2.39,2024-11-10 00:00:00,48.165289,3.003343
1.59,Marseille,3.53,4.2,5.01,2.65,2024-09-23 00:00:00,46.736524,-0.381425
3.4,Marseille,6.75,7.39,8.18,3.8,2024-07-04 00:00:00,51.178661,0.148532
4.27,Lille,1.69,7.4,5.45,4.56,2024-10-26 00:00:00,46.598722,2.207599
7.64,Marseille,5.49,7.16,8.45,1.66,2024-03-30 00:00:00,50.656683,4.272614
3.36,Nice,6.93,1.61,5.67,1.81,2024-11-01 00:00:00,51.166407,1.724821
4.28,Lille,5.67,2.77,1.97,6.38,2024-05-21 00:00:00,45.466225,5.646147
1.25,Montpellier,7.59,3.74,5.39,3.99,2024-03-22 00:00:00,51.711618,4.651536
7.89,Nantes,5.01,7.34,6.9,2.98,2024-03-16 00:00:00,47.783337,2.646784
4.05,Montpellier,7.39,8.43,4.05,2.4,2024-11-20 00:00:00,47.272725,3.57038
6.23,Lyon,5.56,4.76,2.95,3.97,2024-10-28 00:00:00,48.406126,4.880188
3.23,Lyon,5.14,6.42,2.0,1.42,2024-05-28 00:00:00,48.818314,1.658767
3.47,Paris,6.51,8.42,8.3,2.78,2024-11-24 00:00:00,47.649662,-0.971265
6.68,Toulouse,1.79,2.18,4.75,7.86,2024-08-28 00:00:00,47.610049,2.338683
7.48,Lyon,5.8,1.39,7.24,5.65,2024-07-25 00:00:00,45.456275,3.445047
4.07,Montpellier,2.8,6.39,6.81,6.73,2024-10-25 00:00:00,48.304377,1.25182
