col_mode_environnement_id,col_code_mode,col_nom_mode,col_type_mode,col_est_electrique,col_emission_factor_co2_gkm,col_type_energie,col_cout_energie_eur_km,col_efficacite_energetique,col_annee,col_pays,col_type_vehicule,col_pourcentage_parc,col_nombre_vehicules,col_emissions_co2_moyennes,col_source
MDE_03597,Métro,TER,RER,5.98,4.75,1.61,4.24,3.97,2024,1.88,7.00,7.61,Nom_3597,2.79,AirParif_2024
MDE_03598,Tramway,Tramway,TGV,8.94,3.04,6.38,5.54,7.39,2024,7.71,6.18,8.45,Nom_3598,2.92,Data.gouv.fr
MDE_03599,Métro,TER,Tramway,9.23,1.69,2.29,9.91,2.99,2024,4.95,2.15,1.20,Nom_3599,6.84,Data.gouv.fr
MDE_03600,RER,Tramway,Bus,5.70,6.13,5.35,3.95,7.06,2024,6.11,8.17,6.70,Nom_3600,3.45,Meteo_France
MDE_03601,Velo,Tramway,RER,1.27,1.22,4.20,2.13,3.46,2024,4.31,4.47,3.49,Nom_3601,5.92,AirParif_2024
MDE_03602,Métro,TGV,TGV,9.23,8.50,1.35,0.79,5.71,2024,9.03,5.84,9.58,Nom_3602,5.51,Meteo_France
MDE_03603,Tramway,Tramway,Métro,9.11,4.47,9.56,4.22,6.13,2024,8.05,6.83,3.23,Nom_3603,9.64,SNCF_Open_Data
MDE_03604,TGV,Velo,TER,5.73,8.64,1.52,0.66,9.98,2024,8.47,2.54,5.57,Nom_3604,2.58,RATP_Open_Data_2024
MDE_03605,TGV,Bus,Bus,3.27,3.87,7.54,1.84,5.95,2024,7.08,3.51,4.20,Nom_3605,4.79,SNCF_Open_Data
MDE_03606,Bus,RER,RER,4.80,3.67,5.76,4.37,7.49,2024,6.91,8.17,2.56,Nom_3606,7.25,AirParif_2024
MDE_03607,TER,RER,TGV,3.64,5.85,6.78,9.81,3.44,2024,9.16,4.06,6.92,Nom_3607,9.34,AirParif_2024
MDE_03608,TER,RER,TGV,8.03,7.93,9.78,9.67,2.46,2024,7.03,6.71,3.07,Nom_3608,7.56,RATP_Open_Data_2024
MDE_03609,Bus,Tramway,Bus,3.60,6.14,5.13,3.11,5.79,2024,9.27,1.46,1.22,Nom_3609,4.34,SNCF_Open_Data
MDE_03610,Bus,Bus,TGV,9.03,8.83,9.07,8.50,1.95,2024,9.35,2.05,6.15,Nom_3610,6.98,SNCF_Open_Data
MDE_03611,RER,Velo,Métro,5.74,4.15,3.21,5.32,7.52,2024,3.31,5.83,7.25,Nom_3611,8.45,Data.gouv.fr
MDE_03612,Velo,Velo,Métro,9.77,8.16,3.69,6.77,9.72,2024,1.14,9.07,8.75,Nom_3612,4.01,Data.gouv.fr
MDE_03613,Métro,RER,Tramway,9.56,1.76,7.82,1.95,6.68,2024,2.10,6.07,4.30,Nom_3613,2.21,Meteo_France
MDE_03614,RER,RER,TER,4.10,7.05,2.75,9.83,1.59,2024,8.20,6.20,3.68,Nom_3614,6.84,AirParif_2024
MDE_03615,Tramway,Velo,RER,7.63,8.51,8.19,7.23,9.96,2024,6.55,2.66,9.35,Nom_3615,1.89,RATP_Open_Data_2024
MDE_03616,Velo,Tramway,Métro,4.01,6.43,4.47,6.94,6.75,2024,4.74,5.56,4.95,Nom_3616,3.78,AirParif_2024
MDE_03617,Bus,Velo,Tramway,2.36,7.90,8.96,8.52,5.60,2024,8.62,1.25,7.52,Nom_3617,8.17,SNCF_Open_Data
MDE_03618,Métro,Métro,TER,3.95,8.90,7.66,0.69,2.38,2024,2.23,4.41,4.34,Nom_3618,6.43,RATP_Open_Data_2024
MDE_03619,Métro,TER,TGV,2.36,3.71,9.38,6.81,2.16,2024,9.63,2.75,4.46,Nom_3619,2.76,Data.gouv.fr
MDE_03620,Bus,Métro,TGV,4.61,6.25,5.94,4.76,1.56,2024,5.07,1.73,2.60,Nom_3620,8.94,Meteo_France
MDE_03621,Tramway,RER,Velo,1.57,2.32,5.88,6.68,6.71,2024,5.44,5.41,9.25,Nom_3621,1.60,SNCF_Open_Data
MDE_03622,Tramway,Métro,RER,2.91,6.79,9.41,3.20,7.09,2024,9.20,2.93,8.06,Nom_3622,5.04,Data.gouv.fr
MDE_03623,Bus,TER,TGV,2.12,9.29,4.45,3.81,4.43,2024,5.73,6.64,4.21,Nom_3623,8.95,Data.gouv.fr
MDE_03624,Velo,TGV,TER,2.77,1.27,1.80,1.37,7.60,2024,9.56,6.69,2.29,Nom_3624,4.95,Meteo_France
MDE_03625,RER,Bus,Velo,9.49,8.21,5.34,9.99,1.63,2024,1.44,4.35,2.12,Nom_3625,4.44,Data.gouv.fr
MDE_03626,TER,Bus,RER,8.88,1.35,7.06,2.09,6.93,2024,1.72,6.00,9.28,Nom_3626,7.97,RATP_Open_Data_2024
MDE_03627,Velo,TER,RER,2.43,3.93,6.66,8.79,2.87,2024,6.37,8.17,8.68,Nom_3627,6.60,Data.gouv.fr
MDE_03628,TGV,Bus,TER,2.79,3.77,7.58,1.89,2.96,2024,9.09,2.47,6.54,Nom_3628,3.89,SNCF_Open_Data
MDE_03629,Tramway,Tramway,Bus,7.48,3.92,6.12,3.88,1.71,2024,8.53,5.70,2.04,Nom_3629,3.39,SNCF_Open_Data
MDE_03630,TER,Métro,TER,8.97,9.18,6.02,9.41,7.30,2024,7.77,3.47,2.91,Nom_3630,3.66,AirParif_2024
MDE_03631,TER,TER,TER,1.02,6.49,8.93,5.08,2.99,2024,3.74,6.16,9.04,Nom_3631,9.05,Meteo_France
MDE_03632,Métro,RER,TER,3.34,1.90,1.53,6.66,9.78,2024,9.42,5.30,2.22,Nom_3632,6.31,AirParif_2024
MDE_03633,Tramway,Bus,RER,6.18,5.06,9.93,7.16,6.74,2024,9.23,4.05,4.15,Nom_3633,3.73,Meteo_France
MDE_03634,Tramway,Tramway,Bus,2.61,1.65,2.19,0.90,3.64,2024,2.90,2.69,4.71,Nom_3634,9.89,AirParif_2024
MDE_03635,RER,Bus,Velo,9.32,8.07,3.33,5.17,1.19,2024,4.93,6.34,6.28,Nom_3635,2.17,Meteo_France
MDE_03636,RER,Tramway,Bus,3.89,5.05,9.12,8.15,9.52,2024,2.13,3.74,1.17,Nom_3636,1.16,Data.gouv.fr
MDE_03637,Bus,Métro,Bus,5.31,1.32,9.61,9.19,4.29,2024,3.45,9.48,1.53,Nom_3637,5.63,AirParif_2024
MDE_03638,RER,TER,TER,9.84,1.69,5.30,2.72,6.95,2024,9.64,5.17,3.77,Nom_3638,6.16,SNCF_Open_Data
MDE_03639,TGV,RER,Métro,4.84,5.34,1.79,9.93,9.95,2024,6.95,4.88,4.06,Nom_3639,1.74,RATP_Open_Data_2024
MDE_03640,Tramway,Bus,Bus,3.06,5.67,3.14,7.05,2.92,2024,8.14,4.49,5.25,Nom_3640,3.27,AirParif_2024
MDE_03641,Tramway,TER,Métro,4.25,7.58,4.28,3.15,8.09,2024,8.76,5.20,7.20,Nom_3641,5.98,AirParif_2024
MDE_03642,TGV,TGV,Velo,1.72,7.55,7.12,7.55,5.73,2024,3.10,1.99,4.73,Nom_3642,2.24,RATP_Open_Data_2024
MDE_03643,Métro,Tramway,Tramway,3.73,4.13,5.17,9.97,3.95,2024,8.72,2.40,1.64,Nom_3643,5.12,RATP_Open_Data_2024
MDE_03644,RER,Bus,TGV,4.08,1.02,3.48,2.47,6.36,2024,8.54,5.72,1.09,Nom_3644,1.17,SNCF_Open_Data
MDE_03645,TGV,TGV,Bus,5.20,4.02,6.52,4.95,2.77,2024,5.75,2.46,6.23,Nom_3645,4.49,Meteo_France
MDE_03646,Velo,TER,Velo,6.00,5.83,7.30,9.86,5.91,2024,5.46,6.78,5.42,Nom_3646,7.29,AirParif_2024
MDE_03647,Velo,Velo,Métro,5.33,6.43,8.66,6.44,5.50,2024,5.11,5.50,1.48,Nom_3647,9.75,Meteo_France
MDE_03648,Bus,TGV,TER,3.42,2.52,3.92,9.72,2.24,2024,6.50,5.20,3.73,Nom_3648,5.45,AirParif_2024
MDE_03649,Bus,Métro,Bus,9.07,1.94,1.52,0.76,7.56,2024,9.21,3.64,4.96,Nom_3649,2.30,Data.gouv.fr
MDE_03650,TER,TER,Tramway,2.12,7.68,7.90,3.44,7.16,2024,3.91,8.78,4.58,Nom_3650,2.61,Data.gouv.fr
MDE_03651,Métro,TGV,TER,7.18,2.06,8.54,1.94,4.36,2024,8.22,3.66,1.14,Nom_3651,5.89,AirParif_2024
MDE_03652,Tramway,Métro,Velo,5.15,3.61,3.57,1.74,8.68,2024,1.66,8.42,4.91,Nom_3652,2.37,Data.gouv.fr
MDE_03653,Tramway,Tramway,Bus,5.22,6.39,4.94,7.51,4.20,2024,6.66,8.91,4.59,Nom_3653,2.42,SNCF_Open_Data
MDE_03654,RER,Bus,Velo,2.73,4.12,1.90,9.01,9.34,2024,9.36,5.22,1.31,Nom_3654,7.57,Meteo_France
MDE_03655,RER,Bus,TGV,2.18,2.75,9.31,3.22,7.99,2024,6.89,4.18,8.56,Nom_3655,2.81,Meteo_France
MDE_03656,Velo,Métro,Métro,1.33,4.85,2.46,4.46,3.14,2024,1.75,9.87,5.95,Nom_3656,1.57,SNCF_Open_Data
MDE_03657,Métro,Métro,TER,6.66,5.19,3.77,2.70,3.25,2024,5.46,2.57,5.65,Nom_3657,2.73,RATP_Open_Data_2024
MDE_03658,Velo,TGV,Métro,4.89,4.43,3.31,6.65,6.77,2024,2.65,1.05,9.08,Nom_3658,7.04,RATP_Open_Data_2024
MDE_03659,Tramway,Bus,TGV,5.47,7.81,7.17,1.30,4.61,2024,4.20,5.57,4.36,Nom_3659,7.77,RATP_Open_Data_2024
MDE_03660,Bus,Bus,Velo,5.44,1.20,8.90,8.13,9.82,2024,4.28,4.72,1.72,Nom_3660,1.51,SNCF_Open_Data
MDE_03661,TER,Bus,Velo,2.20,1.70,3.63,3.18,3.32,2024,1.16,7.32,1.20,Nom_3661,8.55,Meteo_France
MDE_03662,Bus,Métro,RER,3.43,8.03,9.85,2.28,1.68,2024,9.60,4.22,4.39,Nom_3662,4.41,SNCF_Open_Data
MDE_03663,TER,TGV,Velo,1.30,7.38,5.52,7.42,2.03,2024,1.44,3.21,5.95,Nom_3663,1.93,Data.gouv.fr
MDE_03664,RER,Métro,Velo,3.56,5.19,5.63,8.79,8.16,2024,4.33,3.51,1.17,Nom_3664,3.96,AirParif_2024
MDE_03665,Bus,TGV,Tramway,5.15,9.97,6.52,1.21,2.44,2024,7.60,1.34,1.26,Nom_3665,7.48,Meteo_France
MDE_03666,Métro,Métro,Velo,8.83,8.85,7.08,7.36,3.12,2024,7.33,9.28,4.32,Nom_3666,5.98,Meteo_France
MDE_03667,Métro,Velo,TGV,8.30,3.55,2.33,5.67,9.76,2024,4.24,8.45,7.21,Nom_3667,3.79,SNCF_Open_Data
MDE_03668,Tramway,RER,Bus,4.13,5.31,1.24,6.86,3.60,2024,1.40,5.81,4.02,Nom_3668,7.97,RATP_Open_Data_2024
MDE_03669,RER,Bus,Bus,8.72,6.48,7.84,8.86,1.34,2024,6.64,1.49,9.87,Nom_3669,6.35,AirParif_2024
MDE_03670,Velo,Velo,Velo,4.08,1.23,2.42,7.11,5.26,2024,7.25,5.36,3.23,Nom_3670,9.63,Meteo_France
MDE_03671,Velo,RER,Bus,5.82,7.76,6.01,6.37,6.06,2024,7.98,4.43,3.93,Nom_3671,6.74,Meteo_France
MDE_03672,Tramway,Métro,TGV,2.96,1.11,1.36,6.76,9.51,2024,4.83,5.69,1.26,Nom_3672,8.71,AirParif_2024
MDE_03673,Métro,Métro,TGV,3.02,4.10,4.16,4.62,7.07,2024,5.12,6.35,1.32,Nom_3673,5.48,RATP_Open_Data_2024
MDE_03674,Bus,RER,Bus,7.34,9.31,8.12,8.43,7.35,2024,5.65,2.80,8.91,Nom_3674,7.30,Data.gouv.fr
MDE_03675,TER,TER,Tramway,4.13,9.25,9.87,3.27,7.74,2024,7.69,2.53,5.54,Nom_3675,4.10,SNCF_Open_Data
MDE_03676,TGV,Métro,Bus,4.80,7.96,5.66,7.44,1.34,2024,6.71,2.30,8.92,Nom_3676,6.08,Data.gouv.fr
MDE_03677,Tramway,Velo,Velo,8.08,2.96,6.72,2.62,4.04,2024,6.06,2.71,7.42,Nom_3677,4.10,AirParif_2024
MDE_03678,RER,Velo,RER,5.02,4.03,9.11,9.74,8.91,2024,8.24,2.96,7.54,Nom_3678,2.31,AirParif_2024
MDE_03679,TER,RER,TER,5.47,8.53,9.94,5.69,1.24,2024,7.78,2.49,9.56,Nom_3679,2.76,RATP_Open_Data_2024
MDE_03680,RER,Velo,Métro,6.80,7.58,8.07,7.59,2.10,2024,8.57,8.56,7.72,Nom_3680,4.35,SNCF_Open_Data
MDE_03681,TGV,Tramway,RER,6.57,3.76,3.61,3.99,7.64,2024,8.29,9.13,2.54,Nom_3681,6.02,Meteo_France
MDE_03682,Métro,TER,TGV,1.03,3.50,7.53,5.32,1.10,2024,7.68,2.76,1.26,Nom_3682,6.49,Meteo_France
MDE_03683,TER,Velo,TER,3.78,4.38,5.67,2.38,4.70,2024,9.06,8.78,8.19,Nom_3683,9.69,Data.gouv.fr
MDE_03684,RER,Bus,RER,7.73,4.74,6.42,2.99,5.76,2024,6.87,3.71,5.88,Nom_3684,1.05,AirParif_2024
MDE_03685,TER,TER,Bus,7.72,9.30,3.21,7.31,3.88,2024,6.97,1.46,1.21,Nom_3685,2.01,Data.gouv.fr
MDE_03686,TER,Velo,TGV,3.16,7.94,7.22,4.93,9.13,2024,3.83,7.87,2.09,Nom_3686,7.39,Data.gouv.fr
MDE_03687,Métro,TGV,Métro,7.21,1.29,1.71,6.04,2.60,2024,6.69,3.48,5.13,Nom_3687,6.54,AirParif_2024
MDE_03688,TGV,RER,TER,2.52,3.82,7.28,7.48,4.11,2024,5.14,4.32,1.68,Nom_3688,3.89,Data.gouv.fr
MDE_03689,Velo,RER,Tramway,2.98,8.81,1.55,7.72,7.54,2024,6.63,7.22,1.86,Nom_3689,8.48,AirParif_2024
MDE_03690,RER,TER,Bus,3.67,7.18,3.11,4.81,5.66,2024,6.30,5.41,8.51,Nom_3690,6.63,Meteo_France
MDE_03691,TER,RER,RER,1.53,1.98,3.29,6.31,2.42,2024,4.88,3.66,2.43,Nom_3691,1.32,AirParif_2024
MDE_03692,TGV,Bus,Métro,6.63,1.69,3.43,1.78,7.52,2024,9.30,7.50,3.22,Nom_3692,8.50,Data.gouv.fr
MDE_03693,Bus,TGV,TGV,2.25,3.82,4.68,8.88,6.00,2024,2.50,6.54,1.38,Nom_3693,2.12,Data.gouv.fr
MDE_03694,TER,RER,Métro,9.76,7.95,7.50,9.78,2.78,2024,9.73,2.74,5.83,Nom_3694,6.93,Meteo_France
MDE_03695,Métro,TGV,RER,7.25,1.27,3.66,4.30,5.93,2024,3.10,7.00,5.72,Nom_3695,8.69,AirParif_2024
MDE_03696,TER,TER,RER,6.91,2.66,8.38,4.04,3.51,2024,3.84,1.25,4.78,Nom_3696,5.15,Data.gouv.fr
MDE_03697,Bus,Métro,Métro,4.04,4.43,7.75,7.09,2.64,2024,6.93,6.26,5.51,Nom_3697,6.12,Meteo_France
MDE_03698,RER,TGV,Tramway,7.41,7.72,2.17,3.51,3.17,2024,1.67,8.59,7.13,Nom_3698,5.40,SNCF_Open_Data
MDE_03699,TER,Métro,Bus,7.92,8.97,8.99,3.32,1.24,2024,1.05,8.20,3.74,Nom_3699,3.13,AirParif_2024
MDE_03700,Bus,TER,TER,7.77,1.74,2.49,5.59,3.34,2024,6.16,8.44,9.30,Nom_3700,3.44,Data.gouv.fr
MDE_03701,RER,Métro,Velo,8.37,6.08,9.99,8.23,7.76,2024,3.33,2.88,2.70,Nom_3701,4.70,RATP_Open_Data_2024
MDE_03702,TGV,TGV,Bus,4.86,5.24,3.85,8.78,6.73,2024,6.51,4.02,9.82,Nom_3702,1.73,RATP_Open_Data_2024
MDE_03703,TER,Tramway,TGV,4.27,5.92,5.18,9.98,2.23,2024,5.23,9.81,4.91,Nom_3703,2.61,Meteo_France
MDE_03704,Métro,RER,Velo,5.11,2.74,6.96,5.41,3.91,2024,2.73,5.96,8.56,Nom_3704,3.93,RATP_Open_Data_2024
MDE_03705,Tramway,Métro,TGV,4.87,9.80,5.83,9.69,5.69,2024,9.85,1.64,8.23,Nom_3705,8.73,Data.gouv.fr
MDE_03706,RER,Métro,Métro,5.23,4.41,9.70,8.39,3.10,2024,1.39,6.73,7.78,Nom_3706,6.08,RATP_Open_Data_2024
MDE_03707,TER,Tramway,Velo,7.35,2.80,1.18,8.44,1.32,2024,8.79,8.45,8.52,Nom_3707,6.35,AirParif_2024
MDE_03708,TER,TGV,Métro,7.37,8.79,8.04,4.33,2.81,2024,9.49,5.15,7.15,Nom_3708,6.18,Data.gouv.fr
MDE_03709,Tramway,TER,TGV,4.79,9.79,7.82,6.13,9.25,2024,6.91,1.44,2.35,Nom_3709,1.47,Meteo_France
MDE_03710,Velo,TGV,Bus,9.16,8.53,1.23,7.63,1.33,2024,1.43,1.33,3.46,Nom_3710,8.39,Data.gouv.fr
MDE_03711,Métro,Velo,Velo,1.84,9.15,5.13,1.83,2.99,2024,9.59,4.93,6.40,Nom_3711,5.48,SNCF_Open_Data
MDE_03712,Velo,RER,Tramway,4.49,9.01,1.29,2.58,2.24,2024,6.03,7.66,5.42,Nom_3712,1.73,Meteo_France
MDE_03713,TER,Tramway,Bus,9.55,6.02,5.37,4.77,1.39,2024,2.24,8.17,6.38,Nom_3713,4.63,SNCF_Open_Data
MDE_03714,Tramway,Velo,Bus,4.82,2.58,7.16,2.15,2.96,2024,2.53,9.94,3.17,Nom_3714,1.78,AirParif_2024
MDE_03715,Bus,Métro,TGV,4.63,9.03,7.39,3.73,5.30,2024,9.64,8.23,5.46,Nom_3715,3.21,Meteo_France
MDE_03716,TER,TER,Métro,7.23,1.39,4.42,8.76,7.96,2024,2.25,7.29,1.98,Nom_3716,9.78,AirParif_2024
MDE_03717,Bus,RER,Tramway,9.83,6.54,6.50,0.65,1.61,2024,4.15,1.41,5.98,Nom_3717,6.41,Meteo_France
MDE_03718,Bus,Tramway,Velo,6.13,4.63,7.47,9.67,3.03,2024,6.84,2.07,9.26,Nom_3718,6.85,SNCF_Open_Data
MDE_03719,Tramway,Bus,Tramway,1.60,9.63,8.84,4.40,3.02,2024,8.17,7.63,5.02,Nom_3719,6.58,SNCF_Open_Data
MDE_03720,TER,Bus,Métro,9.31,7.66,9.90,1.71,4.45,2024,6.67,8.16,1.66,Nom_3720,6.41,AirParif_2024
MDE_03721,RER,Bus,TGV,8.60,6.03,2.90,4.30,3.17,2024,9.15,7.44,1.47,Nom_3721,1.06,Data.gouv.fr
MDE_03722,RER,Bus,RER,9.27,8.78,8.86,5.64,9.67,2024,5.57,1.99,8.50,Nom_3722,2.93,SNCF_Open_Data
MDE_03723,Velo,Velo,Tramway,8.48,4.31,4.92,9.73,9.83,2024,4.18,4.80,1.63,Nom_3723,3.53,RATP_Open_Data_2024
MDE_03724,TER,TER,Métro,2.22,1.08,6.41,0.60,7.67,2024,5.42,8.29,5.98,Nom_3724,4.79,Data.gouv.fr
MDE_03725,RER,TGV,Métro,5.68,5.30,4.32,9.46,1.59,2024,7.51,9.64,2.62,Nom_3725,3.27,Meteo_France
MDE_03726,Velo,Métro,Tramway,2.23,8.72,8.77,0.92,5.88,2024,7.16,2.28,5.23,Nom_3726,9.68,SNCF_Open_Data
MDE_03727,RER,Métro,TER,5.92,9.41,6.95,6.91,1.97,2024,6.44,2.26,2.02,Nom_3727,7.97,RATP_Open_Data_2024
MDE_03728,RER,Tramway,TGV,5.70,2.33,4.99,4.33,1.29,2024,8.32,1.12,5.61,Nom_3728,8.97,Data.gouv.fr
MDE_03729,RER,TGV,Velo,3.55,1.15,1.80,1.71,3.23,2024,9.02,6.76,7.69,Nom_3729,6.34,SNCF_Open_Data
MDE_03730,TGV,Velo,Métro,8.92,8.55,9.68,1.71,6.23,2024,6.09,4.13,7.91,Nom_3730,6.03,SNCF_Open_Data
MDE_03731,Velo,Tramway,Métro,3.01,6.79,6.46,1.20,5.95,2024,7.88,3.28,3.00,Nom_3731,4.94,RATP_Open_Data_2024
MDE_03732,TER,Métro,TGV,4.92,8.29,4.68,5.03,6.82,2024,2.00,8.67,2.34,Nom_3732,1.22,RATP_Open_Data_2024
MDE_03733,Tramway,TER,TGV,7.68,2.51,1.76,2.13,6.01,2024,6.01,7.67,1.45,Nom_3733,3.23,RATP_Open_Data_2024
MDE_03734,Velo,Métro,TGV,1.66,9.73,2.55,9.62,4.76,2024,8.71,4.60,1.88,Nom_3734,7.72,Data.gouv.fr
MDE_03735,TGV,TGV,Velo,8.11,4.11,2.03,2.59,1.05,2024,6.46,6.50,4.60,Nom_3735,3.44,Meteo_France
MDE_03736,RER,Bus,TGV,6.73,3.17,2.96,8.50,6.98,2024,3.22,9.67,1.78,Nom_3736,3.22,Data.gouv.fr
MDE_03737,Tramway,Bus,Métro,2.24,1.86,2.68,9.30,1.64,2024,3.28,8.82,3.47,Nom_3737,1.38,AirParif_2024
MDE_03738,TER,Métro,Bus,4.16,6.86,4.88,0.92,8.68,2024,3.39,8.29,1.21,Nom_3738,1.89,Data.gouv.fr
MDE_03739,RER,Bus,TER,8.19,5.76,6.63,2.77,4.29,2024,9.29,7.66,2.17,Nom_3739,2.77,RATP_Open_Data_2024
MDE_03740,Bus,TER,TER,5.54,3.04,2.57,4.11,5.60,2024,1.57,6.06,5.45,Nom_3740,2.05,RATP_Open_Data_2024
MDE_03741,Métro,TER,Tramway,8.76,6.21,4.48,8.04,9.98,2024,6.88,6.47,3.16,Nom_3741,2.11,RATP_Open_Data_2024
MDE_03742,TGV,TGV,TGV,4.50,9.66,1.29,1.45,6.28,2024,4.64,2.22,9.86,Nom_3742,7.86,AirParif_2024
MDE_03743,TGV,TGV,TER,8.42,9.22,7.50,1.73,4.01,2024,9.34,6.17,5.95,Nom_3743,1.85,Data.gouv.fr
MDE_03744,TER,RER,Velo,5.11,7.79,2.72,7.50,8.02,2024,5.94,6.14,6.38,Nom_3744,3.28,Data.gouv.fr
MDE_03745,Velo,Métro,Velo,3.57,3.61,5.14,6.39,9.80,2024,6.95,2.49,8.16,Nom_3745,7.65,Data.gouv.fr
MDE_03746,Tramway,Bus,Velo,9.56,1.26,6.08,9.82,5.86,2024,4.19,4.82,6.39,Nom_3746,9.42,AirParif_2024
MDE_03747,TER,Bus,Métro,6.68,7.82,8.75,3.89,8.68,2024,9.97,2.35,5.20,Nom_3747,6.60,Meteo_France
MDE_03748,Velo,TGV,RER,3.45,2.08,6.51,9.48,4.00,2024,3.89,2.24,5.31,Nom_3748,4.56,Meteo_France
MDE_03749,TER,Métro,TER,1.52,3.98,2.83,6.17,6.89,2024,4.34,3.12,9.30,Nom_3749,5.75,SNCF_Open_Data
MDE_03750,TGV,TGV,TGV,9.14,2.15,3.22,5.39,4.73,2024,2.61,3.78,3.67,Nom_3750,1.80,SNCF_Open_Data
MDE_03751,Bus,Métro,RER,5.42,5.51,8.93,8.92,4.19,2024,9.23,2.90,7.83,Nom_3751,5.96,AirParif_2024
MDE_03752,Bus,Tramway,Velo,9.91,9.04,5.98,2.64,7.86,2024,8.70,9.13,7.69,Nom_3752,8.55,RATP_Open_Data_2024
MDE_03753,TER,RER,RER,9.28,5.98,4.29,8.59,5.07,2024,9.63,9.45,9.29,Nom_3753,3.66,AirParif_2024
MDE_03754,Tramway,Métro,Velo,6.48,6.25,8.55,6.30,4.72,2024,8.07,1.82,7.83,Nom_3754,2.75,Meteo_France
MDE_03755,TGV,TER,Bus,7.10,2.57,3.27,5.32,8.80,2024,8.99,1.34,8.93,Nom_3755,6.24,Data.gouv.fr
MDE_03756,Tramway,Tramway,RER,6.68,5.60,4.31,9.07,4.12,2024,7.04,6.30,8.20,Nom_3756,8.19,SNCF_Open_Data
MDE_03757,Métro,RER,Métro,3.01,9.99,5.26,0.91,5.27,2024,7.96,9.06,2.17,Nom_3757,4.52,SNCF_Open_Data
MDE_03758,Velo,Tramway,Velo,4.57,6.46,5.37,4.55,1.11,2024,4.33,7.75,4.92,Nom_3758,6.46,Meteo_France
MDE_03759,Métro,Métro,TGV,2.77,9.32,4.75,3.08,5.55,2024,2.40,8.67,8.84,Nom_3759,1.74,AirParif_2024
MDE_03760,Tramway,RER,TGV,4.93,1.63,7.83,8.91,7.92,2024,6.08,6.40,1.94,Nom_3760,7.17,Meteo_France
MDE_03761,TER,Velo,Velo,5.03,9.12,9.22,9.86,4.23,2024,3.32,6.34,1.36,Nom_3761,1.53,AirParif_2024
MDE_03762,TER,Tramway,RER,7.36,1.40,6.14,4.07,7.21,2024,9.28,2.14,2.19,Nom_3762,3.13,AirParif_2024
MDE_03763,TGV,TER,TGV,3.82,8.73,3.30,9.01,5.92,2024,8.18,8.78,7.64,Nom_3763,8.29,Data.gouv.fr
MDE_03764,TGV,Velo,Métro,3.65,10.00,4.64,5.37,7.09,2024,7.64,9.64,9.37,Nom_3764,3.14,Data.gouv.fr
MDE_03765,TGV,Bus,Métro,3.22,5.62,6.18,1.76,1.47,2024,6.95,7.29,3.55,Nom_3765,1.54,SNCF_Open_Data
MDE_03766,TER,TER,Tramway,6.30,2.44,7.73,4.62,7.63,2024,1.83,1.01,8.90,Nom_3766,9.42,SNCF_Open_Data
MDE_03767,TER,Bus,TER,6.73,1.45,3.38,1.77,5.93,2024,4.59,8.29,6.12,Nom_3767,4.30,AirParif_2024
MDE_03768,Bus,Tramway,Métro,1.51,7.76,7.19,6.83,3.77,2024,4.53,3.15,3.32,Nom_3768,4.92,RATP_Open_Data_2024
MDE_03769,Bus,TER,Métro,6.35,2.26,3.17,2.42,1.67,2024,3.92,8.91,7.81,Nom_3769,3.70,Meteo_France
MDE_03770,Velo,TER,Tramway,8.77,3.75,9.35,4.21,1.00,2024,8.80,7.92,9.82,Nom_3770,5.44,RATP_Open_Data_2024
MDE_03771,Tramway,RER,Velo,4.41,6.43,1.78,6.87,9.02,2024,9.51,7.39,2.33,Nom_3771,6.14,RATP_Open_Data_2024
MDE_03772,RER,TER,TER,3.54,7.00,6.55,8.04,8.06,2024,9.91,4.81,7.26,Nom_3772,5.78,AirParif_2024
MDE_03773,Velo,RER,Métro,4.60,4.30,8.67,2.60,5.17,2024,3.19,1.99,9.15,Nom_3773,5.05,Meteo_France
MDE_03774,Velo,TER,TGV,9.05,5.48,3.32,9.12,8.23,2024,5.09,4.82,1.08,Nom_3774,9.41,Data.gouv.fr
MDE_03775,Bus,Tramway,RER,8.31,5.45,7.69,2.18,4.45,2024,2.02,8.11,8.87,Nom_3775,2.84,AirParif_2024
MDE_03776,Métro,TER,Métro,4.23,2.24,2.39,3.06,3.26,2024,9.70,4.31,6.67,Nom_3776,5.09,AirParif_2024
MDE_03777,TGV,TER,RER,8.51,7.20,6.46,3.83,6.41,2024,4.15,3.95,2.63,Nom_3777,1.94,RATP_Open_Data_2024
MDE_03778,TGV,TGV,TER,8.81,8.31,5.95,3.97,7.48,2024,7.12,8.88,1.34,Nom_3778,8.89,RATP_Open_Data_2024
MDE_03779,TGV,RER,TER,9.35,2.78,1.28,9.98,6.18,2024,9.32,6.41,5.05,Nom_3779,4.35,Data.gouv.fr
MDE_03780,Bus,Bus,RER,6.76,5.64,6.54,8.93,9.46,2024,6.86,5.91,8.29,Nom_3780,2.77,Meteo_France
MDE_03781,TER,Métro,TER,8.03,1.18,1.32,7.44,1.74,2024,1.68,8.57,8.98,Nom_3781,9.62,Meteo_France
MDE_03782,TER,Bus,Tramway,2.79,3.52,1.99,6.27,1.83,2024,5.35,2.35,8.82,Nom_3782,2.38,RATP_Open_Data_2024
MDE_03783,Bus,Velo,Bus,8.32,5.40,7.70,7.68,6.20,2024,8.59,5.03,9.07,Nom_3783,6.30,AirParif_2024
