col_id_station,col_region,col_departement,col_commune,col_carburant,col_prix,col_date_releve,col_latitude,col_longitude,col_marque,col_services
S_075,Auvergne-Rhône-Alpes,Provence-Alpes-Côte d'Azur,Lille,5.25,1.86,2024-02-25 00:00:00,48.553838,3.984654,7.65,8.06
S_036,Grand Est,Nouvelle-Aquitaine,Nice,2.81,1.854,2024-10-14 00:00:00,45.92425,5.178638,7.43,3.69
S_023,Bretagne,Nouvelle-Aquitaine,Marseille,6.88,1.763,2024-12-06 00:00:00,49.624453,2.611866,7.08,1.83
S_017,Île-de-France,Nouvelle-Aquitaine,Toulouse,7.61,1.858,2024-04-03 00:00:00,45.158899,4.970324,5.32,1.57
S_064,Auvergne-Rhône-Alpes,Île-de-France,Montpellier,5.25,1.988,2024-02-08 00:00:00,47.273424,1.9886,2.54,2.32
S_005,Pays de la Loire,Provence-Alpes-Côte d'Azur,Toulouse,4.8,1.737,2024-12-26 00:00:00,51.11825,-1.556914,6.6,6.09
S_090,Hauts-de-France,Occitanie,Montpellier,7.42,1.929,2024-07-16 00:00:00,50.561772,-0.189,1.29,7.38
S_051,Normandie,Pays de la Loire,Lille,3.23,1.893,2024-09-14 00:00:00,51.525387,4.903834,3.46,2.68
S_037,Auvergne-Rhône-Alpes,Pays de la Loire,Strasbourg,2.37,1.967,2024-02-25 00:00:00,48.409246,-0.484579,6.96,7.1
S_060,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,Lille,6.58,1.891,2024-04-02 00:00:00,48.772149,3.513631,4.38,5.15
S_035,Normandie,Auvergne-Rhône-Alpes,Lyon,7.53,1.878,2024-10-14 00:00:00,45.056667,0.976325,6.75,6.54
S_078,Bretagne,Nouvelle-Aquitaine,Lille,4.34,1.836,2024-08-23 00:00:00,50.619114,5.192187,8.36,7.59
S_015,Grand Est,Occitanie,Bordeaux,2.69,1.79,2024-05-26 00:00:00,52.295091,4.775819,7.61,6.96
S_037,Hauts-de-France,Île-de-France,Montpellier,3.99,1.923,2024-06-06 00:00:00,48.99591,1.038169,1.41,2.42
S_023,Auvergne-Rhône-Alpes,Pays de la Loire,Lille,4.07,1.768,2024-12-10 00:00:00,46.967593,0.011768,4.72,1.38
S_047,Hauts-de-France,Bretagne,Marseille,1.72,1.747,2024-10-08 00:00:00,47.07241,1.41953,8.74,7.63
S_035,Normandie,Normandie,Lyon,5.78,1.855,2024-01-15 00:00:00,50.230215,-0.655379,1.23,1.99
S_071,Normandie,Nouvelle-Aquitaine,Nantes,5.36,1.764,2024-12-09 00:00:00,46.221368,5.079583,2.06,6.05
S_088,Hauts-de-France,Auvergne-Rhône-Alpes,Lille,4.44,1.767,2024-02-01 00:00:00,48.907811,0.130058,6.82,3.2
S_099,Normandie,Auvergne-Rhône-Alpes,Nantes,5.22,1.711,2024-11-22 00:00:00,45.687506,5.468656,1.47,3.56
S_100,Grand Est,Normandie,Strasbourg,5.24,1.681,2024-07-27 00:00:00,49.536348,3.587402,6.58,4.82
S_097,Bretagne,Grand Est,Marseille,6.03,1.79,2024-03-19 00:00:00,48.591962,4.292331,7.62,3.5
S_080,Île-de-France,Provence-Alpes-Côte d'Azur,Bordeaux,5.98,1.904,2024-01-30 00:00:00,51.444457,-1.487367,2.89,1.59
S_052,Bretagne,Auvergne-Rhône-Alpes,Montpellier,6.16,1.713,2024-02-20 00:00:00,50.009745,5.254454,7.52,5.25
S_023,Hauts-de-France,Pays de la Loire,Nice,2.95,1.859,2024-06-22 00:00:00,51.306697,0.757591,4.32,4.43
S_069,Occitanie,Grand Est,Strasbourg,1.73,1.819,2024-03-16 00:00:00,47.430198,5.675994,6.55,7.81
S_025,Île-de-France,Nouvelle-Aquitaine,Nantes,6.31,1.785,2024-07-09 00:00:00,50.602177,5.550865,3.31,7.57
S_084,Auvergne-Rhône-Alpes,Grand Est,Marseille,6.36,1.866,2024-08-23 00:00:00,51.704824,4.08823,2.9,6.76
S_003,Normandie,Pays de la Loire,Paris,7.22,1.869,2024-05-06 00:00:00,47.64339,5.905258,5.65,3.0
S_060,Pays de la Loire,Nouvelle-Aquitaine,Lyon,8.45,1.983,2024-02-15 00:00:00,48.495695,0.98906,5.86,8.27
S_089,Hauts-de-France,Île-de-France,Nantes,4.75,1.872,2024-10-20 00:00:00,48.686798,1.015914,4.06,7.31
S_058,Pays de la Loire,Bretagne,Nice,3.31,1.742,2024-01-25 00:00:00,47.309859,0.716504,5.75,3.57
S_071,Pays de la Loire,Île-de-France,Bordeaux,2.66,1.726,2024-05-02 00:00:00,50.899786,4.104172,4.71,5.71
S_002,Nouvelle-Aquitaine,Bretagne,Nantes,6.28,1.859,2024-05-13 00:00:00,48.402502,2.249092,5.13,2.31
S_086,Nouvelle-Aquitaine,Pays de la Loire,Nice,7.69,1.746,2024-11-04 00:00:00,47.330177,0.061137,7.9,8.41
S_060,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,Bordeaux,4.89,1.711,2024-01-12 00:00:00,48.671369,5.733697,3.72,5.57
S_015,Occitanie,Hauts-de-France,Nantes,2.73,1.761,2024-08-09 00:00:00,50.638506,1.503043,6.77,3.91
S_060,Hauts-de-France,Nouvelle-Aquitaine,Nice,2.03,1.931,2024-12-07 00:00:00,49.749149,1.881242,7.68,7.66
S_040,Bretagne,Île-de-France,Nice,3.11,1.773,2024-11-13 00:00:00,51.5943,4.900822,7.18,7.67
S_044,Nouvelle-Aquitaine,Grand Est,Nantes,7.03,1.794,2024-03-19 00:00:00,51.448955,2.406292,4.93,3.48
S_033,Occitanie,Bretagne,Paris,8.31,1.871,2024-11-07 00:00:00,50.157048,0.03919,4.16,6.84
S_033,Île-de-France,Île-de-France,Lille,1.25,1.942,2024-04-25 00:00:00,47.58274,4.453229,4.07,6.03
S_017,Pays de la Loire,Bretagne,Lyon,1.24,1.96,2024-09-17 00:00:00,46.181408,2.410192,2.77,6.03
S_035,Normandie,Grand Est,Nice,6.55,1.808,2024-11-02 00:00:00,47.222304,6.289401,8.11,8.38
S_090,Île-de-France,Île-de-France,Montpellier,6.33,1.851,2024-05-29 00:00:00,46.509714,3.269747,6.66,4.97
S_028,Grand Est,Auvergne-Rhône-Alpes,Lille,2.9,1.911,2024-06-19 00:00:00,52.78668,5.7788,4.17,2.56
S_067,Auvergne-Rhône-Alpes,Pays de la Loire,Montpellier,1.59,1.805,2024-08-13 00:00:00,50.572109,2.479492,8.26,3.44
S_082,Nouvelle-Aquitaine,Occitanie,Nice,6.85,1.947,2024-12-26 00:00:00,49.885984,-0.309514,5.91,3.49
S_056,Auvergne-Rhône-Alpes,Nouvelle-Aquitaine,Montpellier,6.51,1.709,2024-03-17 00:00:00,52.475402,3.291053,6.27,3.7
S_018,Normandie,Bretagne,Toulouse,4.75,1.774,2024-01-04 00:00:00,46.633719,3.830235,3.46,2.17
S_070,Grand Est,Occitanie,Lyon,4.8,1.69,2024-06-21 00:00:00,50.826408,2.210079,2.74,1.36
S_041,Pays de la Loire,Bretagne,Bordeaux,7.28,1.72,2024-03-14 00:00:00,45.043291,3.491488,3.91,7.06
S_019,Normandie,Île-de-France,Bordeaux,7.13,1.831,2024-11-27 00:00:00,50.719638,3.713245,1.46,3.28
S_090,Île-de-France,Auvergne-Rhône-Alpes,Marseille,6.25,1.978,2024-06-26 00:00:00,52.111937,2.222536,4.23,2.66
S_078,Auvergne-Rhône-Alpes,Pays de la Loire,Marseille,5.61,1.912,2024-05-30 00:00:00,52.147614,6.225103,7.78,6.89
S_028,Bretagne,Auvergne-Rhône-Alpes,Lyon,2.29,1.686,2024-10-01 00:00:00,52.614998,0.493847,8.48,6.42
S_056,Normandie,Nouvelle-Aquitaine,Strasbourg,7.61,1.767,2024-08-15 00:00:00,49.903921,-0.835252,4.29,8.6
S_095,Provence-Alpes-Côte d'Azur,Occitanie,Strasbourg,3.06,1.682,2024-10-27 00:00:00,50.729531,-0.420201,7.87,4.5
S_090,Nouvelle-Aquitaine,Nouvelle-Aquitaine,Toulouse,4.16,1.966,2024-01-20 00:00:00,46.682682,5.255725,3.47,5.17
S_030,Pays de la Loire,Occitanie,Nantes,5.17,1.745,2024-02-07 00:00:00,50.473043,-0.804703,7.01,1.37
S_051,Normandie,Provence-Alpes-Côte d'Azur,Lyon,4.74,1.727,2024-05-06 00:00:00,46.102726,5.398773,7.19,6.01
S_043,Pays de la Loire,Bretagne,Montpellier,4.94,1.914,2024-04-18 00:00:00,50.791171,6.179645,3.19,2.01
S_045,Grand Est,Île-de-France,Lyon,2.33,1.902,2024-02-14 00:00:00,44.963547,-0.596694,5.42,4.76
S_094,Normandie,Grand Est,Marseille,3.25,1.868,2024-01-21 00:00:00,45.142752,-0.432435,3.26,6.87
S_015,Nouvelle-Aquitaine,Auvergne-Rhône-Alpes,Strasbourg,7.82,1.933,2024-01-12 00:00:00,52.477358,-0.926761,2.42,7.17
S_053,Île-de-France,Île-de-France,Nantes,5.32,1.899,2024-09-18 00:00:00,48.466363,2.063189,4.57,8.71
S_059,Grand Est,Provence-Alpes-Côte d'Azur,Bordeaux,5.48,1.891,2024-11-10 00:00:00,48.356099,5.813001,8.75,6.61
S_038,Auvergne-Rhône-Alpes,Pays de la Loire,Toulouse,6.58,1.872,2024-06-15 00:00:00,47.716773,0.754136,1.88,5.44
S_013,Auvergne-Rhône-Alpes,Bretagne,Toulouse,8.51,1.972,2024-03-24 00:00:00,49.172028,3.980343,2.14,5.3
S_058,Auvergne-Rhône-Alpes,Normandie,Nantes,4.33,1.799,2024-09-15 00:00:00,48.446957,0.943385,4.81,6.37
S_005,Normandie,Provence-Alpes-Côte d'Azur,Montpellier,3.04,1.718,2024-08-07 00:00:00,49.519745,5.711955,5.7,8.0
S_030,Provence-Alpes-Côte d'Azur,Auvergne-Rhône-Alpes,Marseille,3.2,1.739,2024-04-22 00:00:00,50.086439,1.654022,2.52,1.9
S_086,Île-de-France,Nouvelle-Aquitaine,Lille,4.06,1.954,2024-08-30 00:00:00,47.422773,2.494819,8.36,5.89
S_078,Île-de-France,Grand Est,Bordeaux,5.31,1.864,2024-03-17 00:00:00,48.218033,1.45461,5.76,7.33
S_087,Hauts-de-France,Grand Est,Nantes,4.77,1.77,2024-09-28 00:00:00,51.185204,-1.34265,8.0,6.07
S_082,Provence-Alpes-Côte d'Azur,Grand Est,Nantes,2.37,1.977,2024-09-09 00:00:00,48.14782,-1.491826,5.33,2.07
S_021,Île-de-France,Grand Est,Nice,5.75,1.889,2024-07-14 00:00:00,47.884397,2.825579,3.54,4.76
S_050,Provence-Alpes-Côte d'Azur,Grand Est,Bordeaux,4.51,1.847,2024-10-30 00:00:00,47.792529,5.332093,3.83,3.84
S_073,Île-de-France,Provence-Alpes-Côte d'Azur,Strasbourg,2.7,1.699,2024-04-27 00:00:00,50.02484,4.099705,4.6,2.17
S_037,Île-de-France,Île-de-France,Marseille,5.41,1.906,2024-04-08 00:00:00,50.230303,6.073562,5.88,1.23
S_037,Nouvelle-Aquitaine,Grand Est,Lille,2.58,1.79,2024-10-16 00:00:00,49.019333,0.03607,4.85,4.51
S_034,Occitanie,Normandie,Montpellier,2.06,1.751,2024-11-16 00:00:00,46.15066,2.853621,8.04,6.36
S_045,Provence-Alpes-Côte d'Azur,Pays de la Loire,Bordeaux,6.51,1.761,2024-08-31 00:00:00,47.515047,4.185451,3.92,7.16
S_039,Grand Est,Hauts-de-France,Lyon,8.28,1.734,2024-02-11 00:00:00,48.683237,1.756657,6.49,7.45
S_063,Provence-Alpes-Côte d'Azur,Bretagne,Paris,6.39,1.849,2024-12-01 00:00:00,46.192086,-0.134037,2.75,7.91
S_061,Hauts-de-France,Pays de la Loire,Montpellier,5.29,1.728,2024-07-08 00:00:00,45.959079,0.004718,8.52,2.86
S_062,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,Bordeaux,4.15,1.7,2024-10-16 00:00:00,52.182556,2.359749,2.69,6.33
S_097,Normandie,Grand Est,Marseille,5.09,1.902,2024-08-18 00:00:00,46.452196,1.0268,5.51,3.05
S_045,Île-de-France,Hauts-de-France,Nantes,3.07,1.723,2024-10-15 00:00:00,50.422696,0.081645,1.27,5.67
S_039,Occitanie,Auvergne-Rhône-Alpes,Marseille,7.69,1.903,2024-05-03 00:00:00,47.220219,5.09162,5.76,2.6
S_033,Provence-Alpes-Côte d'Azur,Auvergne-Rhône-Alpes,Toulouse,4.98,1.821,2024-09-04 00:00:00,46.321645,1.803082,8.21,5.92
S_036,Normandie,Île-de-France,Paris,6.75,1.796,2024-06-27 00:00:00,49.592415,3.971836,6.09,8.55
S_085,Grand Est,Normandie,Toulouse,8.37,1.978,2024-08-18 00:00:00,48.327796,1.673866,2.7,8.52
S_074,Bretagne,Nouvelle-Aquitaine,Toulouse,2.11,1.769,2024-06-10 00:00:00,45.333594,1.112366,6.37,3.49
S_042,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,Strasbourg,7.24,1.92,2024-03-26 00:00:00,45.156665,-0.07564,4.98,4.29
S_057,Occitanie,Hauts-de-France,Toulouse,1.94,1.824,2024-06-05 00:00:00,47.98487,1.621151,1.29,8.7
S_033,Grand Est,Occitanie,Marseille,3.87,1.834,2024-03-28 00:00:00,51.76033,0.334199,6.98,6.07
S_021,Grand Est,Île-de-France,Toulouse,2.14,1.708,2024-06-16 00:00:00,49.393835,1.567188,2.83,3.49
S_051,Nouvelle-Aquitaine,Hauts-de-France,Marseille,6.78,1.904,2024-09-13 00:00:00,50.481272,6.038735,3.0,1.4
S_057,Hauts-de-France,Hauts-de-France,Nantes,4.03,1.707,2024-06-12 00:00:00,51.984356,3.056962,3.97,4.91
S_092,Normandie,Hauts-de-France,Nantes,3.87,1.915,2024-06-05 00:00:00,51.407567,-0.034421,7.63,7.9
S_012,Île-de-France,Hauts-de-France,Nice,4.1,1.947,2024-01-18 00:00:00,47.062262,4.032764,5.68,8.29
S_099,Nouvelle-Aquitaine,Auvergne-Rhône-Alpes,Nice,1.64,1.786,2024-01-31 00:00:00,47.625923,-0.827116,3.53,3.31
S_039,Nouvelle-Aquitaine,Pays de la Loire,Paris,5.56,1.719,2024-10-18 00:00:00,52.007818,3.270533,8.03,1.43
S_095,Provence-Alpes-Côte d'Azur,Île-de-France,Strasbourg,5.37,1.738,2024-01-21 00:00:00,49.032743,0.102345,3.88,5.51
S_060,Nouvelle-Aquitaine,Normandie,Marseille,2.06,1.744,2024-07-10 00:00:00,47.598909,-0.313705,2.52,8.34
S_029,Île-de-France,Nouvelle-Aquitaine,Marseille,2.68,1.959,2024-01-19 00:00:00,49.970072,5.843067,1.71,4.76
S_070,Normandie,Pays de la Loire,Toulouse,8.17,1.729,2024-06-16 00:00:00,51.09176,5.315948,8.76,1.87
S_083,Normandie,Pays de la Loire,Strasbourg,8.38,1.837,2024-07-22 00:00:00,47.95184,6.049452,2.09,6.75
S_051,Nouvelle-Aquitaine,Grand Est,Paris,4.53,1.759,2024-08-06 00:00:00,45.99499,1.503409,3.34,3.15
S_095,Hauts-de-France,Auvergne-Rhône-Alpes,Marseille,4.83,1.804,2024-03-14 00:00:00,49.731471,4.619758,7.66,7.77
S_032,Nouvelle-Aquitaine,Nouvelle-Aquitaine,Montpellier,7.86,1.849,2024-06-08 00:00:00,50.120685,5.37236,7.55,1.73
S_052,Hauts-de-France,Grand Est,Toulouse,1.58,1.966,2024-04-27 00:00:00,46.168727,-0.680984,3.56,8.01
S_053,Grand Est,Hauts-de-France,Nantes,8.32,1.726,2024-09-06 00:00:00,45.630501,-0.916293,6.81,6.16
S_031,Bretagne,Pays de la Loire,Toulouse,5.17,1.714,2024-02-09 00:00:00,51.752562,2.313579,5.15,2.55
S_026,Hauts-de-France,Bretagne,Nantes,2.83,1.918,2024-05-24 00:00:00,46.443858,3.633262,6.98,4.33
S_088,Occitanie,Nouvelle-Aquitaine,Lille,5.16,1.681,2024-09-22 00:00:00,51.154321,-1.300967,7.11,5.83
S_065,Provence-Alpes-Côte d'Azur,Île-de-France,Paris,3.44,1.896,2024-04-13 00:00:00,51.775184,3.466982,7.31,1.52
S_062,Île-de-France,Pays de la Loire,Nantes,8.67,1.899,2024-07-11 00:00:00,50.539189,4.325649,4.2,8.75
S_065,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,Strasbourg,6.77,1.705,2024-08-23 00:00:00,47.855047,6.336293,7.57,6.05
S_082,Occitanie,Auvergne-Rhône-Alpes,Bordeaux,6.5,1.797,2024-07-17 00:00:00,46.584334,1.348199,6.64,6.88
S_020,Pays de la Loire,Pays de la Loire,Bordeaux,7.22,1.96,2024-01-24 00:00:00,50.912305,3.029094,8.59,3.56
S_002,Auvergne-Rhône-Alpes,Pays de la Loire,Marseille,2.18,1.792,2024-05-12 00:00:00,48.912021,4.43531,4.92,5.1
S_081,Bretagne,Auvergne-Rhône-Alpes,Toulouse,5.0,1.983,2024-01-07 00:00:00,51.703986,1.104503,4.81,7.39
S_059,Normandie,Hauts-de-France,Lille,2.5,1.974,2024-12-12 00:00:00,51.192455,3.586069,1.62,1.87
S_074,Normandie,Nouvelle-Aquitaine,Nice,2.77,1.846,2024-08-16 00:00:00,52.231867,0.980023,7.22,7.79
S_002,Bretagne,Normandie,Toulouse,6.82,1.977,2024-09-05 00:00:00,47.534339,5.229983,2.71,7.89
S_050,Occitanie,Île-de-France,Nantes,4.79,1.868,2024-07-24 00:00:00,51.292366,1.640216,2.38,8.08
S_085,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,Toulouse,3.29,1.928,2024-03-14 00:00:00,52.054942,3.035316,8.06,8.07
S_085,Bretagne,Pays de la Loire,Nice,1.49,1.881,2024-06-15 00:00:00,52.049427,1.896664,6.46,6.01
S_022,Provence-Alpes-Côte d'Azur,Occitanie,Nantes,6.64,1.916,2024-03-05 00:00:00,48.078914,3.866202,6.28,1.39
S_079,Bretagne,Grand Est,Lille,8.3,1.952,2024-06-09 00:00:00,46.528501,0.699425,7.95,6.37
S_047,Normandie,Provence-Alpes-Côte d'Azur,Montpellier,3.66,1.902,2024-07-28 00:00:00,47.70213,6.287665,6.05,7.92
S_079,Provence-Alpes-Côte d'Azur,Normandie,Bordeaux,4.71,1.91,2024-04-03 00:00:00,46.880224,5.488147,5.94,8.23
S_028,Bretagne,Auvergne-Rhône-Alpes,Bordeaux,6.43,1.779,2024-07-18 00:00:00,46.288246,2.686106,1.83,2.64
S_075,Grand Est,Pays de la Loire,Lyon,6.91,1.691,2024-03-01 00:00:00,48.800213,5.965354,8.09,8.38
S_056,Île-de-France,Île-de-France,Marseille,1.32,1.931,2024-01-13 00:00:00,45.912715,5.10603,3.54,4.26
S_049,Auvergne-Rhône-Alpes,Grand Est,Nice,6.51,1.933,2024-06-12 00:00:00,50.909081,5.238585,1.81,4.99
S_095,Grand Est,Grand Est,Nantes,6.42,1.99,2024-03-13 00:00:00,49.658117,4.777551,6.55,6.76
S_013,Bretagne,Île-de-France,Marseille,3.03,1.798,2024-04-07 00:00:00,49.728966,-0.358482,6.87,4.0
S_034,Provence-Alpes-Côte d'Azur,Auvergne-Rhône-Alpes,Lille,2.68,1.951,2024-01-27 00:00:00,49.139317,5.563519,5.51,6.53
S_089,Bretagne,Île-de-France,Lyon,3.26,1.922,2024-03-31 00:00:00,45.713325,3.74844,4.52,5.62
S_020,Provence-Alpes-Côte d'Azur,Auvergne-Rhône-Alpes,Strasbourg,6.81,1.884,2024-01-05 00:00:00,49.47675,1.108449,7.76,7.94
S_066,Provence-Alpes-Côte d'Azur,Hauts-de-France,Marseille,7.07,1.782,2024-07-25 00:00:00,47.960818,2.382218,2.96,7.63
S_015,Normandie,Hauts-de-France,Lyon,1.53,1.703,2024-09-11 00:00:00,48.72138,-0.518574,1.47,6.69
S_065,Hauts-de-France,Occitanie,Marseille,4.19,1.681,2024-04-20 00:00:00,49.789034,0.206902,1.54,8.49
S_008,Normandie,Hauts-de-France,Nantes,7.32,1.85,2024-08-07 00:00:00,45.432612,-0.804217,6.66,1.67
S_073,Provence-Alpes-Côte d'Azur,Hauts-de-France,Toulouse,8.55,1.865,2024-11-26 00:00:00,51.261785,4.761059,3.81,4.79
S_050,Grand Est,Hauts-de-France,Toulouse,8.18,1.873,2024-05-29 00:00:00,51.562708,5.388271,5.66,4.04
S_032,Pays de la Loire,Provence-Alpes-Côte d'Azur,Marseille,2.98,1.687,2024-06-09 00:00:00,51.79992,0.992962,4.76,4.39
S_006,Auvergne-Rhône-Alpes,Pays de la Loire,Lyon,6.17,1.975,2024-02-23 00:00:00,48.863609,-1.383158,7.41,2.75
S_034,Grand Est,Occitanie,Lille,7.9,1.836,2024-07-21 00:00:00,48.913293,2.384037,7.27,1.42
S_039,Hauts-de-France,Hauts-de-France,Marseille,4.44,1.937,2024-12-03 00:00:00,47.944682,1.608782,2.41,5.44
S_002,Auvergne-Rhône-Alpes,Provence-Alpes-Côte d'Azur,Bordeaux,3.15,1.687,2024-08-04 00:00:00,52.741342,4.793636,4.42,7.53
S_085,Nouvelle-Aquitaine,Normandie,Toulouse,7.03,1.872,2024-06-03 00:00:00,49.112147,2.080246,4.13,8.72
S_085,Île-de-France,Hauts-de-France,Lille,4.47,1.785,2024-01-20 00:00:00,48.512387,-1.327945,3.12,7.03
S_072,Auvergne-Rhône-Alpes,Occitanie,Bordeaux,1.38,1.931,2024-07-05 00:00:00,46.197686,2.275966,6.87,8.45
S_057,Nouvelle-Aquitaine,Île-de-France,Nice,8.79,1.683,2024-01-14 00:00:00,51.762237,-0.792087,2.61,3.91
S_098,Bretagne,Auvergne-Rhône-Alpes,Bordeaux,1.21,1.926,2024-02-26 00:00:00,47.614917,6.152486,7.7,2.95
S_002,Occitanie,Normandie,Toulouse,4.77,1.682,2024-05-08 00:00:00,52.061206,0.786376,4.82,3.89
S_057,Grand Est,Nouvelle-Aquitaine,Nice,6.74,1.886,2024-06-04 00:00:00,51.924329,1.065606,7.12,7.7
S_079,Provence-Alpes-Côte d'Azur,Île-de-France,Bordeaux,2.5,1.795,2024-11-20 00:00:00,51.625791,2.963597,8.04,2.17
S_079,Normandie,Île-de-France,Montpellier,5.82,1.841,2024-08-31 00:00:00,46.149312,0.899301,1.62,7.56
S_023,Auvergne-Rhône-Alpes,Hauts-de-France,Nantes,6.42,1.772,2024-09-06 00:00:00,48.77669,0.74372,1.87,6.96
S_065,Normandie,Hauts-de-France,Montpellier,4.16,1.771,2024-01-15 00:00:00,50.527726,1.469137,8.4,3.03
S_068,Bretagne,Normandie,Toulouse,6.27,1.839,2024-02-15 00:00:00,50.099601,0.924922,8.36,3.26
S_008,Hauts-de-France,Île-de-France,Strasbourg,2.71,1.736,2024-03-08 00:00:00,52.133385,-0.969883,8.47,8.08
S_097,Grand Est,Provence-Alpes-Côte d'Azur,Nice,3.69,1.951,2024-10-29 00:00:00,50.035477,2.381648,4.82,3.35
S_053,Auvergne-Rhône-Alpes,Bretagne,Nantes,4.71,1.842,2024-12-18 00:00:00,52.375581,-1.554385,4.3,6.3
S_050,Pays de la Loire,Auvergne-Rhône-Alpes,Bordeaux,1.84,1.708,2024-06-13 00:00:00,47.300635,4.635749,1.28,3.42
S_071,Île-de-France,Normandie,Bordeaux,7.32,1.696,2024-03-12 00:00:00,52.768008,4.993541,2.18,8.19
S_007,Auvergne-Rhône-Alpes,Hauts-de-France,Lille,1.33,1.774,2024-10-22 00:00:00,50.13305,4.004829,4.48,5.13
S_024,Hauts-de-France,Auvergne-Rhône-Alpes,Nantes,3.51,1.725,2024-12-18 00:00:00,46.611809,-1.276786,5.07,1.62
S_045,Hauts-de-France,Hauts-de-France,Toulouse,1.33,1.781,2024-04-04 00:00:00,51.7793,-0.673239,7.39,2.03
S_029,Normandie,Grand Est,Nantes,3.33,1.826,2024-01-16 00:00:00,48.319626,0.106817,5.48,2.19
S_081,Nouvelle-Aquitaine,Île-de-France,Strasbourg,1.75,1.705,2024-01-15 00:00:00,46.625177,5.987526,6.33,7.41
S_045,Auvergne-Rhône-Alpes,Provence-Alpes-Côte d'Azur,Lyon,6.01,1.839,2024-12-11 00:00:00,46.080807,0.794063,1.26,6.13
S_019,Normandie,Occitanie,Lyon,1.39,1.889,2024-04-15 00:00:00,47.987443,4.324108,5.14,7.21
S_003,Île-de-France,Île-de-France,Paris,3.02,1.833,2024-12-03 00:00:00,48.516464,1.823851,2.06,4.38
S_062,Occitanie,Nouvelle-Aquitaine,Bordeaux,2.4,1.874,2024-02-02 00:00:00,47.771819,1.518757,3.89,1.4
S_064,Hauts-de-France,Île-de-France,Lille,8.13,1.905,2024-08-31 00:00:00,52.311059,-0.692483,1.81,5.11
S_099,Auvergne-Rhône-Alpes,Provence-Alpes-Côte d'Azur,Strasbourg,6.05,1.906,2024-12-12 00:00:00,44.969834,4.149455,7.94,1.29
S_045,Occitanie,Bretagne,Toulouse,4.41,1.752,2024-03-07 00:00:00,46.404528,5.512633,3.49,8.03
S_100,Bretagne,Grand Est,Montpellier,4.33,1.861,2024-01-19 00:00:00,52.385035,1.902239,6.92,7.69
S_089,Île-de-France,Provence-Alpes-Côte d'Azur,Nice,2.0,1.752,2024-11-03 00:00:00,51.847552,3.897087,1.59,5.46
S_087,Hauts-de-France,Normandie,Lyon,6.87,1.867,2024-11-29 00:00:00,50.771294,2.491138,3.54,3.18
S_020,Nouvelle-Aquitaine,Grand Est,Paris,3.02,1.846,2024-05-07 00:00:00,50.544897,0.896494,6.74,5.02
S_046,Bretagne,Auvergne-Rhône-Alpes,Montpellier,6.95,1.743,2024-06-27 00:00:00,50.270004,2.74103,4.86,3.24
S_079,Nouvelle-Aquitaine,Normandie,Marseille,4.03,1.735,2024-07-22 00:00:00,51.799012,3.669592,4.53,3.83
S_077,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,Lille,4.77,1.88,2024-09-22 00:00:00,46.948431,-0.120561,6.34,2.24
S_015,Grand Est,Bretagne,Lille,3.79,1.977,2024-03-04 00:00:00,47.565455,4.971854,8.06,4.31
S_080,Île-de-France,Pays de la Loire,Lyon,7.46,1.744,2024-05-08 00:00:00,45.894733,-0.337753,4.74,2.47
S_020,Auvergne-Rhône-Alpes,Bretagne,Bordeaux,4.46,1.921,2024-02-24 00:00:00,51.462637,2.582939,2.79,5.47
S_076,Hauts-de-France,Nouvelle-Aquitaine,Strasbourg,1.8,1.773,2024-02-15 00:00:00,51.954728,5.842177,1.44,5.7
S_022,Grand Est,Hauts-de-France,Montpellier,3.55,1.757,2024-11-09 00:00:00,45.198385,1.873879,7.89,4.75
S_040,Bretagne,Hauts-de-France,Marseille,4.87,1.825,2024-04-19 00:00:00,49.622955,0.335315,7.74,6.14
S_050,Normandie,Hauts-de-France,Lille,7.92,1.771,2024-02-16 00:00:00,51.384717,0.703917,3.82,2.66
S_094,Pays de la Loire,Pays de la Loire,Nantes,5.55,1.851,2024-12-04 00:00:00,51.080645,3.320451,7.2,5.54
S_014,Hauts-de-France,Bretagne,Marseille,8.15,1.944,2024-09-23 00:00:00,52.084574,0.012632,3.86,5.25
S_032,Hauts-de-France,Bretagne,Toulouse,7.66,1.823,2024-03-27 00:00:00,51.350627,0.613894,1.41,4.48
S_055,Nouvelle-Aquitaine,Pays de la Loire,Nantes,4.23,1.694,2024-09-09 00:00:00,51.481502,-0.712398,4.86,4.67
S_003,Hauts-de-France,Provence-Alpes-Côte d'Azur,Paris,5.28,1.758,2024-07-27 00:00:00,51.6681,-0.440767,3.98,6.97
S_007,Provence-Alpes-Côte d'Azur,Normandie,Nantes,5.61,1.864,2024-03-28 00:00:00,49.703125,4.127522,7.54,1.79
S_002,Provence-Alpes-Côte d'Azur,Île-de-France,Bordeaux,8.52,1.798,2024-05-03 00:00:00,50.005184,-0.888165,3.44,5.35
