col_id_station,col_latitude,col_longitude,col_cp,col_ville,col_adresse,col_carburant,col_prix,col_date_maj,col_services
S_090,44.864882,-0.846943,1.22,Strasbourg,7.11,4.85,1.902,2024-04-03 00:00:00,2.74
S_028,46.715612,5.860289,8.23,Montpellier,6.39,2.18,1.948,2024-08-22 00:00:00,2.34
S_056,46.889526,4.517684,5.89,Toulouse,3.93,4.96,1.972,2024-04-03 00:00:00,6.11
S_054,51.405832,2.820531,1.82,Bordeaux,7.28,5.04,1.858,2024-03-10 00:00:00,2.57
S_053,47.00237,-0.651137,4.9,Nice,6.37,4.61,1.7,2024-10-19 00:00:00,7.63
S_100,52.300211,0.364741,3.7,Nantes,2.04,1.82,1.682,2024-06-26 00:00:00,5.8
S_082,51.833714,0.33129,6.01,Nantes,2.36,6.95,1.695,2024-02-07 00:00:00,5.48
S_097,47.471299,0.051888,3.53,Bordeaux,6.52,1.88,1.788,2024-09-16 00:00:00,1.44
S_057,48.778546,2.890025,6.29,Montpellier,5.38,8.33,1.941,2024-02-08 00:00:00,7.42
S_083,44.884386,-0.05372,8.53,Lyon,3.1,5.19,1.856,2024-03-17 00:00:00,7.74
S_093,50.222621,1.630129,8.42,Toulouse,3.05,7.4,1.728,2024-10-08 00:00:00,1.91
S_069,47.958886,1.498148,5.65,Montpellier,7.11,3.96,1.76,2024-08-22 00:00:00,2.78
S_050,44.985578,3.089131,2.65,Nantes,4.08,3.49,1.884,2024-08-19 00:00:00,6.52
S_002,49.026664,2.856734,6.86,Bordeaux,8.47,1.53,1.958,2024-11-27 00:00:00,2.17
S_025,48.280747,3.738811,2.43,Lyon,5.27,7.4,1.799,2024-03-16 00:00:00,2.86
S_018,49.237629,-0.144991,7.14,Marseille,1.53,2.16,1.758,2024-12-05 00:00:00,2.76
S_087,45.002398,-0.320814,6.72,Bordeaux,6.1,5.74,1.961,2024-09-19 00:00:00,5.9
S_063,48.869169,5.452224,6.28,Strasbourg,8.71,5.95,1.864,2024-11-21 00:00:00,8.56
S_029,46.989226,0.618005,7.79,Paris,4.28,4.31,1.759,2024-07-19 00:00:00,5.25
S_051,47.976266,1.206728,2.31,Bordeaux,2.38,3.38,1.968,2024-01-31 00:00:00,8.69
S_092,49.988424,1.381262,4.22,Nantes,2.04,2.08,1.839,2024-08-22 00:00:00,5.09
S_040,44.976437,0.652243,7.33,Bordeaux,2.65,6.09,1.816,2024-06-19 00:00:00,1.39
S_033,46.477892,1.553878,1.72,Lille,8.73,5.59,1.841,2024-12-18 00:00:00,1.23
S_031,48.621932,1.253808,2.24,Paris,3.85,5.74,1.794,2024-10-12 00:00:00,3.92
S_079,49.523805,-1.086947,5.38,Toulouse,7.8,7.88,1.751,2024-10-28 00:00:00,3.4
S_007,45.629594,5.86592,6.43,Toulouse,1.59,8.72,1.714,2024-05-07 00:00:00,2.09
S_024,45.783701,6.203833,3.06,Lille,1.41,5.73,1.772,2024-08-18 00:00:00,7.39
S_037,49.585491,4.850137,2.69,Toulouse,6.03,1.35,1.732,2024-08-12 00:00:00,1.61
S_029,49.302679,2.30144,4.73,Bordeaux,5.52,5.07,1.72,2024-09-02 00:00:00,4.7
S_086,51.691514,5.890829,7.72,Toulouse,1.74,3.0,1.927,2024-05-02 00:00:00,3.85
S_009,52.023926,-0.550472,3.1,Lille,8.42,4.64,1.783,2024-02-18 00:00:00,6.68
S_052,49.75306,5.826752,6.02,Lille,6.34,6.36,1.974,2024-03-18 00:00:00,4.33
S_078,44.908658,-1.017926,8.0,Lyon,1.49,1.59,1.911,2024-10-28 00:00:00,7.78
S_066,45.992551,5.054505,6.52,Nantes,2.82,4.82,1.948,2024-05-14 00:00:00,3.14
S_010,46.474256,1.590155,2.06,Strasbourg,5.14,8.74,1.732,2024-12-14 00:00:00,2.11
S_044,44.937085,2.113619,5.67,Bordeaux,8.34,3.83,1.729,2024-11-03 00:00:00,5.79
S_011,47.528057,5.638928,8.31,Lyon,7.1,1.63,1.766,2024-01-29 00:00:00,3.69
S_046,49.760126,2.431478,2.41,Montpellier,6.69,6.35,1.799,2024-09-30 00:00:00,5.04
S_071,51.107282,3.99543,5.08,Bordeaux,6.31,2.29,1.902,2024-02-07 00:00:00,1.97
S_079,48.479385,5.111965,6.43,Lille,3.97,7.12,1.84,2024-10-04 00:00:00,3.95
S_073,51.41434,-0.954451,7.8,Montpellier,4.3,2.08,1.704,2024-06-06 00:00:00,3.14
S_026,47.848264,4.45475,7.79,Strasbourg,5.11,5.57,1.688,2024-10-13 00:00:00,1.42
S_077,49.560884,1.385593,8.67,Nantes,4.4,7.67,1.925,2024-09-30 00:00:00,1.22
S_012,51.489989,4.248875,4.66,Lille,6.59,4.17,1.703,2024-03-22 00:00:00,4.99
S_053,45.468004,5.298437,6.56,Lyon,7.93,1.42,1.731,2024-12-23 00:00:00,2.13
S_053,48.232254,4.084794,5.35,Toulouse,5.93,8.62,1.777,2024-06-28 00:00:00,8.4
S_093,49.472884,1.325432,8.19,Toulouse,2.56,4.57,1.845,2024-05-24 00:00:00,6.87
S_057,45.21467,3.446041,1.91,Lille,1.39,8.06,1.791,2024-01-26 00:00:00,4.7
S_022,52.710555,3.118518,4.66,Toulouse,3.01,6.54,1.931,2024-09-26 00:00:00,7.37
S_075,52.798604,4.423623,7.01,Strasbourg,5.53,7.7,1.864,2024-03-15 00:00:00,6.59
S_004,45.114259,5.769813,1.8,Paris,6.81,4.17,1.688,2024-12-08 00:00:00,5.46
S_062,48.414435,-0.480968,8.12,Nantes,7.53,6.88,1.704,2024-11-13 00:00:00,4.67
S_067,52.48,3.432303,5.37,Lille,2.28,6.36,1.818,2024-12-15 00:00:00,1.45
S_049,51.255264,4.633416,5.46,Nantes,1.37,6.43,1.802,2024-05-05 00:00:00,7.71
S_056,45.636886,5.645436,8.75,Lyon,2.65,3.51,1.684,2024-04-18 00:00:00,3.39
S_073,46.183364,4.860625,6.11,Lille,6.05,5.55,1.787,2024-07-09 00:00:00,3.79
S_047,46.029055,0.733274,6.57,Nice,7.98,7.06,1.893,2024-06-22 00:00:00,7.37
S_043,52.163596,2.798639,8.37,Strasbourg,3.59,3.94,1.692,2024-11-08 00:00:00,7.18
S_085,48.751874,5.141421,1.95,Paris,2.38,1.22,1.871,2024-07-24 00:00:00,2.54
S_041,49.462287,2.574325,7.9,Nantes,3.87,2.63,1.936,2024-07-26 00:00:00,2.9
S_089,45.842271,0.84782,5.17,Bordeaux,6.24,5.75,1.92,2024-05-10 00:00:00,3.04
S_029,46.716697,5.45211,7.53,Lille,3.72,8.59,1.918,2024-11-10 00:00:00,2.97
S_062,50.526785,4.263409,3.23,Nice,5.72,2.0,1.868,2024-01-21 00:00:00,7.46
S_019,49.9885,2.281133,4.84,Bordeaux,3.33,7.65,1.865,2024-01-14 00:00:00,2.98
S_062,52.581942,-1.075793,2.85,Paris,1.95,4.71,1.804,2024-01-29 00:00:00,3.78
S_061,45.661951,2.139998,4.31,Toulouse,1.41,4.1,1.695,2024-04-11 00:00:00,1.69
S_025,48.196323,-0.809134,5.52,Lyon,2.47,1.22,1.746,2024-10-04 00:00:00,2.61
S_015,47.778607,-0.260687,1.99,Strasbourg,7.45,2.4,1.9,2024-05-28 00:00:00,6.98
S_018,51.181516,1.79288,7.54,Lille,1.86,5.33,1.729,2024-07-05 00:00:00,5.01
S_041,45.308867,-0.062413,2.36,Nice,6.14,8.74,1.979,2024-02-25 00:00:00,5.84
S_097,45.358562,3.032364,4.6,Strasbourg,5.7,1.89,1.731,2024-01-16 00:00:00,7.21
S_061,49.852608,4.989474,4.14,Nantes,1.49,1.24,1.846,2024-04-29 00:00:00,8.07
S_032,50.940141,0.691897,8.42,Montpellier,3.57,3.39,1.776,2024-10-08 00:00:00,7.72
S_033,48.625131,0.77726,6.9,Toulouse,1.6,3.76,1.967,2024-02-25 00:00:00,8.0
S_025,47.879417,0.089375,5.03,Paris,2.39,3.22,1.759,2024-04-24 00:00:00,1.39
S_034,47.853951,-0.120915,8.53,Lille,4.32,7.24,1.926,2024-03-30 00:00:00,5.79
S_005,49.038286,4.661625,7.41,Toulouse,4.5,5.62,1.968,2024-05-02 00:00:00,4.87
S_032,47.515462,6.082155,5.73,Montpellier,1.7,6.05,1.817,2024-04-13 00:00:00,1.24
S_056,47.738569,1.304288,2.27,Lyon,4.86,8.41,1.874,2024-05-17 00:00:00,4.68
S_087,49.33808,-0.001445,7.43,Bordeaux,5.73,8.77,1.731,2024-03-09 00:00:00,4.21
S_010,47.515428,-0.979966,2.71,Marseille,6.78,3.42,1.922,2024-07-18 00:00:00,2.64
S_054,45.587888,4.196783,8.2,Nice,8.1,5.62,1.877,2024-04-10 00:00:00,1.88
S_079,46.810845,0.505041,4.68,Strasbourg,3.92,5.13,1.983,2024-10-27 00:00:00,6.17
S_061,50.66676,4.754876,3.56,Lyon,7.49,2.73,1.97,2024-10-18 00:00:00,6.54
S_009,50.481248,5.767102,8.3,Lyon,8.35,1.45,1.807,2024-12-03 00:00:00,5.71
S_090,49.296393,-0.45993,4.1,Nantes,2.09,3.91,1.744,2024-10-26 00:00:00,7.86
S_088,52.770905,0.601943,1.29,Montpellier,6.88,5.86,1.864,2024-05-05 00:00:00,4.58
S_065,50.556731,-0.877752,6.23,Montpellier,6.24,7.67,1.71,2024-01-20 00:00:00,6.3
S_018,51.326286,1.617257,6.93,Montpellier,5.04,3.41,1.912,2024-07-28 00:00:00,3.74
S_034,48.593067,-0.55405,6.91,Nantes,3.23,3.57,1.916,2024-01-07 00:00:00,7.94
S_090,47.006451,-0.133171,5.11,Paris,8.56,4.29,1.943,2024-08-11 00:00:00,2.24
S_051,45.851469,-0.50081,1.24,Lyon,5.31,5.12,1.868,2024-11-19 00:00:00,8.41
S_092,45.510911,5.50408,5.4,Lille,7.27,7.57,1.796,2024-09-04 00:00:00,7.7
S_041,50.029981,0.717221,8.37,Marseille,2.17,1.61,1.712,2024-02-06 00:00:00,4.58
S_017,51.23278,1.630318,3.32,Montpellier,2.71,6.44,1.91,2024-07-10 00:00:00,4.16
S_070,48.976048,-1.485602,7.4,Nice,2.51,3.27,1.795,2024-09-26 00:00:00,6.49
S_002,45.383727,0.298316,2.61,Nantes,2.89,7.86,1.822,2024-05-14 00:00:00,6.41
S_081,49.884758,5.980977,6.27,Paris,5.53,8.02,1.929,2024-09-05 00:00:00,2.1
S_060,49.380298,4.713724,3.91,Lyon,6.15,5.59,1.69,2024-05-29 00:00:00,6.38
S_044,51.318369,3.783767,7.19,Toulouse,5.27,5.68,1.707,2024-11-13 00:00:00,1.23
S_015,51.956854,4.95953,7.98,Bordeaux,3.38,3.04,1.684,2024-07-06 00:00:00,5.73
S_008,45.531055,1.676433,6.8,Bordeaux,4.19,8.43,1.981,2024-04-23 00:00:00,6.93
S_100,51.462007,0.732109,1.46,Marseille,7.42,5.28,1.911,2024-08-30 00:00:00,7.34
S_015,48.113191,1.828515,2.34,Nice,3.34,8.75,1.738,2024-04-13 00:00:00,4.89
S_085,45.053425,1.88196,3.04,Lille,8.26,5.67,1.741,2024-09-01 00:00:00,6.63
S_092,51.980693,6.138919,7.95,Nantes,4.66,5.51,1.724,2024-09-16 00:00:00,5.18
S_010,46.043716,1.192917,3.37,Strasbourg,7.7,4.8,1.723,2024-09-20 00:00:00,3.53
S_003,47.581839,4.478316,8.35,Toulouse,4.64,7.7,1.861,2024-12-04 00:00:00,4.39
S_081,52.479489,2.575861,7.6,Lyon,5.07,5.83,1.692,2024-03-14 00:00:00,4.43
S_068,44.934045,-0.054917,6.47,Paris,2.27,8.44,1.713,2024-12-12 00:00:00,1.34
S_080,52.537953,0.36337,4.8,Montpellier,2.76,2.44,1.988,2024-12-26 00:00:00,4.55
S_069,48.196964,3.817333,8.67,Lyon,2.57,6.45,1.857,2024-05-30 00:00:00,1.49
S_055,48.147374,1.967639,6.06,Marseille,4.74,4.34,1.839,2024-12-06 00:00:00,6.08
S_047,44.885402,0.493245,8.19,Strasbourg,7.64,2.73,1.734,2024-02-03 00:00:00,4.98
S_028,49.439075,4.726688,6.21,Marseille,4.24,1.74,1.901,2024-09-28 00:00:00,4.3
S_045,45.867333,0.705082,1.94,Bordeaux,5.19,5.08,1.833,2024-06-22 00:00:00,5.72
S_087,49.385052,0.604002,5.85,Lyon,3.62,1.38,1.835,2024-04-27 00:00:00,4.06
S_029,49.744869,3.555246,5.63,Nice,6.19,8.19,1.865,2024-05-01 00:00:00,5.13
S_015,48.72087,1.227314,1.57,Montpellier,6.78,2.52,1.714,2024-05-17 00:00:00,5.76
S_092,49.959224,2.58658,5.11,Nice,6.67,3.6,1.945,2024-02-02 00:00:00,2.85
S_053,51.544031,1.879039,6.2,Montpellier,3.57,4.24,1.944,2024-03-26 00:00:00,8.0
S_005,51.596098,-0.313827,1.67,Bordeaux,3.27,3.03,1.778,2024-10-20 00:00:00,2.55
S_092,45.212591,6.007829,7.17,Marseille,8.63,2.96,1.899,2024-12-20 00:00:00,6.27
S_005,48.317111,-1.32852,8.26,Bordeaux,1.7,3.35,1.886,2024-07-07 00:00:00,5.12
S_098,51.561554,3.056506,2.39,Strasbourg,6.62,4.25,1.694,2024-01-04 00:00:00,1.62
S_020,50.898877,0.9148,4.25,Toulouse,2.43,6.8,1.851,2024-02-06 00:00:00,6.61
S_080,44.880452,0.641979,1.7,Bordeaux,5.16,6.62,1.869,2024-08-26 00:00:00,6.0
S_076,46.707973,2.013639,3.37,Toulouse,7.13,7.79,1.884,2024-01-02 00:00:00,5.8
S_017,51.701819,2.47643,5.55,Montpellier,5.15,3.82,1.829,2024-01-01 00:00:00,1.98
S_028,51.042362,-0.843518,3.93,Lille,5.78,6.16,1.979,2024-08-03 00:00:00,2.74
S_012,47.327978,5.315716,2.9,Toulouse,5.54,5.94,1.795,2024-07-10 00:00:00,5.63
S_085,48.569442,-1.602323,7.54,Marseille,8.04,1.48,1.763,2024-06-15 00:00:00,1.77
S_078,46.129371,2.578497,2.47,Nantes,6.52,8.35,1.732,2024-02-06 00:00:00,7.78
S_027,51.524732,6.343388,4.95,Lyon,5.15,8.4,1.903,2024-04-10 00:00:00,7.09
S_051,46.554338,5.965176,1.63,Lille,1.47,6.85,1.753,2024-08-29 00:00:00,1.97
S_081,46.724856,-0.784128,6.55,Nice,6.34,2.56,1.686,2024-03-24 00:00:00,5.5
S_092,46.58488,6.135641,4.8,Marseille,6.16,4.93,1.936,2024-07-02 00:00:00,4.81
S_046,47.157799,4.822454,3.07,Paris,8.01,1.55,1.7,2024-09-22 00:00:00,4.24
S_027,52.452161,3.316115,8.68,Bordeaux,5.03,5.48,1.9,2024-09-10 00:00:00,7.12
S_097,50.430816,3.130367,3.36,Montpellier,7.32,4.92,1.783,2024-09-06 00:00:00,6.06
S_045,45.484695,2.770015,7.72,Lille,3.45,6.4,1.844,2024-04-30 00:00:00,1.47
S_069,47.78216,1.498957,3.03,Nantes,5.8,2.13,1.807,2024-12-01 00:00:00,2.92
S_065,51.062959,-0.03557,6.01,Nantes,2.49,7.72,1.91,2024-04-19 00:00:00,3.49
S_013,50.58298,5.38887,4.75,Paris,1.45,4.86,1.854,2024-05-07 00:00:00,6.48
S_082,52.589597,4.846067,1.22,Paris,1.44,8.26,1.722,2024-01-20 00:00:00,4.28
S_043,49.29529,4.77984,4.65,Nantes,8.75,7.59,1.816,2024-08-21 00:00:00,6.73
S_025,52.682709,-0.66308,6.49,Toulouse,2.86,7.26,1.768,2024-01-19 00:00:00,7.82
S_001,45.700705,-0.181417,4.41,Nantes,5.53,1.43,1.795,2024-12-07 00:00:00,3.34
S_076,50.859106,-0.139481,7.04,Bordeaux,5.34,1.58,1.773,2024-01-11 00:00:00,5.97
S_061,49.586137,0.324408,2.62,Nice,7.44,3.0,1.951,2024-09-21 00:00:00,3.68
S_066,51.215318,3.193131,8.31,Montpellier,4.65,5.22,1.913,2024-10-28 00:00:00,3.65
S_094,51.454616,1.434138,1.74,Bordeaux,3.39,7.02,1.9,2024-10-09 00:00:00,5.5
S_011,52.580437,3.686681,4.14,Lyon,7.31,5.95,1.765,2024-12-03 00:00:00,3.59
S_041,48.831475,3.822433,6.63,Bordeaux,4.33,8.25,1.913,2024-05-11 00:00:00,4.21
S_056,48.671236,0.722718,2.55,Toulouse,8.62,1.5,1.975,2024-05-01 00:00:00,1.83
S_034,47.340037,2.021611,8.26,Marseille,6.87,8.19,1.789,2024-06-12 00:00:00,5.6
S_089,45.280922,-0.952292,2.53,Lille,1.34,4.81,1.976,2024-04-09 00:00:00,8.16
S_008,49.293713,3.93417,3.01,Toulouse,5.98,5.89,1.832,2024-08-23 00:00:00,4.01
S_001,47.061795,-0.925548,1.51,Lille,1.3,2.91,1.726,2024-12-13 00:00:00,5.62
S_075,49.470716,0.485827,1.25,Nantes,6.47,4.45,1.843,2024-07-16 00:00:00,2.68
S_042,48.39896,1.954277,7.63,Paris,4.28,6.31,1.844,2024-11-27 00:00:00,5.22
S_037,46.749288,0.431084,4.47,Lyon,6.52,2.06,1.985,2024-05-05 00:00:00,5.62
S_067,46.70455,4.991774,5.24,Strasbourg,4.23,2.56,1.776,2024-04-27 00:00:00,6.0
S_061,47.79597,1.984503,2.37,Paris,3.67,1.27,1.854,2024-09-28 00:00:00,2.75
S_029,52.315194,4.359607,8.71,Lyon,4.97,7.63,1.776,2024-04-17 00:00:00,2.63
S_027,46.917158,5.628608,1.42,Nantes,2.5,1.53,1.95,2024-04-19 00:00:00,5.14
S_077,47.762063,5.656076,4.75,Nantes,6.8,1.81,1.764,2024-06-01 00:00:00,6.27
S_066,45.805818,-0.906234,8.37,Nice,5.08,3.69,1.973,2024-03-30 00:00:00,5.21
S_068,51.553432,4.023801,2.7,Paris,8.68,8.07,1.761,2024-12-03 00:00:00,2.86
S_040,51.92544,6.047493,7.87,Strasbourg,6.25,6.57,1.742,2024-01-28 00:00:00,4.48
S_094,48.291394,1.648882,6.67,Nice,3.68,2.41,1.815,2024-05-21 00:00:00,3.65
S_025,52.186658,4.713417,5.63,Lille,8.26,8.28,1.761,2024-09-07 00:00:00,8.17
S_002,51.084985,-1.435942,6.84,Nantes,5.6,1.76,1.803,2024-12-08 00:00:00,7.84
S_019,47.587276,0.370705,6.05,Lyon,1.39,2.75,1.707,2024-11-07 00:00:00,4.36
S_071,52.558108,6.204665,7.25,Bordeaux,4.59,7.15,1.735,2024-10-01 00:00:00,4.18
S_058,51.256987,1.184726,6.79,Bordeaux,6.27,5.33,1.801,2024-09-17 00:00:00,6.14
S_095,50.07164,3.178865,4.45,Nice,1.58,5.82,1.783,2024-02-24 00:00:00,2.03
S_016,50.885568,3.425583,2.14,Nantes,5.2,6.24,1.959,2024-03-02 00:00:00,6.05
S_086,46.818207,3.341336,5.16,Montpellier,8.39,1.75,1.886,2024-09-01 00:00:00,2.1
S_063,52.196406,0.725152,8.71,Strasbourg,8.76,1.9,1.979,2024-11-21 00:00:00,6.03
S_087,45.721437,-0.477193,2.34,Toulouse,1.6,6.7,1.812,2024-05-30 00:00:00,5.02
S_010,48.202926,6.099293,1.48,Bordeaux,7.66,8.19,1.822,2024-05-28 00:00:00,8.45
S_086,48.152272,5.773589,7.69,Marseille,8.39,2.44,1.742,2024-11-03 00:00:00,4.44
S_090,45.403427,3.636297,6.68,Bordeaux,5.22,8.33,1.719,2024-02-11 00:00:00,1.75
S_082,48.185906,0.01005,4.9,Bordeaux,6.98,2.84,1.829,2024-04-22 00:00:00,5.15
S_050,46.691867,5.923101,4.07,Toulouse,5.43,2.28,1.894,2024-04-18 00:00:00,2.22
S_002,51.680039,4.620548,5.45,Bordeaux,1.45,6.02,1.73,2024-03-26 00:00:00,1.23
S_083,49.06901,3.503437,4.43,Nantes,2.7,7.14,1.85,2024-10-19 00:00:00,5.82
S_052,48.597165,4.500629,8.41,Paris,3.95,2.79,1.684,2024-04-18 00:00:00,1.69
S_013,47.997394,0.402742,7.48,Paris,6.79,4.48,1.927,2024-10-05 00:00:00,1.34
S_048,51.240407,4.798695,5.35,Nantes,3.2,2.5,1.82,2024-07-09 00:00:00,7.62
S_023,51.945019,-0.040724,1.79,Paris,6.51,7.93,1.886,2024-11-10 00:00:00,2.43
S_010,47.968331,1.183657,2.94,Lille,7.18,5.52,1.786,2024-11-20 00:00:00,3.81
S_069,48.809519,5.185255,7.71,Nantes,1.45,2.3,1.772,2024-02-02 00:00:00,3.61
S_077,48.487746,4.644107,4.13,Paris,8.66,2.33,1.946,2024-01-29 00:00:00,4.64
S_013,52.314828,-1.144769,7.6,Lyon,2.27,6.96,1.754,2024-07-20 00:00:00,7.55
S_037,47.397338,-0.483202,1.21,Toulouse,6.66,2.34,1.867,2024-05-21 00:00:00,5.75
S_054,51.642343,-1.189455,5.19,Marseille,3.93,6.63,1.691,2024-01-16 00:00:00,2.46
S_063,48.260473,3.608907,8.78,Toulouse,6.03,6.95,1.947,2024-06-14 00:00:00,3.42
S_038,52.075261,0.586026,2.46,Montpellier,8.22,2.37,1.768,2024-10-03 00:00:00,7.95
S_072,51.040634,2.006047,3.59,Lyon,3.03,8.18,1.756,2024-01-01 00:00:00,4.39
S_014,49.592672,3.586466,4.1,Nice,7.93,5.81,1.963,2024-09-19 00:00:00,7.46
S_044,50.117817,4.53715,4.59,Nice,8.58,5.41,1.868,2024-11-15 00:00:00,7.19
S_003,47.524528,0.409271,4.54,Marseille,8.15,6.86,1.704,2024-02-13 00:00:00,7.24
S_083,50.207317,1.592286,5.99,Strasbourg,7.23,7.73,1.807,2024-07-24 00:00:00,4.85
S_023,46.950151,2.346176,5.06,Bordeaux,5.68,5.64,1.791,2024-05-15 00:00:00,6.24
S_039,49.695894,-1.638874,6.76,Lille,3.34,7.69,1.729,2024-09-05 00:00:00,5.9
S_042,50.091751,4.255352,8.4,Lille,2.41,1.52,1.833,2024-10-11 00:00:00,5.55
S_036,49.095378,1.602629,4.06,Montpellier,7.23,5.58,1.766,2024-11-17 00:00:00,8.17
S_067,48.403088,-0.739745,7.66,Strasbourg,1.29,3.09,1.951,2024-09-23 00:00:00,7.5
S_021,45.979912,4.844763,3.22,Strasbourg,2.44,4.5,1.931,2024-08-31 00:00:00,3.79
S_087,50.22985,2.807144,2.27,Bordeaux,1.66,8.1,1.925,2024-04-11 00:00:00,7.17
S_085,50.494931,-0.793299,6.36,Lyon,1.61,6.22,1.691,2024-04-04 00:00:00,2.58
S_015,51.018203,2.764146,5.41,Bordeaux,4.52,5.23,1.689,2024-03-13 00:00:00,6.58
S_024,50.504258,4.967662,6.86,Strasbourg,8.12,3.71,1.912,2024-03-21 00:00:00,5.72
S_023,50.53768,5.670742,5.54,Montpellier,2.83,3.45,1.936,2024-03-11 00:00:00,8.35
S_059,52.594902,1.942573,3.08,Lyon,5.9,6.44,1.704,2024-05-04 00:00:00,6.36
S_088,50.871596,1.864615,4.58,Lille,7.01,2.64,1.954,2024-07-20 00:00:00,8.79
S_053,49.522904,0.590652,8.57,Nantes,6.25,2.57,1.786,2024-06-15 00:00:00,1.54
S_027,51.587529,5.614758,2.45,Lille,4.11,4.3,1.936,2024-03-23 00:00:00,6.22
S_098,49.62376,6.131651,6.58,Paris,8.02,4.22,1.958,2024-07-18 00:00:00,3.58
S_075,52.065581,0.831222,2.61,Marseille,7.71,2.23,1.844,2024-04-29 00:00:00,2.28
S_016,49.626962,5.206425,2.35,Bordeaux,5.4,7.18,1.771,2024-05-13 00:00:00,8.16
S_093,46.993992,5.880432,1.39,Marseille,5.26,5.04,1.779,2024-01-13 00:00:00,3.79
S_095,47.001488,2.98604,1.81,Nantes,6.29,8.14,1.761,2024-10-14 00:00:00,1.95
S_063,48.603033,3.760815,6.49,Nice,4.59,8.39,1.812,2024-07-14 00:00:00,2.15
S_017,50.283205,1.724946,2.45,Lyon,2.95,3.2,1.792,2024-04-10 00:00:00,2.03
S_045,48.136301,-0.397677,5.38,Montpellier,4.6,6.21,1.722,2024-02-23 00:00:00,7.35
S_048,50.436239,1.525615,6.83,Nantes,2.74,1.82,1.942,2024-07-16 00:00:00,2.21
S_030,47.621239,5.948269,1.9,Nantes,2.1,8.68,1.736,2024-08-27 00:00:00,7.2
S_024,48.319468,0.021203,8.1,Montpellier,5.47,3.77,1.702,2024-04-08 00:00:00,8.47
S_054,45.934995,4.320663,7.21,Bordeaux,6.77,3.09,1.891,2024-10-27 00:00:00,6.05
S_016,51.05323,-0.313715,8.36,Marseille,4.26,5.56,1.92,2024-09-21 00:00:00,1.85
S_078,48.153319,-0.798095,2.06,Lille,7.07,8.18,1.92,2024-03-24 00:00:00,4.52
S_077,48.937059,-0.236686,6.18,Toulouse,7.11,8.65,1.985,2024-04-18 00:00:00,6.74
S_087,50.53284,1.714695,3.61,Nantes,2.18,3.33,1.789,2024-01-08 00:00:00,2.59
S_048,52.437144,-0.964669,5.01,Toulouse,2.98,5.49,1.842,2024-08-24 00:00:00,5.28
S_057,47.733501,4.651828,6.3,Paris,8.48,3.99,1.938,2024-08-30 00:00:00,8.55
S_059,47.027641,1.575752,4.25,Montpellier,5.61,3.15,1.902,2024-07-30 00:00:00,8.18
S_039,51.112331,5.425926,7.11,Bordeaux,8.33,6.36,1.765,2024-05-15 00:00:00,6.54
S_070,48.624999,4.186487,5.79,Paris,3.89,8.21,1.943,2024-11-17 00:00:00,2.17
S_022,49.075583,-0.695233,2.21,Lille,5.54,3.97,1.951,2024-06-25 00:00:00,4.22
S_057,50.509517,-1.022185,4.29,Toulouse,5.31,1.97,1.769,2024-03-21 00:00:00,8.52
S_050,47.441931,3.2059,3.47,Bordeaux,7.05,4.16,1.908,2024-08-20 00:00:00,5.1
S_099,48.82934,3.544543,1.88,Lyon,8.44,1.61,1.779,2024-11-22 00:00:00,7.08
S_080,46.524458,5.082461,6.34,Nice,7.25,4.19,1.964,2024-07-12 00:00:00,4.67
S_082,45.272673,-0.514942,4.92,Lyon,6.08,1.65,1.92,2024-01-27 00:00:00,1.83
S_065,49.436819,2.516967,3.48,Lille,7.7,6.36,1.876,2024-08-26 00:00:00,8.65
S_033,49.730205,6.086341,7.93,Bordeaux,1.81,8.58,1.829,2024-04-14 00:00:00,8.09
S_008,46.445833,2.812143,5.26,Nantes,8.64,7.8,1.864,2024-06-30 00:00:00,4.53
S_024,50.828421,3.679582,8.01,Montpellier,2.71,1.26,1.737,2024-03-26 00:00:00,5.76
S_026,46.777109,3.952267,7.67,Montpellier,1.56,2.9,1.768,2024-07-14 00:00:00,4.18
S_084,48.586396,-0.004845,7.52,Nice,7.13,1.47,1.935,2024-10-17 00:00:00,4.75
S_099,47.59987,6.048214,3.58,Paris,4.69,3.17,1.708,2024-05-01 00:00:00,4.06
S_053,48.063811,3.765853,5.56,Marseille,2.2,6.67,1.834,2024-07-13 00:00:00,8.45
S_041,46.37071,-1.110308,8.14,Strasbourg,5.09,6.71,1.934,2024-09-09 00:00:00,5.42
S_032,50.027016,0.879842,7.92,Toulouse,2.94,4.99,1.822,2024-08-08 00:00:00,4.39
S_002,45.648927,-1.29713,2.68,Paris,1.32,6.07,1.725,2024-12-11 00:00:00,8.46
S_024,48.815221,5.495331,7.84,Marseille,8.11,3.34,1.786,2024-07-28 00:00:00,6.46
S_076,48.807168,1.954568,1.53,Strasbourg,7.74,8.57,1.968,2024-09-17 00:00:00,4.44
S_032,48.186862,-0.147621,1.39,Strasbourg,8.42,8.5,1.893,2024-05-20 00:00:00,4.83
S_075,49.673498,5.707604,7.93,Paris,2.03,5.58,1.786,2024-02-12 00:00:00,2.67
S_033,47.906817,0.127276,2.12,Lille,2.05,5.43,1.739,2024-05-28 00:00:00,4.85
S_017,46.917121,1.676532,7.2,Lille,1.38,4.94,1.953,2024-06-11 00:00:00,5.86
S_036,46.265377,5.396762,5.59,Bordeaux,5.49,5.21,1.924,2024-01-22 00:00:00,7.77
