col_date,col_station,col_temperature,col_humidite,col_pression,col_vitesse_vent,col_direction_vent,col_precipitations,col_ensoleillement,col_visibilite,col_latitude,col_longitude
2024-03-13 00:00:00,Part-Dieu 7,9.4,ID_010,1014.7,70,2.71,1.8,2.51,5.37,50.607239,6.316777
2024-06-05 00:00:00,Montparnasse 1,15.4,ID_011,1014.5,50,3.26,2.1,4.08,4.58,48.465387,-0.086873
2024-02-13 00:00:00,Gare de l'Est 6,12.6,ID_012,1015.7,45,4.36,2.5,6.02,5.49,46.881992,-1.492589
2024-05-08 00:00:00,Matabiau 8,15.0,ID_013,1022.9,80,3.56,11.9,3.6,4.08,49.160891,4.491239
2024-08-14 00:00:00,Gare du Nord 7,12.3,ID_014,1018.1,45,6.59,3.0,8.22,3.67,52.664609,1.412746
2024-11-11 00:00:00,Gare de Lyon 4,21.1,ID_015,997.9,70,3.9,9.5,2.31,3.81,49.425366,0.338059
2024-02-29 00:00:00,Saint-Jean 9,5.2,ID_016,1009.9,70,4.93,1.6,3.05,2.81,48.343398,1.14823
2024-03-17 00:00:00,Montparnasse 5,23.1,ID_017,1019.1,80,2.64,10.8,1.78,3.58,50.481784,-0.698915
2024-06-11 00:00:00,Gare du Nord 5,12.8,ID_018,995.2,130,2.86,1.5,3.42,4.96,47.391749,0.146836
2024-07-06 00:00:00,Saint-Charles 5,26.4,ID_019,1020.2,50,3.39,10.7,2.77,6.48,48.404417,-0.805872
2024-07-09 00:00:00,Saint-Charles 8,19.5,ID_020,1017.6,70,8.2,14.3,4.91,2.82,50.682757,-0.104143
2024-09-14 00:00:00,Gare du Nord 7,7.3,ID_021,1021.1,130,8.75,8.8,1.43,5.25,49.967622,-0.29717
2024-10-22 00:00:00,Saint-Charles 4,4.6,ID_022,1016.0,50,5.65,4.4,6.77,2.92,50.667013,0.049346
2024-08-06 00:00:00,Gare du Nord 3,12.3,ID_023,998.4,50,3.89,11.0,5.41,7.3,46.24395,3.049805
2024-02-24 00:00:00,Gare de l'Est 5,20.2,ID_024,1008.5,45,3.79,7.8,1.85,6.6,48.922271,2.279541
2024-03-21 00:00:00,Saint-Charles 4,18.5,ID_025,1004.1,70,7.74,11.9,8.41,7.39,50.301402,0.670134
2024-08-24 00:00:00,Part-Dieu 4,5.5,ID_026,1004.8,50,2.89,5.2,5.26,7.99,49.156703,1.689306
2024-10-22 00:00:00,Gare de l'Est 3,6.6,ID_027,1022.3,70,5.44,9.2,7.8,8.57,51.914485,3.783641
2024-03-14 00:00:00,Haussmann Saint-Lazare 9,23.1,ID_028,1009.3,130,7.88,12.0,5.68,7.23,48.723907,3.458207
2024-12-26 00:00:00,Part-Dieu 1,24.1,ID_029,999.3,130,6.42,12.9,8.43,3.08,47.656169,5.138276
2024-05-28 00:00:00,Gare de Lyon 9,14.6,ID_030,1008.0,30,4.74,12.4,6.39,6.66,50.597345,4.270298
2024-03-09 00:00:00,Saint-Jean 4,16.5,ID_031,1013.6,70,2.2,2.7,5.7,2.99,52.331068,2.81448
2024-05-31 00:00:00,Part-Dieu 4,14.9,ID_032,1020.7,130,1.53,11.1,6.86,5.51,52.328692,4.42777
2024-03-22 00:00:00,Gare du Nord 9,20.5,ID_033,1013.0,70,5.76,12.4,3.83,8.12,48.204531,-1.172071
2024-02-08 00:00:00,Gare de Lyon 7,11.1,ID_034,1021.9,80,6.12,9.5,1.43,8.66,51.77159,1.742087
2024-06-19 00:00:00,Matabiau 1,21.1,ID_035,1011.2,80,7.47,8.6,5.56,2.63,44.892248,2.504824
2024-02-12 00:00:00,Gare de Lyon 8,26.0,ID_036,1012.8,130,5.11,8.7,4.91,2.6,51.354163,1.887507
2024-09-25 00:00:00,Saint-Jean 6,10.4,ID_037,1006.7,70,6.18,13.2,7.8,5.57,52.296253,1.667118
2024-12-21 00:00:00,Haussmann Saint-Lazare 2,25.6,ID_038,1000.7,45,3.88,11.5,2.03,2.2,50.68966,0.684812
2024-12-13 00:00:00,Gare du Nord 8,12.8,ID_039,1019.3,70,2.1,5.9,4.82,3.37,52.456895,2.28924
2024-02-28 00:00:00,Saint-Charles 4,17.8,ID_040,1023.4,30,3.43,11.6,6.82,3.48,50.183566,4.015858
2024-11-08 00:00:00,Saint-Charles 8,7.6,ID_041,1019.6,30,4.65,1.1,1.69,3.88,48.688607,4.103181
2024-06-21 00:00:00,Gare de l'Est 5,16.7,ID_042,995.7,80,4.59,5.2,6.77,7.65,51.995309,-0.954198
2024-02-11 00:00:00,Gare de Lyon 2,26.9,ID_043,999.1,110,2.98,14.8,7.37,1.68,46.509109,0.215808
2024-05-23 00:00:00,Saint-Charles 8,24.0,ID_044,1017.6,45,4.7,1.6,1.95,2.69,46.014222,2.011224
2024-10-29 00:00:00,Saint-Charles 6,19.6,ID_045,1018.4,80,6.96,10.4,5.63,1.54,47.091966,0.419185
2024-12-19 00:00:00,Gare du Nord 1,12.2,ID_046,998.5,130,3.66,11.0,7.24,6.43,47.298736,2.740254
2024-11-23 00:00:00,Saint-Jean 5,7.9,ID_047,1016.3,80,6.07,5.7,3.55,4.15,50.517031,1.033557
2024-12-13 00:00:00,Saint-Jean 4,25.1,ID_048,1003.1,50,6.03,11.2,4.27,3.32,45.658549,-0.436701
2024-08-31 00:00:00,Part-Dieu 8,25.0,ID_049,1015.0,45,2.43,8.6,4.98,3.35,47.152393,5.246355
2024-07-07 00:00:00,Haussmann Saint-Lazare 6,15.1,ID_050,1005.1,45,2.71,4.9,1.67,8.39,45.161292,2.571327
2024-07-24 00:00:00,Gare du Nord 7,24.7,ID_051,1017.0,30,4.47,12.6,7.76,4.65,47.896019,4.13442
2024-04-03 00:00:00,Gare de l'Est 4,19.6,ID_052,999.3,50,1.62,1.9,3.77,5.79,50.365757,-0.170501
2024-03-18 00:00:00,Gare de l'Est 5,14.9,ID_053,1000.2,50,5.17,12.1,4.45,2.2,51.404716,4.170881
2024-11-28 00:00:00,Gare de Lyon 7,16.4,ID_054,1005.2,80,2.91,14.7,3.74,8.62,49.993574,4.322482
2024-02-05 00:00:00,Montparnasse 1,7.2,ID_055,1014.4,50,2.49,1.2,5.62,7.69,51.793706,2.504558
2024-06-03 00:00:00,Gare de Lyon 3,25.8,ID_056,1014.4,50,4.7,14.2,6.32,2.38,52.580828,4.911187
2024-03-31 00:00:00,Matabiau 6,26.1,ID_057,998.0,30,4.16,5.9,2.8,7.78,50.865581,-1.256765
2024-09-29 00:00:00,Part-Dieu 9,19.8,ID_058,1016.2,130,4.98,2.6,5.33,2.03,48.246135,3.266701
2024-01-19 00:00:00,Haussmann Saint-Lazare 6,12.9,ID_059,1008.1,30,6.98,0.6,8.23,4.1,50.348325,0.196086
2024-12-24 00:00:00,Haussmann Saint-Lazare 4,18.1,ID_060,1006.8,80,5.54,7.3,2.02,5.14,50.584479,2.863213
2024-06-19 00:00:00,Haussmann Saint-Lazare 8,18.8,ID_061,1006.6,130,5.9,14.0,7.07,7.83,46.862111,0.235991
2024-05-02 00:00:00,Gare de l'Est 1,21.6,ID_062,1013.0,45,1.95,13.6,8.5,6.39,50.839381,-1.326248
2024-09-16 00:00:00,Gare de Lyon 7,24.8,ID_063,1011.5,70,3.96,15.0,4.76,6.5,52.113621,-0.430532
2024-06-09 00:00:00,Gare de l'Est 7,24.9,ID_064,1021.2,110,6.14,1.3,2.37,5.05,48.703082,3.233468
2024-07-09 00:00:00,Part-Dieu 3,20.3,ID_065,1003.8,110,7.51,5.5,6.54,8.24,45.341155,3.260612
2024-11-20 00:00:00,Part-Dieu 2,8.6,ID_066,1000.3,70,4.48,8.8,6.67,7.24,45.783954,-1.112951
2024-06-19 00:00:00,Gare de l'Est 6,21.6,ID_067,1002.8,70,3.31,12.9,2.8,3.79,52.057699,-1.037269
2024-07-30 00:00:00,Haussmann Saint-Lazare 7,6.9,ID_068,1008.4,45,3.72,9.0,7.13,8.52,51.228709,5.747574
2024-05-16 00:00:00,Gare de l'Est 9,13.2,ID_069,1006.8,45,1.24,5.4,4.62,6.08,49.064328,1.063212
2024-12-03 00:00:00,Gare de Lyon 2,17.4,ID_070,1004.1,50,1.62,12.1,5.82,5.51,50.7156,0.656337
2024-02-01 00:00:00,Montparnasse 7,12.7,ID_071,1021.4,70,1.85,14.7,5.61,2.51,50.371913,5.852889
2024-01-12 00:00:00,Haussmann Saint-Lazare 5,25.3,ID_072,997.5,50,3.16,8.2,1.49,3.32,45.28291,4.497808
2024-11-25 00:00:00,Gare du Nord 5,26.3,ID_073,1023.0,80,6.54,6.2,6.19,5.72,51.276379,-0.175604
2024-11-09 00:00:00,Matabiau 4,25.5,ID_074,1014.0,70,4.61,3.2,1.72,6.61,49.837664,-0.757201
2024-09-26 00:00:00,Part-Dieu 3,7.8,ID_075,1022.7,50,7.49,3.3,2.01,2.37,52.188683,4.044511
2024-01-24 00:00:00,Saint-Charles 9,11.9,ID_076,1015.4,45,2.48,12.2,3.98,5.05,48.740392,-1.022664
2024-11-01 00:00:00,Saint-Charles 3,11.9,ID_077,1000.4,130,7.11,10.1,6.34,4.2,50.83648,-0.396345
2024-02-26 00:00:00,Gare du Nord 5,23.3,ID_078,1000.5,110,4.07,2.2,3.31,1.3,49.520188,-1.060637
2024-06-03 00:00:00,Gare de l'Est 3,19.3,ID_079,1008.3,110,5.63,7.2,5.0,1.86,50.580602,2.903789
2024-09-09 00:00:00,Part-Dieu 5,21.5,ID_080,1008.3,80,2.04,6.7,4.88,4.55,52.13291,5.539209
2024-01-30 00:00:00,Haussmann Saint-Lazare 9,7.3,ID_081,1010.4,50,1.25,0.5,6.73,4.92,52.22057,3.974907
2024-05-28 00:00:00,Saint-Jean 8,23.3,ID_082,1005.1,130,4.35,13.6,7.8,7.01,46.403157,4.395986
2024-06-30 00:00:00,Matabiau 4,27.0,ID_083,1016.1,50,1.81,1.2,6.61,8.03,52.012327,1.915489
2024-09-10 00:00:00,Saint-Jean 3,13.9,ID_084,1003.6,30,3.32,12.3,4.07,6.23,46.771174,1.629409
2024-06-15 00:00:00,Saint-Jean 9,21.9,ID_085,1023.5,30,6.72,4.0,3.55,1.8,49.075103,3.909951
2024-07-29 00:00:00,Gare de l'Est 5,25.2,ID_086,1019.0,30,2.97,4.7,5.98,6.08,52.541439,1.770414
2024-07-30 00:00:00,Part-Dieu 5,19.0,ID_087,1011.8,80,3.11,10.6,6.32,2.02,51.250944,-1.51215
2024-09-27 00:00:00,Matabiau 7,7.7,ID_088,1009.9,80,7.14,4.3,1.31,3.97,46.610645,0.949069
2024-04-05 00:00:00,Haussmann Saint-Lazare 1,19.5,ID_089,1024.9,80,4.58,4.1,6.58,2.45,50.656586,2.96133
2024-02-26 00:00:00,Gare de l'Est 7,11.3,ID_090,1017.0,45,6.67,13.9,5.61,3.17,45.037567,0.06382
2024-02-03 00:00:00,Haussmann Saint-Lazare 8,23.9,ID_091,1024.6,70,6.17,7.0,7.78,6.78,50.282164,0.083927
2024-07-12 00:00:00,Saint-Jean 3,12.3,ID_092,1001.6,130,5.22,4.6,8.54,6.39,52.678144,5.302339
2024-06-27 00:00:00,Gare du Nord 3,9.7,ID_093,995.2,30,7.08,8.3,5.19,2.2,48.253152,4.054764
2024-03-18 00:00:00,Gare du Nord 4,16.5,ID_094,1009.1,80,7.71,8.4,5.8,4.36,47.581294,-0.03361
2024-02-11 00:00:00,Saint-Charles 8,14.9,ID_095,999.5,110,2.36,8.6,8.4,6.32,47.521554,-0.01421
2024-05-01 00:00:00,Gare du Nord 3,5.4,ID_096,1020.6,45,3.67,4.9,3.34,3.24,49.9893,2.513115
2024-11-17 00:00:00,Part-Dieu 5,16.7,ID_097,1015.6,50,3.92,13.4,6.78,3.69,46.790931,6.234305
2024-12-23 00:00:00,Gare de l'Est 7,16.1,ID_098,1020.4,70,7.5,10.4,7.37,6.95,50.719831,0.005643
2024-05-17 00:00:00,Saint-Charles 6,19.6,ID_099,998.8,130,8.29,7.6,7.6,3.22,49.514599,0.955494
2024-09-06 00:00:00,Saint-Jean 6,20.9,ID_000,999.5,70,5.15,8.4,6.15,4.38,51.834775,3.818597
2024-04-18 00:00:00,Gare du Nord 9,7.6,ID_001,1003.4,30,3.9,0.8,5.66,6.94,47.832039,-1.359898
2024-04-22 00:00:00,Gare du Nord 8,16.7,ID_002,1018.2,30,4.12,5.0,2.11,4.58,50.313726,0.144699
2024-07-30 00:00:00,Saint-Charles 3,17.2,ID_003,1024.7,110,3.06,2.2,2.3,8.13,48.124144,4.422965
2024-03-19 00:00:00,Haussmann Saint-Lazare 1,12.7,ID_004,1019.1,80,5.87,1.2,7.17,8.52,49.083176,0.515636
2024-03-25 00:00:00,Gare de Lyon 4,25.9,ID_005,998.8,45,7.95,12.1,4.96,7.81,47.523898,2.711588
2024-03-11 00:00:00,Gare de l'Est 8,6.9,ID_006,1020.7,70,2.09,9.5,3.89,2.13,51.108844,3.909434
2024-07-13 00:00:00,Gare de l'Est 4,11.3,ID_007,1004.2,80,2.06,8.4,1.72,8.42,45.335191,3.812083
2024-05-13 00:00:00,Saint-Charles 6,18.8,ID_008,996.4,110,1.96,12.8,3.42,3.46,52.180407,3.886785
2024-05-07 00:00:00,Saint-Charles 2,12.0,ID_009,1017.3,110,2.69,7.7,6.7,2.83,52.569537,5.419126
2024-09-27 00:00:00,Matabiau 6,13.2,ID_010,1015.9,50,7.41,0.8,4.47,3.51,50.536703,5.819255
2024-05-05 00:00:00,Saint-Jean 6,14.0,ID_011,1010.8,80,7.02,2.4,3.12,4.31,49.558318,0.091206
2024-04-29 00:00:00,Saint-Jean 1,20.7,ID_012,1002.2,110,6.32,9.2,8.1,5.79,50.701018,1.310714
2024-05-23 00:00:00,Montparnasse 5,14.1,ID_013,1013.6,70,1.55,3.6,1.22,6.34,45.934309,-0.181899
2024-03-03 00:00:00,Matabiau 7,15.6,ID_014,1001.3,50,7.26,0.1,4.23,5.95,48.084052,0.685917
2024-01-21 00:00:00,Saint-Jean 7,20.2,ID_015,1010.9,130,2.64,13.8,1.41,8.42,47.561383,4.752647
2024-01-24 00:00:00,Matabiau 5,20.5,ID_016,998.2,50,5.04,1.8,4.31,6.81,52.312618,-0.677791
2024-04-13 00:00:00,Matabiau 6,17.8,ID_017,996.0,50,1.94,8.7,1.46,7.89,48.073728,1.955062
2024-01-11 00:00:00,Saint-Jean 9,21.3,ID_018,1004.8,110,6.19,2.1,8.77,8.41,48.965876,1.913517
2024-06-14 00:00:00,Matabiau 9,14.4,ID_019,1012.6,50,1.9,4.2,7.78,5.77,49.907109,1.926427
2024-01-22 00:00:00,Gare de l'Est 9,26.3,ID_020,1015.7,130,5.52,7.4,7.87,1.93,49.453073,-0.86397
2024-10-07 00:00:00,Montparnasse 3,23.0,ID_021,995.5,130,8.08,2.8,4.97,4.16,48.474275,4.098739
2024-03-28 00:00:00,Gare du Nord 3,11.6,ID_022,1021.7,110,6.95,13.4,5.73,5.79,49.879493,1.069001
2024-12-13 00:00:00,Saint-Charles 8,19.4,ID_023,1011.0,70,5.81,6.9,5.22,4.37,52.487195,-0.775481
2024-10-01 00:00:00,Gare de l'Est 6,17.3,ID_024,1015.8,130,2.23,12.3,6.52,1.72,50.543368,5.239673
2024-09-06 00:00:00,Saint-Jean 7,19.0,ID_025,998.9,70,1.84,1.3,3.32,5.98,46.698187,1.445192
2024-01-24 00:00:00,Gare du Nord 2,16.6,ID_026,1024.2,70,1.83,6.2,7.04,4.51,49.996323,3.459302
2024-11-22 00:00:00,Part-Dieu 2,24.4,ID_027,1016.0,45,6.36,12.8,8.53,8.11,49.568038,-0.743242
2024-01-18 00:00:00,Saint-Charles 1,8.2,ID_028,1008.0,70,3.67,2.3,7.52,7.91,47.580024,5.801736
2024-08-24 00:00:00,Gare du Nord 2,15.9,ID_029,1018.5,110,6.88,10.9,3.41,5.2,46.017961,0.111274
2024-02-20 00:00:00,Part-Dieu 5,26.6,ID_030,1006.2,30,5.57,7.9,8.74,7.18,52.328186,-0.749546
2024-09-10 00:00:00,Saint-Charles 5,17.5,ID_031,1022.0,70,5.44,4.5,5.42,6.72,50.096578,3.400765
2024-06-19 00:00:00,Haussmann Saint-Lazare 8,15.4,ID_032,1023.4,80,8.3,8.2,5.71,1.95,45.583652,1.039679
2024-07-25 00:00:00,Montparnasse 7,13.9,ID_033,1005.8,50,5.39,5.3,5.12,8.16,46.189658,4.685532
2024-07-09 00:00:00,Saint-Charles 8,12.0,ID_034,1006.3,45,2.11,1.8,7.08,1.9,52.532538,-0.197888
2024-06-03 00:00:00,Montparnasse 9,12.3,ID_035,1004.5,110,4.4,4.5,6.89,3.99,51.799594,4.166291
2024-10-03 00:00:00,Montparnasse 6,23.9,ID_036,1018.0,30,3.6,13.7,7.62,7.99,45.447667,-0.947966
2024-01-25 00:00:00,Montparnasse 8,18.7,ID_037,1024.8,130,4.46,9.4,4.4,7.27,50.962327,-0.78444
2024-09-21 00:00:00,Part-Dieu 4,27.4,ID_038,1001.6,110,3.47,11.3,7.19,1.37,49.423541,5.051537
2024-04-18 00:00:00,Gare du Nord 3,25.5,ID_039,996.8,80,6.71,5.1,2.32,8.08,46.215823,5.480881
2024-06-16 00:00:00,Part-Dieu 4,9.5,ID_040,1016.2,45,1.45,3.2,7.24,3.88,45.384439,5.248335
2024-06-09 00:00:00,Gare de Lyon 2,23.4,ID_041,1015.9,45,4.56,13.9,2.86,6.12,47.583214,5.525072
2024-09-08 00:00:00,Gare du Nord 4,27.3,ID_042,1002.6,110,4.21,4.1,2.59,4.91,45.135113,3.980819
2024-11-19 00:00:00,Montparnasse 1,26.4,ID_043,995.8,50,5.99,10.2,3.11,8.68,52.455943,4.713125
2024-06-27 00:00:00,Matabiau 7,18.5,ID_044,1010.4,30,7.77,7.4,5.23,6.02,47.783266,5.789108
2024-02-05 00:00:00,Saint-Jean 9,10.6,ID_045,1023.9,45,8.33,2.4,1.92,1.56,45.281539,0.253098
2024-10-15 00:00:00,Gare de l'Est 8,21.6,ID_046,1013.0,30,5.14,1.5,7.78,3.63,49.015748,2.230679
2024-05-21 00:00:00,Part-Dieu 7,26.3,ID_047,1009.9,70,3.08,3.5,3.87,5.46,48.809906,-0.336032
2024-12-03 00:00:00,Saint-Charles 4,19.7,ID_048,1010.2,110,1.31,8.8,7.14,3.91,51.809558,-1.367672
2024-02-13 00:00:00,Gare de Lyon 9,24.6,ID_049,1021.0,50,5.18,13.8,1.49,8.31,46.710078,5.334099
2024-02-08 00:00:00,Gare de Lyon 3,15.1,ID_050,998.4,70,6.7,7.6,3.85,1.52,46.008941,4.360023
2024-02-28 00:00:00,Matabiau 2,24.5,ID_051,1019.9,50,7.45,4.0,5.63,2.77,45.548491,-0.214136
2024-06-10 00:00:00,Matabiau 2,15.7,ID_052,1024.9,130,1.66,6.0,3.69,5.47,48.42411,4.621852
2024-06-11 00:00:00,Part-Dieu 2,19.6,ID_053,1014.9,80,2.63,14.9,7.95,5.29,48.00244,1.341213
2024-11-09 00:00:00,Montparnasse 6,7.4,ID_054,1024.2,80,7.92,5.3,8.16,6.28,49.105178,4.15926
2024-10-08 00:00:00,Saint-Charles 3,18.9,ID_055,1007.4,45,5.35,0.3,6.58,6.54,52.656792,6.077228
2024-03-23 00:00:00,Part-Dieu 6,11.8,ID_056,1000.2,50,7.34,3.2,8.14,7.66,50.774858,-1.525867
2024-07-18 00:00:00,Montparnasse 9,22.6,ID_057,1011.9,70,7.91,12.0,8.41,4.28,46.138811,5.226209
2024-08-25 00:00:00,Saint-Jean 2,24.1,ID_058,1014.4,30,3.26,14.0,3.68,6.72,46.490612,0.521684
2024-06-06 00:00:00,Saint-Jean 6,18.7,ID_059,1014.2,30,7.67,10.5,4.77,3.08,48.348149,2.954925
2024-03-14 00:00:00,Montparnasse 4,15.7,ID_060,1011.5,45,6.4,6.8,2.03,3.05,49.5452,5.698068
2024-11-04 00:00:00,Montparnasse 5,23.7,ID_061,1013.4,30,5.41,4.5,2.64,1.43,47.169699,3.135759
2024-02-21 00:00:00,Montparnasse 4,8.0,ID_062,998.4,70,4.39,9.5,3.92,2.56,46.313416,0.151269
2024-03-19 00:00:00,Matabiau 6,9.0,ID_063,1005.8,130,7.48,1.7,2.86,7.26,50.264724,0.001263
2024-06-07 00:00:00,Saint-Jean 9,22.8,ID_064,1010.7,130,6.1,12.3,2.2,5.64,50.591396,2.408162
2024-10-29 00:00:00,Gare de l'Est 5,16.6,ID_065,995.8,30,7.45,6.7,4.27,8.64,50.848945,1.33296
2024-07-29 00:00:00,Saint-Charles 7,16.5,ID_066,1019.8,130,6.66,14.5,5.66,3.64,50.570282,0.706926
2024-08-28 00:00:00,Gare de l'Est 4,10.2,ID_067,1019.7,50,4.01,3.5,3.81,7.1,47.459774,-1.495378
2024-06-01 00:00:00,Gare de Lyon 5,14.2,ID_068,1014.6,80,4.52,9.2,4.42,2.17,51.788145,4.669254
2024-11-25 00:00:00,Gare de Lyon 7,10.9,ID_069,1012.6,110,5.89,9.1,8.34,1.84,48.404778,-0.160396
2024-11-19 00:00:00,Montparnasse 7,15.0,ID_070,1023.6,50,7.53,13.3,7.25,8.14,49.009323,3.748468
2024-02-10 00:00:00,Saint-Jean 2,25.8,ID_071,1019.7,110,8.11,15.0,2.2,5.51,45.752009,2.431665
2024-11-22 00:00:00,Montparnasse 3,10.1,ID_072,1005.0,30,6.82,8.7,3.39,3.5,44.965914,-0.561238
2024-10-24 00:00:00,Saint-Charles 9,20.3,ID_073,1002.3,70,1.47,0.6,4.85,2.66,51.352492,6.328964
2024-06-19 00:00:00,Gare de Lyon 3,14.0,ID_074,1008.5,30,5.37,2.3,8.38,7.34,46.604348,-0.075927
2024-02-19 00:00:00,Saint-Jean 3,25.7,ID_075,1014.7,80,1.58,7.6,5.1,2.98,50.73931,0.595934
2024-04-18 00:00:00,Part-Dieu 1,27.2,ID_076,1012.4,30,6.52,12.3,3.45,3.82,52.687776,-1.628476
2024-06-25 00:00:00,Saint-Charles 4,7.7,ID_077,996.3,50,2.59,4.8,2.29,7.35,51.373087,4.658595
2024-07-01 00:00:00,Gare de l'Est 9,6.3,ID_078,1016.3,70,2.94,4.1,7.21,7.41,45.653532,-0.280574
2024-08-18 00:00:00,Matabiau 1,5.6,ID_079,1019.9,50,7.26,5.6,4.52,4.97,47.316225,3.2857
2024-10-20 00:00:00,Matabiau 1,18.5,ID_080,1002.5,70,5.42,10.4,4.6,8.26,46.992021,4.679909
2024-02-11 00:00:00,Haussmann Saint-Lazare 3,26.8,ID_081,1019.5,45,5.43,5.8,5.7,2.94,48.322291,3.4238
2024-06-21 00:00:00,Gare de l'Est 1,24.3,ID_082,1021.1,110,7.68,6.7,5.75,5.94,49.77237,0.423219
2024-12-24 00:00:00,Matabiau 6,5.0,ID_083,1013.2,80,5.54,9.0,4.49,4.85,51.777934,4.46222
2024-12-17 00:00:00,Matabiau 7,25.7,ID_084,1007.9,80,5.69,3.4,4.6,1.54,52.704885,4.973512
2024-01-05 00:00:00,Montparnasse 4,16.1,ID_085,996.8,45,2.48,12.4,7.7,5.88,52.011042,-0.853999
2024-04-13 00:00:00,Gare de l'Est 3,8.7,ID_086,1008.0,110,3.15,4.2,4.1,2.11,49.353398,-0.775909
2024-03-08 00:00:00,Gare de l'Est 4,8.7,ID_087,1002.6,130,6.32,3.0,8.79,6.54,45.336454,0.821511
2024-11-04 00:00:00,Gare de l'Est 8,26.7,ID_088,1004.5,110,3.48,7.9,6.43,1.85,48.19651,5.867935
2024-04-15 00:00:00,Part-Dieu 2,21.1,ID_089,1004.7,70,6.09,5.2,3.92,4.2,51.448623,2.708829
2024-08-22 00:00:00,Gare du Nord 6,22.7,ID_090,1004.5,80,7.25,9.5,1.43,4.03,46.072158,2.482774
2024-05-05 00:00:00,Gare de Lyon 4,16.4,ID_091,1005.8,80,6.14,2.3,1.27,3.68,49.692588,0.410662
2024-08-04 00:00:00,Matabiau 6,25.0,ID_092,1016.9,45,8.33,5.1,6.91,7.76,45.603376,-0.667414
2024-09-29 00:00:00,Gare de l'Est 7,24.5,ID_093,1021.6,70,8.61,10.7,7.81,1.68,47.464824,5.543607
2024-06-08 00:00:00,Gare du Nord 7,21.1,ID_094,1003.8,50,8.6,4.5,8.17,2.22,48.144235,3.848187
2024-02-01 00:00:00,Gare de Lyon 4,12.2,ID_095,1020.6,130,4.67,10.4,2.97,8.69,48.549106,3.478257
2024-05-25 00:00:00,Gare de l'Est 4,23.8,ID_096,1014.8,30,7.43,0.8,5.12,3.54,47.700873,1.116068
2024-06-16 00:00:00,Saint-Jean 1,21.0,ID_097,1021.1,45,4.8,3.2,7.32,8.45,51.028434,4.323687
2024-02-25 00:00:00,Gare de Lyon 8,20.7,ID_098,1008.5,80,8.61,13.5,5.11,8.6,47.392834,4.579602
2024-06-04 00:00:00,Montparnasse 5,25.2,ID_099,998.2,45,4.4,4.1,1.73,4.02,47.789427,-0.10276
2024-07-24 00:00:00,Matabiau 9,5.2,ID_000,1019.9,130,4.71,10.5,8.47,6.61,47.399136,5.22639
2024-02-14 00:00:00,Haussmann Saint-Lazare 7,19.1,ID_001,1006.2,80,8.57,9.4,5.44,4.65,46.031432,1.535902
2024-11-02 00:00:00,Haussmann Saint-Lazare 8,5.1,ID_002,1023.3,110,7.91,6.6,4.34,8.57,51.273776,-0.128433
2024-11-12 00:00:00,Saint-Jean 7,23.5,ID_003,1019.8,45,4.59,11.9,5.09,7.27,48.584729,-1.500772
2024-08-06 00:00:00,Matabiau 6,24.9,ID_004,1000.0,50,7.05,11.5,5.14,3.72,47.546694,2.374646
2024-04-14 00:00:00,Gare de l'Est 5,14.2,ID_005,995.6,50,3.58,13.5,5.06,5.22,49.672095,-0.961608
2024-09-18 00:00:00,Gare de Lyon 8,20.7,ID_006,1008.8,110,4.77,10.3,2.28,3.17,51.397739,0.501713
2024-07-17 00:00:00,Montparnasse 1,10.8,ID_007,1008.2,30,7.0,3.0,2.88,6.77,49.806354,2.257351
2024-01-19 00:00:00,Saint-Charles 7,24.0,ID_008,1004.1,30,8.02,9.3,4.06,1.25,47.757322,3.916479
2024-09-09 00:00:00,Gare de l'Est 7,17.9,ID_009,1014.0,80,7.96,6.7,6.13,8.18,50.260217,5.075666
2024-05-01 00:00:00,Gare de Lyon 5,18.9,ID_010,1012.3,30,7.49,8.8,7.18,6.45,52.174573,5.34735
2024-08-11 00:00:00,Montparnasse 5,5.9,ID_011,1010.9,130,6.16,9.0,6.43,6.55,46.72442,4.509502
2024-12-13 00:00:00,Gare de l'Est 9,20.6,ID_012,1018.3,50,5.63,13.7,1.9,5.1,50.340436,0.130571
2024-12-19 00:00:00,Gare du Nord 4,5.5,ID_013,1018.6,45,7.81,9.4,4.44,1.59,48.916825,5.545642
2024-02-19 00:00:00,Part-Dieu 9,18.2,ID_014,1013.1,45,8.4,14.8,2.76,3.62,47.151099,1.653907
2024-03-06 00:00:00,Gare de l'Est 5,9.2,ID_015,1002.8,50,3.08,3.4,1.42,5.98,50.543075,1.972988
2024-10-11 00:00:00,Gare de Lyon 5,20.8,ID_016,999.5,110,4.51,11.5,7.65,7.44,50.297885,0.369118
2024-08-14 00:00:00,Part-Dieu 9,27.2,ID_017,1015.9,70,4.74,9.1,4.15,2.6,45.021708,2.041635
2024-04-20 00:00:00,Saint-Charles 9,5.4,ID_018,1019.8,45,7.34,5.0,3.24,7.16,52.845626,3.841355
2024-04-05 00:00:00,Saint-Jean 8,14.1,ID_019,998.2,80,1.86,5.2,2.82,2.09,48.265896,-0.873984
2024-09-08 00:00:00,Matabiau 7,10.0,ID_020,1005.9,50,8.11,10.9,1.22,1.98,50.346336,0.240981
2024-12-21 00:00:00,Saint-Jean 5,7.7,ID_021,1005.3,70,3.62,14.1,4.11,8.66,45.663296,-1.603907
