col_date,col_type_carburant,col_prix_moyen,col_prix_min,col_prix_max,col_evolution_annuelle_pourcent,col_source
2024-01-01 00:00:00,6.81,1.936,1.684,1.771,7.32,Data.gouv.fr
2024-07-30 00:00:00,4.0,1.796,1.681,1.979,5.84,RATP_Open_Data_2024
2024-08-30 00:00:00,7.26,1.693,1.692,1.954,4.68,RATP_Open_Data_2024
2024-01-29 00:00:00,7.59,1.916,1.898,1.924,4.87,Data.gouv.fr
2024-09-19 00:00:00,3.21,1.741,1.814,1.984,1.96,RATP_Open_Data_2024
2024-07-25 00:00:00,1.34,1.741,1.725,1.936,6.22,Data.gouv.fr
2024-05-05 00:00:00,1.72,1.84,1.726,1.815,7.92,Data.gouv.fr
2024-07-28 00:00:00,3.36,1.967,1.93,1.825,6.96,Data.gouv.fr
2024-07-27 00:00:00,4.16,1.713,1.793,1.748,4.12,Météo-France
2024-07-03 00:00:00,4.6,1.766,1.871,1.726,3.65,Data.gouv.fr
2024-09-24 00:00:00,5.19,1.849,1.923,1.854,2.49,Airparif
2024-07-09 00:00:00,2.41,1.864,1.738,1.814,2.71,RATP_Open_Data_2024
2024-05-16 00:00:00,2.49,1.683,1.751,1.842,5.58,Airparif
2024-06-29 00:00:00,6.06,1.924,1.843,1.738,5.16,SNCF_Open_Data
2024-02-16 00:00:00,2.34,1.838,1.726,1.707,1.47,Météo-France
2024-01-28 00:00:00,2.11,1.912,1.905,1.822,2.67,RATP_Open_Data_2024
2024-01-18 00:00:00,8.53,1.939,1.865,1.75,1.59,RATP_Open_Data_2024
2024-05-31 00:00:00,3.73,1.784,1.986,1.741,5.22,Airparif
2024-03-18 00:00:00,7.18,1.793,1.692,1.795,2.87,Météo-France
2024-03-08 00:00:00,2.95,1.759,1.984,1.718,2.33,Météo-France
2024-03-21 00:00:00,4.79,1.816,1.914,1.687,7.34,RATP_Open_Data_2024
2024-04-13 00:00:00,5.27,1.796,1.881,1.789,6.92,Météo-France
2024-03-09 00:00:00,6.08,1.795,1.874,1.867,3.74,Météo-France
2024-12-02 00:00:00,2.72,1.737,1.872,1.836,7.74,RATP_Open_Data_2024
2024-09-15 00:00:00,3.13,1.706,1.71,1.962,6.61,SNCF_Open_Data
2024-02-21 00:00:00,5.49,1.682,1.752,1.99,4.48,Data.gouv.fr
2024-10-14 00:00:00,5.68,1.852,1.74,1.821,8.78,Airparif
2024-01-18 00:00:00,2.06,1.702,1.943,1.932,1.31,Data.gouv.fr
2024-05-07 00:00:00,3.92,1.742,1.731,1.706,6.38,Météo-France
2024-04-01 00:00:00,2.35,1.964,1.762,1.922,8.04,Data.gouv.fr
2024-03-28 00:00:00,6.63,1.969,1.939,1.778,1.67,SNCF_Open_Data
2024-12-23 00:00:00,6.01,1.986,1.713,1.935,2.32,Météo-France
2024-10-16 00:00:00,5.42,1.697,1.949,1.915,5.45,SNCF_Open_Data
2024-02-05 00:00:00,7.86,1.837,1.863,1.748,5.08,Airparif
2024-11-06 00:00:00,6.58,1.787,1.736,1.948,1.47,Data.gouv.fr
2024-01-20 00:00:00,2.67,1.985,1.888,1.736,6.26,Airparif
2024-02-19 00:00:00,8.44,1.812,1.762,1.822,1.89,SNCF_Open_Data
2024-07-02 00:00:00,1.79,1.802,1.922,1.801,2.26,SNCF_Open_Data
2024-08-10 00:00:00,8.52,1.949,1.934,1.954,4.54,Météo-France
2024-01-05 00:00:00,5.93,1.848,1.938,1.685,3.05,Airparif
2024-09-15 00:00:00,7.52,1.809,1.7,1.946,3.15,Météo-France
2024-07-15 00:00:00,4.64,1.765,1.984,1.746,8.7,Data.gouv.fr
2024-11-28 00:00:00,3.88,1.974,1.875,1.858,1.4,SNCF_Open_Data
2024-02-03 00:00:00,5.24,1.983,1.819,1.691,4.95,RATP_Open_Data_2024
2024-06-22 00:00:00,7.75,1.986,1.708,1.735,6.19,Météo-France
2024-10-29 00:00:00,5.67,1.874,1.83,1.767,3.23,Airparif
2024-01-12 00:00:00,3.88,1.732,1.898,1.969,8.79,Data.gouv.fr
2024-10-22 00:00:00,7.91,1.828,1.811,1.945,2.63,RATP_Open_Data_2024
2024-08-08 00:00:00,1.25,1.914,1.946,1.853,2.77,Data.gouv.fr
2024-08-26 00:00:00,8.38,1.719,1.914,1.735,4.56,Airparif
2024-03-28 00:00:00,2.56,1.843,1.768,1.948,2.21,RATP_Open_Data_2024
2024-09-27 00:00:00,8.29,1.909,1.871,1.696,2.45,SNCF_Open_Data
2024-03-08 00:00:00,2.38,1.733,1.865,1.801,6.71,Airparif
2024-08-16 00:00:00,2.27,1.725,1.977,1.822,3.7,SNCF_Open_Data
2024-05-20 00:00:00,2.3,1.78,1.849,1.956,5.54,SNCF_Open_Data
2024-04-16 00:00:00,7.19,1.812,1.714,1.813,6.92,Météo-France
2024-08-29 00:00:00,2.1,1.842,1.892,1.861,3.8,Météo-France
2024-01-06 00:00:00,2.15,1.927,1.773,1.926,2.4,SNCF_Open_Data
2024-02-19 00:00:00,3.12,1.843,1.784,1.684,2.84,Météo-France
2024-08-29 00:00:00,5.16,1.795,1.736,1.952,1.6,SNCF_Open_Data
2024-08-25 00:00:00,3.28,1.905,1.876,1.732,6.2,RATP_Open_Data_2024
2024-01-20 00:00:00,3.66,1.726,1.82,1.884,1.69,Data.gouv.fr
2024-09-08 00:00:00,4.94,1.877,1.813,1.854,7.15,SNCF_Open_Data
2024-09-25 00:00:00,1.77,1.785,1.7,1.914,5.37,Airparif
2024-12-05 00:00:00,4.06,1.931,1.825,1.754,7.18,SNCF_Open_Data
2024-08-06 00:00:00,5.46,1.701,1.744,1.956,8.6,Météo-France
2024-03-15 00:00:00,7.86,1.955,1.708,1.888,1.33,RATP_Open_Data_2024
2024-12-15 00:00:00,2.88,1.693,1.773,1.819,4.24,Data.gouv.fr
2024-03-11 00:00:00,7.6,1.816,1.79,1.819,3.85,RATP_Open_Data_2024
2024-03-15 00:00:00,2.51,1.723,1.802,1.983,3.66,RATP_Open_Data_2024
2024-03-03 00:00:00,3.22,1.751,1.772,1.73,3.17,RATP_Open_Data_2024
2024-11-23 00:00:00,1.6,1.697,1.902,1.989,3.7,SNCF_Open_Data
2024-03-01 00:00:00,2.64,1.939,1.911,1.94,5.33,Data.gouv.fr
2024-05-16 00:00:00,7.1,1.917,1.7,1.712,2.05,Météo-France
2024-06-03 00:00:00,4.97,1.924,1.773,1.875,3.84,Airparif
2024-12-05 00:00:00,8.65,1.959,1.741,1.761,6.26,SNCF_Open_Data
2024-07-02 00:00:00,3.69,1.734,1.747,1.736,3.66,Météo-France
2024-10-10 00:00:00,8.47,1.887,1.94,1.926,6.33,Airparif
2024-11-14 00:00:00,4.96,1.885,1.896,1.716,1.29,SNCF_Open_Data
2024-01-02 00:00:00,2.1,1.973,1.748,1.988,4.28,Météo-France
2024-04-12 00:00:00,3.52,1.885,1.915,1.908,5.8,SNCF_Open_Data
2024-10-25 00:00:00,8.06,1.79,1.734,1.868,2.11,RATP_Open_Data_2024
2024-10-28 00:00:00,3.2,1.739,1.827,1.761,5.33,SNCF_Open_Data
2024-02-21 00:00:00,4.28,1.746,1.935,1.88,3.01,Data.gouv.fr
2024-04-01 00:00:00,3.83,1.707,1.977,1.894,7.05,Airparif
2024-05-01 00:00:00,5.17,1.984,1.785,1.686,8.08,Météo-France
2024-08-28 00:00:00,1.47,1.821,1.87,1.893,1.65,Météo-France
2024-04-02 00:00:00,4.79,1.93,1.751,1.779,8.45,Météo-France
2024-01-14 00:00:00,6.75,1.731,1.898,1.686,1.87,Data.gouv.fr
2024-03-06 00:00:00,4.99,1.84,1.923,1.96,4.75,SNCF_Open_Data
2024-02-27 00:00:00,6.37,1.899,1.771,1.95,5.6,Météo-France
