col_mobilite_id,col_time_id,col_zone_id,col_mode_id,col_ligne_id,col_arret_id,col_segment_id,col_evenement_id,col_vehicule_id,col_trafic_mesure,col_vitesse_moyenne,col_temps_attente,col_taux_frequentation,col_nbr_accidents,col_niveau_delinquance,col_congestion_level,col_est_weekend,col_est_vacances,col_est_jour_ferie,col_is_peak_hour,col_high_risk_area,col_cout_energie_km,col_consommation_totale,col_feedback_score,col_source,col_date_insertion
MOB_04496,04496,04496,04496,04496,04496,04496,04496,04496,26.21,8.84,8.05,5.33,73,7.46,Faible,OUI,NON,OUI,OUI,NON,4.81,4.89,27,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04497,04497,04497,04497,04497,04497,04497,04497,04497,49.56,6.30,9.29,7.79,6,4.48,Élevé,NON,OUI,NON,NON,OUI,4.13,8.12,66,Meteo_France,2024-01-01 00:00:00
MOB_04498,04498,04498,04498,04498,04498,04498,04498,04498,13.25,2.12,6.33,6.82,45,9.58,Critique,OUI,OUI,OUI,OUI,NON,3.09,8.53,29,AirParif_2024,2024-01-01 00:00:00
MOB_04499,04499,04499,04499,04499,04499,04499,04499,04499,23.49,2.17,1.74,3.95,11,5.16,Faible,OUI,NON,NON,OUI,NON,9.80,7.20,12,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04500,04500,04500,04500,04500,04500,04500,04500,04500,8.49,4.00,5.94,9.14,93,2.76,Modéré,NON,OUI,NON,OUI,OUI,6.77,5.03,22,AirParif_2024,2024-01-01 00:00:00
MOB_04501,04501,04501,04501,04501,04501,04501,04501,04501,30.34,2.58,7.68,8.58,44,8.15,Faible,OUI,NON,OUI,NON,NON,2.04,4.17,53,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04502,04502,04502,04502,04502,04502,04502,04502,04502,10.89,7.81,7.93,2.00,51,6.80,Modéré,OUI,OUI,OUI,OUI,NON,3.27,5.13,76,Meteo_France,2024-01-01 00:00:00
MOB_04503,04503,04503,04503,04503,04503,04503,04503,04503,18.09,7.59,7.82,9.86,100,3.63,Critique,OUI,OUI,OUI,NON,OUI,6.56,7.74,47,AirParif_2024,2024-01-01 00:00:00
MOB_04504,04504,04504,04504,04504,04504,04504,04504,04504,40.13,5.22,3.41,3.79,66,9.27,Critique,OUI,NON,NON,NON,OUI,3.44,2.08,92,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04505,04505,04505,04505,04505,04505,04505,04505,04505,36.89,3.55,3.34,2.97,66,7.34,Modéré,NON,NON,NON,NON,OUI,7.42,9.18,71,Data.gouv.fr,2024-01-01 00:00:00
MOB_04506,04506,04506,04506,04506,04506,04506,04506,04506,42.08,1.01,4.71,6.03,48,2.32,Critique,OUI,OUI,OUI,OUI,OUI,0.65,7.41,76,AirParif_2024,2024-01-01 00:00:00
MOB_04507,04507,04507,04507,04507,04507,04507,04507,04507,49.63,9.12,4.49,6.59,79,9.26,Critique,NON,OUI,NON,OUI,OUI,2.56,4.21,31,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04508,04508,04508,04508,04508,04508,04508,04508,04508,31.73,4.20,3.95,5.93,14,4.32,Élevé,NON,NON,OUI,OUI,OUI,5.98,8.87,78,AirParif_2024,2024-01-01 00:00:00
MOB_04509,04509,04509,04509,04509,04509,04509,04509,04509,29.14,2.24,8.04,5.84,52,3.33,Élevé,OUI,NON,OUI,OUI,OUI,3.84,6.00,6,Data.gouv.fr,2024-01-01 00:00:00
MOB_04510,04510,04510,04510,04510,04510,04510,04510,04510,31.71,9.54,5.91,3.55,48,6.71,Élevé,OUI,OUI,OUI,OUI,NON,4.67,1.84,75,Meteo_France,2024-01-01 00:00:00
MOB_04511,04511,04511,04511,04511,04511,04511,04511,04511,47.38,9.15,2.12,6.32,96,8.61,Faible,OUI,OUI,NON,NON,NON,0.55,6.19,38,Meteo_France,2024-01-01 00:00:00
MOB_04512,04512,04512,04512,04512,04512,04512,04512,04512,21.96,2.78,1.25,3.79,18,6.24,Critique,OUI,OUI,NON,NON,NON,6.99,5.79,84,AirParif_2024,2024-01-01 00:00:00
MOB_04513,04513,04513,04513,04513,04513,04513,04513,04513,49.61,4.94,6.24,8.96,64,9.25,Modéré,NON,NON,NON,NON,NON,4.91,5.37,24,Meteo_France,2024-01-01 00:00:00
MOB_04514,04514,04514,04514,04514,04514,04514,04514,04514,37.25,6.47,2.52,1.79,40,1.33,Modéré,OUI,NON,OUI,OUI,NON,9.37,5.44,19,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04515,04515,04515,04515,04515,04515,04515,04515,04515,20.94,7.82,3.61,6.35,23,2.69,Modéré,NON,NON,NON,NON,OUI,1.88,8.19,28,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04516,04516,04516,04516,04516,04516,04516,04516,04516,42.35,9.85,6.55,8.54,34,9.34,Faible,NON,OUI,NON,NON,NON,2.69,7.61,80,AirParif_2024,2024-01-01 00:00:00
MOB_04517,04517,04517,04517,04517,04517,04517,04517,04517,33.04,4.59,5.27,3.71,25,5.46,Élevé,OUI,NON,OUI,NON,NON,9.84,5.40,24,Meteo_France,2024-01-01 00:00:00
MOB_04518,04518,04518,04518,04518,04518,04518,04518,04518,37.01,6.36,8.32,3.69,66,6.89,Modéré,OUI,NON,NON,OUI,NON,8.51,5.62,36,AirParif_2024,2024-01-01 00:00:00
MOB_04519,04519,04519,04519,04519,04519,04519,04519,04519,25.72,1.99,1.95,8.85,41,7.54,Faible,OUI,NON,OUI,NON,NON,1.03,5.49,60,Meteo_France,2024-01-01 00:00:00
MOB_04520,04520,04520,04520,04520,04520,04520,04520,04520,29.69,8.47,8.87,6.37,25,6.59,Faible,NON,OUI,NON,NON,NON,7.83,9.28,91,AirParif_2024,2024-01-01 00:00:00
MOB_04521,04521,04521,04521,04521,04521,04521,04521,04521,9.77,1.84,7.56,5.82,99,6.78,Élevé,OUI,OUI,OUI,NON,NON,8.55,7.33,40,AirParif_2024,2024-01-01 00:00:00
MOB_04522,04522,04522,04522,04522,04522,04522,04522,04522,15.22,6.11,1.32,4.11,40,3.70,Faible,OUI,OUI,OUI,NON,OUI,2.47,2.17,61,Data.gouv.fr,2024-01-01 00:00:00
MOB_04523,04523,04523,04523,04523,04523,04523,04523,04523,23.03,9.51,1.55,8.23,69,7.71,Critique,NON,NON,OUI,OUI,OUI,6.24,1.60,84,Data.gouv.fr,2024-01-01 00:00:00
MOB_04524,04524,04524,04524,04524,04524,04524,04524,04524,41.36,5.60,5.06,4.98,74,8.95,Critique,OUI,OUI,OUI,NON,OUI,9.68,9.39,40,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04525,04525,04525,04525,04525,04525,04525,04525,04525,19.49,9.21,3.80,2.43,80,5.43,Critique,NON,NON,NON,NON,NON,3.06,2.60,71,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04526,04526,04526,04526,04526,04526,04526,04526,04526,13.51,2.52,4.67,7.22,11,9.43,Faible,NON,NON,OUI,OUI,NON,9.22,5.76,22,AirParif_2024,2024-01-01 00:00:00
MOB_04527,04527,04527,04527,04527,04527,04527,04527,04527,10.25,7.51,3.16,6.65,37,2.89,Faible,NON,NON,NON,OUI,OUI,4.30,4.34,83,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04528,04528,04528,04528,04528,04528,04528,04528,04528,45.24,3.54,1.56,8.22,75,9.32,Élevé,NON,OUI,NON,NON,OUI,8.92,9.49,9,Data.gouv.fr,2024-01-01 00:00:00
MOB_04529,04529,04529,04529,04529,04529,04529,04529,04529,15.29,6.21,6.41,3.46,95,4.69,Faible,OUI,OUI,OUI,OUI,NON,4.47,6.12,31,Data.gouv.fr,2024-01-01 00:00:00
MOB_04530,04530,04530,04530,04530,04530,04530,04530,04530,21.57,5.23,4.27,7.10,37,1.68,Faible,NON,OUI,OUI,OUI,NON,8.27,8.96,23,Data.gouv.fr,2024-01-01 00:00:00
MOB_04531,04531,04531,04531,04531,04531,04531,04531,04531,43.77,8.09,3.44,5.34,34,9.14,Faible,NON,OUI,NON,OUI,NON,7.62,9.59,11,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04532,04532,04532,04532,04532,04532,04532,04532,04532,19.39,8.90,6.09,5.40,36,6.22,Élevé,OUI,OUI,NON,NON,OUI,0.98,2.50,64,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04533,04533,04533,04533,04533,04533,04533,04533,04533,25.66,5.92,7.05,8.83,42,2.53,Modéré,OUI,NON,OUI,OUI,OUI,8.64,9.61,49,AirParif_2024,2024-01-01 00:00:00
MOB_04534,04534,04534,04534,04534,04534,04534,04534,04534,47.09,3.86,1.77,1.08,86,6.20,Critique,OUI,NON,NON,OUI,NON,3.82,7.11,84,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04535,04535,04535,04535,04535,04535,04535,04535,04535,40.62,2.06,7.77,1.18,13,9.06,Faible,OUI,OUI,NON,OUI,OUI,4.44,6.26,92,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04536,04536,04536,04536,04536,04536,04536,04536,04536,6.21,7.88,3.83,5.91,15,4.99,Faible,OUI,OUI,NON,NON,NON,1.14,2.89,61,Meteo_France,2024-01-01 00:00:00
MOB_04537,04537,04537,04537,04537,04537,04537,04537,04537,37.39,1.67,1.34,2.29,19,6.35,Élevé,OUI,OUI,NON,OUI,NON,6.90,1.34,86,AirParif_2024,2024-01-01 00:00:00
MOB_04538,04538,04538,04538,04538,04538,04538,04538,04538,29.15,3.58,8.34,8.55,85,3.06,Modéré,OUI,OUI,NON,NON,NON,3.11,5.51,86,AirParif_2024,2024-01-01 00:00:00
MOB_04539,04539,04539,04539,04539,04539,04539,04539,04539,1.27,5.72,1.30,6.18,19,9.98,Critique,OUI,OUI,OUI,NON,OUI,6.58,6.55,13,AirParif_2024,2024-01-01 00:00:00
MOB_04540,04540,04540,04540,04540,04540,04540,04540,04540,21.21,5.73,4.37,7.61,98,8.94,Faible,NON,OUI,NON,OUI,OUI,6.07,3.64,6,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04541,04541,04541,04541,04541,04541,04541,04541,04541,20.82,1.56,3.50,9.13,49,3.26,Critique,NON,NON,OUI,OUI,NON,4.90,8.97,58,AirParif_2024,2024-01-01 00:00:00
MOB_04542,04542,04542,04542,04542,04542,04542,04542,04542,23.99,7.99,4.13,6.92,18,1.52,Critique,NON,NON,OUI,OUI,OUI,3.73,1.07,52,Meteo_France,2024-01-01 00:00:00
MOB_04543,04543,04543,04543,04543,04543,04543,04543,04543,27.52,6.97,7.47,1.47,9,3.16,Critique,OUI,NON,NON,OUI,OUI,3.65,9.21,46,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04544,04544,04544,04544,04544,04544,04544,04544,04544,13.21,4.80,2.48,7.84,9,2.69,Critique,OUI,NON,OUI,NON,NON,3.81,8.58,37,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04545,04545,04545,04545,04545,04545,04545,04545,04545,4.02,1.01,8.51,6.92,52,7.57,Faible,NON,OUI,OUI,OUI,OUI,0.80,5.18,92,Meteo_France,2024-01-01 00:00:00
MOB_04546,04546,04546,04546,04546,04546,04546,04546,04546,12.18,9.29,1.24,1.69,82,8.77,Élevé,OUI,OUI,OUI,OUI,OUI,3.28,8.00,53,Meteo_France,2024-01-01 00:00:00
MOB_04547,04547,04547,04547,04547,04547,04547,04547,04547,2.60,5.50,2.95,6.80,66,3.42,Modéré,NON,OUI,NON,OUI,NON,2.46,1.19,89,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04548,04548,04548,04548,04548,04548,04548,04548,04548,7.65,3.35,3.54,9.11,52,1.98,Faible,OUI,OUI,OUI,OUI,OUI,2.28,8.66,65,Data.gouv.fr,2024-01-01 00:00:00
MOB_04549,04549,04549,04549,04549,04549,04549,04549,04549,16.57,9.65,4.85,4.01,87,5.74,Faible,NON,NON,OUI,OUI,OUI,9.36,8.57,30,Meteo_France,2024-01-01 00:00:00
MOB_04550,04550,04550,04550,04550,04550,04550,04550,04550,26.55,1.66,7.94,9.55,34,5.88,Critique,NON,NON,NON,OUI,OUI,0.96,1.58,85,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04551,04551,04551,04551,04551,04551,04551,04551,04551,23.21,5.35,4.61,4.45,19,4.35,Critique,NON,OUI,OUI,NON,NON,5.24,7.74,91,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04552,04552,04552,04552,04552,04552,04552,04552,04552,48.64,7.02,9.19,3.17,3,7.06,Faible,OUI,NON,NON,OUI,NON,3.20,1.96,62,Meteo_France,2024-01-01 00:00:00
MOB_04553,04553,04553,04553,04553,04553,04553,04553,04553,15.77,4.52,1.88,5.99,75,1.93,Élevé,NON,NON,OUI,OUI,OUI,9.04,6.71,42,Data.gouv.fr,2024-01-01 00:00:00
MOB_04554,04554,04554,04554,04554,04554,04554,04554,04554,49.04,2.35,2.63,9.10,49,5.70,Faible,NON,OUI,NON,OUI,NON,2.53,1.39,80,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04555,04555,04555,04555,04555,04555,04555,04555,04555,1.34,5.13,9.57,2.65,33,3.95,Faible,NON,OUI,OUI,NON,OUI,3.93,4.96,86,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04556,04556,04556,04556,04556,04556,04556,04556,04556,19.92,1.78,5.41,9.86,15,7.24,Modéré,NON,OUI,NON,OUI,OUI,4.30,7.05,27,Meteo_France,2024-01-01 00:00:00
MOB_04557,04557,04557,04557,04557,04557,04557,04557,04557,21.97,1.92,3.25,6.13,25,4.46,Faible,OUI,OUI,NON,OUI,NON,2.16,4.17,85,AirParif_2024,2024-01-01 00:00:00
MOB_04558,04558,04558,04558,04558,04558,04558,04558,04558,45.91,3.22,1.32,4.85,50,6.68,Faible,OUI,NON,OUI,NON,NON,7.88,1.91,40,Meteo_France,2024-01-01 00:00:00
MOB_04559,04559,04559,04559,04559,04559,04559,04559,04559,2.09,6.14,7.17,2.57,76,1.65,Élevé,OUI,NON,NON,NON,NON,4.40,7.00,39,Data.gouv.fr,2024-01-01 00:00:00
MOB_04560,04560,04560,04560,04560,04560,04560,04560,04560,26.86,4.77,6.54,2.84,14,8.39,Élevé,OUI,NON,OUI,OUI,OUI,1.54,2.12,39,Meteo_France,2024-01-01 00:00:00
MOB_04561,04561,04561,04561,04561,04561,04561,04561,04561,19.93,7.80,6.04,9.85,89,2.59,Faible,OUI,OUI,OUI,NON,OUI,4.40,4.66,33,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04562,04562,04562,04562,04562,04562,04562,04562,04562,1.35,8.73,4.33,5.25,22,3.21,Modéré,OUI,OUI,OUI,OUI,NON,5.86,1.96,6,AirParif_2024,2024-01-01 00:00:00
MOB_04563,04563,04563,04563,04563,04563,04563,04563,04563,14.88,3.63,8.45,2.17,67,1.10,Élevé,NON,OUI,OUI,NON,NON,7.01,7.76,88,Data.gouv.fr,2024-01-01 00:00:00
MOB_04564,04564,04564,04564,04564,04564,04564,04564,04564,49.64,9.84,4.13,8.81,20,7.86,Critique,OUI,NON,NON,OUI,OUI,3.56,8.09,65,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04565,04565,04565,04565,04565,04565,04565,04565,04565,41.38,7.66,2.23,4.56,76,7.63,Modéré,NON,NON,NON,NON,OUI,8.70,5.94,89,AirParif_2024,2024-01-01 00:00:00
MOB_04566,04566,04566,04566,04566,04566,04566,04566,04566,48.52,8.76,7.77,6.95,24,2.35,Critique,OUI,NON,NON,NON,NON,8.29,6.36,56,Meteo_France,2024-01-01 00:00:00
MOB_04567,04567,04567,04567,04567,04567,04567,04567,04567,34.49,6.74,3.01,10.00,24,3.33,Critique,NON,NON,NON,NON,NON,6.38,4.14,18,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04568,04568,04568,04568,04568,04568,04568,04568,04568,48.20,3.40,7.43,2.35,49,6.24,Faible,NON,NON,OUI,NON,OUI,7.62,8.32,33,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04569,04569,04569,04569,04569,04569,04569,04569,04569,10.17,4.86,2.52,4.46,45,8.91,Critique,OUI,NON,OUI,NON,OUI,8.51,9.04,9,AirParif_2024,2024-01-01 00:00:00
MOB_04570,04570,04570,04570,04570,04570,04570,04570,04570,20.35,1.81,4.77,5.32,88,4.85,Critique,NON,OUI,OUI,OUI,NON,1.16,9.56,89,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04571,04571,04571,04571,04571,04571,04571,04571,04571,7.83,8.35,8.68,5.23,13,6.80,Critique,NON,NON,OUI,NON,NON,6.56,4.92,76,Data.gouv.fr,2024-01-01 00:00:00
MOB_04572,04572,04572,04572,04572,04572,04572,04572,04572,9.25,8.47,8.94,9.85,90,7.45,Élevé,NON,OUI,OUI,NON,OUI,3.45,2.19,23,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04573,04573,04573,04573,04573,04573,04573,04573,04573,29.75,6.91,2.51,4.48,5,7.98,Faible,NON,OUI,OUI,OUI,OUI,6.98,5.85,31,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04574,04574,04574,04574,04574,04574,04574,04574,04574,12.82,9.44,2.10,9.58,48,4.34,Élevé,OUI,NON,OUI,OUI,OUI,2.08,5.78,77,Data.gouv.fr,2024-01-01 00:00:00
MOB_04575,04575,04575,04575,04575,04575,04575,04575,04575,28.69,8.48,6.53,1.88,37,1.14,Modéré,NON,NON,NON,OUI,OUI,2.62,8.88,48,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04576,04576,04576,04576,04576,04576,04576,04576,04576,34.06,1.73,7.39,3.30,38,4.52,Critique,NON,NON,NON,NON,OUI,3.74,1.32,68,Meteo_France,2024-01-01 00:00:00
MOB_04577,04577,04577,04577,04577,04577,04577,04577,04577,14.21,2.86,2.57,1.51,98,7.26,Critique,OUI,NON,NON,NON,NON,4.82,2.70,18,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04578,04578,04578,04578,04578,04578,04578,04578,04578,19.39,4.95,1.46,3.91,89,9.32,Élevé,NON,OUI,NON,OUI,OUI,6.10,4.36,32,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04579,04579,04579,04579,04579,04579,04579,04579,04579,8.75,2.03,9.65,6.78,58,2.61,Faible,OUI,OUI,NON,NON,OUI,5.16,4.61,39,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04580,04580,04580,04580,04580,04580,04580,04580,04580,27.65,5.86,9.29,6.66,61,2.26,Faible,OUI,OUI,OUI,OUI,OUI,6.39,1.95,43,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04581,04581,04581,04581,04581,04581,04581,04581,04581,17.15,8.08,9.63,1.10,61,6.84,Faible,OUI,OUI,OUI,OUI,NON,4.62,2.60,19,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04582,04582,04582,04582,04582,04582,04582,04582,04582,37.69,1.88,2.97,7.50,18,7.91,Critique,NON,OUI,NON,OUI,OUI,7.92,2.34,22,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04583,04583,04583,04583,04583,04583,04583,04583,04583,6.32,8.08,1.83,4.91,99,4.49,Critique,NON,NON,NON,NON,NON,3.09,4.45,61,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04584,04584,04584,04584,04584,04584,04584,04584,04584,22.50,1.62,4.06,5.49,13,8.60,Critique,OUI,OUI,NON,OUI,NON,4.77,3.79,73,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04585,04585,04585,04585,04585,04585,04585,04585,04585,42.81,7.82,3.00,9.62,74,5.63,Faible,NON,OUI,OUI,NON,OUI,0.80,6.47,25,Data.gouv.fr,2024-01-01 00:00:00
MOB_04586,04586,04586,04586,04586,04586,04586,04586,04586,24.61,6.42,7.95,2.37,53,7.58,Faible,NON,NON,NON,NON,OUI,7.68,6.16,25,Data.gouv.fr,2024-01-01 00:00:00
MOB_04587,04587,04587,04587,04587,04587,04587,04587,04587,23.37,2.13,8.32,9.20,97,8.90,Faible,NON,NON,NON,NON,OUI,7.56,1.12,13,Data.gouv.fr,2024-01-01 00:00:00
MOB_04588,04588,04588,04588,04588,04588,04588,04588,04588,22.51,7.77,5.72,8.90,18,6.19,Élevé,NON,OUI,NON,NON,NON,9.05,5.26,88,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04589,04589,04589,04589,04589,04589,04589,04589,04589,48.29,6.75,1.48,2.62,31,8.01,Critique,NON,NON,OUI,NON,OUI,6.14,9.41,24,Data.gouv.fr,2024-01-01 00:00:00
MOB_04590,04590,04590,04590,04590,04590,04590,04590,04590,17.08,5.02,9.24,1.81,36,6.27,Faible,OUI,NON,NON,NON,OUI,0.71,1.25,93,Data.gouv.fr,2024-01-01 00:00:00
MOB_04591,04591,04591,04591,04591,04591,04591,04591,04591,33.53,2.28,8.04,5.48,70,9.41,Modéré,NON,OUI,OUI,NON,NON,0.67,5.79,2,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04592,04592,04592,04592,04592,04592,04592,04592,04592,43.66,4.10,5.92,7.39,70,1.41,Critique,NON,OUI,NON,NON,OUI,4.90,9.38,40,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04593,04593,04593,04593,04593,04593,04593,04593,04593,18.44,8.89,4.86,3.53,15,5.35,Élevé,NON,NON,NON,NON,NON,7.05,9.74,45,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04594,04594,04594,04594,04594,04594,04594,04594,04594,31.18,2.98,4.92,4.47,37,4.32,Modéré,NON,NON,OUI,OUI,NON,6.98,5.90,84,Data.gouv.fr,2024-01-01 00:00:00
MOB_04595,04595,04595,04595,04595,04595,04595,04595,04595,38.22,5.13,2.77,1.91,87,2.45,Élevé,OUI,NON,OUI,NON,OUI,8.84,7.92,56,AirParif_2024,2024-01-01 00:00:00
MOB_04596,04596,04596,04596,04596,04596,04596,04596,04596,46.90,5.36,5.24,3.25,95,5.77,Modéré,NON,OUI,OUI,OUI,NON,6.25,3.50,3,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04597,04597,04597,04597,04597,04597,04597,04597,04597,20.79,9.58,3.96,1.82,31,1.70,Critique,NON,NON,OUI,NON,OUI,1.13,7.34,100,AirParif_2024,2024-01-01 00:00:00
MOB_04598,04598,04598,04598,04598,04598,04598,04598,04598,4.71,5.08,8.29,5.66,8,4.58,Modéré,NON,NON,OUI,OUI,NON,3.51,4.91,65,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04599,04599,04599,04599,04599,04599,04599,04599,04599,13.83,10.00,4.86,8.10,30,3.88,Critique,NON,OUI,NON,NON,NON,5.84,5.32,22,Data.gouv.fr,2024-01-01 00:00:00
MOB_04600,04600,04600,04600,04600,04600,04600,04600,04600,42.26,1.76,8.38,9.23,14,4.91,Critique,OUI,NON,OUI,OUI,OUI,3.15,2.33,91,Meteo_France,2024-01-01 00:00:00
MOB_04601,04601,04601,04601,04601,04601,04601,04601,04601,8.58,6.07,2.51,6.07,69,1.59,Modéré,OUI,NON,OUI,OUI,NON,1.15,7.57,21,Data.gouv.fr,2024-01-01 00:00:00
MOB_04602,04602,04602,04602,04602,04602,04602,04602,04602,39.42,4.05,4.20,2.75,51,1.47,Modéré,OUI,OUI,OUI,OUI,OUI,4.27,9.10,76,Data.gouv.fr,2024-01-01 00:00:00
MOB_04603,04603,04603,04603,04603,04603,04603,04603,04603,3.83,6.77,5.80,7.55,72,5.12,Élevé,NON,NON,OUI,NON,OUI,5.13,2.84,11,AirParif_2024,2024-01-01 00:00:00
MOB_04604,04604,04604,04604,04604,04604,04604,04604,04604,35.38,6.57,1.05,3.35,55,3.82,Critique,OUI,NON,NON,OUI,NON,2.93,1.48,49,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04605,04605,04605,04605,04605,04605,04605,04605,04605,11.99,8.82,9.18,6.93,100,1.35,Critique,NON,OUI,OUI,NON,NON,5.54,4.58,33,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04606,04606,04606,04606,04606,04606,04606,04606,04606,5.67,6.58,9.39,2.95,73,5.69,Élevé,OUI,NON,OUI,NON,OUI,3.43,5.38,13,Data.gouv.fr,2024-01-01 00:00:00
MOB_04607,04607,04607,04607,04607,04607,04607,04607,04607,49.05,1.38,4.28,7.38,31,9.64,Faible,OUI,NON,OUI,OUI,NON,2.12,3.75,5,Meteo_France,2024-01-01 00:00:00
MOB_04608,04608,04608,04608,04608,04608,04608,04608,04608,3.78,6.31,4.36,2.14,60,7.71,Faible,NON,NON,OUI,OUI,NON,4.27,7.62,8,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04609,04609,04609,04609,04609,04609,04609,04609,04609,21.93,3.97,4.34,4.46,77,9.02,Modéré,OUI,NON,OUI,OUI,OUI,9.47,8.87,93,Data.gouv.fr,2024-01-01 00:00:00
MOB_04610,04610,04610,04610,04610,04610,04610,04610,04610,46.73,2.65,6.57,8.17,47,2.82,Faible,NON,NON,OUI,OUI,NON,5.44,5.50,67,Meteo_France,2024-01-01 00:00:00
MOB_04611,04611,04611,04611,04611,04611,04611,04611,04611,45.45,9.71,5.83,9.70,27,4.33,Élevé,OUI,OUI,OUI,OUI,OUI,8.41,1.84,95,AirParif_2024,2024-01-01 00:00:00
MOB_04612,04612,04612,04612,04612,04612,04612,04612,04612,42.65,6.37,6.70,3.91,40,3.60,Critique,NON,NON,OUI,NON,OUI,7.27,7.44,95,Data.gouv.fr,2024-01-01 00:00:00
MOB_04613,04613,04613,04613,04613,04613,04613,04613,04613,14.23,7.61,1.75,5.55,94,2.30,Faible,OUI,OUI,NON,OUI,NON,3.60,3.90,62,Meteo_France,2024-01-01 00:00:00
MOB_04614,04614,04614,04614,04614,04614,04614,04614,04614,33.00,8.18,2.67,5.28,80,8.34,Modéré,NON,OUI,OUI,OUI,NON,2.03,7.17,48,SNCF_Open_Data,2024-01-01 00:00:00
MOB_04615,04615,04615,04615,04615,04615,04615,04615,04615,45.91,1.83,2.45,4.32,78,3.04,Modéré,NON,NON,NON,NON,OUI,7.21,4.82,66,AirParif_2024,2024-01-01 00:00:00
MOB_04616,04616,04616,04616,04616,04616,04616,04616,04616,7.64,6.85,5.93,4.15,97,3.03,Modéré,NON,NON,NON,OUI,NON,7.56,4.41,35,Data.gouv.fr,2024-01-01 00:00:00
MOB_04617,04617,04617,04617,04617,04617,04617,04617,04617,15.70,4.79,3.27,3.11,66,4.32,Modéré,OUI,OUI,OUI,NON,OUI,0.91,6.57,40,AirParif_2024,2024-01-01 00:00:00
MOB_04618,04618,04618,04618,04618,04618,04618,04618,04618,41.33,6.70,9.29,7.11,9,8.97,Élevé,NON,OUI,NON,OUI,NON,9.62,9.30,100,AirParif_2024,2024-01-01 00:00:00
MOB_04619,04619,04619,04619,04619,04619,04619,04619,04619,27.59,8.33,8.49,4.75,78,5.30,Modéré,OUI,OUI,OUI,OUI,NON,1.65,3.31,31,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04620,04620,04620,04620,04620,04620,04620,04620,04620,12.44,9.67,7.90,3.78,76,6.89,Modéré,OUI,NON,NON,NON,OUI,4.36,6.76,68,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_04621,04621,04621,04621,04621,04621,04621,04621,04621,30.23,2.25,9.59,1.73,77,3.85,Élevé,NON,NON,NON,NON,OUI,0.73,7.45,41,AirParif_2024,2024-01-01 00:00:00
MOB_04622,04622,04622,04622,04622,04622,04622,04622,04622,19.14,4.09,7.99,4.60,57,1.57,Élevé,NON,OUI,OUI,OUI,NON,3.69,5.31,80,SNCF_Open_Data,2024-01-01 00:00:00
