col_date,col_heure,col_ville,col_type_zone,col_trafic_vehicules,col_periode,col_confinement,col_taux_occupation,col_vitesse_moyenne,col_niveau_confinement
2024-03-09 00:00:00,1.84,Toulouse,3.47,6.22,4.98,1.93,7.37,30,6.49
2024-10-07 00:00:00,3.3,Nantes,4.4,2.64,2.0,5.56,3.91,45,5.68
2024-05-10 00:00:00,5.09,Paris,2.97,6.99,2.55,2.9,1.36,45,5.3
2024-07-04 00:00:00,7.84,Strasbourg,6.86,4.42,1.82,7.78,7.65,80,8.57
2024-12-23 00:00:00,6.51,Lyon,5.44,2.51,5.31,4.13,5.56,50,4.78
2024-09-20 00:00:00,1.88,Nice,2.33,1.81,7.84,7.4,3.85,45,5.2
2024-02-02 00:00:00,7.45,Toulouse,5.4,1.74,6.12,3.9,8.74,110,6.12
2024-09-27 00:00:00,1.51,Toulouse,4.65,7.12,7.97,7.32,8.75,30,7.83
2024-04-11 00:00:00,3.82,Paris,6.13,6.88,4.04,4.97,4.14,50,7.21
2024-04-14 00:00:00,5.99,Paris,8.52,4.91,5.04,1.5,7.03,130,8.43
2024-12-01 00:00:00,3.28,Paris,8.3,1.75,7.59,2.77,7.1,30,6.59
2024-11-10 00:00:00,7.97,Nantes,6.36,7.53,2.17,6.22,2.75,30,5.16
2024-05-21 00:00:00,8.32,Montpellier,5.21,8.56,7.79,2.9,7.44,130,1.89
2024-05-24 00:00:00,2.15,Paris,1.75,2.31,1.99,3.39,1.39,30,6.51
2024-10-15 00:00:00,2.81,Lille,4.6,7.37,7.64,5.62,6.82,70,8.03
2024-02-09 00:00:00,8.24,Lille,4.88,2.58,2.03,3.14,7.7,50,7.72
2024-09-02 00:00:00,8.25,Nantes,2.99,7.51,3.62,8.29,5.36,80,8.28
2024-06-19 00:00:00,5.12,Nantes,5.5,8.43,6.05,6.01,4.84,70,2.32
2024-10-12 00:00:00,8.47,Paris,2.77,7.58,6.71,4.93,7.24,50,3.89
2024-02-23 00:00:00,6.51,Bordeaux,8.26,1.6,3.82,1.86,5.95,110,5.35
2024-03-31 00:00:00,3.74,Nantes,8.28,4.55,5.77,2.5,5.48,110,2.79
2024-08-13 00:00:00,4.48,Paris,8.34,3.04,8.64,4.32,8.06,80,7.29
2024-10-31 00:00:00,1.21,Marseille,1.34,5.49,7.57,7.52,8.08,45,8.49
2024-05-11 00:00:00,5.35,Nice,8.66,3.23,2.79,7.5,3.55,50,6.67
2024-06-10 00:00:00,6.86,Lyon,6.35,6.07,3.27,2.36,6.01,30,5.38
2024-05-02 00:00:00,8.1,Nice,7.3,8.78,8.32,4.68,8.36,80,4.59
2024-10-30 00:00:00,5.48,Paris,8.11,2.75,4.52,7.7,4.32,30,2.75
2024-03-13 00:00:00,1.37,Paris,2.65,3.06,1.86,7.27,1.52,30,4.4
2024-07-22 00:00:00,1.63,Toulouse,4.59,3.45,1.4,8.75,7.64,80,4.09
2024-02-03 00:00:00,3.21,Montpellier,6.64,6.29,2.69,8.44,8.35,45,8.15
2024-03-13 00:00:00,1.75,Bordeaux,7.76,8.15,2.75,7.65,4.5,30,2.09
2024-11-09 00:00:00,3.79,Lille,8.54,1.58,4.32,6.73,6.76,110,6.6
2024-03-06 00:00:00,7.71,Toulouse,3.55,3.2,7.46,3.55,5.51,80,5.13
2024-09-06 00:00:00,1.55,Montpellier,5.73,1.28,4.22,7.88,5.89,50,4.15
2024-06-22 00:00:00,6.09,Montpellier,8.08,3.34,8.7,8.4,7.46,130,5.64
2024-08-10 00:00:00,4.1,Nantes,8.55,4.29,2.59,6.16,6.64,80,7.53
2024-09-16 00:00:00,7.96,Montpellier,3.09,1.48,6.61,2.29,7.16,30,2.07
2024-09-23 00:00:00,8.11,Nantes,3.73,8.4,3.75,1.93,2.52,30,3.17
2024-11-16 00:00:00,1.54,Montpellier,3.51,3.67,2.95,8.09,7.99,110,7.66
2024-08-08 00:00:00,1.6,Montpellier,4.15,5.25,8.44,6.8,2.15,50,7.75
2024-04-24 00:00:00,1.87,Montpellier,7.19,3.92,1.98,2.12,5.04,130,6.44
2024-02-21 00:00:00,4.45,Lyon,2.35,5.24,5.38,1.98,2.57,45,8.68
2024-04-14 00:00:00,1.35,Bordeaux,7.38,5.11,3.51,7.24,7.5,70,2.37
2024-10-07 00:00:00,1.5,Nice,3.83,6.23,1.34,7.9,2.34,80,2.5
2024-04-29 00:00:00,4.95,Paris,5.73,2.25,4.87,5.93,7.53,30,1.53
2024-08-05 00:00:00,4.72,Marseille,7.31,2.11,6.43,6.61,6.27,110,8.54
2024-11-22 00:00:00,4.28,Toulouse,7.74,6.73,1.94,1.79,7.39,50,7.52
2024-11-16 00:00:00,5.58,Paris,8.4,2.52,2.82,4.76,6.85,50,5.38
2024-04-26 00:00:00,6.97,Paris,5.86,5.51,3.87,1.67,5.23,45,5.95
2024-07-13 00:00:00,7.61,Bordeaux,7.76,6.23,5.38,5.8,5.41,80,8.28
2024-11-13 00:00:00,8.0,Montpellier,3.11,3.4,6.07,7.66,7.8,50,3.79
2024-03-15 00:00:00,3.05,Marseille,6.25,4.83,4.78,2.64,5.1,130,8.28
2024-08-01 00:00:00,6.68,Lyon,8.35,1.24,8.04,4.01,4.31,110,2.08
2024-10-24 00:00:00,3.46,Lyon,4.2,4.88,1.91,8.18,1.39,130,7.32
2024-01-14 00:00:00,3.78,Lille,1.25,3.47,5.48,4.39,8.12,50,2.13
2024-02-26 00:00:00,2.58,Strasbourg,6.03,3.17,3.72,5.95,5.17,45,3.66
2024-07-04 00:00:00,8.37,Nice,3.55,2.8,3.44,1.83,8.78,30,2.99
2024-09-14 00:00:00,5.98,Nantes,6.33,8.65,4.93,3.41,6.79,45,4.14
2024-04-13 00:00:00,7.01,Strasbourg,6.37,8.55,4.15,1.27,8.13,130,6.01
2024-11-22 00:00:00,3.02,Nantes,1.56,2.01,1.32,7.0,6.99,50,2.56
2024-06-04 00:00:00,1.64,Marseille,3.01,2.39,6.77,7.2,5.53,30,2.49
2024-11-17 00:00:00,3.38,Marseille,6.28,6.53,2.63,3.4,5.12,50,7.07
2024-09-25 00:00:00,8.23,Toulouse,3.82,4.44,4.78,2.01,2.11,110,7.41
2024-06-03 00:00:00,5.81,Toulouse,5.37,3.88,8.47,8.58,1.78,30,2.18
2024-08-20 00:00:00,5.15,Bordeaux,4.05,1.74,1.41,5.22,2.41,45,4.79
2024-06-20 00:00:00,8.07,Nice,1.57,3.42,1.2,4.62,3.62,45,3.53
2024-12-10 00:00:00,2.61,Marseille,6.93,6.29,3.33,6.46,4.41,45,1.85
2024-10-23 00:00:00,3.19,Bordeaux,1.9,6.05,7.13,4.12,1.99,30,8.39
2024-07-15 00:00:00,6.36,Marseille,5.3,2.02,6.02,3.85,3.95,50,7.21
2024-04-19 00:00:00,8.58,Nice,2.78,8.4,6.78,2.81,4.81,130,2.41
2024-02-26 00:00:00,5.35,Nice,7.61,2.52,2.77,4.06,6.89,70,6.38
2024-05-11 00:00:00,8.13,Strasbourg,2.23,4.93,5.56,8.1,8.32,130,6.95
2024-04-25 00:00:00,6.48,Toulouse,5.96,4.94,1.83,2.89,2.43,30,7.17
2024-05-04 00:00:00,4.12,Nantes,7.05,1.91,7.69,5.16,5.39,110,4.16
2024-09-25 00:00:00,3.96,Nice,2.48,8.34,2.44,5.63,2.63,110,6.62
2024-05-25 00:00:00,2.39,Bordeaux,1.55,6.74,3.51,3.7,3.34,110,8.55
2024-05-04 00:00:00,6.21,Lyon,3.06,1.32,5.84,3.78,1.22,45,7.66
2024-09-15 00:00:00,4.83,Toulouse,1.46,3.79,3.02,6.14,4.17,50,4.39
2024-10-09 00:00:00,8.48,Lille,3.93,3.81,8.62,6.23,5.3,45,6.46
2024-03-05 00:00:00,7.39,Strasbourg,1.48,4.67,5.96,5.83,4.68,130,2.91
2024-04-16 00:00:00,7.81,Lille,2.1,8.44,1.81,5.47,7.18,45,8.46
2024-07-14 00:00:00,7.08,Toulouse,1.33,8.11,2.69,7.24,4.56,80,5.56
2024-08-17 00:00:00,1.4,Lille,2.61,3.73,2.59,1.8,8.52,45,5.56
2024-10-30 00:00:00,1.42,Lille,7.29,2.07,3.41,4.63,2.62,80,5.85
2024-04-27 00:00:00,6.06,Lyon,6.9,2.39,2.13,7.05,3.51,80,6.13
2024-02-18 00:00:00,3.47,Paris,5.95,1.27,7.4,5.25,7.15,30,2.1
2024-02-01 00:00:00,3.76,Lille,1.65,5.71,7.1,8.68,2.93,80,1.63
2024-08-20 00:00:00,1.83,Nice,5.78,7.26,6.18,2.64,8.1,80,7.26
2024-06-12 00:00:00,2.52,Lille,8.16,1.44,7.02,8.04,5.63,50,8.33
2024-02-10 00:00:00,8.79,Toulouse,3.25,3.1,3.61,6.82,3.14,70,8.68
2024-04-21 00:00:00,7.71,Bordeaux,2.76,2.42,2.77,5.66,2.6,50,3.16
2024-06-22 00:00:00,7.58,Montpellier,7.53,6.47,8.13,7.67,5.32,70,8.4
2024-12-11 00:00:00,7.96,Lille,3.05,3.16,4.87,7.32,8.45,80,3.42
2024-07-10 00:00:00,7.37,Nantes,1.68,2.94,6.72,4.62,3.11,130,7.73
2024-07-22 00:00:00,1.3,Nice,7.1,2.69,6.09,3.92,1.56,30,8.66
2024-05-15 00:00:00,4.52,Marseille,4.02,3.77,5.5,3.04,8.54,70,7.19
2024-09-03 00:00:00,5.71,Lyon,7.15,7.66,4.73,6.18,3.48,110,2.7
2024-01-11 00:00:00,6.12,Strasbourg,7.36,4.11,2.95,4.55,5.65,110,2.57
2024-05-13 00:00:00,5.29,Strasbourg,1.31,4.83,4.07,5.82,6.84,70,3.79
2024-05-17 00:00:00,4.33,Montpellier,3.43,3.82,2.87,5.35,3.12,110,4.72
2024-02-12 00:00:00,5.31,Lyon,5.76,2.64,3.68,7.44,7.5,45,2.82
2024-04-30 00:00:00,2.08,Strasbourg,5.33,4.97,8.59,2.4,1.98,70,8.59
2024-06-10 00:00:00,6.74,Lille,6.27,6.1,7.99,3.05,1.83,45,4.94
2024-08-22 00:00:00,4.92,Toulouse,3.66,3.54,1.4,2.82,1.21,30,3.88
2024-04-09 00:00:00,7.16,Lille,3.55,4.24,6.15,3.51,5.8,130,7.52
2024-01-25 00:00:00,6.83,Toulouse,1.86,4.37,2.83,8.24,5.88,50,1.24
2024-04-10 00:00:00,7.38,Nantes,4.2,1.68,7.54,3.79,3.94,110,5.61
2024-06-25 00:00:00,5.19,Nantes,3.86,7.33,7.88,3.94,7.47,45,1.36
2024-07-09 00:00:00,4.02,Toulouse,5.96,2.62,7.23,5.91,6.31,50,3.64
2024-03-13 00:00:00,8.32,Paris,2.53,6.77,3.38,4.68,5.51,110,6.66
2024-08-09 00:00:00,7.22,Lyon,5.31,3.61,8.27,7.56,5.87,80,4.67
2024-10-14 00:00:00,8.34,Nantes,7.73,7.71,3.86,6.33,2.34,130,8.53
2024-08-27 00:00:00,6.9,Lille,5.07,2.37,4.06,8.78,1.57,30,4.32
2024-05-13 00:00:00,2.31,Bordeaux,2.63,7.99,2.4,4.32,3.02,30,7.1
2024-02-20 00:00:00,8.36,Nantes,3.68,4.08,6.74,5.27,6.11,80,4.65
2024-07-14 00:00:00,5.41,Nice,5.62,5.5,8.41,5.79,7.63,30,5.93
2024-03-09 00:00:00,2.82,Bordeaux,6.74,8.04,3.44,3.72,5.74,110,3.92
2024-08-17 00:00:00,1.29,Lille,8.78,8.26,5.75,2.36,2.7,70,8.46
2024-08-23 00:00:00,6.5,Nice,8.59,4.46,2.62,2.15,3.01,30,2.91
2024-06-22 00:00:00,5.03,Strasbourg,5.8,3.2,2.2,2.56,8.67,80,5.95
2024-11-24 00:00:00,5.65,Bordeaux,6.15,7.14,7.37,6.41,1.61,30,8.52
2024-01-06 00:00:00,4.04,Nice,4.82,7.0,7.23,2.81,6.19,110,4.42
2024-12-23 00:00:00,4.59,Montpellier,2.74,7.93,3.76,3.4,6.03,70,7.21
2024-02-04 00:00:00,5.03,Lille,3.26,8.67,1.76,1.38,4.33,110,7.06
2024-03-04 00:00:00,8.31,Toulouse,1.83,7.96,7.02,1.6,5.65,110,8.32
2024-09-03 00:00:00,7.02,Lyon,3.45,3.33,2.71,4.16,6.88,70,2.0
2024-12-10 00:00:00,5.88,Lille,7.37,7.91,2.61,5.03,2.65,45,5.33
2024-02-03 00:00:00,7.38,Strasbourg,7.83,7.2,3.4,6.05,7.21,80,5.12
2024-09-13 00:00:00,5.71,Marseille,6.37,6.33,5.31,6.5,3.52,45,2.24
2024-12-18 00:00:00,3.88,Lyon,1.49,5.26,7.53,3.8,3.92,50,8.09
2024-02-29 00:00:00,5.4,Strasbourg,4.56,7.09,5.43,8.72,7.63,45,5.11
2024-12-10 00:00:00,3.63,Lille,8.61,2.97,6.71,4.58,7.92,30,4.93
2024-02-16 00:00:00,1.81,Nantes,5.81,2.82,3.38,1.79,7.05,45,7.88
2024-05-03 00:00:00,5.34,Bordeaux,1.53,2.95,5.53,5.71,1.78,45,2.24
2024-04-23 00:00:00,1.75,Lyon,2.21,8.4,6.98,5.7,5.69,45,8.61
2024-10-19 00:00:00,7.25,Lille,5.66,7.55,8.57,5.21,5.36,80,5.39
2024-11-11 00:00:00,7.34,Toulouse,1.98,8.04,4.55,4.71,7.05,30,2.22
2024-02-14 00:00:00,2.36,Montpellier,1.85,5.6,5.54,5.03,7.46,110,7.28
2024-11-05 00:00:00,3.09,Lyon,4.41,1.61,6.72,4.77,3.64,80,7.49
2024-06-14 00:00:00,1.68,Bordeaux,3.75,8.28,2.89,3.34,6.77,80,4.89
2024-11-12 00:00:00,1.82,Paris,6.96,7.51,4.06,5.33,1.45,130,3.73
2024-10-05 00:00:00,2.2,Bordeaux,4.78,3.54,3.12,3.75,2.53,70,7.0
2024-10-18 00:00:00,8.66,Montpellier,6.25,4.76,1.78,2.89,7.8,110,7.34
2024-03-15 00:00:00,8.09,Strasbourg,7.44,4.93,5.8,5.53,1.43,50,4.43
2024-05-22 00:00:00,5.69,Toulouse,8.62,1.95,6.39,8.14,8.4,110,5.66
2024-02-01 00:00:00,8.49,Toulouse,1.45,5.14,4.46,8.19,7.85,130,3.46
2024-05-30 00:00:00,5.39,Lyon,6.33,3.78,7.44,6.35,3.06,50,6.9
2024-02-25 00:00:00,7.35,Strasbourg,5.33,5.56,6.83,3.08,3.85,70,2.14
2024-02-23 00:00:00,6.01,Nantes,4.11,7.06,1.73,7.55,5.77,130,1.44
2024-04-24 00:00:00,7.66,Lyon,6.9,8.65,7.55,7.64,2.51,130,1.9
2024-05-23 00:00:00,2.39,Nice,8.53,7.35,7.51,4.15,1.98,110,8.04
2024-02-07 00:00:00,2.19,Lyon,8.41,7.3,8.02,3.11,5.97,130,6.42
2024-03-20 00:00:00,3.47,Montpellier,8.27,3.74,1.55,5.85,2.48,70,4.83
2024-03-13 00:00:00,6.37,Nice,8.19,3.26,6.15,3.68,7.67,130,1.7
2024-12-15 00:00:00,6.89,Montpellier,3.17,2.28,7.47,6.72,6.14,110,8.45
2024-05-31 00:00:00,6.15,Paris,8.06,4.15,3.52,5.72,5.13,130,7.81
2024-12-03 00:00:00,7.84,Montpellier,5.43,6.48,5.34,8.75,1.71,30,1.88
2024-09-03 00:00:00,4.52,Lille,7.47,2.62,8.46,7.62,5.46,45,7.78
2024-09-03 00:00:00,1.72,Montpellier,8.49,3.31,6.77,5.26,3.27,50,6.52
2024-02-02 00:00:00,3.18,Nantes,8.72,2.5,4.14,6.68,8.56,45,1.85
2024-09-25 00:00:00,7.05,Bordeaux,2.23,4.85,3.38,6.6,7.16,45,5.02
2024-09-07 00:00:00,6.27,Toulouse,3.4,2.57,6.89,7.7,1.23,30,7.67
2024-08-28 00:00:00,2.56,Montpellier,2.69,1.41,7.32,1.39,8.36,45,4.47
2024-02-16 00:00:00,6.54,Toulouse,3.6,7.8,4.64,4.57,7.62,45,2.46
2024-04-26 00:00:00,8.28,Lille,5.51,4.45,5.4,1.47,8.72,50,2.32
2024-04-10 00:00:00,3.4,Lille,3.01,3.34,5.9,6.13,8.36,70,2.95
2024-12-23 00:00:00,3.19,Lille,5.41,7.62,3.62,5.89,6.8,110,4.49
2024-04-11 00:00:00,1.38,Strasbourg,1.44,2.58,3.51,5.36,7.41,70,7.26
2024-02-27 00:00:00,2.66,Toulouse,2.86,3.04,4.44,5.79,8.63,30,3.78
2024-06-10 00:00:00,3.99,Marseille,1.29,2.6,5.65,6.0,7.14,45,5.77
2024-08-20 00:00:00,6.44,Toulouse,7.11,1.84,8.6,8.02,8.4,45,7.96
2024-09-27 00:00:00,3.33,Montpellier,3.87,7.53,3.93,8.13,1.65,110,1.68
2024-11-16 00:00:00,5.91,Toulouse,3.47,5.45,4.38,3.8,8.66,80,6.35
2024-11-16 00:00:00,2.71,Lille,2.5,7.05,3.86,2.13,3.27,70,6.49
2024-11-13 00:00:00,4.84,Toulouse,7.02,3.49,2.4,5.5,4.46,130,6.68
2024-08-09 00:00:00,7.94,Toulouse,5.77,1.96,5.69,1.83,4.04,110,2.64
2024-04-18 00:00:00,6.84,Lille,7.03,6.51,4.34,1.52,7.44,45,4.63
2024-12-16 00:00:00,6.64,Paris,3.04,8.05,1.58,5.67,2.79,130,4.34
2024-03-24 00:00:00,5.55,Strasbourg,5.29,1.98,6.97,8.56,1.7,45,7.89
2024-05-25 00:00:00,2.51,Bordeaux,7.0,3.59,3.05,3.6,6.45,45,4.71
2024-08-20 00:00:00,5.05,Montpellier,3.42,6.2,6.22,5.05,2.39,50,2.85
2024-12-26 00:00:00,6.33,Paris,8.39,7.63,4.46,5.71,6.64,80,2.78
2024-03-22 00:00:00,6.49,Toulouse,6.71,3.36,7.79,7.33,4.35,70,6.84
2024-10-04 00:00:00,1.8,Toulouse,2.83,5.2,6.35,2.36,7.68,110,2.16
2024-09-09 00:00:00,1.64,Marseille,5.94,7.4,3.51,2.17,8.18,130,5.8
2024-01-02 00:00:00,1.93,Paris,7.85,4.46,2.0,6.66,1.91,70,6.24
2024-07-03 00:00:00,1.83,Lyon,2.64,6.61,3.29,8.49,2.65,130,6.98
2024-03-26 00:00:00,7.26,Montpellier,1.82,6.58,2.63,5.44,8.06,70,2.92
2024-08-11 00:00:00,5.88,Toulouse,3.12,7.62,2.57,8.05,5.25,130,3.78
2024-12-25 00:00:00,7.98,Nantes,1.57,6.56,2.65,1.68,1.89,80,8.78
2024-08-01 00:00:00,6.53,Bordeaux,4.19,6.89,5.01,4.39,5.65,80,5.65
2024-07-21 00:00:00,4.56,Bordeaux,4.28,7.43,4.98,6.38,5.4,50,3.36
2024-06-01 00:00:00,8.55,Nantes,6.08,2.35,7.38,5.46,2.21,70,1.38
2024-01-14 00:00:00,6.96,Nice,7.26,7.96,3.05,6.2,3.28,110,7.2
2024-07-26 00:00:00,6.88,Nantes,7.01,8.72,6.7,6.96,5.14,45,4.67
2024-01-31 00:00:00,3.25,Bordeaux,7.52,6.75,8.78,5.14,3.18,45,2.54
2024-05-04 00:00:00,5.06,Lille,5.72,3.49,1.45,3.47,3.58,80,1.64
2024-10-10 00:00:00,1.35,Montpellier,1.38,5.66,2.57,5.4,5.12,50,1.45
2024-09-16 00:00:00,7.15,Lille,3.53,3.5,6.33,1.44,5.83,110,4.98
2024-05-29 00:00:00,6.83,Lyon,8.52,3.9,4.43,6.31,7.34,130,3.51
2024-12-04 00:00:00,5.36,Lille,2.37,4.82,3.21,5.04,1.44,45,2.15
2024-06-04 00:00:00,7.57,Nice,3.0,1.45,6.86,4.96,2.32,70,7.08
2024-05-30 00:00:00,7.1,Nantes,8.51,8.38,1.61,4.25,3.5,45,8.04
2024-10-13 00:00:00,7.96,Bordeaux,5.73,2.11,4.34,6.41,7.77,70,7.97
2024-08-08 00:00:00,5.27,Marseille,3.99,7.16,7.8,5.68,5.83,80,7.78
2024-03-27 00:00:00,3.24,Paris,3.59,4.42,3.3,7.35,8.15,30,5.8
2024-03-25 00:00:00,7.98,Lille,6.78,8.18,3.44,8.65,6.3,70,8.05
2024-05-06 00:00:00,7.56,Montpellier,2.59,3.02,7.27,5.89,8.41,50,2.34
2024-11-22 00:00:00,2.4,Lille,7.69,4.38,3.33,4.44,5.39,70,6.77
2024-11-08 00:00:00,7.02,Strasbourg,4.38,4.24,2.1,6.42,5.01,110,8.2
2024-02-29 00:00:00,8.66,Montpellier,3.92,4.96,5.27,2.33,4.72,70,8.74
2024-09-04 00:00:00,6.3,Marseille,6.43,5.87,8.28,8.6,6.49,110,7.14
2024-12-04 00:00:00,1.27,Lyon,5.95,7.45,6.98,5.27,6.43,80,5.22
2024-04-17 00:00:00,6.45,Marseille,3.42,6.16,6.67,5.33,4.02,45,2.05
2024-10-05 00:00:00,6.52,Paris,3.52,6.63,8.47,7.05,7.3,70,8.75
2024-01-11 00:00:00,7.96,Toulouse,5.6,6.52,2.73,7.74,6.93,45,7.4
2024-01-11 00:00:00,7.27,Strasbourg,3.46,7.93,3.61,7.53,6.02,130,4.71
2024-04-18 00:00:00,5.68,Nice,7.28,7.43,8.29,8.1,3.79,70,2.07
2024-12-26 00:00:00,5.16,Strasbourg,7.28,3.72,6.89,5.85,3.28,45,3.6
2024-08-03 00:00:00,6.89,Montpellier,7.32,7.7,4.01,7.6,3.64,30,8.19
2024-09-30 00:00:00,4.15,Toulouse,4.44,1.73,7.46,1.23,8.34,30,5.3
2024-02-18 00:00:00,6.21,Paris,4.01,1.25,4.52,2.36,7.11,80,4.67
2024-12-09 00:00:00,5.12,Lyon,1.64,1.47,2.43,2.27,6.68,80,4.87
2024-02-13 00:00:00,5.98,Paris,7.87,8.13,7.25,5.75,5.4,45,8.77
2024-04-04 00:00:00,4.09,Strasbourg,2.87,2.2,1.59,2.24,8.17,110,4.62
2024-12-18 00:00:00,3.37,Lyon,7.52,3.29,6.37,1.6,7.25,30,1.83
2024-12-15 00:00:00,3.14,Lille,3.05,7.2,3.63,2.47,4.43,70,1.37
2024-03-11 00:00:00,3.52,Lille,5.29,6.82,5.86,1.85,7.16,80,6.0
2024-08-29 00:00:00,6.03,Lyon,4.04,6.6,6.21,2.81,3.96,130,7.6
2024-11-13 00:00:00,2.24,Paris,4.79,1.81,5.83,4.37,7.73,70,2.87
2024-04-06 00:00:00,5.65,Nantes,4.07,1.43,6.59,3.13,4.69,30,3.95
2024-02-21 00:00:00,3.76,Bordeaux,6.15,1.56,5.93,4.73,7.52,70,4.38
2024-11-18 00:00:00,7.63,Montpellier,8.78,2.14,6.61,7.21,2.88,50,4.07
2024-01-11 00:00:00,4.61,Lille,8.56,6.72,3.69,7.54,3.78,70,6.09
2024-06-21 00:00:00,8.41,Bordeaux,5.29,7.08,5.62,8.27,8.59,110,7.38
2024-06-06 00:00:00,1.62,Nantes,7.17,3.0,3.85,8.33,1.34,45,8.55
2024-06-28 00:00:00,2.35,Montpellier,6.16,7.21,2.58,5.7,6.92,130,1.52
2024-07-25 00:00:00,4.64,Nice,2.09,8.0,3.01,2.78,6.75,110,2.0
2024-09-24 00:00:00,2.35,Lyon,4.57,7.4,1.36,6.43,5.48,30,2.78
2024-02-24 00:00:00,8.8,Nice,5.98,7.14,3.87,6.93,4.97,80,8.7
2024-05-03 00:00:00,4.56,Lyon,6.96,5.47,5.94,2.33,5.69,80,7.85
2024-03-11 00:00:00,8.78,Marseille,3.15,6.52,7.59,5.28,2.39,45,1.21
2024-04-04 00:00:00,8.51,Lyon,1.74,2.99,4.4,2.13,2.29,130,6.74
2024-11-22 00:00:00,1.79,Paris,2.16,5.21,7.06,7.79,7.63,45,7.46
2024-08-07 00:00:00,8.63,Bordeaux,7.6,7.57,1.44,3.15,6.13,110,4.29
2024-10-14 00:00:00,3.96,Montpellier,6.75,5.02,2.09,5.64,2.28,110,8.61
2024-05-19 00:00:00,8.72,Strasbourg,4.94,3.47,6.37,3.22,5.88,130,4.28
2024-05-06 00:00:00,1.43,Nantes,7.79,4.67,5.0,8.48,8.39,80,2.18
2024-03-09 00:00:00,5.03,Paris,4.66,3.63,5.88,4.2,6.02,30,8.72
2024-02-27 00:00:00,4.2,Lyon,2.22,6.62,8.08,3.05,7.59,70,6.2
2024-05-20 00:00:00,7.47,Montpellier,3.66,4.05,3.55,8.68,5.44,45,6.09
2024-09-25 00:00:00,1.76,Marseille,4.85,6.79,8.57,5.11,8.53,30,8.09
2024-07-29 00:00:00,2.47,Paris,1.91,7.5,1.86,3.07,6.05,70,6.05
2024-07-18 00:00:00,7.21,Bordeaux,4.37,6.64,8.8,6.96,7.78,70,3.81
2024-06-03 00:00:00,2.57,Marseille,3.89,2.06,4.98,3.95,1.42,50,6.73
2024-01-06 00:00:00,5.58,Montpellier,6.87,5.47,2.02,6.28,3.64,130,3.32
2024-06-24 00:00:00,7.06,Lyon,4.67,4.34,5.12,1.33,8.28,45,3.31
2024-02-09 00:00:00,3.64,Lille,1.71,2.35,6.83,3.11,2.18,80,3.32
2024-08-03 00:00:00,6.4,Montpellier,4.8,7.79,4.37,8.66,3.12,50,6.81
2024-01-01 00:00:00,8.31,Marseille,8.48,2.64,1.78,8.62,5.9,130,1.8
2024-03-11 00:00:00,4.36,Bordeaux,8.2,2.9,3.12,3.63,3.86,70,8.35
2024-10-04 00:00:00,4.86,Lille,5.56,2.52,4.84,7.09,5.18,130,7.97
2024-12-16 00:00:00,7.93,Toulouse,7.52,2.84,8.2,8.61,1.65,110,6.08
2024-12-08 00:00:00,1.57,Toulouse,5.35,5.4,8.46,4.29,8.5,45,5.66
2024-05-28 00:00:00,7.33,Strasbourg,4.92,8.6,1.81,8.29,6.88,50,6.4
2024-03-24 00:00:00,4.97,Nantes,1.88,6.24,5.36,3.59,7.63,130,5.92
2024-10-26 00:00:00,8.09,Nantes,6.0,4.92,4.38,1.65,8.34,30,3.47
2024-11-27 00:00:00,7.09,Paris,4.77,4.24,6.22,1.29,5.51,80,4.99
2024-09-04 00:00:00,4.68,Lille,2.98,5.68,6.82,7.01,3.51,70,3.33
2024-08-13 00:00:00,4.49,Strasbourg,5.84,7.55,2.96,5.03,8.16,130,6.28
2024-05-15 00:00:00,1.47,Nantes,4.7,2.96,2.2,3.59,6.55,130,5.98
2024-03-03 00:00:00,8.4,Montpellier,5.53,1.35,4.53,1.56,1.51,70,4.54
2024-05-02 00:00:00,3.68,Toulouse,3.5,4.73,2.54,2.01,7.52,70,5.72
2024-05-05 00:00:00,4.4,Nantes,5.37,1.39,3.61,3.26,2.4,50,7.49
2024-11-08 00:00:00,8.05,Bordeaux,5.19,1.61,7.09,3.57,3.86,130,5.51
2024-06-04 00:00:00,4.74,Paris,8.13,5.02,7.7,4.45,7.76,50,2.45
2024-09-18 00:00:00,4.87,Strasbourg,7.45,7.04,4.38,8.69,2.41,70,5.66
2024-04-14 00:00:00,7.27,Bordeaux,8.73,4.36,5.75,8.19,3.91,130,7.63
2024-06-05 00:00:00,5.0,Strasbourg,7.43,3.69,1.89,7.37,1.36,50,1.38
2024-02-03 00:00:00,4.77,Strasbourg,4.06,5.51,4.06,4.19,7.66,110,8.0
2024-10-04 00:00:00,8.72,Toulouse,2.14,5.57,2.57,7.98,5.57,130,3.49
2024-04-22 00:00:00,4.46,Marseille,8.38,1.7,7.05,8.74,3.77,70,2.41
2024-06-07 00:00:00,3.17,Montpellier,5.9,2.09,5.8,1.48,3.06,110,5.49
2024-08-11 00:00:00,7.09,Marseille,5.77,5.8,6.99,6.64,5.69,50,3.37
2024-04-12 00:00:00,7.03,Marseille,2.43,7.21,5.88,3.25,7.69,70,4.1
2024-10-13 00:00:00,5.6,Nice,8.35,1.69,8.39,3.01,3.8,70,5.43
2024-02-29 00:00:00,2.28,Lille,5.07,4.43,7.85,8.32,2.89,45,4.59
2024-12-21 00:00:00,2.15,Nantes,8.31,7.28,4.64,6.87,1.77,50,5.42
