col_event_id,col_time_id,col_line_id,col_stop_id,col_heure_theorique,col_heure_reelle,col_retard_s,col_annule,col_charge_estimee,col_vehicle_id
ID_056,ID_056,ID_056,ID_056,7.66,5.22,3.37,7.33,2024-04-18 00:00:00,ID_056
ID_057,ID_057,ID_057,ID_057,6.5,2.38,4.11,6.39,2024-12-01 00:00:00,ID_057
ID_058,ID_058,ID_058,ID_058,3.66,5.16,7.18,1.79,2024-02-05 00:00:00,ID_058
ID_059,ID_059,ID_059,ID_059,1.56,3.29,1.97,7.51,2024-11-17 00:00:00,ID_059
ID_060,ID_060,ID_060,ID_060,4.98,6.24,8.69,6.64,2024-07-14 00:00:00,ID_060
ID_061,ID_061,ID_061,ID_061,6.18,3.83,4.23,6.78,2024-04-26 00:00:00,ID_061
ID_062,ID_062,ID_062,ID_062,2.07,4.66,3.22,8.06,2024-07-04 00:00:00,ID_062
ID_063,ID_063,ID_063,ID_063,4.65,4.14,5.47,2.51,2024-01-04 00:00:00,ID_063
ID_064,ID_064,ID_064,ID_064,7.0,3.97,3.66,7.62,2024-05-16 00:00:00,ID_064
ID_065,ID_065,ID_065,ID_065,4.25,6.93,2.52,8.09,2024-04-23 00:00:00,ID_065
ID_066,ID_066,ID_066,ID_066,7.16,4.32,3.32,1.43,2024-08-20 00:00:00,ID_066
ID_067,ID_067,ID_067,ID_067,3.63,7.22,5.9,5.8,2024-01-08 00:00:00,ID_067
ID_068,ID_068,ID_068,ID_068,4.91,4.04,1.61,2.65,2024-02-09 00:00:00,ID_068
ID_069,ID_069,ID_069,ID_069,4.77,2.37,3.32,5.15,2024-04-13 00:00:00,ID_069
ID_070,ID_070,ID_070,ID_070,5.42,3.83,1.27,5.54,2024-08-30 00:00:00,ID_070
ID_071,ID_071,ID_071,ID_071,1.77,3.91,3.52,5.4,2024-04-09 00:00:00,ID_071
ID_072,ID_072,ID_072,ID_072,1.66,6.5,6.9,6.56,2024-03-25 00:00:00,ID_072
ID_073,ID_073,ID_073,ID_073,2.7,2.42,5.67,1.66,2024-03-24 00:00:00,ID_073
ID_074,ID_074,ID_074,ID_074,3.46,4.66,7.11,5.14,2024-02-29 00:00:00,ID_074
ID_075,ID_075,ID_075,ID_075,2.48,6.25,5.91,8.22,2024-10-02 00:00:00,ID_075
ID_076,ID_076,ID_076,ID_076,5.55,2.74,3.85,1.71,2024-01-18 00:00:00,ID_076
ID_077,ID_077,ID_077,ID_077,5.11,7.21,8.3,2.43,2024-05-11 00:00:00,ID_077
ID_078,ID_078,ID_078,ID_078,2.7,3.6,5.04,5.28,2024-11-14 00:00:00,ID_078
ID_079,ID_079,ID_079,ID_079,2.7,5.17,5.36,2.08,2024-08-01 00:00:00,ID_079
ID_080,ID_080,ID_080,ID_080,3.95,5.12,7.77,8.0,2024-07-14 00:00:00,ID_080
ID_081,ID_081,ID_081,ID_081,3.73,4.21,2.19,6.77,2024-05-13 00:00:00,ID_081
ID_082,ID_082,ID_082,ID_082,2.53,4.42,1.85,5.35,2024-06-17 00:00:00,ID_082
ID_083,ID_083,ID_083,ID_083,7.14,6.72,8.01,7.72,2024-05-08 00:00:00,ID_083
ID_084,ID_084,ID_084,ID_084,7.14,2.19,6.69,7.74,2024-07-26 00:00:00,ID_084
ID_085,ID_085,ID_085,ID_085,7.58,5.62,4.21,6.51,2024-04-08 00:00:00,ID_085
ID_086,ID_086,ID_086,ID_086,1.84,5.92,8.3,1.61,2024-01-29 00:00:00,ID_086
ID_087,ID_087,ID_087,ID_087,8.6,4.1,2.6,2.08,2024-07-18 00:00:00,ID_087
ID_088,ID_088,ID_088,ID_088,2.31,7.6,7.95,5.45,2024-04-10 00:00:00,ID_088
ID_089,ID_089,ID_089,ID_089,7.46,7.58,5.57,3.5,2024-02-04 00:00:00,ID_089
ID_090,ID_090,ID_090,ID_090,3.39,3.4,8.09,2.53,2024-08-08 00:00:00,ID_090
ID_091,ID_091,ID_091,ID_091,2.36,8.67,1.36,1.27,2024-09-13 00:00:00,ID_091
ID_092,ID_092,ID_092,ID_092,5.18,2.46,5.05,4.13,2024-06-22 00:00:00,ID_092
ID_093,ID_093,ID_093,ID_093,4.04,4.65,2.2,7.45,2024-07-24 00:00:00,ID_093
ID_094,ID_094,ID_094,ID_094,8.48,3.78,8.03,7.81,2024-06-12 00:00:00,ID_094
ID_095,ID_095,ID_095,ID_095,3.51,3.57,6.94,5.18,2024-08-03 00:00:00,ID_095
ID_096,ID_096,ID_096,ID_096,1.27,4.64,8.21,6.79,2024-12-08 00:00:00,ID_096
ID_097,ID_097,ID_097,ID_097,7.79,6.21,2.47,3.43,2024-05-14 00:00:00,ID_097
ID_098,ID_098,ID_098,ID_098,7.63,7.64,4.63,3.68,2024-05-07 00:00:00,ID_098
ID_099,ID_099,ID_099,ID_099,3.42,4.54,2.68,4.83,2024-04-23 00:00:00,ID_099
ID_000,ID_000,ID_000,ID_000,5.8,7.45,3.07,5.61,2024-04-02 00:00:00,ID_000
ID_001,ID_001,ID_001,ID_001,4.94,2.42,6.46,7.32,2024-11-14 00:00:00,ID_001
ID_002,ID_002,ID_002,ID_002,2.4,7.32,6.1,3.3,2024-03-15 00:00:00,ID_002
ID_003,ID_003,ID_003,ID_003,3.5,2.44,6.69,8.48,2024-07-04 00:00:00,ID_003
ID_004,ID_004,ID_004,ID_004,5.2,2.59,7.02,2.38,2024-12-13 00:00:00,ID_004
ID_005,ID_005,ID_005,ID_005,7.48,3.56,2.61,2.67,2024-07-28 00:00:00,ID_005
ID_006,ID_006,ID_006,ID_006,1.96,5.98,1.86,6.85,2024-01-13 00:00:00,ID_006
ID_007,ID_007,ID_007,ID_007,1.33,6.49,6.67,5.41,2024-01-06 00:00:00,ID_007
ID_008,ID_008,ID_008,ID_008,5.65,4.92,6.28,8.37,2024-06-08 00:00:00,ID_008
ID_009,ID_009,ID_009,ID_009,6.39,2.02,3.92,8.45,2024-05-29 00:00:00,ID_009
ID_010,ID_010,ID_010,ID_010,8.42,5.26,5.23,7.76,2024-04-17 00:00:00,ID_010
ID_011,ID_011,ID_011,ID_011,4.92,6.16,5.53,5.15,2024-11-12 00:00:00,ID_011
ID_012,ID_012,ID_012,ID_012,2.5,1.66,5.0,6.88,2024-12-22 00:00:00,ID_012
ID_013,ID_013,ID_013,ID_013,4.37,6.21,3.33,5.39,2024-12-11 00:00:00,ID_013
ID_014,ID_014,ID_014,ID_014,5.5,7.4,4.86,2.51,2024-10-21 00:00:00,ID_014
ID_015,ID_015,ID_015,ID_015,7.29,6.96,2.24,7.72,2024-06-09 00:00:00,ID_015
ID_016,ID_016,ID_016,ID_016,2.59,5.59,8.41,7.12,2024-10-26 00:00:00,ID_016
ID_017,ID_017,ID_017,ID_017,2.15,3.74,1.9,3.0,2024-05-20 00:00:00,ID_017
ID_018,ID_018,ID_018,ID_018,5.79,8.66,2.01,7.97,2024-01-02 00:00:00,ID_018
ID_019,ID_019,ID_019,ID_019,1.55,8.18,4.96,3.39,2024-03-24 00:00:00,ID_019
ID_020,ID_020,ID_020,ID_020,4.73,5.27,1.42,8.34,2024-04-07 00:00:00,ID_020
ID_021,ID_021,ID_021,ID_021,8.31,7.61,4.98,4.41,2024-01-17 00:00:00,ID_021
ID_022,ID_022,ID_022,ID_022,2.03,4.35,5.34,3.78,2024-02-17 00:00:00,ID_022
ID_023,ID_023,ID_023,ID_023,1.51,6.82,3.16,7.56,2024-11-19 00:00:00,ID_023
ID_024,ID_024,ID_024,ID_024,8.32,7.76,6.43,7.97,2024-01-13 00:00:00,ID_024
ID_025,ID_025,ID_025,ID_025,5.74,4.58,6.38,1.67,2024-08-23 00:00:00,ID_025
ID_026,ID_026,ID_026,ID_026,7.69,2.17,4.35,7.78,2024-07-10 00:00:00,ID_026
ID_027,ID_027,ID_027,ID_027,5.9,5.02,6.03,5.4,2024-04-01 00:00:00,ID_027
ID_028,ID_028,ID_028,ID_028,4.88,3.02,6.23,8.49,2024-06-21 00:00:00,ID_028
ID_029,ID_029,ID_029,ID_029,6.97,3.19,2.28,5.94,2024-06-06 00:00:00,ID_029
ID_030,ID_030,ID_030,ID_030,2.18,1.97,1.21,7.71,2024-02-29 00:00:00,ID_030
ID_031,ID_031,ID_031,ID_031,3.17,3.32,5.63,4.25,2024-12-01 00:00:00,ID_031
ID_032,ID_032,ID_032,ID_032,4.02,8.57,4.39,7.21,2024-07-31 00:00:00,ID_032
ID_033,ID_033,ID_033,ID_033,1.47,8.58,7.49,3.14,2024-06-18 00:00:00,ID_033
ID_034,ID_034,ID_034,ID_034,4.02,2.52,5.74,4.16,2024-10-29 00:00:00,ID_034
ID_035,ID_035,ID_035,ID_035,7.48,3.08,2.24,3.76,2024-05-14 00:00:00,ID_035
ID_036,ID_036,ID_036,ID_036,1.93,3.98,5.04,5.77,2024-12-04 00:00:00,ID_036
ID_037,ID_037,ID_037,ID_037,2.16,1.5,2.86,7.99,2024-07-14 00:00:00,ID_037
ID_038,ID_038,ID_038,ID_038,6.87,7.84,4.74,6.33,2024-05-30 00:00:00,ID_038
ID_039,ID_039,ID_039,ID_039,8.01,8.55,4.69,3.69,2024-12-23 00:00:00,ID_039
ID_040,ID_040,ID_040,ID_040,4.1,7.98,5.15,7.79,2024-06-25 00:00:00,ID_040
ID_041,ID_041,ID_041,ID_041,5.15,5.09,5.9,4.97,2024-11-10 00:00:00,ID_041
ID_042,ID_042,ID_042,ID_042,4.85,4.21,4.75,2.84,2024-05-04 00:00:00,ID_042
ID_043,ID_043,ID_043,ID_043,6.26,1.53,1.82,3.22,2024-05-13 00:00:00,ID_043
ID_044,ID_044,ID_044,ID_044,5.19,3.95,1.23,7.41,2024-04-06 00:00:00,ID_044
ID_045,ID_045,ID_045,ID_045,5.41,4.7,6.27,7.97,2024-01-06 00:00:00,ID_045
ID_046,ID_046,ID_046,ID_046,5.34,8.69,3.9,4.21,2024-09-04 00:00:00,ID_046
ID_047,ID_047,ID_047,ID_047,2.9,7.48,5.49,1.72,2024-09-05 00:00:00,ID_047
ID_048,ID_048,ID_048,ID_048,8.36,1.56,7.5,4.92,2024-09-29 00:00:00,ID_048
ID_049,ID_049,ID_049,ID_049,3.67,4.6,2.8,8.08,2024-04-14 00:00:00,ID_049
ID_050,ID_050,ID_050,ID_050,6.51,7.01,3.78,7.16,2024-03-09 00:00:00,ID_050
ID_051,ID_051,ID_051,ID_051,2.48,4.14,5.59,4.26,2024-02-19 00:00:00,ID_051
ID_052,ID_052,ID_052,ID_052,2.58,3.01,6.98,7.1,2024-02-05 00:00:00,ID_052
ID_053,ID_053,ID_053,ID_053,4.82,4.06,5.46,3.07,2024-04-15 00:00:00,ID_053
ID_054,ID_054,ID_054,ID_054,3.42,4.92,4.67,4.09,2024-02-21 00:00:00,ID_054
ID_055,ID_055,ID_055,ID_055,6.93,1.38,1.87,4.07,2024-03-26 00:00:00,ID_055
ID_056,ID_056,ID_056,ID_056,3.14,5.37,2.11,7.39,2024-05-06 00:00:00,ID_056
ID_057,ID_057,ID_057,ID_057,5.82,1.3,6.71,5.37,2024-04-30 00:00:00,ID_057
ID_058,ID_058,ID_058,ID_058,5.26,6.93,2.58,3.97,2024-09-14 00:00:00,ID_058
ID_059,ID_059,ID_059,ID_059,7.39,2.81,2.0,2.31,2024-02-24 00:00:00,ID_059
ID_060,ID_060,ID_060,ID_060,3.38,3.93,1.52,2.98,2024-09-29 00:00:00,ID_060
ID_061,ID_061,ID_061,ID_061,7.28,8.03,5.27,2.06,2024-07-18 00:00:00,ID_061
ID_062,ID_062,ID_062,ID_062,4.43,2.35,5.58,4.51,2024-09-25 00:00:00,ID_062
ID_063,ID_063,ID_063,ID_063,6.98,3.37,4.32,8.51,2024-11-24 00:00:00,ID_063
ID_064,ID_064,ID_064,ID_064,3.71,3.52,4.65,3.45,2024-12-15 00:00:00,ID_064
ID_065,ID_065,ID_065,ID_065,7.95,5.46,7.68,6.29,2024-06-30 00:00:00,ID_065
ID_066,ID_066,ID_066,ID_066,6.96,2.29,8.69,3.51,2024-02-05 00:00:00,ID_066
ID_067,ID_067,ID_067,ID_067,8.0,8.16,6.64,8.65,2024-02-24 00:00:00,ID_067
ID_068,ID_068,ID_068,ID_068,1.87,6.6,4.76,6.37,2024-03-01 00:00:00,ID_068
ID_069,ID_069,ID_069,ID_069,3.17,1.86,3.17,1.42,2024-01-18 00:00:00,ID_069
ID_070,ID_070,ID_070,ID_070,1.6,3.7,6.34,2.27,2024-03-21 00:00:00,ID_070
ID_071,ID_071,ID_071,ID_071,6.86,7.86,7.43,6.64,2024-02-03 00:00:00,ID_071
ID_072,ID_072,ID_072,ID_072,6.78,3.31,5.41,8.38,2024-08-22 00:00:00,ID_072
ID_073,ID_073,ID_073,ID_073,6.27,1.41,4.03,6.35,2024-12-22 00:00:00,ID_073
ID_074,ID_074,ID_074,ID_074,3.46,7.51,3.58,2.89,2024-06-25 00:00:00,ID_074
ID_075,ID_075,ID_075,ID_075,7.36,6.03,8.45,2.98,2024-10-19 00:00:00,ID_075
ID_076,ID_076,ID_076,ID_076,2.02,7.72,2.65,7.49,2024-05-24 00:00:00,ID_076
ID_077,ID_077,ID_077,ID_077,1.97,1.38,3.86,5.96,2024-01-14 00:00:00,ID_077
ID_078,ID_078,ID_078,ID_078,4.13,4.03,6.65,1.25,2024-05-22 00:00:00,ID_078
ID_079,ID_079,ID_079,ID_079,5.69,6.02,5.72,8.38,2024-07-13 00:00:00,ID_079
ID_080,ID_080,ID_080,ID_080,5.56,4.56,1.98,8.5,2024-07-31 00:00:00,ID_080
ID_081,ID_081,ID_081,ID_081,4.01,7.49,6.59,7.47,2024-06-27 00:00:00,ID_081
ID_082,ID_082,ID_082,ID_082,8.79,5.58,7.68,2.21,2024-11-19 00:00:00,ID_082
ID_083,ID_083,ID_083,ID_083,6.47,3.84,6.0,1.34,2024-04-19 00:00:00,ID_083
ID_084,ID_084,ID_084,ID_084,2.88,4.16,4.33,3.36,2024-07-17 00:00:00,ID_084
ID_085,ID_085,ID_085,ID_085,4.99,6.85,3.51,8.6,2024-09-08 00:00:00,ID_085
ID_086,ID_086,ID_086,ID_086,6.15,8.51,5.48,7.82,2024-01-03 00:00:00,ID_086
ID_087,ID_087,ID_087,ID_087,2.53,3.11,2.07,7.9,2024-10-07 00:00:00,ID_087
ID_088,ID_088,ID_088,ID_088,3.66,8.04,5.63,4.69,2024-02-16 00:00:00,ID_088
ID_089,ID_089,ID_089,ID_089,3.25,3.81,7.9,5.01,2024-06-16 00:00:00,ID_089
ID_090,ID_090,ID_090,ID_090,1.86,7.28,6.12,2.57,2024-07-13 00:00:00,ID_090
ID_091,ID_091,ID_091,ID_091,7.94,6.09,7.36,4.41,2024-08-19 00:00:00,ID_091
ID_092,ID_092,ID_092,ID_092,8.4,6.72,8.0,6.41,2024-01-17 00:00:00,ID_092
ID_093,ID_093,ID_093,ID_093,4.33,2.94,2.53,7.98,2024-01-19 00:00:00,ID_093
ID_094,ID_094,ID_094,ID_094,2.18,8.62,1.91,1.22,2024-05-11 00:00:00,ID_094
ID_095,ID_095,ID_095,ID_095,4.95,4.51,7.11,2.26,2024-11-21 00:00:00,ID_095
ID_096,ID_096,ID_096,ID_096,6.96,2.79,3.01,6.64,2024-02-27 00:00:00,ID_096
ID_097,ID_097,ID_097,ID_097,1.7,6.63,3.73,6.98,2024-02-27 00:00:00,ID_097
ID_098,ID_098,ID_098,ID_098,6.34,5.39,7.81,8.08,2024-03-25 00:00:00,ID_098
ID_099,ID_099,ID_099,ID_099,8.31,2.08,8.53,6.86,2024-11-19 00:00:00,ID_099
ID_000,ID_000,ID_000,ID_000,8.34,7.7,2.34,3.63,2024-09-21 00:00:00,ID_000
ID_001,ID_001,ID_001,ID_001,7.49,4.21,4.1,3.49,2024-05-02 00:00:00,ID_001
ID_002,ID_002,ID_002,ID_002,4.28,8.1,5.84,4.22,2024-04-25 00:00:00,ID_002
ID_003,ID_003,ID_003,ID_003,2.69,1.65,5.22,7.52,2024-08-17 00:00:00,ID_003
ID_004,ID_004,ID_004,ID_004,4.92,5.8,7.11,4.33,2024-09-12 00:00:00,ID_004
ID_005,ID_005,ID_005,ID_005,8.31,5.02,1.74,1.91,2024-10-28 00:00:00,ID_005
ID_006,ID_006,ID_006,ID_006,2.95,5.73,6.32,7.34,2024-10-10 00:00:00,ID_006
ID_007,ID_007,ID_007,ID_007,4.48,6.68,3.9,6.99,2024-12-15 00:00:00,ID_007
ID_008,ID_008,ID_008,ID_008,8.01,1.78,5.88,3.43,2024-06-26 00:00:00,ID_008
ID_009,ID_009,ID_009,ID_009,4.55,2.89,6.23,7.94,2024-08-21 00:00:00,ID_009
ID_010,ID_010,ID_010,ID_010,8.61,4.41,2.26,7.4,2024-08-26 00:00:00,ID_010
ID_011,ID_011,ID_011,ID_011,6.69,8.69,1.29,4.85,2024-12-25 00:00:00,ID_011
ID_012,ID_012,ID_012,ID_012,6.59,5.13,3.14,7.0,2024-11-27 00:00:00,ID_012
ID_013,ID_013,ID_013,ID_013,8.32,2.89,8.45,1.57,2024-04-12 00:00:00,ID_013
ID_014,ID_014,ID_014,ID_014,7.12,3.41,2.64,6.63,2024-08-31 00:00:00,ID_014
ID_015,ID_015,ID_015,ID_015,3.89,3.41,3.23,2.74,2024-05-01 00:00:00,ID_015
ID_016,ID_016,ID_016,ID_016,6.85,1.8,6.39,3.48,2024-05-28 00:00:00,ID_016
ID_017,ID_017,ID_017,ID_017,4.12,5.2,8.63,4.01,2024-10-23 00:00:00,ID_017
ID_018,ID_018,ID_018,ID_018,4.15,8.05,8.31,3.81,2024-10-31 00:00:00,ID_018
ID_019,ID_019,ID_019,ID_019,3.08,7.11,8.15,8.48,2024-09-21 00:00:00,ID_019
ID_020,ID_020,ID_020,ID_020,7.49,7.27,6.43,2.2,2024-07-22 00:00:00,ID_020
ID_021,ID_021,ID_021,ID_021,5.01,1.63,4.42,2.88,2024-08-28 00:00:00,ID_021
ID_022,ID_022,ID_022,ID_022,5.2,6.02,4.32,7.27,2024-04-21 00:00:00,ID_022
ID_023,ID_023,ID_023,ID_023,4.15,5.09,1.52,6.46,2024-06-14 00:00:00,ID_023
ID_024,ID_024,ID_024,ID_024,6.11,6.42,3.69,7.68,2024-01-21 00:00:00,ID_024
ID_025,ID_025,ID_025,ID_025,4.23,7.8,8.61,1.68,2024-01-11 00:00:00,ID_025
ID_026,ID_026,ID_026,ID_026,2.62,2.51,5.88,5.9,2024-03-02 00:00:00,ID_026
ID_027,ID_027,ID_027,ID_027,5.82,6.26,7.52,4.44,2024-10-01 00:00:00,ID_027
ID_028,ID_028,ID_028,ID_028,4.28,7.55,7.44,8.63,2024-04-04 00:00:00,ID_028
ID_029,ID_029,ID_029,ID_029,1.64,7.83,5.38,7.0,2024-12-04 00:00:00,ID_029
ID_030,ID_030,ID_030,ID_030,6.13,2.69,4.1,6.9,2024-04-25 00:00:00,ID_030
ID_031,ID_031,ID_031,ID_031,2.01,6.09,8.73,6.24,2024-06-06 00:00:00,ID_031
ID_032,ID_032,ID_032,ID_032,6.8,6.31,6.91,1.98,2024-10-10 00:00:00,ID_032
ID_033,ID_033,ID_033,ID_033,1.85,3.08,2.09,7.26,2024-02-02 00:00:00,ID_033
ID_034,ID_034,ID_034,ID_034,2.7,7.5,8.0,5.17,2024-03-06 00:00:00,ID_034
ID_035,ID_035,ID_035,ID_035,7.48,6.5,7.75,7.57,2024-06-10 00:00:00,ID_035
ID_036,ID_036,ID_036,ID_036,4.06,4.66,7.96,8.13,2024-07-07 00:00:00,ID_036
ID_037,ID_037,ID_037,ID_037,1.24,1.61,7.77,7.1,2024-11-13 00:00:00,ID_037
ID_038,ID_038,ID_038,ID_038,2.18,5.66,7.21,7.16,2024-09-28 00:00:00,ID_038
ID_039,ID_039,ID_039,ID_039,2.76,3.99,6.03,3.33,2024-10-22 00:00:00,ID_039
ID_040,ID_040,ID_040,ID_040,6.27,4.62,1.22,8.56,2024-06-07 00:00:00,ID_040
ID_041,ID_041,ID_041,ID_041,4.9,8.1,6.54,2.65,2024-01-18 00:00:00,ID_041
ID_042,ID_042,ID_042,ID_042,8.49,5.94,4.06,7.1,2024-04-25 00:00:00,ID_042
ID_043,ID_043,ID_043,ID_043,2.27,5.63,7.48,8.76,2024-07-03 00:00:00,ID_043
ID_044,ID_044,ID_044,ID_044,8.17,5.82,8.27,6.34,2024-05-25 00:00:00,ID_044
ID_045,ID_045,ID_045,ID_045,2.1,2.35,7.64,3.47,2024-02-22 00:00:00,ID_045
ID_046,ID_046,ID_046,ID_046,7.17,2.38,7.72,7.39,2024-07-29 00:00:00,ID_046
ID_047,ID_047,ID_047,ID_047,6.72,5.9,6.94,7.98,2024-09-11 00:00:00,ID_047
ID_048,ID_048,ID_048,ID_048,2.26,4.77,4.42,5.77,2024-01-28 00:00:00,ID_048
ID_049,ID_049,ID_049,ID_049,3.39,8.73,4.44,7.27,2024-05-20 00:00:00,ID_049
ID_050,ID_050,ID_050,ID_050,4.76,7.17,2.85,2.1,2024-06-26 00:00:00,ID_050
ID_051,ID_051,ID_051,ID_051,4.42,8.35,7.43,3.3,2024-11-09 00:00:00,ID_051
ID_052,ID_052,ID_052,ID_052,6.44,3.56,7.37,1.74,2024-05-29 00:00:00,ID_052
ID_053,ID_053,ID_053,ID_053,6.79,1.93,7.42,3.99,2024-08-25 00:00:00,ID_053
ID_054,ID_054,ID_054,ID_054,5.43,6.61,4.24,6.26,2024-02-20 00:00:00,ID_054
ID_055,ID_055,ID_055,ID_055,3.91,1.71,6.47,2.47,2024-04-23 00:00:00,ID_055
ID_056,ID_056,ID_056,ID_056,2.39,3.39,7.82,8.28,2024-05-15 00:00:00,ID_056
ID_057,ID_057,ID_057,ID_057,7.86,3.27,3.43,5.33,2024-06-18 00:00:00,ID_057
ID_058,ID_058,ID_058,ID_058,7.13,3.91,1.64,3.21,2024-05-12 00:00:00,ID_058
ID_059,ID_059,ID_059,ID_059,8.01,3.43,3.76,3.47,2024-03-30 00:00:00,ID_059
ID_060,ID_060,ID_060,ID_060,4.62,5.02,5.11,4.41,2024-11-06 00:00:00,ID_060
ID_061,ID_061,ID_061,ID_061,8.54,5.85,3.04,4.5,2024-03-01 00:00:00,ID_061
ID_062,ID_062,ID_062,ID_062,3.5,3.59,1.7,7.02,2024-12-02 00:00:00,ID_062
ID_063,ID_063,ID_063,ID_063,8.3,6.43,2.2,7.8,2024-05-19 00:00:00,ID_063
ID_064,ID_064,ID_064,ID_064,2.03,5.94,2.06,7.03,2024-11-17 00:00:00,ID_064
ID_065,ID_065,ID_065,ID_065,6.89,7.64,5.5,8.05,2024-08-27 00:00:00,ID_065
ID_066,ID_066,ID_066,ID_066,6.24,5.31,2.04,1.96,2024-02-09 00:00:00,ID_066
ID_067,ID_067,ID_067,ID_067,6.46,2.45,6.04,4.04,2024-09-02 00:00:00,ID_067
ID_068,ID_068,ID_068,ID_068,8.52,2.0,2.55,5.6,2024-06-28 00:00:00,ID_068
ID_069,ID_069,ID_069,ID_069,6.4,1.76,4.62,4.87,2024-09-02 00:00:00,ID_069
ID_070,ID_070,ID_070,ID_070,4.86,2.95,8.4,1.3,2024-09-14 00:00:00,ID_070
ID_071,ID_071,ID_071,ID_071,1.6,2.41,1.34,4.6,2024-11-07 00:00:00,ID_071
ID_072,ID_072,ID_072,ID_072,4.76,2.07,4.41,2.02,2024-12-16 00:00:00,ID_072
ID_073,ID_073,ID_073,ID_073,2.86,2.84,6.32,4.75,2024-06-15 00:00:00,ID_073
ID_074,ID_074,ID_074,ID_074,2.73,8.67,1.44,3.74,2024-09-16 00:00:00,ID_074
ID_075,ID_075,ID_075,ID_075,5.14,8.22,5.78,3.22,2024-10-17 00:00:00,ID_075
ID_076,ID_076,ID_076,ID_076,8.48,7.09,3.75,7.09,2024-07-10 00:00:00,ID_076
ID_077,ID_077,ID_077,ID_077,5.1,6.05,5.22,8.14,2024-07-14 00:00:00,ID_077
ID_078,ID_078,ID_078,ID_078,5.19,6.83,3.12,2.35,2024-03-01 00:00:00,ID_078
ID_079,ID_079,ID_079,ID_079,3.15,6.46,1.42,6.71,2024-12-17 00:00:00,ID_079
ID_080,ID_080,ID_080,ID_080,2.52,7.08,6.39,2.69,2024-07-13 00:00:00,ID_080
ID_081,ID_081,ID_081,ID_081,4.84,5.4,4.57,6.32,2024-01-27 00:00:00,ID_081
ID_082,ID_082,ID_082,ID_082,8.48,3.78,2.96,7.8,2024-12-23 00:00:00,ID_082
ID_083,ID_083,ID_083,ID_083,3.37,3.59,3.78,5.24,2024-01-09 00:00:00,ID_083
ID_084,ID_084,ID_084,ID_084,6.56,6.78,6.34,3.73,2024-05-23 00:00:00,ID_084
ID_085,ID_085,ID_085,ID_085,6.98,5.33,2.39,7.0,2024-11-21 00:00:00,ID_085
ID_086,ID_086,ID_086,ID_086,5.72,2.34,7.01,3.81,2024-12-11 00:00:00,ID_086
ID_087,ID_087,ID_087,ID_087,2.37,4.42,8.49,4.73,2024-11-03 00:00:00,ID_087
ID_088,ID_088,ID_088,ID_088,3.27,6.07,3.6,2.67,2024-09-03 00:00:00,ID_088
ID_089,ID_089,ID_089,ID_089,4.18,4.79,3.15,3.6,2024-10-17 00:00:00,ID_089
ID_090,ID_090,ID_090,ID_090,5.4,2.58,1.61,7.92,2024-03-22 00:00:00,ID_090
ID_091,ID_091,ID_091,ID_091,3.48,5.75,8.53,4.91,2024-08-24 00:00:00,ID_091
ID_092,ID_092,ID_092,ID_092,8.7,5.43,5.16,4.53,2024-06-11 00:00:00,ID_092
ID_093,ID_093,ID_093,ID_093,8.55,7.49,7.97,5.3,2024-08-06 00:00:00,ID_093
ID_094,ID_094,ID_094,ID_094,4.34,7.03,7.18,5.71,2024-06-10 00:00:00,ID_094
ID_095,ID_095,ID_095,ID_095,5.59,6.38,5.65,6.62,2024-08-02 00:00:00,ID_095
ID_096,ID_096,ID_096,ID_096,2.68,2.45,2.64,2.97,2024-02-15 00:00:00,ID_096
ID_097,ID_097,ID_097,ID_097,6.3,8.74,8.04,5.73,2024-03-01 00:00:00,ID_097
ID_098,ID_098,ID_098,ID_098,4.6,1.56,7.15,6.7,2024-07-20 00:00:00,ID_098
ID_099,ID_099,ID_099,ID_099,6.98,5.42,8.46,6.6,2024-11-05 00:00:00,ID_099
ID_000,ID_000,ID_000,ID_000,3.15,6.75,1.63,2.06,2024-11-14 00:00:00,ID_000
ID_001,ID_001,ID_001,ID_001,1.42,8.62,6.43,2.03,2024-01-09 00:00:00,ID_001
ID_002,ID_002,ID_002,ID_002,3.56,3.41,3.78,2.92,2024-03-24 00:00:00,ID_002
ID_003,ID_003,ID_003,ID_003,5.26,5.12,5.05,1.86,2024-09-15 00:00:00,ID_003
ID_004,ID_004,ID_004,ID_004,4.2,5.66,2.72,7.9,2024-04-22 00:00:00,ID_004
ID_005,ID_005,ID_005,ID_005,5.42,4.46,3.99,3.52,2024-03-10 00:00:00,ID_005
ID_006,ID_006,ID_006,ID_006,3.45,5.69,2.79,7.44,2024-06-20 00:00:00,ID_006
ID_007,ID_007,ID_007,ID_007,8.04,4.98,8.6,3.14,2024-05-25 00:00:00,ID_007
ID_008,ID_008,ID_008,ID_008,4.22,1.95,1.23,3.95,2024-04-06 00:00:00,ID_008
ID_009,ID_009,ID_009,ID_009,5.19,7.65,7.54,4.71,2024-05-04 00:00:00,ID_009
ID_010,ID_010,ID_010,ID_010,3.74,4.13,7.02,5.7,2024-02-16 00:00:00,ID_010
ID_011,ID_011,ID_011,ID_011,3.47,3.4,4.04,3.37,2024-06-09 00:00:00,ID_011
ID_012,ID_012,ID_012,ID_012,6.21,5.68,2.53,4.97,2024-03-16 00:00:00,ID_012
