col_date,col_heure,col_ville,col_departement,col_region,col_zone,col_type_route,col_type_cause,col_gravite,col_duree_estimee_minutes,col_impact_trafic,col_retard_estime_minutes,col_latitude,col_longitude,col_statut,col_source,col_zone_idf,col_niveau_congestion,col_vitesse_moyenne_kmh,col_temps_perdu_minutes,col_longueur_bouchon_km,col_heure_debut,col_dir,col_route_concernee,col_type_travaux,col_date_debut,col_date_fin,col_duree_jours,col_impact_circulation,col_voies_reduites,col_longueur_chantier_km,col_type_zone,col_nb_incidents,col_frequence_percent,col_duree_moyenne_minutes,col_retard_moyen_minutes,col_gravite_dominante,col_date_analyse,col_duree_moyenne,col_retard_moyen,col_nb_occurrences,col_pourcentage
2024-04-01 00:00:00,5.91,Lyon,Hauts-de-France,Île-de-France,2.99,7.0,6.64,8.15,2024-03-06 00:00:00,3.22,2024-03-02 00:00:00,51.211207,1.84289,6.91,RATP_Open_Data_2024,Z_001,6.07,70,26.2,1.84289,3.19,3.29,7.3,2.91,2024-07-24 00:00:00,2024-02-27 00:00:00,5.02,51.211207,7.25,1.84289,7.75,Z_001,1.53,4.35,1.48,4.32,2024-03-27 00:00:00,1.9,6.45,7.19,2.1
2024-10-21 00:00:00,7.97,Nice,Île-de-France,Provence-Alpes-Côte d'Azur,8.17,2.2,5.88,3.25,2024-04-07 00:00:00,3.06,2024-12-21 00:00:00,49.98156,3.636994,8.38,SNCF_Open_Data,Z_019,1.94,110,10.5,3.636994,5.25,5.1,7.06,8.12,2024-07-29 00:00:00,2024-05-18 00:00:00,3.12,49.98156,2.31,3.636994,4.61,Z_019,2.58,7.54,4.21,7.05,2024-08-08 00:00:00,8.3,3.93,6.44,6.44
2024-02-28 00:00:00,3.41,Nantes,Auvergne-Rhône-Alpes,Grand Est,4.46,2.54,8.08,6.65,2024-08-04 00:00:00,2.82,2024-06-10 00:00:00,48.766257,2.016988,8.01,RATP_Open_Data_2024,Z_018,8.39,30,20.2,2.016988,4.12,5.02,2.92,4.06,2024-08-18 00:00:00,2024-11-12 00:00:00,5.24,48.766257,1.24,2.016988,4.46,Z_018,7.09,5.33,2.61,8.7,2024-03-04 00:00:00,4.06,3.34,4.46,5.13
2024-06-24 00:00:00,8.6,Strasbourg,Nouvelle-Aquitaine,Normandie,1.59,3.44,7.55,4.8,2024-07-30 00:00:00,3.16,2024-10-19 00:00:00,45.211622,0.711361,1.25,Airparif,Z_009,3.22,130,11.9,0.711361,3.03,2.61,3.49,4.38,2024-03-23 00:00:00,2024-11-08 00:00:00,5.64,45.211622,8.71,0.711361,5.13,Z_009,8.02,2.52,5.39,6.87,2024-03-28 00:00:00,6.73,1.3,4.54,8.33
2024-02-10 00:00:00,4.13,Marseille,Hauts-de-France,Occitanie,2.52,4.25,4.85,1.34,2024-05-02 00:00:00,6.84,2024-04-10 00:00:00,47.091967,0.26771,3.89,RATP_Open_Data_2024,Z_008,3.19,70,7.2,0.26771,2.44,4.43,6.97,7.39,2024-07-08 00:00:00,2024-03-26 00:00:00,5.68,47.091967,4.29,0.26771,8.13,Z_008,8.69,5.58,6.47,3.06,2024-07-20 00:00:00,3.45,4.3,8.04,4.04
2024-05-10 00:00:00,8.34,Marseille,Hauts-de-France,Provence-Alpes-Côte d'Azur,1.31,5.27,6.38,5.91,2024-08-12 00:00:00,7.24,2024-06-13 00:00:00,46.133603,-0.625694,7.37,Airparif,Z_011,7.19,30,19.9,-0.625694,2.95,2.97,6.55,5.5,2024-02-17 00:00:00,2024-04-30 00:00:00,2.52,46.133603,1.24,-0.625694,8.78,Z_011,2.43,5.86,6.7,6.67,2024-12-09 00:00:00,3.32,6.04,5.96,7.51
2024-06-26 00:00:00,8.6,Lyon,Hauts-de-France,Provence-Alpes-Côte d'Azur,2.12,8.16,4.7,4.57,2024-12-02 00:00:00,1.59,2024-01-12 00:00:00,52.72999,-0.648452,7.39,Airparif,Z_015,8.55,110,21.5,-0.648452,4.14,8.25,2.5,3.13,2024-11-25 00:00:00,2024-01-14 00:00:00,2.77,52.72999,7.42,-0.648452,2.37,Z_015,5.85,7.92,5.79,8.68,2024-10-16 00:00:00,5.78,4.22,4.98,2.56
2024-07-19 00:00:00,1.79,Montpellier,Bretagne,Pays de la Loire,3.87,5.27,6.65,3.25,2024-07-09 00:00:00,5.15,2024-01-16 00:00:00,47.93208,4.659633,7.51,Météo-France,Z_019,1.46,80,19.3,4.659633,6.49,2.51,6.9,7.86,2024-01-13 00:00:00,2024-11-20 00:00:00,1.58,47.93208,3.64,4.659633,7.12,Z_019,6.34,5.45,3.82,5.51,2024-04-22 00:00:00,1.67,2.74,1.24,4.93
2024-09-15 00:00:00,4.3,Lyon,Grand Est,Île-de-France,2.46,6.46,2.23,1.94,2024-04-04 00:00:00,6.98,2024-07-02 00:00:00,48.298197,6.207859,7.95,Airparif,Z_006,3.35,70,6.8,6.207859,3.61,3.17,7.25,5.16,2024-06-29 00:00:00,2024-09-20 00:00:00,7.29,48.298197,8.51,6.207859,6.03,Z_006,7.49,7.02,2.84,4.01,2024-09-04 00:00:00,6.84,6.4,5.84,6.42
2024-06-08 00:00:00,2.12,Strasbourg,Nouvelle-Aquitaine,Hauts-de-France,4.32,4.41,5.6,4.53,2024-01-18 00:00:00,7.95,2024-01-04 00:00:00,46.312143,5.325118,5.57,SNCF_Open_Data,Z_010,2.04,45,7.5,5.325118,1.58,5.56,7.72,3.75,2024-11-14 00:00:00,2024-01-20 00:00:00,7.85,46.312143,1.58,5.325118,3.8,Z_010,4.25,7.05,1.71,6.97,2024-11-23 00:00:00,7.54,4.93,7.9,5.87
2024-06-21 00:00:00,8.0,Lille,Bretagne,Occitanie,5.59,8.63,4.2,8.73,2024-07-27 00:00:00,4.25,2024-04-16 00:00:00,45.586784,-0.533499,3.74,Data.gouv.fr,Z_020,8.64,30,25.3,-0.533499,2.63,1.35,2.91,2.2,2024-08-08 00:00:00,2024-10-22 00:00:00,8.25,45.586784,8.79,-0.533499,6.26,Z_020,4.17,4.06,3.19,8.42,2024-01-26 00:00:00,6.42,7.97,5.01,2.35
2024-07-29 00:00:00,7.53,Montpellier,Pays de la Loire,Île-de-France,7.98,4.53,7.51,7.09,2024-10-12 00:00:00,6.85,2024-08-20 00:00:00,51.987601,3.742439,7.1,RATP_Open_Data_2024,Z_014,2.31,45,27.1,3.742439,3.61,8.71,1.6,5.67,2024-03-29 00:00:00,2024-11-10 00:00:00,5.45,51.987601,7.35,3.742439,4.24,Z_014,3.8,8.29,5.3,2.53,2024-12-23 00:00:00,7.59,2.7,5.29,6.66
2024-11-07 00:00:00,4.43,Marseille,Provence-Alpes-Côte d'Azur,Grand Est,2.67,3.13,8.03,6.8,2024-11-28 00:00:00,7.34,2024-06-21 00:00:00,52.579763,0.309185,7.21,SNCF_Open_Data,Z_013,1.37,70,25.6,0.309185,3.67,6.27,7.39,7.75,2024-07-17 00:00:00,2024-06-24 00:00:00,3.88,52.579763,3.06,0.309185,7.11,Z_013,5.61,8.16,2.03,5.52,2024-03-27 00:00:00,7.35,4.7,6.39,7.81
2024-12-25 00:00:00,5.24,Nice,Normandie,Île-de-France,3.01,1.33,6.92,2.72,2024-01-06 00:00:00,6.08,2024-11-06 00:00:00,46.095094,5.08473,3.92,SNCF_Open_Data,Z_010,7.72,110,10.8,5.08473,5.68,5.31,3.15,4.1,2024-11-09 00:00:00,2024-08-09 00:00:00,5.15,46.095094,8.32,5.08473,5.84,Z_010,5.85,7.13,5.36,2.97,2024-11-06 00:00:00,8.47,6.09,1.32,4.33
2024-11-17 00:00:00,6.58,Toulouse,Provence-Alpes-Côte d'Azur,Île-de-France,7.92,8.47,4.43,4.54,2024-05-24 00:00:00,7.68,2024-06-29 00:00:00,49.262355,2.071881,1.43,RATP_Open_Data_2024,Z_010,5.26,130,24.8,2.071881,7.6,4.32,4.09,5.48,2024-04-27 00:00:00,2024-08-16 00:00:00,3.39,49.262355,8.12,2.071881,5.29,Z_010,1.98,1.79,3.95,7.62,2024-12-21 00:00:00,7.53,3.19,4.71,2.17
2024-06-08 00:00:00,4.16,Lyon,Auvergne-Rhône-Alpes,Nouvelle-Aquitaine,1.88,3.19,3.56,1.59,2024-10-17 00:00:00,1.58,2024-04-20 00:00:00,50.944884,0.216363,6.46,Airparif,Z_019,4.73,80,8.8,0.216363,4.21,4.32,8.43,7.4,2024-05-08 00:00:00,2024-06-13 00:00:00,6.71,50.944884,5.03,0.216363,4.72,Z_019,1.83,3.97,6.95,4.06,2024-05-29 00:00:00,3.2,3.46,6.64,6.47
2024-05-25 00:00:00,6.76,Lyon,Provence-Alpes-Côte d'Azur,Auvergne-Rhône-Alpes,5.61,5.34,6.19,7.32,2024-09-17 00:00:00,6.38,2024-12-20 00:00:00,49.104586,1.732705,4.92,SNCF_Open_Data,Z_011,4.17,45,22.4,1.732705,6.69,2.05,5.57,7.22,2024-03-09 00:00:00,2024-01-18 00:00:00,6.03,49.104586,1.64,1.732705,2.99,Z_011,5.59,4.66,6.62,2.28,2024-03-27 00:00:00,1.94,4.97,5.18,7.93
2024-11-24 00:00:00,3.66,Strasbourg,Occitanie,Hauts-de-France,7.22,4.01,2.14,5.56,2024-01-27 00:00:00,3.17,2024-08-07 00:00:00,48.873144,5.531925,4.31,Data.gouv.fr,Z_017,1.23,130,11.7,5.531925,8.16,1.5,1.73,7.18,2024-10-03 00:00:00,2024-02-09 00:00:00,6.08,48.873144,7.96,5.531925,7.62,Z_017,8.43,4.49,7.24,5.84,2024-05-05 00:00:00,3.41,2.98,1.71,4.2
2024-11-24 00:00:00,4.19,Lille,Île-de-France,Occitanie,6.57,6.12,1.29,3.18,2024-04-27 00:00:00,2.05,2024-11-25 00:00:00,51.053986,0.861054,1.73,RATP_Open_Data_2024,Z_009,3.45,30,5.0,0.861054,7.67,2.21,1.67,3.01,2024-11-10 00:00:00,2024-05-28 00:00:00,6.17,51.053986,1.65,0.861054,3.08,Z_009,1.59,4.88,2.35,6.98,2024-07-26 00:00:00,7.77,7.56,7.34,3.86
2024-01-20 00:00:00,6.11,Nantes,Nouvelle-Aquitaine,Hauts-de-France,2.85,5.13,8.13,8.47,2024-04-11 00:00:00,3.51,2024-11-10 00:00:00,50.557335,5.323695,5.73,Airparif,Z_016,4.02,30,23.1,5.323695,3.86,8.28,3.47,7.97,2024-06-13 00:00:00,2024-09-16 00:00:00,7.95,50.557335,3.59,5.323695,5.82,Z_016,1.75,5.56,6.61,3.01,2024-10-08 00:00:00,8.76,3.84,1.96,5.4
2024-01-14 00:00:00,4.25,Nantes,Provence-Alpes-Côte d'Azur,Bretagne,3.2,6.77,4.7,2.65,2024-01-02 00:00:00,6.11,2024-03-03 00:00:00,46.906223,4.318581,4.77,Météo-France,Z_016,4.35,45,11.5,4.318581,3.49,5.69,4.06,2.71,2024-03-26 00:00:00,2024-05-24 00:00:00,7.32,46.906223,4.59,4.318581,5.82,Z_016,3.21,1.43,6.19,4.51,2024-12-08 00:00:00,4.82,7.18,1.81,1.33
2024-08-20 00:00:00,8.34,Strasbourg,Île-de-France,Hauts-de-France,3.22,2.39,7.47,2.17,2024-08-14 00:00:00,7.0,2024-03-15 00:00:00,50.55929,-1.191874,2.09,Data.gouv.fr,Z_008,8.12,50,15.9,-1.191874,2.14,4.27,8.4,3.6,2024-01-24 00:00:00,2024-09-07 00:00:00,3.2,50.55929,3.11,-1.191874,7.71,Z_008,1.55,6.8,8.61,8.26,2024-04-22 00:00:00,8.47,7.68,4.33,1.72
2024-06-03 00:00:00,8.62,Marseille,Normandie,Auvergne-Rhône-Alpes,2.06,6.69,6.61,1.92,2024-05-18 00:00:00,5.46,2024-11-18 00:00:00,50.680875,5.207134,4.7,RATP_Open_Data_2024,Z_006,7.17,130,23.7,5.207134,4.55,8.69,7.68,8.45,2024-01-05 00:00:00,2024-10-15 00:00:00,8.3,50.680875,3.59,5.207134,7.6,Z_006,8.44,2.22,3.59,1.96,2024-01-23 00:00:00,2.69,5.14,1.3,6.1
2024-03-11 00:00:00,2.7,Bordeaux,Normandie,Provence-Alpes-Côte d'Azur,5.25,7.57,6.92,4.01,2024-08-04 00:00:00,7.51,2024-10-23 00:00:00,52.309266,1.293557,7.59,Météo-France,Z_013,6.82,70,26.2,1.293557,5.43,1.79,6.43,6.38,2024-04-20 00:00:00,2024-11-20 00:00:00,5.3,52.309266,3.17,1.293557,6.17,Z_013,1.44,6.1,6.47,7.99,2024-10-08 00:00:00,3.75,2.87,1.71,6.23
2024-09-22 00:00:00,1.22,Toulouse,Auvergne-Rhône-Alpes,Nouvelle-Aquitaine,1.42,3.4,1.21,6.03,2024-09-04 00:00:00,1.92,2024-04-21 00:00:00,49.903701,5.102611,2.67,Data.gouv.fr,Z_020,5.64,130,8.5,5.102611,6.03,4.49,1.92,4.15,2024-12-03 00:00:00,2024-08-23 00:00:00,8.06,49.903701,5.09,5.102611,6.71,Z_020,4.1,2.74,2.11,8.62,2024-06-11 00:00:00,6.19,3.86,2.84,3.83
2024-08-12 00:00:00,7.39,Toulouse,Nouvelle-Aquitaine,Auvergne-Rhône-Alpes,4.08,7.87,4.99,3.6,2024-04-11 00:00:00,6.69,2024-07-25 00:00:00,48.981935,2.96529,8.79,SNCF_Open_Data,Z_012,7.12,30,23.0,2.96529,6.24,3.18,4.99,1.68,2024-10-15 00:00:00,2024-11-26 00:00:00,4.89,48.981935,5.48,2.96529,2.35,Z_012,7.99,7.91,8.73,2.83,2024-01-05 00:00:00,3.03,3.46,7.12,1.64
2024-03-16 00:00:00,1.85,Strasbourg,Nouvelle-Aquitaine,Grand Est,1.97,5.5,6.94,7.89,2024-08-23 00:00:00,7.45,2024-08-06 00:00:00,47.788678,-1.403229,1.85,Météo-France,Z_016,6.29,50,11.6,-1.403229,3.3,7.14,2.11,3.63,2024-06-09 00:00:00,2024-11-09 00:00:00,1.26,47.788678,2.57,-1.403229,2.77,Z_016,6.58,1.99,7.69,5.11,2024-12-13 00:00:00,3.72,6.58,2.9,8.31
2024-05-15 00:00:00,6.45,Lyon,Grand Est,Pays de la Loire,8.55,7.66,7.12,6.11,2024-01-16 00:00:00,6.3,2024-08-06 00:00:00,50.133389,3.186739,2.97,Data.gouv.fr,Z_003,7.94,30,10.4,3.186739,5.36,5.15,5.74,5.12,2024-07-14 00:00:00,2024-01-27 00:00:00,2.92,50.133389,5.14,3.186739,5.12,Z_003,5.05,8.23,6.04,7.37,2024-01-05 00:00:00,1.64,2.85,2.53,4.67
2024-06-29 00:00:00,8.39,Lille,Auvergne-Rhône-Alpes,Île-de-France,1.36,5.8,3.66,4.41,2024-09-08 00:00:00,2.06,2024-06-16 00:00:00,50.72362,-0.087637,4.32,SNCF_Open_Data,Z_014,6.08,30,16.6,-0.087637,6.43,4.65,7.27,3.42,2024-09-15 00:00:00,2024-07-05 00:00:00,3.92,50.72362,7.81,-0.087637,5.65,Z_014,7.95,3.31,2.44,6.45,2024-03-07 00:00:00,6.05,2.68,1.92,5.81
2024-04-05 00:00:00,8.27,Bordeaux,Grand Est,Bretagne,8.46,7.31,8.14,2.26,2024-11-21 00:00:00,2.54,2024-10-22 00:00:00,50.084143,-1.250612,8.77,Météo-France,Z_011,5.89,110,11.1,-1.250612,4.06,4.46,5.94,4.26,2024-07-22 00:00:00,2024-12-10 00:00:00,4.58,50.084143,2.43,-1.250612,4.12,Z_011,6.2,2.67,4.7,6.15,2024-02-09 00:00:00,3.95,8.17,3.24,1.96
2024-09-13 00:00:00,8.05,Bordeaux,Nouvelle-Aquitaine,Pays de la Loire,3.6,2.16,8.64,1.88,2024-02-18 00:00:00,2.86,2024-06-20 00:00:00,49.423495,1.498655,3.82,Météo-France,Z_010,6.22,110,11.7,1.498655,6.81,8.13,6.59,4.08,2024-12-16 00:00:00,2024-11-19 00:00:00,2.63,49.423495,4.77,1.498655,8.73,Z_010,4.66,7.22,1.56,7.93,2024-06-08 00:00:00,5.57,8.2,7.35,7.37
2024-10-05 00:00:00,4.92,Lille,Pays de la Loire,Île-de-France,4.01,1.23,4.09,8.67,2024-04-22 00:00:00,1.55,2024-07-02 00:00:00,45.077412,-1.089818,7.6,SNCF_Open_Data,Z_017,7.09,110,27.5,-1.089818,4.78,4.25,4.78,2.65,2024-11-25 00:00:00,2024-09-17 00:00:00,6.83,45.077412,7.32,-1.089818,1.85,Z_017,6.21,1.44,3.3,7.18,2024-10-30 00:00:00,2.58,6.3,3.9,1.74
2024-03-14 00:00:00,6.41,Nantes,Bretagne,Bretagne,2.55,6.56,8.55,3.42,2024-02-13 00:00:00,2.58,2024-10-19 00:00:00,51.759886,5.828656,4.85,Météo-France,Z_001,8.16,45,11.0,5.828656,5.38,1.72,2.97,1.5,2024-10-23 00:00:00,2024-01-06 00:00:00,1.5,51.759886,7.46,5.828656,5.11,Z_001,1.97,5.53,4.71,4.17,2024-10-15 00:00:00,3.11,1.28,7.09,5.86
2024-12-16 00:00:00,4.53,Nantes,Hauts-de-France,Nouvelle-Aquitaine,4.87,7.37,3.73,3.65,2024-05-17 00:00:00,8.71,2024-02-02 00:00:00,47.135698,5.862124,5.14,Data.gouv.fr,Z_001,6.06,110,17.0,5.862124,6.97,4.75,6.93,5.42,2024-10-10 00:00:00,2024-05-13 00:00:00,5.71,47.135698,3.96,5.862124,4.96,Z_001,8.68,2.41,6.13,5.1,2024-03-29 00:00:00,3.03,6.37,6.41,1.43
2024-03-06 00:00:00,3.89,Strasbourg,Nouvelle-Aquitaine,Normandie,1.64,7.56,5.26,4.25,2024-05-13 00:00:00,5.1,2024-06-26 00:00:00,50.888249,4.915567,1.81,Airparif,Z_007,3.06,50,10.7,4.915567,1.73,4.61,2.64,6.93,2024-06-30 00:00:00,2024-06-17 00:00:00,7.9,50.888249,2.56,4.915567,2.49,Z_007,1.32,8.26,5.11,4.93,2024-03-29 00:00:00,4.52,7.61,6.27,6.28
2024-11-17 00:00:00,2.89,Lille,Hauts-de-France,Occitanie,8.21,8.4,3.12,7.98,2024-04-21 00:00:00,3.92,2024-01-12 00:00:00,48.166559,1.966847,5.63,Météo-France,Z_011,5.61,45,16.7,1.966847,1.22,3.7,8.23,2.23,2024-02-12 00:00:00,2024-01-22 00:00:00,2.09,48.166559,6.51,1.966847,8.19,Z_011,4.82,2.89,5.65,2.32,2024-04-12 00:00:00,8.21,7.0,5.91,3.41
2024-09-27 00:00:00,7.47,Marseille,Bretagne,Île-de-France,4.52,8.75,8.22,5.94,2024-06-12 00:00:00,1.29,2024-04-02 00:00:00,47.472857,5.637189,1.72,SNCF_Open_Data,Z_002,2.27,70,8.8,5.637189,7.81,5.18,6.11,1.54,2024-06-02 00:00:00,2024-05-09 00:00:00,5.44,47.472857,6.67,5.637189,5.12,Z_002,5.33,4.75,4.21,3.32,2024-07-23 00:00:00,6.49,5.7,6.11,6.7
2024-01-11 00:00:00,3.99,Lille,Pays de la Loire,Occitanie,5.7,3.66,8.2,6.32,2024-09-30 00:00:00,6.85,2024-08-17 00:00:00,48.596304,3.816492,7.94,RATP_Open_Data_2024,Z_016,7.33,130,7.1,3.816492,7.29,6.7,7.98,1.41,2024-01-17 00:00:00,2024-06-02 00:00:00,6.16,48.596304,7.03,3.816492,6.41,Z_016,2.18,1.59,1.55,1.31,2024-03-07 00:00:00,3.22,2.76,5.45,4.2
2024-10-14 00:00:00,5.19,Lille,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,3.87,5.76,6.71,7.49,2024-07-25 00:00:00,3.96,2024-09-19 00:00:00,49.289878,1.723094,6.48,SNCF_Open_Data,Z_015,8.03,30,24.3,1.723094,7.19,3.65,5.16,3.9,2024-01-22 00:00:00,2024-08-24 00:00:00,1.81,49.289878,5.32,1.723094,1.69,Z_015,1.62,1.27,2.0,7.68,2024-11-10 00:00:00,4.24,5.17,2.88,5.49
2024-07-14 00:00:00,6.02,Montpellier,Île-de-France,Grand Est,5.37,1.79,7.02,5.79,2024-10-15 00:00:00,6.13,2024-01-18 00:00:00,50.851642,5.585905,4.97,Data.gouv.fr,Z_019,1.48,80,5.1,5.585905,2.26,4.29,2.76,6.55,2024-03-11 00:00:00,2024-07-28 00:00:00,2.02,50.851642,4.44,5.585905,4.55,Z_019,5.67,2.56,5.1,4.81,2024-06-04 00:00:00,7.79,5.71,4.03,6.53
2024-07-12 00:00:00,1.85,Marseille,Pays de la Loire,Île-de-France,8.38,4.66,8.04,1.86,2024-05-22 00:00:00,4.15,2024-06-27 00:00:00,49.705718,2.760539,3.1,SNCF_Open_Data,Z_012,2.05,45,19.0,2.760539,6.87,2.93,8.51,4.94,2024-07-10 00:00:00,2024-03-14 00:00:00,7.44,49.705718,4.16,2.760539,6.03,Z_012,6.16,8.01,5.93,8.01,2024-07-26 00:00:00,5.0,8.79,6.34,2.42
2024-04-25 00:00:00,4.51,Lille,Pays de la Loire,Occitanie,5.22,2.64,2.17,6.01,2024-04-25 00:00:00,7.71,2024-09-18 00:00:00,51.405261,3.902037,5.71,SNCF_Open_Data,Z_007,5.01,45,6.5,3.902037,4.68,7.66,4.54,6.92,2024-06-07 00:00:00,2024-11-01 00:00:00,8.55,51.405261,4.57,3.902037,6.1,Z_007,8.33,1.99,6.81,3.72,2024-07-29 00:00:00,6.24,2.08,5.59,5.93
2024-06-10 00:00:00,4.56,Toulouse,Grand Est,Auvergne-Rhône-Alpes,2.98,8.52,8.71,8.63,2024-01-29 00:00:00,4.95,2024-09-25 00:00:00,47.031747,0.172921,3.91,SNCF_Open_Data,Z_009,6.22,50,15.5,0.172921,5.03,7.09,7.5,1.22,2024-07-20 00:00:00,2024-10-10 00:00:00,7.08,47.031747,3.66,0.172921,7.81,Z_009,8.34,4.79,2.88,4.24,2024-10-03 00:00:00,6.74,6.89,5.19,5.41
2024-05-18 00:00:00,4.75,Toulouse,Pays de la Loire,Hauts-de-France,6.14,2.84,2.0,3.0,2024-10-08 00:00:00,3.32,2024-08-26 00:00:00,52.172066,4.430137,2.38,Data.gouv.fr,Z_013,8.56,50,12.5,4.430137,2.77,5.93,3.12,2.2,2024-02-28 00:00:00,2024-05-24 00:00:00,7.79,52.172066,6.82,4.430137,8.47,Z_013,6.03,4.1,3.15,5.42,2024-02-15 00:00:00,2.06,2.27,8.04,3.33
2024-08-08 00:00:00,6.91,Bordeaux,Auvergne-Rhône-Alpes,Provence-Alpes-Côte d'Azur,3.59,8.26,3.38,8.0,2024-10-21 00:00:00,6.62,2024-05-28 00:00:00,49.492771,0.129947,1.84,SNCF_Open_Data,Z_005,4.6,130,21.2,0.129947,8.4,5.74,4.96,6.7,2024-11-06 00:00:00,2024-02-28 00:00:00,8.37,49.492771,5.09,0.129947,3.1,Z_005,8.25,8.34,7.37,6.56,2024-12-23 00:00:00,3.87,2.89,6.23,5.24
2024-04-03 00:00:00,7.95,Nice,Normandie,Pays de la Loire,8.15,1.75,6.58,2.39,2024-12-09 00:00:00,2.57,2024-06-01 00:00:00,45.713635,2.077409,7.95,Data.gouv.fr,Z_019,5.78,30,25.4,2.077409,7.18,1.42,6.23,3.4,2024-11-22 00:00:00,2024-12-12 00:00:00,6.27,45.713635,2.89,2.077409,6.1,Z_019,5.55,8.13,2.12,2.56,2024-02-09 00:00:00,6.82,6.83,4.17,8.37
2024-03-03 00:00:00,2.48,Nice,Occitanie,Île-de-France,7.37,7.12,2.85,1.94,2024-01-22 00:00:00,6.63,2024-02-11 00:00:00,46.334032,2.808464,7.4,RATP_Open_Data_2024,Z_007,7.21,30,5.8,2.808464,2.35,7.24,8.2,1.76,2024-07-23 00:00:00,2024-09-04 00:00:00,8.78,46.334032,2.62,2.808464,6.83,Z_007,7.63,1.63,1.6,5.99,2024-10-24 00:00:00,1.75,5.36,7.78,7.68
2024-05-22 00:00:00,8.04,Toulouse,Île-de-France,Hauts-de-France,6.75,5.7,8.36,7.43,2024-02-21 00:00:00,3.91,2024-09-15 00:00:00,45.311973,4.631457,7.95,Airparif,Z_016,7.56,45,14.2,4.631457,7.38,6.15,3.92,8.47,2024-10-07 00:00:00,2024-01-12 00:00:00,7.1,45.311973,5.52,4.631457,8.51,Z_016,5.42,7.39,5.85,3.74,2024-09-08 00:00:00,2.42,5.28,7.62,1.24
2024-03-12 00:00:00,6.79,Bordeaux,Provence-Alpes-Côte d'Azur,Nouvelle-Aquitaine,8.57,8.03,7.35,2.53,2024-01-07 00:00:00,8.67,2024-05-11 00:00:00,45.919248,4.875753,3.69,Airparif,Z_009,8.28,50,12.8,4.875753,5.85,3.23,3.08,5.11,2024-03-23 00:00:00,2024-08-30 00:00:00,6.47,45.919248,6.53,4.875753,2.58,Z_009,7.79,1.92,7.35,8.02,2024-11-09 00:00:00,4.89,7.75,1.74,2.7
2024-04-29 00:00:00,1.44,Bordeaux,Pays de la Loire,Île-de-France,1.7,7.2,3.57,8.07,2024-02-12 00:00:00,4.26,2024-06-10 00:00:00,51.679012,0.514262,4.12,SNCF_Open_Data,Z_011,6.36,30,12.4,0.514262,1.61,5.31,3.32,4.22,2024-08-17 00:00:00,2024-02-14 00:00:00,2.92,51.679012,2.42,0.514262,3.55,Z_011,1.25,3.7,3.32,5.42,2024-05-09 00:00:00,5.15,4.73,3.21,8.25
2024-01-10 00:00:00,8.46,Lille,Provence-Alpes-Côte d'Azur,Normandie,4.49,5.23,3.68,5.99,2024-09-01 00:00:00,1.68,2024-01-06 00:00:00,46.816287,2.055895,7.33,SNCF_Open_Data,Z_019,2.74,30,4.8,2.055895,2.69,5.73,7.52,5.0,2024-07-23 00:00:00,2024-12-05 00:00:00,3.93,46.816287,8.68,2.055895,8.11,Z_019,2.5,5.8,8.11,5.53,2024-02-09 00:00:00,6.0,2.23,3.44,6.83
2024-08-23 00:00:00,4.68,Nantes,Bretagne,Grand Est,5.31,5.28,6.88,2.36,2024-04-21 00:00:00,3.89,2024-02-01 00:00:00,47.609873,5.42203,6.96,Data.gouv.fr,Z_007,7.6,70,12.8,5.42203,3.14,5.52,8.09,7.4,2024-09-30 00:00:00,2024-05-29 00:00:00,7.75,47.609873,4.12,5.42203,7.94,Z_007,3.8,7.6,7.28,4.61,2024-11-25 00:00:00,4.87,1.33,4.73,1.22
2024-09-10 00:00:00,5.01,Marseille,Hauts-de-France,Île-de-France,3.68,6.11,1.6,3.54,2024-12-08 00:00:00,7.22,2024-04-25 00:00:00,49.679349,4.419968,6.61,RATP_Open_Data_2024,Z_007,2.49,50,6.2,4.419968,5.18,5.82,7.74,6.04,2024-05-04 00:00:00,2024-08-20 00:00:00,5.62,49.679349,3.17,4.419968,2.58,Z_007,3.27,2.66,3.4,1.42,2024-05-20 00:00:00,4.53,2.08,7.13,1.71
2024-06-27 00:00:00,3.82,Bordeaux,Île-de-France,Auvergne-Rhône-Alpes,6.61,6.74,8.67,3.46,2024-07-07 00:00:00,7.52,2024-08-09 00:00:00,48.719535,-0.992285,1.61,Airparif,Z_016,8.28,45,14.8,-0.992285,5.28,7.15,3.0,5.65,2024-04-30 00:00:00,2024-08-05 00:00:00,1.33,48.719535,1.63,-0.992285,6.4,Z_016,3.2,2.34,7.8,6.08,2024-08-19 00:00:00,3.36,5.51,4.77,7.47
2024-06-20 00:00:00,7.76,Bordeaux,Île-de-France,Hauts-de-France,5.56,1.44,7.31,2.46,2024-01-19 00:00:00,3.47,2024-06-17 00:00:00,52.634001,0.462365,4.34,SNCF_Open_Data,Z_012,4.64,130,12.6,0.462365,4.13,6.55,7.69,1.82,2024-10-30 00:00:00,2024-08-21 00:00:00,8.6,52.634001,6.14,0.462365,4.36,Z_012,6.89,7.61,4.04,5.52,2024-11-11 00:00:00,1.36,4.99,2.12,6.25
