col_date,col_intensite_veh_h,col_debit_veh_km,col_occupation_pourcent,col_ville,col_source,col_date_collecte
2024-02-10 00:00:00,6.82,2.08,7.85,Strasbourg,Airparif,2024-12-04 00:00:00
2024-01-01 00:00:00,6.91,6.79,6.68,Toulouse,Data.gouv.fr,2024-11-20 00:00:00
2024-02-03 00:00:00,4.18,5.91,6.46,Marseille,Météo-France,2024-12-02 00:00:00
2024-01-09 00:00:00,8.31,8.38,7.85,Strasbourg,Airparif,2024-05-02 00:00:00
2024-11-01 00:00:00,4.85,3.07,1.62,Nice,Airparif,2024-04-30 00:00:00
2024-07-22 00:00:00,5.83,1.93,2.34,Lille,SNCF_Open_Data,2024-02-27 00:00:00
2024-05-14 00:00:00,5.68,5.64,8.33,Paris,SNCF_Open_Data,2024-01-10 00:00:00
2024-08-16 00:00:00,2.14,3.82,7.57,Paris,SNCF_Open_Data,2024-07-21 00:00:00
2024-08-09 00:00:00,2.48,4.13,4.39,Lyon,Météo-France,2024-08-17 00:00:00
2024-01-09 00:00:00,7.27,4.11,7.16,Bordeaux,Data.gouv.fr,2024-09-02 00:00:00
2024-05-27 00:00:00,8.79,6.79,2.78,Toulouse,Data.gouv.fr,2024-11-08 00:00:00
2024-07-18 00:00:00,4.08,3.13,8.71,Montpellier,Airparif,2024-07-20 00:00:00
2024-02-07 00:00:00,1.98,5.72,7.84,Strasbourg,SNCF_Open_Data,2024-11-24 00:00:00
2024-08-31 00:00:00,8.04,1.42,6.9,Strasbourg,Data.gouv.fr,2024-08-03 00:00:00
2024-03-30 00:00:00,3.5,3.72,6.73,Marseille,Airparif,2024-01-31 00:00:00
2024-08-20 00:00:00,7.87,3.65,7.44,Toulouse,SNCF_Open_Data,2024-05-11 00:00:00
2024-01-19 00:00:00,4.88,6.8,2.97,Nice,Airparif,2024-11-15 00:00:00
2024-07-21 00:00:00,6.78,3.07,7.51,Bordeaux,Data.gouv.fr,2024-11-04 00:00:00
2024-01-29 00:00:00,8.02,4.59,7.15,Montpellier,RATP_Open_Data_2024,2024-06-27 00:00:00
2024-08-31 00:00:00,4.27,6.36,1.21,Nice,Airparif,2024-10-24 00:00:00
2024-07-29 00:00:00,1.75,8.25,2.4,Nantes,SNCF_Open_Data,2024-05-17 00:00:00
2024-11-21 00:00:00,3.84,3.13,1.5,Lyon,Data.gouv.fr,2024-12-09 00:00:00
2024-11-01 00:00:00,4.37,3.04,5.57,Strasbourg,Météo-France,2024-03-07 00:00:00
2024-08-08 00:00:00,7.45,3.92,7.57,Marseille,SNCF_Open_Data,2024-06-23 00:00:00
2024-06-29 00:00:00,1.29,3.28,5.9,Nantes,Airparif,2024-11-01 00:00:00
2024-04-05 00:00:00,1.74,3.57,2.68,Strasbourg,RATP_Open_Data_2024,2024-11-24 00:00:00
2024-11-10 00:00:00,6.91,8.78,4.39,Nantes,Airparif,2024-11-25 00:00:00
2024-03-12 00:00:00,5.97,6.71,2.08,Nice,SNCF_Open_Data,2024-09-17 00:00:00
2024-02-18 00:00:00,5.28,8.61,4.76,Toulouse,RATP_Open_Data_2024,2024-01-10 00:00:00
2024-12-21 00:00:00,5.3,8.26,7.63,Nantes,RATP_Open_Data_2024,2024-08-28 00:00:00
2024-01-25 00:00:00,3.99,1.72,4.72,Toulouse,Data.gouv.fr,2024-05-22 00:00:00
2024-07-31 00:00:00,3.87,2.08,2.63,Bordeaux,RATP_Open_Data_2024,2024-11-29 00:00:00
2024-03-14 00:00:00,4.77,7.02,6.6,Nice,Météo-France,2024-01-16 00:00:00
2024-09-30 00:00:00,5.99,5.86,1.43,Strasbourg,SNCF_Open_Data,2024-03-18 00:00:00
