col_accident_id,col_time_id,col_zone_id,col_lat,col_lon,col_type,col_gravite,col_usager_vulnerable,col_gravite_estimee,col_date_enrichissement
ID_044,ID_044,ID_044,45.788841,3.727857,4.84,7.22,6.01,2024-05-25 00:00:00,2024-06-13 00:00:00
ID_045,ID_045,ID_045,49.562141,5.377975,8.13,6.08,2.49,2024-03-27 00:00:00,2024-10-03 00:00:00
ID_046,ID_046,ID_046,46.388471,-1.294649,6.7,1.82,5.83,2024-08-16 00:00:00,2024-03-08 00:00:00
ID_047,ID_047,ID_047,51.337119,4.096058,5.5,7.74,3.2,2024-01-01 00:00:00,2024-07-10 00:00:00
ID_048,ID_048,ID_048,46.39708,-0.253768,8.7,6.03,7.04,2024-02-06 00:00:00,2024-04-30 00:00:00
ID_049,ID_049,ID_049,49.180929,3.554849,7.18,4.24,7.77,2024-04-08 00:00:00,2024-07-30 00:00:00
ID_050,ID_050,ID_050,52.769949,1.797716,2.47,1.3,7.41,2024-08-11 00:00:00,2024-11-09 00:00:00
ID_051,ID_051,ID_051,50.004815,2.038709,8.09,7.64,6.03,2024-09-08 00:00:00,2024-11-28 00:00:00
ID_052,ID_052,ID_052,46.907487,5.969609,5.78,6.13,5.55,2024-09-09 00:00:00,2024-12-13 00:00:00
ID_053,ID_053,ID_053,51.118763,4.305812,3.54,4.27,7.25,2024-08-17 00:00:00,2024-06-04 00:00:00
ID_054,ID_054,ID_054,49.950475,0.947134,6.04,5.2,6.01,2024-01-09 00:00:00,2024-01-18 00:00:00
ID_055,ID_055,ID_055,47.574145,1.262212,7.09,2.96,3.06,2024-06-08 00:00:00,2024-11-13 00:00:00
ID_056,ID_056,ID_056,49.181989,2.249315,2.45,7.47,7.69,2024-03-03 00:00:00,2024-06-07 00:00:00
ID_057,ID_057,ID_057,45.153208,2.56628,2.46,3.88,2.8,2024-03-12 00:00:00,2024-08-25 00:00:00
ID_058,ID_058,ID_058,47.459154,-0.088261,1.29,4.83,7.05,2024-12-22 00:00:00,2024-03-05 00:00:00
ID_059,ID_059,ID_059,46.161635,6.042905,2.85,1.46,5.82,2024-02-05 00:00:00,2024-04-27 00:00:00
ID_060,ID_060,ID_060,46.075851,0.74431,1.59,5.59,2.7,2024-07-07 00:00:00,2024-08-18 00:00:00
ID_061,ID_061,ID_061,46.891159,2.007895,6.55,2.79,7.59,2024-08-07 00:00:00,2024-02-15 00:00:00
ID_062,ID_062,ID_062,45.68018,4.45476,3.29,6.5,2.34,2024-06-19 00:00:00,2024-09-22 00:00:00
ID_063,ID_063,ID_063,48.383429,5.311378,8.29,4.95,8.5,2024-03-16 00:00:00,2024-04-04 00:00:00
ID_064,ID_064,ID_064,47.044118,4.236607,8.62,2.46,3.43,2024-08-09 00:00:00,2024-09-03 00:00:00
ID_065,ID_065,ID_065,51.867262,3.863766,8.63,5.42,6.8,2024-05-11 00:00:00,2024-04-10 00:00:00
ID_066,ID_066,ID_066,48.905331,4.941901,4.38,1.3,8.07,2024-07-27 00:00:00,2024-05-06 00:00:00
ID_067,ID_067,ID_067,47.323189,-0.952123,6.9,6.58,1.87,2024-10-09 00:00:00,2024-06-11 00:00:00
ID_068,ID_068,ID_068,48.666211,3.538769,2.48,2.67,7.12,2024-04-23 00:00:00,2024-04-03 00:00:00
ID_069,ID_069,ID_069,49.483687,6.22226,3.74,7.94,6.03,2024-12-05 00:00:00,2024-09-19 00:00:00
ID_070,ID_070,ID_070,46.638137,4.880047,7.31,3.24,5.25,2024-06-15 00:00:00,2024-05-14 00:00:00
ID_071,ID_071,ID_071,45.853055,1.395429,2.84,8.07,6.41,2024-09-29 00:00:00,2024-07-03 00:00:00
ID_072,ID_072,ID_072,45.789858,1.023443,2.99,2.71,6.8,2024-12-26 00:00:00,2024-03-12 00:00:00
ID_073,ID_073,ID_073,52.790102,3.630414,6.76,7.79,4.84,2024-05-20 00:00:00,2024-07-09 00:00:00
ID_074,ID_074,ID_074,52.13076,2.698605,2.39,4.96,7.06,2024-05-25 00:00:00,2024-05-24 00:00:00
ID_075,ID_075,ID_075,48.143218,5.807316,2.2,8.74,1.32,2024-01-04 00:00:00,2024-08-08 00:00:00
ID_076,ID_076,ID_076,48.184582,6.06439,6.02,8.31,5.83,2024-02-12 00:00:00,2024-05-29 00:00:00
ID_077,ID_077,ID_077,48.416636,-1.488842,8.61,7.2,7.62,2024-07-28 00:00:00,2024-09-19 00:00:00
ID_078,ID_078,ID_078,50.699629,3.811583,5.21,3.52,7.03,2024-09-03 00:00:00,2024-01-11 00:00:00
ID_079,ID_079,ID_079,47.913489,2.911859,1.91,2.11,8.53,2024-10-24 00:00:00,2024-03-08 00:00:00
ID_080,ID_080,ID_080,51.734434,-0.374325,5.43,3.36,3.54,2024-03-09 00:00:00,2024-05-03 00:00:00
ID_081,ID_081,ID_081,52.167994,4.210452,2.73,6.35,5.98,2024-03-14 00:00:00,2024-05-04 00:00:00
ID_082,ID_082,ID_082,51.654243,1.809856,4.86,5.69,5.56,2024-11-20 00:00:00,2024-09-28 00:00:00
ID_083,ID_083,ID_083,51.970231,1.680681,2.03,1.41,6.75,2024-01-29 00:00:00,2024-03-22 00:00:00
ID_084,ID_084,ID_084,48.779131,3.421991,2.03,3.87,8.08,2024-12-01 00:00:00,2024-07-17 00:00:00
ID_085,ID_085,ID_085,47.256342,4.977534,5.49,6.37,8.17,2024-09-04 00:00:00,2024-01-14 00:00:00
ID_086,ID_086,ID_086,48.5667,4.525586,7.1,3.26,1.44,2024-02-26 00:00:00,2024-04-22 00:00:00
ID_087,ID_087,ID_087,52.293079,2.495934,7.82,4.97,1.86,2024-02-21 00:00:00,2024-07-17 00:00:00
ID_088,ID_088,ID_088,52.177893,2.503969,4.43,2.14,7.35,2024-10-01 00:00:00,2024-06-05 00:00:00
ID_089,ID_089,ID_089,51.211393,0.69089,4.45,1.62,4.37,2024-10-09 00:00:00,2024-04-19 00:00:00
ID_090,ID_090,ID_090,49.881457,6.064901,6.9,1.6,8.6,2024-11-21 00:00:00,2024-01-22 00:00:00
ID_091,ID_091,ID_091,48.034026,-1.589995,6.21,1.85,4.66,2024-03-12 00:00:00,2024-02-09 00:00:00
ID_092,ID_092,ID_092,46.751665,-0.167092,2.12,5.77,5.93,2024-03-11 00:00:00,2024-09-25 00:00:00
ID_093,ID_093,ID_093,46.217697,1.110751,8.65,4.29,8.68,2024-12-07 00:00:00,2024-11-18 00:00:00
ID_094,ID_094,ID_094,44.939919,5.171499,5.49,5.54,5.63,2024-06-19 00:00:00,2024-11-20 00:00:00
ID_095,ID_095,ID_095,51.920405,0.676509,2.01,5.65,8.75,2024-11-18 00:00:00,2024-01-23 00:00:00
ID_096,ID_096,ID_096,50.01336,-0.947123,5.59,3.0,7.19,2024-10-31 00:00:00,2024-10-26 00:00:00
ID_097,ID_097,ID_097,47.039553,5.499023,4.67,3.86,6.13,2024-07-18 00:00:00,2024-05-12 00:00:00
ID_098,ID_098,ID_098,48.74633,-1.210228,6.09,4.9,7.16,2024-03-17 00:00:00,2024-03-01 00:00:00
ID_099,ID_099,ID_099,51.187758,3.472394,5.41,3.12,4.91,2024-05-30 00:00:00,2024-02-12 00:00:00
ID_000,ID_000,ID_000,46.740471,3.736461,3.5,3.92,2.85,2024-06-11 00:00:00,2024-06-08 00:00:00
ID_001,ID_001,ID_001,46.956271,1.373749,1.74,4.32,2.02,2024-04-02 00:00:00,2024-11-25 00:00:00
ID_002,ID_002,ID_002,49.742889,4.691592,6.34,2.03,1.95,2024-06-21 00:00:00,2024-11-03 00:00:00
ID_003,ID_003,ID_003,46.500918,1.520893,7.56,7.89,2.1,2024-07-08 00:00:00,2024-10-29 00:00:00
ID_004,ID_004,ID_004,46.022451,0.226455,7.43,4.58,7.57,2024-11-26 00:00:00,2024-03-27 00:00:00
ID_005,ID_005,ID_005,49.097534,-0.296293,7.16,1.87,2.48,2024-05-18 00:00:00,2024-07-20 00:00:00
ID_006,ID_006,ID_006,49.297479,4.908475,4.24,8.35,7.61,2024-11-11 00:00:00,2024-07-28 00:00:00
ID_007,ID_007,ID_007,46.685507,4.244549,8.51,5.75,3.92,2024-04-11 00:00:00,2024-04-15 00:00:00
ID_008,ID_008,ID_008,52.317905,5.613081,4.6,3.52,5.67,2024-09-19 00:00:00,2024-03-16 00:00:00
ID_009,ID_009,ID_009,49.005724,3.736258,7.96,2.15,3.74,2024-01-15 00:00:00,2024-12-05 00:00:00
ID_010,ID_010,ID_010,51.626034,0.405651,5.6,1.96,4.24,2024-02-20 00:00:00,2024-02-22 00:00:00
ID_011,ID_011,ID_011,47.4887,3.958379,3.83,6.24,6.67,2024-02-02 00:00:00,2024-05-05 00:00:00
ID_012,ID_012,ID_012,45.438432,1.038592,4.71,8.24,1.33,2024-02-05 00:00:00,2024-03-26 00:00:00
ID_013,ID_013,ID_013,52.76586,6.009231,8.27,8.32,8.72,2024-10-23 00:00:00,2024-12-20 00:00:00
ID_014,ID_014,ID_014,46.188268,2.296823,2.49,2.71,5.44,2024-12-07 00:00:00,2024-09-28 00:00:00
ID_015,ID_015,ID_015,51.003249,-0.014382,8.27,5.43,2.07,2024-05-19 00:00:00,2024-01-27 00:00:00
ID_016,ID_016,ID_016,48.298184,5.757878,7.11,2.47,8.78,2024-01-02 00:00:00,2024-08-18 00:00:00
ID_017,ID_017,ID_017,48.930263,0.367391,4.73,5.55,7.6,2024-09-24 00:00:00,2024-04-26 00:00:00
ID_018,ID_018,ID_018,45.417805,-0.156481,8.66,7.78,1.65,2024-02-29 00:00:00,2024-02-29 00:00:00
ID_019,ID_019,ID_019,46.042785,4.109703,1.25,4.49,5.35,2024-05-28 00:00:00,2024-12-04 00:00:00
ID_020,ID_020,ID_020,50.609755,2.393164,8.72,1.58,6.33,2024-12-23 00:00:00,2024-07-02 00:00:00
ID_021,ID_021,ID_021,50.360242,1.715254,6.39,8.43,1.33,2024-12-13 00:00:00,2024-06-13 00:00:00
ID_022,ID_022,ID_022,50.435617,4.896885,8.55,1.54,4.67,2024-02-13 00:00:00,2024-04-18 00:00:00
ID_023,ID_023,ID_023,45.175105,0.381834,2.99,6.64,4.15,2024-05-05 00:00:00,2024-06-09 00:00:00
ID_024,ID_024,ID_024,51.286924,-0.78842,5.97,4.3,6.55,2024-07-23 00:00:00,2024-10-15 00:00:00
ID_025,ID_025,ID_025,49.171209,2.652,5.41,4.54,4.3,2024-06-10 00:00:00,2024-06-27 00:00:00
ID_026,ID_026,ID_026,47.492932,4.896372,1.91,7.56,7.26,2024-08-16 00:00:00,2024-05-07 00:00:00
ID_027,ID_027,ID_027,48.928858,0.670776,7.59,8.16,4.19,2024-07-31 00:00:00,2024-08-15 00:00:00
ID_028,ID_028,ID_028,45.736291,4.104277,3.29,4.62,6.15,2024-03-23 00:00:00,2024-08-16 00:00:00
ID_029,ID_029,ID_029,49.038476,3.497436,5.61,5.32,3.85,2024-03-20 00:00:00,2024-07-27 00:00:00
ID_030,ID_030,ID_030,45.125444,-0.144196,2.13,4.21,4.65,2024-12-26 00:00:00,2024-06-04 00:00:00
ID_031,ID_031,ID_031,48.595538,4.255343,4.33,1.31,3.71,2024-05-10 00:00:00,2024-06-06 00:00:00
ID_032,ID_032,ID_032,50.101674,1.944711,4.35,8.41,6.48,2024-10-03 00:00:00,2024-10-22 00:00:00
ID_033,ID_033,ID_033,46.336296,1.78627,4.27,7.72,4.35,2024-11-30 00:00:00,2024-09-03 00:00:00
ID_034,ID_034,ID_034,52.301859,5.249281,4.38,6.88,2.17,2024-07-18 00:00:00,2024-01-10 00:00:00
ID_035,ID_035,ID_035,49.520267,0.740545,5.41,4.15,2.26,2024-02-19 00:00:00,2024-12-16 00:00:00
ID_036,ID_036,ID_036,49.326711,3.316138,6.05,2.04,3.59,2024-09-30 00:00:00,2024-11-08 00:00:00
ID_037,ID_037,ID_037,44.950151,4.174824,7.31,4.56,7.3,2024-09-15 00:00:00,2024-01-29 00:00:00
ID_038,ID_038,ID_038,48.154994,2.526676,5.1,6.26,2.24,2024-07-22 00:00:00,2024-04-23 00:00:00
ID_039,ID_039,ID_039,50.955446,-0.032659,3.56,4.28,4.72,2024-03-10 00:00:00,2024-06-07 00:00:00
ID_040,ID_040,ID_040,48.313728,1.475912,2.72,8.25,1.69,2024-06-11 00:00:00,2024-10-10 00:00:00
ID_041,ID_041,ID_041,48.968338,0.873301,2.66,4.03,2.62,2024-06-07 00:00:00,2024-09-09 00:00:00
ID_042,ID_042,ID_042,50.478315,1.732828,8.27,8.53,4.19,2024-03-19 00:00:00,2024-07-09 00:00:00
ID_043,ID_043,ID_043,49.991102,5.121679,7.17,3.79,4.21,2024-11-25 00:00:00,2024-11-23 00:00:00
ID_044,ID_044,ID_044,47.62151,-0.603934,4.36,6.41,6.24,2024-07-28 00:00:00,2024-05-30 00:00:00
ID_045,ID_045,ID_045,51.058654,4.931233,4.53,5.53,3.19,2024-08-18 00:00:00,2024-12-11 00:00:00
ID_046,ID_046,ID_046,52.06481,-0.23608,3.14,7.18,2.31,2024-03-30 00:00:00,2024-09-12 00:00:00
ID_047,ID_047,ID_047,49.066879,0.670817,2.74,2.64,1.43,2024-03-08 00:00:00,2024-09-17 00:00:00
ID_048,ID_048,ID_048,48.338186,1.881941,5.54,6.83,4.71,2024-11-30 00:00:00,2024-08-16 00:00:00
ID_049,ID_049,ID_049,47.127901,6.333524,6.5,7.45,3.18,2024-04-15 00:00:00,2024-07-12 00:00:00
ID_050,ID_050,ID_050,47.829296,5.705698,4.46,3.18,6.63,2024-03-01 00:00:00,2024-09-20 00:00:00
ID_051,ID_051,ID_051,46.675004,0.648094,3.61,4.48,1.95,2024-01-16 00:00:00,2024-02-28 00:00:00
ID_052,ID_052,ID_052,51.446722,5.006202,4.73,8.59,2.75,2024-10-25 00:00:00,2024-10-13 00:00:00
ID_053,ID_053,ID_053,45.664188,4.998419,1.44,5.51,3.98,2024-06-03 00:00:00,2024-08-15 00:00:00
ID_054,ID_054,ID_054,46.678765,0.981825,2.57,5.31,2.24,2024-12-23 00:00:00,2024-08-27 00:00:00
ID_055,ID_055,ID_055,49.453969,0.547882,4.79,4.31,1.69,2024-05-15 00:00:00,2024-09-26 00:00:00
ID_056,ID_056,ID_056,48.608802,4.3227,5.28,5.78,3.06,2024-02-29 00:00:00,2024-06-20 00:00:00
ID_057,ID_057,ID_057,51.748382,5.818051,1.92,8.4,5.38,2024-06-29 00:00:00,2024-12-07 00:00:00
ID_058,ID_058,ID_058,49.823608,0.215779,6.3,7.11,1.7,2024-11-06 00:00:00,2024-08-31 00:00:00
ID_059,ID_059,ID_059,45.920966,3.048884,7.14,7.8,1.61,2024-10-24 00:00:00,2024-04-07 00:00:00
ID_060,ID_060,ID_060,45.397448,2.416437,5.89,1.56,7.31,2024-05-20 00:00:00,2024-12-10 00:00:00
ID_061,ID_061,ID_061,47.506223,5.584586,3.39,3.13,8.61,2024-10-30 00:00:00,2024-01-31 00:00:00
ID_062,ID_062,ID_062,45.785102,-1.458141,6.45,3.11,1.85,2024-07-06 00:00:00,2024-12-15 00:00:00
ID_063,ID_063,ID_063,49.768067,0.635314,1.61,1.61,8.22,2024-07-26 00:00:00,2024-04-13 00:00:00
ID_064,ID_064,ID_064,52.798092,0.619973,2.59,3.82,3.02,2024-03-02 00:00:00,2024-07-22 00:00:00
ID_065,ID_065,ID_065,49.639355,0.213378,6.55,6.75,6.23,2024-01-13 00:00:00,2024-01-16 00:00:00
ID_066,ID_066,ID_066,51.91486,5.004688,1.33,7.92,7.18,2024-08-22 00:00:00,2024-08-08 00:00:00
ID_067,ID_067,ID_067,49.656234,1.149655,5.36,3.32,4.0,2024-10-25 00:00:00,2024-10-28 00:00:00
ID_068,ID_068,ID_068,47.785308,4.733477,5.44,1.92,5.93,2024-10-06 00:00:00,2024-01-20 00:00:00
ID_069,ID_069,ID_069,51.158388,0.816537,7.79,6.85,6.52,2024-07-05 00:00:00,2024-02-12 00:00:00
ID_070,ID_070,ID_070,45.515057,5.981154,4.95,8.15,4.19,2024-02-24 00:00:00,2024-05-21 00:00:00
ID_071,ID_071,ID_071,50.590392,3.54513,1.83,1.34,6.28,2024-06-30 00:00:00,2024-06-09 00:00:00
ID_072,ID_072,ID_072,47.164978,2.064636,4.61,2.27,7.75,2024-07-13 00:00:00,2024-04-23 00:00:00
ID_073,ID_073,ID_073,45.628254,1.106549,8.58,3.29,8.77,2024-06-28 00:00:00,2024-03-28 00:00:00
ID_074,ID_074,ID_074,52.832929,6.233706,5.65,6.99,7.61,2024-03-24 00:00:00,2024-05-19 00:00:00
ID_075,ID_075,ID_075,49.447277,-0.170012,5.11,6.96,4.21,2024-04-08 00:00:00,2024-04-07 00:00:00
ID_076,ID_076,ID_076,52.213565,1.699953,2.94,7.05,3.68,2024-07-15 00:00:00,2024-03-08 00:00:00
ID_077,ID_077,ID_077,52.627248,4.793385,1.59,5.04,3.33,2024-12-01 00:00:00,2024-08-13 00:00:00
ID_078,ID_078,ID_078,47.730725,3.261703,4.67,1.57,6.91,2024-07-24 00:00:00,2024-03-21 00:00:00
ID_079,ID_079,ID_079,45.920815,6.051917,5.7,5.37,6.03,2024-11-15 00:00:00,2024-01-31 00:00:00
ID_080,ID_080,ID_080,51.515421,-1.632125,2.55,3.01,6.62,2024-06-07 00:00:00,2024-06-22 00:00:00
ID_081,ID_081,ID_081,45.350984,2.245292,2.27,1.75,2.6,2024-07-17 00:00:00,2024-01-01 00:00:00
ID_082,ID_082,ID_082,47.470911,-0.037456,3.65,5.43,4.49,2024-04-20 00:00:00,2024-11-27 00:00:00
ID_083,ID_083,ID_083,51.029412,5.14399,1.39,1.82,2.78,2024-12-11 00:00:00,2024-01-19 00:00:00
ID_084,ID_084,ID_084,46.440015,1.99963,7.72,2.97,6.39,2024-06-19 00:00:00,2024-04-12 00:00:00
ID_085,ID_085,ID_085,49.277664,5.044951,1.62,4.77,1.26,2024-04-16 00:00:00,2024-04-20 00:00:00
ID_086,ID_086,ID_086,49.904018,2.093212,2.03,7.87,3.8,2024-10-09 00:00:00,2024-05-10 00:00:00
ID_087,ID_087,ID_087,50.703256,1.309279,1.68,2.04,5.76,2024-10-14 00:00:00,2024-09-14 00:00:00
ID_088,ID_088,ID_088,48.045246,4.457392,5.3,6.7,4.06,2024-09-11 00:00:00,2024-09-12 00:00:00
ID_089,ID_089,ID_089,46.903552,-0.171373,6.92,5.48,4.1,2024-04-29 00:00:00,2024-07-27 00:00:00
ID_090,ID_090,ID_090,52.361852,1.246209,4.52,5.43,5.54,2024-08-28 00:00:00,2024-08-16 00:00:00
ID_091,ID_091,ID_091,52.644813,0.8871,2.95,8.52,4.34,2024-08-13 00:00:00,2024-02-01 00:00:00
ID_092,ID_092,ID_092,50.296282,-0.640606,6.9,4.12,1.47,2024-04-02 00:00:00,2024-02-13 00:00:00
ID_093,ID_093,ID_093,48.702148,-0.211236,1.95,7.08,1.32,2024-11-21 00:00:00,2024-05-22 00:00:00
ID_094,ID_094,ID_094,45.112424,-0.915474,1.39,5.84,4.18,2024-01-07 00:00:00,2024-02-11 00:00:00
ID_095,ID_095,ID_095,48.559427,4.916547,4.67,2.11,3.5,2024-08-04 00:00:00,2024-08-13 00:00:00
ID_096,ID_096,ID_096,52.135074,5.206936,5.95,2.32,7.28,2024-04-23 00:00:00,2024-01-08 00:00:00
ID_097,ID_097,ID_097,47.9042,6.147958,4.37,8.67,2.91,2024-05-20 00:00:00,2024-12-12 00:00:00
ID_098,ID_098,ID_098,50.409235,0.350731,3.46,6.48,8.33,2024-08-08 00:00:00,2024-03-31 00:00:00
ID_099,ID_099,ID_099,52.826281,-0.181533,2.58,4.75,5.89,2024-09-29 00:00:00,2024-05-15 00:00:00
ID_000,ID_000,ID_000,48.921718,3.958326,5.27,3.95,4.17,2024-11-29 00:00:00,2024-10-09 00:00:00
ID_001,ID_001,ID_001,52.81659,2.981278,5.25,7.85,2.78,2024-10-06 00:00:00,2024-04-19 00:00:00
ID_002,ID_002,ID_002,48.634741,-0.304862,4.52,1.21,2.01,2024-02-04 00:00:00,2024-05-17 00:00:00
ID_003,ID_003,ID_003,49.3572,5.938409,5.96,7.98,1.88,2024-02-05 00:00:00,2024-03-12 00:00:00
ID_004,ID_004,ID_004,45.163294,-0.042718,5.32,6.5,7.99,2024-09-28 00:00:00,2024-06-16 00:00:00
ID_005,ID_005,ID_005,49.367824,2.211757,4.07,4.19,5.9,2024-04-21 00:00:00,2024-10-08 00:00:00
ID_006,ID_006,ID_006,48.97404,1.186983,8.72,8.32,6.73,2024-12-05 00:00:00,2024-10-11 00:00:00
ID_007,ID_007,ID_007,48.945618,0.789096,6.64,3.69,2.94,2024-05-21 00:00:00,2024-12-25 00:00:00
ID_008,ID_008,ID_008,48.539124,5.018815,3.52,2.58,7.41,2024-07-22 00:00:00,2024-06-09 00:00:00
ID_009,ID_009,ID_009,51.212632,-1.082823,6.2,2.35,6.29,2024-01-18 00:00:00,2024-02-29 00:00:00
ID_010,ID_010,ID_010,51.615108,2.838492,7.12,2.89,7.29,2024-02-10 00:00:00,2024-04-04 00:00:00
ID_011,ID_011,ID_011,48.79688,3.925983,6.02,5.45,8.62,2024-03-05 00:00:00,2024-06-06 00:00:00
ID_012,ID_012,ID_012,52.127032,6.238409,5.5,2.92,2.52,2024-02-23 00:00:00,2024-03-28 00:00:00
ID_013,ID_013,ID_013,45.780146,2.947744,6.95,6.97,6.12,2024-12-08 00:00:00,2024-07-04 00:00:00
ID_014,ID_014,ID_014,46.776976,-0.082554,3.13,2.66,7.33,2024-10-06 00:00:00,2024-05-28 00:00:00
ID_015,ID_015,ID_015,51.963847,0.766277,4.21,4.47,7.97,2024-12-24 00:00:00,2024-07-09 00:00:00
ID_016,ID_016,ID_016,50.508877,1.127674,7.14,1.74,5.11,2024-12-05 00:00:00,2024-03-01 00:00:00
ID_017,ID_017,ID_017,47.692763,2.220097,8.07,5.41,7.22,2024-10-26 00:00:00,2024-04-17 00:00:00
ID_018,ID_018,ID_018,48.063963,2.440773,2.16,8.8,6.91,2024-02-13 00:00:00,2024-06-03 00:00:00
ID_019,ID_019,ID_019,47.72091,3.839127,3.58,2.49,5.92,2024-07-25 00:00:00,2024-08-03 00:00:00
ID_020,ID_020,ID_020,49.455438,1.271602,6.11,7.91,4.48,2024-04-11 00:00:00,2024-01-25 00:00:00
ID_021,ID_021,ID_021,45.489191,4.180287,7.42,4.74,7.06,2024-06-03 00:00:00,2024-04-05 00:00:00
ID_022,ID_022,ID_022,50.813021,2.068748,5.22,6.12,1.98,2024-09-29 00:00:00,2024-12-16 00:00:00
ID_023,ID_023,ID_023,46.683805,-1.534482,2.1,4.16,6.55,2024-11-19 00:00:00,2024-07-09 00:00:00
ID_024,ID_024,ID_024,50.809463,4.383037,5.53,5.44,4.17,2024-09-22 00:00:00,2024-07-22 00:00:00
ID_025,ID_025,ID_025,50.771889,3.669163,7.67,7.68,6.38,2024-03-28 00:00:00,2024-11-09 00:00:00
ID_026,ID_026,ID_026,48.305345,-0.964848,5.99,3.9,4.35,2024-10-02 00:00:00,2024-06-18 00:00:00
ID_027,ID_027,ID_027,49.34311,-0.0132,1.36,7.07,1.61,2024-06-12 00:00:00,2024-03-18 00:00:00
ID_028,ID_028,ID_028,46.825599,4.318721,5.53,2.95,1.36,2024-12-22 00:00:00,2024-04-08 00:00:00
ID_029,ID_029,ID_029,48.330042,5.319913,2.26,7.1,7.48,2024-01-24 00:00:00,2024-10-07 00:00:00
ID_030,ID_030,ID_030,50.206566,5.654059,3.81,4.7,5.75,2024-05-17 00:00:00,2024-07-11 00:00:00
ID_031,ID_031,ID_031,45.931105,-1.549007,3.74,6.75,3.62,2024-12-25 00:00:00,2024-04-25 00:00:00
ID_032,ID_032,ID_032,48.612349,3.473531,4.37,5.02,5.91,2024-02-17 00:00:00,2024-09-04 00:00:00
ID_033,ID_033,ID_033,49.499315,1.220921,4.13,1.55,5.99,2024-10-29 00:00:00,2024-03-19 00:00:00
ID_034,ID_034,ID_034,52.382611,-0.791236,2.52,6.62,1.43,2024-09-02 00:00:00,2024-08-17 00:00:00
ID_035,ID_035,ID_035,50.257678,2.019906,1.77,6.4,5.38,2024-05-08 00:00:00,2024-01-01 00:00:00
ID_036,ID_036,ID_036,45.809588,1.79968,2.03,4.89,5.2,2024-02-06 00:00:00,2024-04-26 00:00:00
ID_037,ID_037,ID_037,52.201361,5.839914,2.56,7.32,7.75,2024-09-16 00:00:00,2024-05-27 00:00:00
ID_038,ID_038,ID_038,49.73952,2.667733,6.08,5.41,7.62,2024-06-23 00:00:00,2024-11-09 00:00:00
ID_039,ID_039,ID_039,52.633773,5.214583,8.1,4.8,6.92,2024-12-19 00:00:00,2024-07-07 00:00:00
ID_040,ID_040,ID_040,46.58809,3.972977,4.19,6.57,3.81,2024-06-29 00:00:00,2024-12-14 00:00:00
ID_041,ID_041,ID_041,49.009054,-0.396171,4.46,7.01,8.04,2024-11-19 00:00:00,2024-01-16 00:00:00
ID_042,ID_042,ID_042,47.505629,2.999414,7.41,2.85,6.58,2024-11-23 00:00:00,2024-03-11 00:00:00
ID_043,ID_043,ID_043,44.934569,1.435589,6.52,7.09,3.07,2024-05-21 00:00:00,2024-07-28 00:00:00
ID_044,ID_044,ID_044,46.581387,3.797693,5.19,7.32,7.92,2024-08-14 00:00:00,2024-10-10 00:00:00
ID_045,ID_045,ID_045,49.091689,1.103923,6.75,4.11,8.78,2024-12-09 00:00:00,2024-12-07 00:00:00
ID_046,ID_046,ID_046,49.978316,3.235412,7.46,5.3,4.26,2024-11-11 00:00:00,2024-05-26 00:00:00
ID_047,ID_047,ID_047,48.820405,4.72647,3.6,7.86,2.59,2024-10-15 00:00:00,2024-11-20 00:00:00
ID_048,ID_048,ID_048,49.050201,4.358578,2.63,4.79,7.83,2024-05-04 00:00:00,2024-06-20 00:00:00
ID_049,ID_049,ID_049,51.30614,-0.097003,8.71,7.34,3.45,2024-10-23 00:00:00,2024-03-14 00:00:00
ID_050,ID_050,ID_050,45.045673,3.928891,3.32,3.16,2.7,2024-09-01 00:00:00,2024-09-23 00:00:00
ID_051,ID_051,ID_051,51.477479,2.761911,3.1,2.42,7.78,2024-01-23 00:00:00,2024-03-30 00:00:00
ID_052,ID_052,ID_052,50.594227,2.388326,3.26,5.09,8.75,2024-11-24 00:00:00,2024-09-17 00:00:00
ID_053,ID_053,ID_053,51.457261,2.77228,8.38,3.46,6.17,2024-03-04 00:00:00,2024-10-20 00:00:00
ID_054,ID_054,ID_054,46.115782,1.775769,4.26,6.49,2.74,2024-06-14 00:00:00,2024-06-26 00:00:00
ID_055,ID_055,ID_055,50.685754,4.343882,3.25,8.26,1.22,2024-06-23 00:00:00,2024-09-21 00:00:00
ID_056,ID_056,ID_056,47.082116,5.634174,6.49,5.81,8.66,2024-07-03 00:00:00,2024-08-23 00:00:00
ID_057,ID_057,ID_057,49.721872,5.014366,3.52,7.97,5.45,2024-03-25 00:00:00,2024-11-21 00:00:00
ID_058,ID_058,ID_058,52.568394,1.67406,5.91,8.8,4.42,2024-05-31 00:00:00,2024-02-08 00:00:00
ID_059,ID_059,ID_059,49.274306,4.23488,2.42,5.95,3.24,2024-06-05 00:00:00,2024-12-15 00:00:00
ID_060,ID_060,ID_060,46.558829,4.554009,8.43,6.9,5.93,2024-03-16 00:00:00,2024-08-21 00:00:00
ID_061,ID_061,ID_061,50.851483,2.894673,8.71,5.42,8.02,2024-02-04 00:00:00,2024-06-22 00:00:00
ID_062,ID_062,ID_062,49.221813,5.486218,4.92,6.34,6.58,2024-03-29 00:00:00,2024-05-09 00:00:00
ID_063,ID_063,ID_063,47.263368,1.382333,2.72,8.68,4.98,2024-04-24 00:00:00,2024-10-19 00:00:00
