col_mois,col_numero_mois,col_semaine,col_ville,col_region,col_type_route,col_jour_type,col_classement_bison,col_densite_trafic_percent,col_trafic_vehicules_jour,col_direction,col_periode,col_source,col_latitude,col_longitude,col_saison,col_recommandation_circulation,col_date,col_nom_ferie,col_type_ferie,col_est_pont,col_jour_semaine,col_variation_vs_jour_normal,col_type_jour_vacances,col_periode_vacances,col_zone_scolaire,col_trafic_moyen_journalier,col_variation_vs_moyenne,col_heure_pointe_matin,col_heure_pointe_soir,col_duree_heures_pointe,col_vitesse_moyenne_kmh,col_congestion_moyenne,col_est_jour_ouvre,col_est_weekend,col_est_ferie,col_periode_type
4.4,2.7,4.5,Toulouse,Pays de la Loire,5.94,8.3,2.92,98935,7.4,7.3,1.23,RATP_Open_Data_2024,48.28731,3.081864,3.21,48.28731,2024-10-04 00:00:00,NON,0,6.63,6.35,6.27,NON,OUI,3.06,5.63,3.77,3.42,5.17,8.43,80,7.53,8.45,1,OUI,2.44
4.37,1.68,1.46,Montpellier,Île-de-France,5.37,8.32,4.47,45804,3.36,4.81,3.96,Data.gouv.fr,46.770675,5.186066,5.45,46.770675,2024-10-03 00:00:00,NON,OUI,3.68,2.26,3.76,OUI,1,5.07,4.37,7.19,3.0,5.19,3.48,50,4.98,3.38,NON,0,3.94
6.06,2.3,4.48,Bordeaux,Bretagne,6.95,6.67,4.83,183220,6.07,2.4,2.08,Météo-France,48.391867,-0.149211,3.57,48.391867,2024-07-21 00:00:00,0,OUI,4.33,6.94,3.0,0,NON,6.7,6.68,6.96,4.86,5.11,5.42,130,6.53,4.73,OUI,NON,1.76
4.4,2.89,8.7,Paris,Pays de la Loire,4.97,2.71,3.57,8596,4.06,3.14,3.63,SNCF_Open_Data,46.864901,2.862817,4.23,46.864901,2024-02-05 00:00:00,0,1,6.68,7.01,3.1,1,1,6.94,1.46,8.34,7.16,1.55,3.65,30,2.83,6.49,1,OUI,8.06
3.36,6.0,3.43,Bordeaux,Bretagne,3.86,5.29,3.62,69688,2.54,3.0,2.04,Météo-France,45.784957,1.509271,6.5,45.784957,2024-09-16 00:00:00,NON,0,2.47,8.12,5.8,OUI,OUI,8.16,5.21,5.06,7.71,7.27,2.51,50,5.51,6.57,NON,NON,6.16
3.36,7.18,8.78,Bordeaux,Bretagne,2.71,2.75,2.69,39082,3.46,4.44,6.84,Data.gouv.fr,50.285212,2.052301,1.5,50.285212,2024-03-27 00:00:00,0,1,7.4,8.63,7.96,0,OUI,4.4,7.0,7.74,6.24,8.5,2.77,110,5.42,4.94,1,1,6.7
7.67,1.87,8.16,Strasbourg,Auvergne-Rhône-Alpes,6.99,8.66,4.19,9894,5.92,7.76,7.14,Data.gouv.fr,45.118159,5.222915,2.3,45.118159,2024-06-27 00:00:00,0,1,2.32,4.01,3.44,0,OUI,4.26,6.42,3.06,4.29,2.87,7.16,45,8.09,6.02,NON,NON,2.74
4.98,2.45,4.68,Marseille,Bretagne,1.41,6.95,5.93,136419,2.45,7.46,2.62,Airparif,46.83413,2.566901,5.11,46.83413,2024-08-24 00:00:00,1,NON,8.58,3.23,4.02,OUI,0,1.27,8.16,8.2,7.64,4.93,5.37,80,1.51,4.92,0,0,7.08
7.07,2.36,1.49,Lyon,Normandie,6.27,6.33,4.61,5835,8.32,7.06,8.73,SNCF_Open_Data,45.509216,1.046,2.58,45.509216,2024-08-17 00:00:00,0,OUI,3.23,2.48,3.68,0,OUI,7.95,1.9,2.77,3.59,7.63,3.24,70,6.98,8.75,0,1,5.85
8.56,2.42,4.79,Nice,Bretagne,5.26,2.52,4.18,40726,1.3,6.81,2.66,Airparif,45.89212,5.304311,3.62,45.89212,2024-08-29 00:00:00,1,NON,2.03,5.2,2.7,NON,NON,8.15,6.81,2.56,6.84,6.29,1.86,30,5.5,7.64,0,OUI,8.11
2.92,2.55,1.41,Lille,Grand Est,7.85,1.77,3.2,122817,1.25,7.27,2.54,SNCF_Open_Data,49.370241,5.429895,4.51,49.370241,2024-01-10 00:00:00,0,1,8.68,2.67,6.5,NON,1,7.17,8.56,1.79,2.54,2.83,1.55,50,6.23,1.29,NON,NON,6.19
1.79,5.13,6.69,Paris,Nouvelle-Aquitaine,1.95,6.26,2.26,61752,5.96,2.5,8.59,Airparif,46.682161,2.817371,7.0,46.682161,2024-01-18 00:00:00,1,NON,4.61,5.09,3.37,1,1,5.11,7.56,5.35,8.26,7.74,3.46,45,7.35,4.85,OUI,1,2.49
2.96,2.6,7.72,Toulouse,Hauts-de-France,4.07,6.15,2.26,52050,1.46,6.94,5.8,SNCF_Open_Data,50.149139,5.857234,3.1,50.149139,2024-08-10 00:00:00,NON,NON,8.35,7.03,3.37,1,OUI,5.84,8.56,2.1,6.03,8.8,7.33,110,2.31,3.74,0,0,7.2
5.18,8.69,5.54,Lyon,Île-de-France,3.2,7.39,5.63,165673,6.46,4.1,7.3,RATP_Open_Data_2024,49.593411,3.624526,8.63,49.593411,2024-01-15 00:00:00,1,1,4.07,5.59,7.99,1,0,4.66,1.71,5.46,3.84,2.95,7.03,70,6.96,7.6,0,1,3.24
7.54,2.1,7.81,Strasbourg,Provence-Alpes-Côte d'Azur,5.3,7.34,6.21,16351,3.22,7.41,6.53,RATP_Open_Data_2024,51.531519,6.338196,1.98,51.531519,2024-11-23 00:00:00,NON,OUI,6.85,6.72,5.18,1,1,6.12,1.43,5.19,5.97,4.03,4.87,45,3.08,7.79,OUI,NON,6.04
4.59,4.28,5.49,Lyon,Auvergne-Rhône-Alpes,2.92,4.74,8.5,105328,1.43,3.23,3.88,Data.gouv.fr,45.176147,2.572476,6.92,45.176147,2024-05-14 00:00:00,0,OUI,3.89,8.43,3.74,OUI,1,8.56,7.97,7.6,5.29,6.68,7.0,80,3.82,8.73,NON,1,4.3
7.85,1.55,7.64,Lyon,Nouvelle-Aquitaine,2.9,2.6,5.11,155732,2.14,8.38,6.56,Météo-France,49.929335,0.904949,3.52,49.929335,2024-07-26 00:00:00,OUI,OUI,3.69,8.24,3.73,OUI,OUI,8.43,4.76,5.43,4.55,8.31,2.85,50,2.36,8.29,1,1,5.6
4.94,2.17,3.87,Nantes,Pays de la Loire,8.66,8.14,3.84,165229,5.36,3.02,3.31,Airparif,48.975823,0.562629,5.21,48.975823,2024-02-09 00:00:00,1,OUI,4.79,6.41,3.71,0,1,6.79,7.94,4.51,4.89,6.27,1.32,30,1.97,5.66,NON,1,2.15
6.09,3.62,5.62,Lille,Occitanie,3.09,5.68,2.92,108948,5.24,2.16,1.65,RATP_Open_Data_2024,50.157642,5.586481,2.55,50.157642,2024-03-11 00:00:00,OUI,1,4.18,6.84,2.73,NON,OUI,4.39,3.99,6.88,4.16,4.75,4.1,50,2.32,3.01,NON,OUI,6.54
8.44,4.73,2.27,Nice,Île-de-France,6.4,6.91,4.69,134983,6.64,8.67,4.81,SNCF_Open_Data,52.229735,4.086026,4.96,52.229735,2024-01-01 00:00:00,0,0,3.96,5.03,5.74,OUI,0,4.34,8.3,3.17,4.02,7.26,2.66,130,7.1,4.57,NON,1,5.35
2.79,7.2,7.54,Toulouse,Hauts-de-France,5.35,1.48,4.58,20353,6.01,8.13,1.28,SNCF_Open_Data,47.863926,2.382032,1.95,47.863926,2024-08-18 00:00:00,OUI,OUI,7.16,3.12,4.98,NON,1,3.81,4.84,8.21,8.49,7.02,8.25,30,5.95,1.81,OUI,0,6.53
8.14,1.36,4.55,Marseille,Nouvelle-Aquitaine,1.28,7.07,3.88,25300,6.9,5.1,2.28,SNCF_Open_Data,50.246579,4.132681,7.24,50.246579,2024-11-19 00:00:00,OUI,OUI,7.24,5.04,2.52,0,OUI,7.38,5.03,3.91,1.78,4.51,8.62,45,7.52,3.36,OUI,1,4.12
6.23,1.73,7.83,Strasbourg,Hauts-de-France,3.43,4.88,1.21,169334,6.83,8.58,6.92,Data.gouv.fr,47.907352,6.002512,7.26,47.907352,2024-09-07 00:00:00,1,0,7.94,2.28,8.68,NON,0,1.51,6.67,2.84,7.53,3.64,7.98,130,4.14,7.43,1,NON,8.57
3.33,5.1,5.09,Paris,Grand Est,7.52,8.23,4.66,9067,6.5,2.04,1.94,Météo-France,47.818491,2.803736,1.6,47.818491,2024-04-18 00:00:00,NON,1,6.34,5.35,7.84,OUI,OUI,6.29,2.95,1.34,4.93,3.33,3.47,80,7.72,7.76,0,1,6.15
2.4,4.96,2.0,Marseille,Normandie,2.34,5.17,4.31,142592,4.87,2.02,3.67,Data.gouv.fr,49.294923,0.05726,6.72,49.294923,2024-05-23 00:00:00,0,OUI,5.1,3.06,2.77,NON,1,5.85,7.7,4.21,2.84,3.81,1.32,110,4.25,7.99,NON,OUI,7.65
1.87,4.58,5.42,Montpellier,Occitanie,3.4,1.47,5.54,93084,3.68,7.31,2.22,RATP_Open_Data_2024,51.895288,2.917067,4.44,51.895288,2024-03-16 00:00:00,0,1,6.27,6.96,2.09,0,OUI,5.0,4.02,7.58,3.75,2.33,4.67,45,5.66,5.41,0,OUI,1.71
5.6,5.28,6.93,Lille,Île-de-France,1.66,8.14,4.52,199101,7.67,3.32,7.24,Météo-France,45.871888,0.413808,6.28,45.871888,2024-12-13 00:00:00,1,NON,4.32,6.87,4.59,OUI,OUI,3.72,6.05,6.89,7.13,6.69,8.61,110,8.45,7.97,NON,NON,7.66
3.87,8.55,5.18,Nice,Bretagne,1.78,5.86,5.2,183561,5.28,3.43,8.03,Data.gouv.fr,45.905696,1.654417,2.62,45.905696,2024-04-30 00:00:00,OUI,0,1.37,7.83,1.64,NON,0,2.51,5.31,8.3,5.78,7.94,3.6,110,8.64,6.52,OUI,NON,8.45
1.21,5.57,8.43,Strasbourg,Grand Est,2.05,4.37,5.36,199486,7.53,3.93,2.77,SNCF_Open_Data,49.069726,-1.047119,6.86,49.069726,2024-12-12 00:00:00,0,1,4.5,4.13,4.24,1,NON,4.31,5.98,1.99,6.56,7.75,6.15,70,6.64,7.5,OUI,1,4.06
7.36,8.29,2.73,Marseille,Auvergne-Rhône-Alpes,1.76,2.24,3.28,76915,1.39,7.77,4.79,Data.gouv.fr,51.418997,2.602224,2.28,51.418997,2024-02-13 00:00:00,NON,OUI,3.97,7.34,2.16,0,OUI,1.73,3.11,5.03,6.01,6.41,3.89,130,7.66,3.48,1,OUI,3.69
2.56,7.78,7.82,Lille,Nouvelle-Aquitaine,8.38,7.94,3.71,189871,5.9,2.12,2.47,Airparif,51.818735,0.623583,6.02,51.818735,2024-03-28 00:00:00,0,NON,3.65,1.61,7.11,NON,OUI,3.92,1.78,2.11,8.3,8.18,6.4,70,7.12,2.45,0,1,6.17
4.58,1.42,1.47,Nice,Normandie,4.84,1.49,1.44,193969,8.62,5.17,3.98,SNCF_Open_Data,50.734019,5.274964,7.01,50.734019,2024-08-17 00:00:00,NON,1,5.05,1.95,5.35,0,OUI,3.73,2.74,7.85,3.69,6.86,6.22,70,5.52,3.42,1,OUI,6.99
8.61,6.97,7.06,Paris,Hauts-de-France,4.12,3.56,7.97,94932,4.17,7.31,7.48,RATP_Open_Data_2024,50.299256,1.924485,3.39,50.299256,2024-06-01 00:00:00,0,0,2.54,2.99,4.21,0,0,1.48,8.74,8.12,6.56,2.71,6.4,50,6.52,6.59,NON,OUI,2.35
1.76,1.57,1.43,Marseille,Bretagne,1.99,1.95,5.71,16325,7.32,6.44,8.69,RATP_Open_Data_2024,45.245301,5.112804,4.3,45.245301,2024-06-17 00:00:00,NON,OUI,6.11,6.35,2.53,0,OUI,5.84,2.43,7.93,4.46,3.52,5.71,130,2.29,5.58,NON,NON,6.29
3.08,2.87,4.32,Nantes,Auvergne-Rhône-Alpes,8.73,2.5,4.14,108526,2.57,6.07,6.36,SNCF_Open_Data,51.207664,0.592781,1.24,51.207664,2024-01-25 00:00:00,0,0,4.49,3.34,2.13,1,OUI,5.06,4.74,4.57,3.31,8.52,5.3,130,4.0,5.35,1,OUI,2.4
3.65,6.64,1.98,Strasbourg,Auvergne-Rhône-Alpes,1.98,6.63,3.07,40320,7.07,6.1,1.63,Airparif,47.899055,2.808336,6.58,47.899055,2024-08-19 00:00:00,0,0,6.79,3.98,2.42,0,OUI,5.98,6.35,5.74,1.97,2.45,8.2,130,3.86,6.06,1,0,3.27
3.17,7.63,5.84,Bordeaux,Grand Est,5.38,5.82,6.87,100274,3.71,4.41,6.43,RATP_Open_Data_2024,44.931354,-0.234933,5.27,44.931354,2024-01-21 00:00:00,OUI,NON,7.76,3.86,3.33,OUI,0,6.88,4.79,6.25,3.73,8.05,7.38,45,4.95,2.96,1,1,6.85
3.0,2.51,5.06,Nantes,Occitanie,5.51,8.07,7.57,124321,7.97,6.32,4.62,Météo-France,48.116392,3.359396,8.13,48.116392,2024-06-26 00:00:00,NON,OUI,8.23,8.18,2.47,NON,0,1.97,6.17,4.04,8.36,8.79,5.66,110,5.12,8.44,NON,OUI,3.03
7.95,2.19,8.16,Toulouse,Provence-Alpes-Côte d'Azur,7.39,3.83,3.11,154070,1.76,2.39,8.21,SNCF_Open_Data,47.870989,5.154089,3.64,47.870989,2024-06-08 00:00:00,1,OUI,3.51,4.3,8.68,OUI,NON,4.71,7.85,1.52,2.74,4.58,6.22,130,7.26,4.16,NON,NON,4.81
2.75,7.34,2.68,Montpellier,Normandie,8.65,5.54,6.74,158256,2.26,7.49,3.28,SNCF_Open_Data,47.016236,6.037502,7.89,47.016236,2024-09-09 00:00:00,0,0,7.22,3.74,5.39,OUI,0,4.01,8.48,6.54,7.23,8.65,1.67,80,6.41,2.29,0,OUI,2.98
3.89,7.11,7.55,Bordeaux,Grand Est,3.04,4.78,3.76,137094,5.14,5.4,6.36,RATP_Open_Data_2024,44.865789,4.522028,1.82,44.865789,2024-02-24 00:00:00,OUI,NON,1.8,1.85,8.2,1,0,2.62,2.75,2.34,7.17,6.01,3.22,110,2.06,8.77,1,1,6.33
5.89,8.67,1.45,Lyon,Île-de-France,4.53,5.37,7.33,68507,5.29,2.77,7.43,Data.gouv.fr,50.836942,0.340727,3.95,50.836942,2024-11-18 00:00:00,1,0,6.71,6.04,8.32,0,OUI,5.44,3.16,8.73,2.79,2.47,5.29,45,4.56,4.13,1,OUI,7.09
4.3,8.29,4.83,Paris,Nouvelle-Aquitaine,3.65,6.55,1.64,164868,5.75,2.24,3.39,Airparif,51.262275,1.360231,4.52,51.262275,2024-02-13 00:00:00,OUI,NON,1.85,2.26,4.83,1,1,5.12,3.81,3.62,2.41,4.96,2.75,30,4.24,6.23,0,1,4.77
6.29,3.1,8.37,Paris,Auvergne-Rhône-Alpes,1.99,5.38,4.14,47358,6.75,7.99,8.77,RATP_Open_Data_2024,47.910437,4.119195,3.05,47.910437,2024-12-23 00:00:00,OUI,OUI,8.05,4.57,2.74,OUI,OUI,5.37,4.96,4.82,2.03,2.7,3.76,80,6.72,1.62,1,0,6.37
3.69,4.43,1.43,Marseille,Bretagne,7.89,8.78,8.24,51993,4.26,1.37,2.38,Data.gouv.fr,45.507397,-0.295669,2.14,45.507397,2024-01-05 00:00:00,0,OUI,3.85,2.64,5.64,OUI,OUI,4.19,3.12,4.83,3.48,4.26,8.35,30,4.14,6.94,OUI,NON,1.8
6.6,4.12,3.62,Montpellier,Nouvelle-Aquitaine,8.08,2.75,7.27,75019,4.81,6.19,5.7,Airparif,50.434332,0.253721,1.87,50.434332,2024-07-13 00:00:00,OUI,1,2.26,5.58,1.87,OUI,1,8.28,4.17,7.3,3.61,3.94,4.19,50,3.78,7.89,OUI,0,4.63
6.33,5.79,7.03,Lille,Nouvelle-Aquitaine,4.81,2.43,7.1,129844,5.12,4.95,7.44,Data.gouv.fr,51.606744,3.12915,6.1,51.606744,2024-03-20 00:00:00,0,OUI,5.86,8.17,1.98,NON,OUI,8.45,8.72,8.37,1.64,5.39,5.97,50,7.01,7.02,1,OUI,6.52
8.04,3.29,2.43,Lille,Nouvelle-Aquitaine,6.46,3.52,5.19,140197,5.78,8.57,2.46,RATP_Open_Data_2024,52.23067,5.247108,5.43,52.23067,2024-05-07 00:00:00,NON,NON,8.3,4.35,5.27,NON,1,8.05,3.55,7.96,8.63,4.52,6.54,70,2.69,2.65,0,NON,2.58
4.63,6.95,2.4,Lille,Occitanie,2.33,2.67,6.15,55120,2.38,5.23,5.59,Météo-France,48.786086,1.443662,6.02,48.786086,2024-05-22 00:00:00,NON,NON,7.55,8.77,2.51,1,NON,5.41,6.27,3.63,6.54,4.18,5.87,70,1.37,5.76,1,1,6.68
8.55,4.76,4.41,Nice,Occitanie,8.64,1.76,3.28,16779,7.09,6.89,4.75,Météo-France,45.302148,3.917474,7.7,45.302148,2024-03-10 00:00:00,OUI,OUI,2.59,6.83,5.29,OUI,1,2.68,7.86,8.51,6.46,5.01,5.96,30,4.27,7.25,1,1,3.65
1.98,5.36,6.99,Bordeaux,Occitanie,1.54,6.6,3.04,53850,2.45,1.22,6.66,SNCF_Open_Data,50.196232,4.60023,2.0,50.196232,2024-08-26 00:00:00,0,1,2.54,6.65,5.91,0,1,2.67,6.57,3.18,1.99,5.85,5.18,50,4.5,4.45,1,0,1.37
6.25,4.08,6.66,Nice,Bretagne,6.04,7.66,2.99,123131,3.05,2.02,6.58,Météo-France,46.066877,4.107025,2.51,46.066877,2024-11-11 00:00:00,1,0,8.44,6.13,7.2,NON,0,5.08,7.92,4.64,2.06,5.92,6.64,80,7.96,3.08,OUI,1,6.19
7.31,1.29,7.02,Montpellier,Occitanie,5.39,1.9,7.59,92393,5.55,1.88,3.61,RATP_Open_Data_2024,45.475158,4.390887,4.43,45.475158,2024-11-15 00:00:00,1,0,1.76,7.89,4.82,NON,OUI,3.56,7.87,5.79,5.67,6.86,5.9,30,2.53,1.4,0,0,4.44
8.41,8.61,2.31,Montpellier,Nouvelle-Aquitaine,2.21,5.92,5.43,48899,4.65,5.39,3.39,RATP_Open_Data_2024,44.942661,-0.803574,4.83,44.942661,2024-07-14 00:00:00,1,0,5.93,5.27,5.98,OUI,0,7.42,4.64,3.07,2.86,3.65,4.71,130,8.01,6.98,OUI,NON,6.66
6.8,4.17,4.36,Bordeaux,Grand Est,7.97,2.61,1.97,147430,2.01,3.79,1.38,Airparif,48.000545,1.073595,5.14,48.000545,2024-07-14 00:00:00,NON,OUI,6.69,2.0,2.09,OUI,1,7.95,2.53,6.27,5.2,3.15,6.27,30,2.77,7.74,0,OUI,7.66
8.55,3.94,6.89,Toulouse,Grand Est,3.98,7.52,5.42,137193,8.77,6.82,2.75,RATP_Open_Data_2024,48.810965,0.287876,2.3,48.810965,2024-12-04 00:00:00,NON,OUI,4.96,7.21,6.02,NON,0,7.19,3.75,4.33,4.77,4.02,8.37,110,1.65,5.05,NON,NON,4.02
3.05,4.18,5.54,Paris,Auvergne-Rhône-Alpes,4.97,1.62,7.19,138699,8.25,8.23,3.92,Airparif,44.875324,1.115779,5.84,44.875324,2024-12-03 00:00:00,OUI,0,5.44,2.99,7.88,0,1,3.44,2.58,6.64,6.79,7.27,4.73,45,6.36,6.91,OUI,OUI,6.65
7.81,8.34,2.15,Lyon,Provence-Alpes-Côte d'Azur,8.63,6.66,4.28,176095,1.79,3.93,4.6,Airparif,46.519397,5.46588,1.96,46.519397,2024-03-07 00:00:00,1,NON,6.32,6.94,2.03,0,NON,7.32,7.89,7.28,1.96,2.65,2.25,80,5.82,1.96,OUI,1,2.11
8.21,3.35,7.95,Nantes,Nouvelle-Aquitaine,1.65,8.75,2.96,31162,4.17,3.08,7.11,SNCF_Open_Data,51.742756,1.851545,6.21,51.742756,2024-04-08 00:00:00,0,NON,5.63,7.91,3.96,NON,0,4.04,7.78,4.69,2.05,8.53,5.85,45,2.88,7.91,0,NON,2.01
7.17,6.56,6.16,Nantes,Île-de-France,6.98,4.11,2.6,57465,8.01,5.21,3.67,RATP_Open_Data_2024,52.675238,2.896374,3.35,52.675238,2024-10-01 00:00:00,1,NON,3.71,8.75,4.49,OUI,1,4.03,4.71,2.26,3.0,4.0,5.47,70,7.16,2.29,NON,1,3.33
2.3,2.73,4.3,Strasbourg,Provence-Alpes-Côte d'Azur,7.54,5.26,3.69,104922,7.42,3.49,2.24,Data.gouv.fr,46.008273,1.050283,2.67,46.008273,2024-09-01 00:00:00,NON,0,7.74,1.55,8.38,1,0,4.0,8.73,6.02,1.56,4.53,2.31,110,7.5,7.24,0,NON,2.6
5.92,3.84,2.5,Lyon,Normandie,3.69,3.74,4.41,168552,4.54,4.56,7.37,Data.gouv.fr,50.024062,-1.301128,7.04,50.024062,2024-12-18 00:00:00,NON,OUI,6.8,3.84,3.42,1,0,7.21,8.21,2.5,1.3,8.12,2.29,70,1.87,2.16,1,1,8.73
6.65,8.37,2.02,Lyon,Occitanie,8.74,7.25,2.43,175372,3.44,8.77,5.38,RATP_Open_Data_2024,49.714111,5.121335,8.41,49.714111,2024-07-15 00:00:00,OUI,OUI,6.55,7.93,2.11,OUI,0,5.94,4.97,2.31,3.91,3.68,2.7,110,1.33,6.07,NON,NON,4.63
3.35,2.53,5.86,Lyon,Occitanie,6.56,3.02,6.71,135076,3.02,3.63,5.37,SNCF_Open_Data,51.46301,1.049283,4.24,51.46301,2024-07-30 00:00:00,1,0,5.76,3.09,6.23,NON,0,7.17,3.77,3.71,7.34,6.88,7.09,70,2.05,3.71,OUI,OUI,1.46
4.32,4.26,8.71,Marseille,Pays de la Loire,4.32,2.41,2.27,183031,1.24,6.51,2.16,Data.gouv.fr,48.237238,0.361883,8.24,48.237238,2024-02-07 00:00:00,1,1,5.51,8.37,1.98,1,OUI,1.35,1.25,8.16,4.31,6.95,7.53,50,4.61,6.44,0,OUI,6.66
3.96,5.16,2.46,Strasbourg,Auvergne-Rhône-Alpes,8.05,6.75,3.44,171924,4.59,6.56,5.52,Météo-France,48.323035,-1.045177,5.85,48.323035,2024-05-05 00:00:00,NON,1,7.63,1.4,4.18,1,1,1.92,6.12,5.29,7.22,4.0,6.74,80,6.76,4.79,0,0,7.54
3.91,4.3,6.03,Strasbourg,Provence-Alpes-Côte d'Azur,6.29,2.84,1.43,181330,1.87,2.68,5.28,Data.gouv.fr,48.574609,5.651121,1.73,48.574609,2024-10-29 00:00:00,OUI,1,8.0,7.84,2.45,OUI,0,3.98,8.47,6.03,6.11,1.31,2.02,70,7.42,2.07,1,NON,7.18
1.23,1.43,6.84,Toulouse,Pays de la Loire,8.62,5.82,4.89,149030,2.67,1.75,3.75,RATP_Open_Data_2024,45.462898,3.317168,7.11,45.462898,2024-11-15 00:00:00,NON,1,2.06,8.05,2.19,NON,NON,7.66,8.68,3.56,3.97,5.57,4.06,45,6.19,4.97,1,OUI,8.14
8.3,3.69,2.51,Paris,Occitanie,7.4,6.31,2.67,111110,6.37,5.87,4.99,SNCF_Open_Data,48.868527,3.225621,7.97,48.868527,2024-09-27 00:00:00,NON,OUI,3.69,3.23,8.24,NON,1,7.75,2.14,5.58,5.23,2.61,7.3,45,3.9,6.81,1,1,7.66
6.18,1.77,2.79,Lille,Île-de-France,4.41,3.9,1.76,127059,4.9,5.87,7.99,Météo-France,48.949701,3.183058,7.82,48.949701,2024-12-26 00:00:00,OUI,1,3.27,2.97,4.84,0,1,7.26,4.38,5.64,2.67,4.62,7.0,30,4.81,4.78,0,1,6.42
3.87,1.29,8.2,Paris,Auvergne-Rhône-Alpes,8.61,7.57,4.96,182902,4.48,3.87,6.28,Météo-France,46.378255,-1.555809,5.53,46.378255,2024-04-02 00:00:00,NON,NON,1.44,6.52,2.49,1,1,4.98,7.23,8.27,7.81,2.98,2.85,70,1.61,8.7,OUI,1,2.71
8.02,6.56,2.95,Strasbourg,Provence-Alpes-Côte d'Azur,3.9,5.72,4.3,57467,3.39,1.67,3.44,Data.gouv.fr,51.380519,5.459467,4.13,51.380519,2024-05-11 00:00:00,OUI,OUI,3.51,3.64,5.74,NON,1,5.64,7.24,3.21,2.25,2.67,2.58,80,7.66,3.64,NON,1,2.19
7.99,2.94,2.9,Marseille,Hauts-de-France,7.86,3.78,3.28,58841,6.78,1.61,7.95,Météo-France,50.494972,0.041482,7.46,50.494972,2024-12-04 00:00:00,1,NON,8.17,2.09,5.67,1,0,2.99,4.75,5.9,4.22,6.33,3.66,50,7.18,7.96,NON,OUI,2.24
4.83,3.09,4.35,Montpellier,Provence-Alpes-Côte d'Azur,1.29,6.31,4.72,77963,5.41,4.82,4.2,RATP_Open_Data_2024,48.851555,1.080561,6.98,48.851555,2024-07-07 00:00:00,0,NON,2.11,3.07,3.69,0,OUI,5.01,8.59,6.13,5.35,7.64,7.67,30,2.6,1.37,NON,OUI,3.41
5.97,8.11,6.52,Lille,Normandie,4.44,1.54,7.06,184577,6.8,2.08,5.09,RATP_Open_Data_2024,50.200591,1.522809,5.44,50.200591,2024-04-25 00:00:00,1,0,4.76,7.9,5.64,OUI,1,5.89,2.34,6.29,2.19,6.71,3.2,80,2.17,2.62,NON,NON,6.33
2.22,1.59,7.14,Lille,Bretagne,5.47,7.97,4.71,156799,5.64,6.37,8.25,SNCF_Open_Data,45.933301,2.199169,8.03,45.933301,2024-12-22 00:00:00,NON,1,3.21,2.35,3.1,NON,NON,1.75,4.81,8.4,7.14,5.42,5.33,130,2.6,5.58,OUI,1,3.89
7.58,7.5,3.24,Montpellier,Pays de la Loire,4.26,7.44,6.58,12080,6.75,7.57,3.71,Data.gouv.fr,52.308192,4.229382,7.13,52.308192,2024-03-10 00:00:00,OUI,0,2.65,8.77,1.41,1,0,4.11,7.22,5.9,6.7,1.69,7.17,130,5.1,7.58,NON,1,6.9
7.34,5.92,4.93,Lille,Grand Est,6.77,1.59,4.06,161921,4.81,8.5,7.49,Airparif,50.69338,3.191078,8.59,50.69338,2024-09-04 00:00:00,NON,NON,5.64,5.51,1.31,OUI,0,4.01,5.55,4.59,3.25,2.2,1.76,30,5.2,8.68,OUI,0,5.38
2.44,3.22,8.52,Montpellier,Normandie,1.29,7.28,5.16,5051,6.89,1.29,2.16,Data.gouv.fr,45.107637,1.29431,5.76,45.107637,2024-02-27 00:00:00,NON,1,7.26,1.82,4.15,OUI,0,5.99,2.49,3.5,2.94,2.33,8.08,50,4.47,7.75,NON,NON,6.58
6.18,5.1,2.88,Nantes,Auvergne-Rhône-Alpes,4.03,3.34,1.68,72309,1.35,8.64,3.42,Data.gouv.fr,52.849744,4.217234,2.25,52.849744,2024-03-05 00:00:00,NON,NON,3.62,7.24,6.77,1,NON,5.58,5.86,7.64,8.59,1.85,3.69,30,6.24,4.29,OUI,1,6.33
8.32,7.0,5.74,Montpellier,Nouvelle-Aquitaine,1.82,4.65,7.2,99150,7.77,4.39,3.54,Data.gouv.fr,48.676614,2.470742,4.65,48.676614,2024-08-04 00:00:00,0,0,3.27,2.64,4.98,NON,1,8.48,2.25,1.89,4.79,4.25,2.56,50,6.08,5.87,OUI,NON,4.85
4.76,6.15,8.29,Lille,Occitanie,6.06,1.87,7.01,183901,3.19,1.61,5.77,Airparif,51.446326,4.39182,3.35,51.446326,2024-02-11 00:00:00,0,OUI,8.29,3.47,6.64,NON,1,2.76,8.28,4.85,7.77,8.64,5.41,45,3.58,7.71,0,OUI,7.91
5.8,4.63,2.63,Toulouse,Nouvelle-Aquitaine,5.64,4.69,4.22,6132,6.13,6.0,1.7,Data.gouv.fr,51.985578,4.616739,6.66,51.985578,2024-10-24 00:00:00,0,1,4.18,1.62,6.75,NON,1,3.52,3.58,7.73,3.53,8.51,4.71,30,5.41,5.42,NON,NON,3.01
4.05,6.44,7.19,Paris,Auvergne-Rhône-Alpes,6.54,2.12,1.8,40829,7.74,4.53,4.4,Data.gouv.fr,49.514852,3.313227,7.92,49.514852,2024-11-18 00:00:00,OUI,0,2.88,5.52,2.86,0,1,3.82,7.2,8.79,5.32,8.33,5.88,50,4.55,2.36,NON,NON,1.97
